budget_FLOPs,context_tokens,quality_family,Q0,minimum_supported_cost_FLOPs,scientific_status,ready_for_Q3,N_params_B,D_tokens_B,Q_score,conditional_loss,cost_FLOPs,budget_utilization,interval_95_lower,interval_95_upper,kkt_relative_violation,kkt_check_pass,active_set,budget_active,N_lower_active,N_upper_active,D_lower_active,D_upper_active,Q_lower_active,Q_upper_active,support_saturated,regime,converged_starts,failure,status
1e+22,49152,power,0.5,1.1081280000000002e+19,conditional_B7_semi_synthetic,False,3.9637295855732235,148.29111213516194,1.0,2.2145336290589506,1.0000000000008007e+22,1.0000000000008007,2.1222813653514057,2.3175483724083352,3.5346268582441773e-10,True,Q1;budget,True,False,False,False,False,False,True,False,budget_limited_with_bounds,20,,converged_feasible
1e+24,49152,power,0.5,1.1081280000000002e+19,conditional_B7_semi_synthetic,False,11.969999999999997,600.0,1.0,2.0523920597927097,1.1650643279999998e+23,0.11650643279999999,1.9576704032408743,2.1591078746310353,0.0,True,N_max;D_max;Q1,False,False,True,False,True,False,True,True,support_limited,20,,converged_feasible
1e+20,49152,logarithmic,0.5,1.1081280000000002e+19,conditional_B7_semi_synthetic,False,0.46057081008790096,11.76015157804948,1.0,2.7750191881881308,1.0000000000005521e+20,1.0000000000005522,2.679376574824904,2.8835731008702403,1.3274181295453424e-11,True,Q1;budget,True,False,False,False,False,False,True,False,budget_limited_with_bounds,20,,converged_feasible
1e+22,49152,logarithmic,0.5,1.1081280000000002e+19,conditional_B7_semi_synthetic,False,3.757474752352582,164.75930333399296,1.0,2.210172255543981,1.000000000007218e+22,1.000000000007218,2.118701361665999,2.31339020123194,1.6956516512535807e-11,True,Q1;budget,True,False,False,False,False,False,True,False,budget_limited_with_bounds,20,,converged_feasible
1e+24,49152,logarithmic,0.5,1.1081280000000002e+19,conditional_B7_semi_synthetic,False,11.969999999999997,600.0,1.0,2.0523920597927097,1.1442129576428437e+23,0.11442129576428438,1.9576704032408743,2.1591078746310353,0.0,True,N_max;D_max;Q1,False,False,True,False,True,False,True,True,support_limited,20,,converged_feasible
1e+20,65536,exponential,0.5,1.337504e+19,conditional_B7_semi_synthetic,False,0.3682457477728477,10.000000000000002,0.9595386131529954,2.8611833797083093,1.0000000000041607e+20,1.0000000000041607,2.7638972017977745,2.9691485569335443,6.582650077694528e-10,True,D_min;budget,True,False,False,True,False,False,False,False,budget_limited_with_bounds,19,,converged_feasible
1e+22,65536,exponential,0.5,1.337504e+19,conditional_B7_semi_synthetic,False,3.5542972641309363,139.3803959470872,1.0,2.228092953713314,1.0000000000009987e+22,1.0000000000009988,2.1361469313698995,2.3312006830452914,1.3219820428856704e-10,True,Q1;budget,True,False,False,False,False,False,True,False,budget_limited_with_bounds,20,,converged_feasible
1e+24,65536,exponential,0.5,1.337504e+19,conditional_B7_semi_synthetic,False,11.969999999999997,600.0,1.0,2.0523920597927097,1.3952796993941724e+23,0.13952796993941724,1.9576704032408743,2.1591078746310353,0.0,True,N_max;D_max;Q1,False,False,True,False,True,False,True,True,support_limited,20,,converged_feasible
1e+20,65536,power,0.5,1.337504e+19,conditional_B7_semi_synthetic,False,0.333315042468753,10.000000000000002,0.9424010181093792,2.886769221226562,1.0000000000004512e+20,1.0000000000004512,2.78991492276301,2.994808784043016,6.96707240024836e-09,True,D_min;budget,True,False,False,True,False,False,False,False,budget_limited_with_bounds,20,,converged_feasible
1e+22,65536,power,0.5,1.337504e+19,conditional_B7_semi_synthetic,False,3.5951736837602697,136.27468131191316,1.0,2.2290775715867603,1.0000000000009588e+22,1.0000000000009588,2.1369728611045065,2.3321423865472406,9.165929379510753e-11,True,Q1;budget,True,False,False,False,False,False,True,False,budget_limited_with_bounds,20,,converged_feasible
1e+24,65536,power,0.5,1.337504e+19,conditional_B7_semi_synthetic,False,11.969999999999997,600.0,1.0,2.0523920597927097,1.4004041039999995e+23,0.14004041039999995,1.9576704032408743,2.1591078746310353,0.0,True,N_max;D_max;Q1,False,False,True,False,True,False,True,True,support_limited,20,,converged_feasible
1e+20,65536,logarithmic,0.5,1.337504e+19,conditional_B7_semi_synthetic,False,0.41533539019184923,10.931150398370557,1.0,2.8052370348620945,1.0000000000006622e+20,1.0000000000006621,2.7081633995504477,2.9137279950668393,1.9569411082100405e-11,True,Q1;budget,True,False,False,False,False,False,True,False,budget_limited_with_bounds,20,,converged_feasible
1e+22,65536,logarithmic,0.5,1.337504e+19,conditional_B7_semi_synthetic,False,3.4229652089727147,150.11509523756112,1.0,2.2249711563204135,1.0000000000037885e+22,1.0000000000037885,2.1335560639275255,2.328220150689914,9.13785960436345e-12,True,Q1;budget,True,False,False,False,False,False,True,False,budget_limited_with_bounds,20,,converged_feasible
1e+24,65536,logarithmic,0.5,1.337504e+19,conditional_B7_semi_synthetic,False,11.969999999999997,600.0,1.0,2.0523920597927097,1.3795527336428434e+23,0.13795527336428434,1.9576704032408743,2.1591078746310353,0.0,True,N_max;D_max;Q1,False,False,True,False,True,False,True,True,support_limited,20,,converged_feasible
1e+20,131072,exponential,0.5,2.2550080000000004e+19,conditional_B7_semi_synthetic,False,0.22552508453711656,10.000000000000002,0.9470193568254938,2.9593894536908563,1.0000000000008053e+20,1.0000000000008054,2.8626109065054974,3.067510129648865,3.803810067158167e-09,True,D_min;budget,True,False,False,True,False,False,False,False,budget_limited_with_bounds,20,,converged_feasible
1e+22,131072,exponential,0.5,2.2550080000000004e+19,conditional_B7_semi_synthetic,False,2.7235636877478906,109.20439911358481,1.0,2.271227137155365,1.000000000000958e+22,1.000000000000958,2.179707410531151,2.3744355975842137,9.656604247162676e-10,True,Q1;budget,True,False,False,False,False,False,True,False,budget_limited_with_bounds,19,,converged_feasible
1e+24,131072,exponential,0.5,2.2550080000000004e+19,conditional_B7_semi_synthetic,False,11.969999999999997,600.0,1.0,2.0523920597927097,2.3366388033941724e+23,0.23366388033941723,1.9576704032408743,2.1591078746310353,0.0,True,N_max;D_max;Q1,False,False,True,False,True,False,True,True,support_limited,20,,converged_feasible
1e+20,131072,power,0.5,2.2550080000000004e+19,conditional_B7_semi_synthetic,False,0.20703299440518297,10.000000000000002,0.9238978783528999,2.9886799194052753,1.000000000001301e+20,1.000000000001301,2.8924820194067027,3.096433316102147,1.0712811451169656e-11,True,D_min;budget,True,False,False,True,False,False,False,False,budget_limited_with_bounds,20,,converged_feasible
1e+22,131072,power,0.5,2.2550080000000004e+19,conditional_B7_semi_synthetic,False,2.7484374735371833,107.26533406421788,1.0,2.2720626290580466,1.000000000000938e+22,1.0000000000009381,2.1804302302405443,2.3751585504789037,1.1112198047929007e-09,True,Q1;budget,True,False,False,False,False,False,True,False,budget_limited_with_bounds,20,,converged_feasible
1e+24,131072,power,0.5,2.2550080000000004e+19,conditional_B7_semi_synthetic,False,11.969999999999997,600.0,1.0,2.0523920597927097,2.3417632079999995e+23,0.23417632079999995,1.9576704032408743,2.1591078746310353,0.0,True,N_max;D_max;Q1,False,False,True,False,True,False,True,True,support_limited,20,,converged_feasible
1e+20,131072,logarithmic,0.5,2.2550080000000004e+19,conditional_B7_semi_synthetic,False,0.2727888271371839,10.000000000000002,1.0,2.89610728684338,1.000000000006873e+20,1.000000000006873,2.797763957412752,3.004804691860843,0.0,True,D_min;Q1;budget,True,False,False,True,False,False,True,False,budget_limited_with_bounds,20,,converged_feasible
1e+22,131072,logarithmic,0.5,2.2550080000000004e+19,conditional_B7_semi_synthetic,False,2.6443930593087948,115.74099877849608,1.0,2.2685963794002455,1.0000000000076462e+22,1.000000000007646,2.1774486171672014,2.3721701266103095,1.621438680614276e-11,True,Q1;budget,True,False,False,False,False,False,True,False,budget_limited_with_bounds,20,,converged_feasible
1e+24,131072,logarithmic,0.5,2.2550080000000004e+19,conditional_B7_semi_synthetic,False,11.969999999999997,600.0,1.0,2.0523920597927097,2.3209118376428434e+23,0.23209118376428434,1.9576704032408743,2.1591078746310353,0.0,True,N_max;D_max;Q1,False,False,True,False,True,False,True,True,support_limited,20,,converged_feasible
