budget_FLOPs,context_tokens,train_percent,attention_percent,quality_percent,unused_percent
1e+19,2048,62.39929039766186,4.259791557813716,33.34091804452443,0.0
1e+19,8192,52.36103002367687,14.298051931798698,33.34091804452443,0.0
1e+22,2048,92.22184429248202,6.295677903700106,1.4824778038178748,0.0
1e+22,8192,77.47948731076033,21.15706533499162,1.363447354248054,0.0
1e+22,131072,18.499539744303483,80.82572244551154,0.6747378101849802,0.0
1e+24,2048,2.153080294035,0.14698361473945598,0.021090466290038187,97.6788456249355
1e+24,8192,2.153080294035,0.5879344589578239,0.021090466290038187,97.23789478071714
1e+24,131072,2.153080294035,9.406951343325183,0.021090466290038187,88.41887789634978
