N_B,D_B,Q_B,p_variant,weights,bridge_lambda,eta,loss,baseline_loss,factor,relative_A_effect,gradient_N,gradient_D,gradient_Q_B,status
1,100,0.5,reference,pile_cc_only,0.25,0.5,2.5673967252758954,2.5673967252758954,1.0,0.0,-0.1510620579457051,-0.0010061005339727154,-0.3701472576630735,conditional_scenario_only
1,100,0.5,reference,pile_cc_only,0.5,-0.5,2.5673967252758954,2.5673967252758954,1.0,0.0,-0.1510620579457051,-0.0010061005339727154,-0.3701472576630735,conditional_scenario_only
1,100,0.5,reference,pile_cc_only,0.5,0,2.5673967252758954,2.5673967252758954,1.0,0.0,-0.1510620579457051,-0.0010061005339727154,-0.3701472576630735,conditional_scenario_only
1,100,0.5,reference,pile_cc_only,0.5,0.5,2.5673967252758954,2.5673967252758954,1.0,0.0,-0.1510620579457051,-0.0010061005339727154,-0.3701472576630735,conditional_scenario_only
1,100,0.5,reference,pile_cc_only,1,-0.5,2.5673967252758954,2.5673967252758954,1.0,0.0,-0.1510620579457051,-0.0010061005339727154,-0.3701472576630735,conditional_scenario_only
1,100,0.5,reference,pile_cc_only,1,0,2.5673967252758954,2.5673967252758954,1.0,0.0,-0.1510620579457051,-0.0010061005339727154,-0.3701472576630735,conditional_scenario_only
1,100,0.5,reference,pile_cc_only,1,0.5,2.5673967252758954,2.5673967252758954,1.0,0.0,-0.1510620579457051,-0.0010061005339727154,-0.3701472576630735,conditional_scenario_only
1,100,0.5,reference,equal_13,0,-0.5,2.5673967252758954,2.5673967252758954,1.0,0.0,-0.1510620579457051,-0.0010061005339727154,-0.3701472576630735,conditional_scenario_only
1,100,0.5,reference,equal_13,0,0,2.5673967252758954,2.5673967252758954,1.0,0.0,-0.1510620579457051,-0.0010061005339727154,-0.3701472576630735,conditional_scenario_only
1,100,0.5,reference,equal_13,0,0.5,2.5673967252758954,2.5673967252758954,1.0,0.0,-0.1510620579457051,-0.0010061005339727154,-0.3701472576630735,conditional_scenario_only
1,100,0.5,reference,equal_13,0.25,-0.5,2.5673967252758954,2.5673967252758954,1.0,0.0,-0.1510620579457051,-0.0010061005339727154,-0.3701472576630735,conditional_scenario_only
1,100,0.5,reference,equal_13,0.25,0,2.5673967252758954,2.5673967252758954,1.0,0.0,-0.1510620579457051,-0.0010061005339727154,-0.3701472576630735,conditional_scenario_only
1,100,0.5,reference,equal_13,0.25,0.5,2.5673967252758954,2.5673967252758954,1.0,0.0,-0.1510620579457051,-0.0010061005339727154,-0.3701472576630735,conditional_scenario_only
1,100,0.5,reference,equal_13,0.5,-0.5,2.5673967252758954,2.5673967252758954,1.0,0.0,-0.1510620579457051,-0.0010061005339727154,-0.3701472576630735,conditional_scenario_only
1,100,0.5,reference,equal_13,0.5,0,2.5673967252758954,2.5673967252758954,1.0,0.0,-0.1510620579457051,-0.0010061005339727154,-0.3701472576630735,conditional_scenario_only
1,100,0.5,reference,equal_13,0.5,0.5,2.5673967252758954,2.5673967252758954,1.0,0.0,-0.1510620579457051,-0.0010061005339727154,-0.3701472576630735,conditional_scenario_only
1,100,0.5,reference,equal_13,1,-0.5,2.5673967252758954,2.5673967252758954,1.0,0.0,-0.1510620579457051,-0.0010061005339727154,-0.3701472576630735,conditional_scenario_only
1,100,0.5,reference,equal_13,1,0,2.5673967252758954,2.5673967252758954,1.0,0.0,-0.1510620579457051,-0.0010061005339727154,-0.3701472576630735,conditional_scenario_only
1,100,0.5,reference,equal_13,1,0.5,2.5673967252758954,2.5673967252758954,1.0,0.0,-0.1510620579457051,-0.0010061005339727154,-0.3701472576630735,conditional_scenario_only
1,100,0.5,transfer_freelaw_to_arxiv_one_percent,arxiv_only,0,-0.5,2.5673967252758954,2.5673967252758954,1.0,-0.007510589596971581,-0.1510620579457051,-0.0010061005339727154,-0.3701472576630735,conditional_scenario_only
1,100,0.5,transfer_freelaw_to_arxiv_one_percent,arxiv_only,0,0,2.5673967252758954,2.5673967252758954,1.0,-0.007510589596971581,-0.1510620579457051,-0.0010061005339727154,-0.3701472576630735,conditional_scenario_only
1,100,0.5,transfer_freelaw_to_arxiv_one_percent,arxiv_only,0,0.5,2.5673967252758954,2.5673967252758954,1.0,-0.007510589596971581,-0.1510620579457051,-0.0010061005339727154,-0.3701472576630735,conditional_scenario_only
1,100,0.5,transfer_freelaw_to_arxiv_one_percent,arxiv_only,0.25,-0.5,2.5625760594918563,2.5673967252758954,0.9981223526007571,-0.007510589596971581,-0.15318874955749856,-0.0010042114319217246,-0.36945225162738554,conditional_scenario_only
1,100,0.5,transfer_freelaw_to_arxiv_one_percent,arxiv_only,0.25,0,2.5625760594918563,2.5673967252758954,0.9981223526007571,-0.007510589596971581,-0.15077841666547906,-0.0010042114319217246,-0.36945225162738554,conditional_scenario_only
1,100,0.5,transfer_freelaw_to_arxiv_one_percent,arxiv_only,0.25,0.5,2.5625760594918563,2.5673967252758954,0.9981223526007571,-0.007510589596971581,-0.14836808377345956,-0.0010042114319217246,-0.36945225162738554,conditional_scenario_only
1,100,0.5,transfer_freelaw_to_arxiv_one_percent,arxiv_only,0.5,-0.5,2.5577553937078172,2.5673967252758954,0.9962447052015142,-0.007510589596971581,-0.15531544116929202,-0.001002322329870734,-0.3687572455916976,conditional_scenario_only
1,100,0.5,transfer_freelaw_to_arxiv_one_percent,arxiv_only,0.5,0,2.5577553937078172,2.5673967252758954,0.9962447052015142,-0.007510589596971581,-0.15049477538525302,-0.001002322329870734,-0.3687572455916976,conditional_scenario_only
1,100,0.5,transfer_freelaw_to_arxiv_one_percent,arxiv_only,0.5,0.5,2.5577553937078172,2.5673967252758954,0.9962447052015142,-0.007510589596971581,-0.14567410960121402,-0.001002322329870734,-0.3687572455916976,conditional_scenario_only
1,100,0.5,transfer_freelaw_to_arxiv_one_percent,arxiv_only,1,-0.5,2.548114062139739,2.5673967252758954,0.9924894104030284,-0.007510589596971581,-0.159568824392879,-0.0009985441257687525,-0.36736723352032163,conditional_scenario_only
1,100,0.5,transfer_freelaw_to_arxiv_one_percent,arxiv_only,1,0,2.548114062139739,2.5673967252758954,0.9924894104030284,-0.007510589596971581,-0.14992749282480097,-0.0009985441257687525,-0.36736723352032163,conditional_scenario_only
1,100,0.5,transfer_freelaw_to_arxiv_one_percent,arxiv_only,1,0.5,2.548114062139739,2.5673967252758954,0.9924894104030284,-0.007510589596971581,-0.14028616125672294,-0.0009985441257687525,-0.36736723352032163,conditional_scenario_only
1,100,0.5,transfer_freelaw_to_arxiv_one_percent,pile_cc_only,0,-0.5,2.5673967252758954,2.5673967252758954,1.0,0.0004141043887303938,-0.1510620579457051,-0.0010061005339727154,-0.3701472576630735,conditional_scenario_only
1,100,0.5,transfer_freelaw_to_arxiv_one_percent,pile_cc_only,0,0,2.5673967252758954,2.5673967252758954,1.0,0.0004141043887303938,-0.1510620579457051,-0.0010061005339727154,-0.3701472576630735,conditional_scenario_only
1,100,0.5,transfer_freelaw_to_arxiv_one_percent,pile_cc_only,0,0.5,2.5673967252758954,2.5673967252758954,1.0,0.0004141043887303938,-0.1510620579457051,-0.0010061005339727154,-0.3701472576630735,conditional_scenario_only
1,100,0.5,transfer_freelaw_to_arxiv_one_percent,pile_cc_only,0.25,-0.5,2.567662517838783,2.5673967252758954,1.0001035260971827,0.0004141043887303938,-0.15094480052955297,-0.001006204691634371,-0.37018557756404225,conditional_scenario_only
1,100,0.5,transfer_freelaw_to_arxiv_one_percent,pile_cc_only,0.25,0,2.567662517838783,2.5673967252758954,1.0001035260971827,0.0004141043887303938,-0.1510776968109966,-0.001006204691634371,-0.37018557756404225,conditional_scenario_only
1,100,0.5,transfer_freelaw_to_arxiv_one_percent,pile_cc_only,0.25,0.5,2.567662517838783,2.5673967252758954,1.0001035260971827,0.0004141043887303938,-0.1512105930924402,-0.001006204691634371,-0.37018557756404225,conditional_scenario_only
1,100,0.5,transfer_freelaw_to_arxiv_one_percent,pile_cc_only,0.5,-0.5,2.5679283104016695,2.5673967252758954,1.0002070521943651,0.0004141043887303938,-0.15082754311340088,-0.0010063088492960263,-0.3702238974650109,conditional_scenario_only
1,100,0.5,transfer_freelaw_to_arxiv_one_percent,pile_cc_only,0.5,0,2.5679283104016695,2.5673967252758954,1.0002070521943651,0.0004141043887303938,-0.15109333567628808,-0.0010063088492960263,-0.3702238974650109,conditional_scenario_only
1,100,0.5,transfer_freelaw_to_arxiv_one_percent,pile_cc_only,0.5,0.5,2.5679283104016695,2.5673967252758954,1.0002070521943651,0.0004141043887303938,-0.15135912823917527,-0.0010063088492960263,-0.3702238974650109,conditional_scenario_only
1,100,0.5,transfer_freelaw_to_arxiv_one_percent,pile_cc_only,1,-0.5,2.5684598955274445,2.5673967252758954,1.0004141043887305,0.0004141043887303938,-0.15059302828109666,-0.0010065171646193377,-0.37030053726694834,conditional_scenario_only
1,100,0.5,transfer_freelaw_to_arxiv_one_percent,pile_cc_only,1,0,2.5684598955274445,2.5673967252758954,1.0004141043887305,0.0004141043887303938,-0.15112461340687106,-0.0010065171646193377,-0.37030053726694834,conditional_scenario_only
1,100,0.5,transfer_freelaw_to_arxiv_one_percent,pile_cc_only,1,0.5,2.5684598955274445,2.5673967252758954,1.0004141043887305,0.0004141043887303938,-0.15165619853264545,-0.0010065171646193377,-0.37030053726694834,conditional_scenario_only
1,100,0.5,transfer_freelaw_to_arxiv_one_percent,equal_13,0,-0.5,2.5673967252758954,2.5673967252758954,1.0,-0.00017177273191516148,-0.1510620579457051,-0.0010061005339727154,-0.3701472576630735,conditional_scenario_only
1,100,0.5,transfer_freelaw_to_arxiv_one_percent,equal_13,0,0,2.5673967252758954,2.5673967252758954,1.0,-0.00017177273191516148,-0.1510620579457051,-0.0010061005339727154,-0.3701472576630735,conditional_scenario_only
1,100,0.5,transfer_freelaw_to_arxiv_one_percent,equal_13,0,0.5,2.5673967252758954,2.5673967252758954,1.0,-0.00017177273191516148,-0.1510620579457051,-0.0010061005339727154,-0.3701472576630735,conditional_scenario_only
1,100,0.5,transfer_freelaw_to_arxiv_one_percent,equal_13,0.25,-0.5,2.5672864730885427,2.5673967252758954,0.9999570568170212,-0.00017177273191516148,-0.1511106969537859,-0.00100605732881339,-0.37013136236165856,conditional_scenario_only
1,100,0.5,transfer_freelaw_to_arxiv_one_percent,equal_13,0.25,0,2.5672864730885427,2.5673967252758954,0.9999570568170212,-0.00017177273191516148,-0.15105557086010957,-0.00100605732881339,-0.37013136236165856,conditional_scenario_only
1,100,0.5,transfer_freelaw_to_arxiv_one_percent,equal_13,0.25,0.5,2.5672864730885427,2.5673967252758954,0.9999570568170212,-0.00017177273191516148,-0.15100044476643323,-0.00100605732881339,-0.37013136236165856,conditional_scenario_only
1,100,0.5,transfer_freelaw_to_arxiv_one_percent,equal_13,0.5,-0.5,2.5671762209011897,2.5673967252758954,0.9999141136340424,-0.00017177273191516148,-0.15115933596186673,-0.0010060141236540646,-0.3701154670602436,conditional_scenario_only
1,100,0.5,transfer_freelaw_to_arxiv_one_percent,equal_13,0.5,0,2.5671762209011897,2.5673967252758954,0.9999141136340424,-0.00017177273191516148,-0.15104908377451406,-0.0010060141236540646,-0.3701154670602436,conditional_scenario_only
1,100,0.5,transfer_freelaw_to_arxiv_one_percent,equal_13,0.5,0.5,2.5671762209011897,2.5673967252758954,0.9999141136340424,-0.00017177273191516148,-0.1509388315871614,-0.0010060141236540646,-0.3701154670602436,conditional_scenario_only
1,100,0.5,transfer_freelaw_to_arxiv_one_percent,equal_13,1,-0.5,2.566955716526485,2.5673967252758954,0.9998282272680848,-0.00017177273191516148,-0.15125661397802836,-0.0010059277133354137,-0.3700836764574138,conditional_scenario_only
1,100,0.5,transfer_freelaw_to_arxiv_one_percent,equal_13,1,0,2.566955716526485,2.5673967252758954,0.9998282272680848,-0.00017177273191516148,-0.15103610960332303,-0.0010059277133354137,-0.3700836764574138,conditional_scenario_only
1,100,0.5,transfer_freelaw_to_arxiv_one_percent,equal_13,1,0.5,2.566955716526485,2.5673967252758954,0.9998282272680848,-0.00017177273191516148,-0.1508156052286177,-0.0010059277133354137,-0.3700836764574138,conditional_scenario_only
1,100,0.5,transfer_arxiv_to_freelaw_one_percent,arxiv_only,0,-0.5,2.5673967252758954,2.5673967252758954,1.0,0.007510589596971581,-0.1510620579457051,-0.0010061005339727154,-0.3701472576630735,conditional_scenario_only
1,100,0.5,transfer_arxiv_to_freelaw_one_percent,arxiv_only,0,0,2.5673967252758954,2.5673967252758954,1.0,0.007510589596971581,-0.1510620579457051,-0.0010061005339727154,-0.3701472576630735,conditional_scenario_only
1,100,0.5,transfer_arxiv_to_freelaw_one_percent,arxiv_only,0,0.5,2.5673967252758954,2.5673967252758954,1.0,0.007510589596971581,-0.1510620579457051,-0.0010061005339727154,-0.3701472576630735,conditional_scenario_only
1,100,0.5,transfer_arxiv_to_freelaw_one_percent,arxiv_only,0.25,-0.5,2.572217391059934,2.5673967252758954,1.0018776473992428,0.007510589596971581,-0.1489353663339116,-0.001007989636023706,-0.3708422636987614,conditional_scenario_only
1,100,0.5,transfer_arxiv_to_freelaw_one_percent,arxiv_only,0.25,0,2.572217391059934,2.5673967252758954,1.0018776473992428,0.007510589596971581,-0.1513456992259311,-0.001007989636023706,-0.3708422636987614,conditional_scenario_only
1,100,0.5,transfer_arxiv_to_freelaw_one_percent,arxiv_only,0.25,0.5,2.572217391059934,2.5673967252758954,1.0018776473992428,0.007510589596971581,-0.1537560321179506,-0.001007989636023706,-0.3708422636987614,conditional_scenario_only
1,100,0.5,transfer_arxiv_to_freelaw_one_percent,arxiv_only,0.5,-0.5,2.5770380568439735,2.5673967252758954,1.0037552947984858,0.007510589596971581,-0.14680867472211817,-0.001009878738074697,-0.3715372697344494,conditional_scenario_only
1,100,0.5,transfer_arxiv_to_freelaw_one_percent,arxiv_only,0.5,0,2.5770380568439735,2.5673967252758954,1.0037552947984858,0.007510589596971581,-0.15162934050615717,-0.001009878738074697,-0.3715372697344494,conditional_scenario_only
1,100,0.5,transfer_arxiv_to_freelaw_one_percent,arxiv_only,0.5,0.5,2.5770380568439735,2.5673967252758954,1.0037552947984858,0.007510589596971581,-0.15645000629019618,-0.001009878738074697,-0.3715372697344494,conditional_scenario_only
1,100,0.5,transfer_arxiv_to_freelaw_one_percent,arxiv_only,1,-0.5,2.5866793884120516,2.5673967252758954,1.0075105895969716,0.007510589596971581,-0.1425552914985312,-0.0010136569421766784,-0.37292728180582535,conditional_scenario_only
1,100,0.5,transfer_arxiv_to_freelaw_one_percent,arxiv_only,1,0,2.5866793884120516,2.5673967252758954,1.0075105895969716,0.007510589596971581,-0.15219662306660922,-0.0010136569421766784,-0.37292728180582535,conditional_scenario_only
1,100,0.5,transfer_arxiv_to_freelaw_one_percent,arxiv_only,1,0.5,2.5866793884120516,2.5673967252758954,1.0075105895969716,0.007510589596971581,-0.16183795463468725,-0.0010136569421766784,-0.37292728180582535,conditional_scenario_only
1,100,0.5,transfer_arxiv_to_freelaw_one_percent,pile_cc_only,0,-0.5,2.5673967252758954,2.5673967252758954,1.0,-0.0004141043887303938,-0.1510620579457051,-0.0010061005339727154,-0.3701472576630735,conditional_scenario_only
1,100,0.5,transfer_arxiv_to_freelaw_one_percent,pile_cc_only,0,0,2.5673967252758954,2.5673967252758954,1.0,-0.0004141043887303938,-0.1510620579457051,-0.0010061005339727154,-0.3701472576630735,conditional_scenario_only
1,100,0.5,transfer_arxiv_to_freelaw_one_percent,pile_cc_only,0,0.5,2.5673967252758954,2.5673967252758954,1.0,-0.0004141043887303938,-0.1510620579457051,-0.0010061005339727154,-0.3701472576630735,conditional_scenario_only
1,100,0.5,transfer_arxiv_to_freelaw_one_percent,pile_cc_only,0.25,-0.5,2.5671309327130083,2.5673967252758954,0.9998964739028174,-0.0004141043887303938,-0.15117931536185722,-0.0010059963763110599,-0.3701089377621048,conditional_scenario_only
1,100,0.5,transfer_arxiv_to_freelaw_one_percent,pile_cc_only,0.25,0,2.5671309327130083,2.5673967252758954,0.9998964739028174,-0.0004141043887303938,-0.1510464190804136,-0.0010059963763110599,-0.3701089377621048,conditional_scenario_only
1,100,0.5,transfer_arxiv_to_freelaw_one_percent,pile_cc_only,0.25,0.5,2.5671309327130083,2.5673967252758954,0.9998964739028174,-0.0004141043887303938,-0.15091352279897,-0.0010059963763110599,-0.3701089377621048,conditional_scenario_only
1,100,0.5,transfer_arxiv_to_freelaw_one_percent,pile_cc_only,0.5,-0.5,2.566865140150121,2.5673967252758954,0.9997929478056348,-0.0004141043887303938,-0.15129657277800931,-0.0010058922186494043,-0.3700706178611361,conditional_scenario_only
1,100,0.5,transfer_arxiv_to_freelaw_one_percent,pile_cc_only,0.5,0,2.566865140150121,2.5673967252758954,0.9997929478056348,-0.0004141043887303938,-0.15103078021512212,-0.0010058922186494043,-0.3700706178611361,conditional_scenario_only
1,100,0.5,transfer_arxiv_to_freelaw_one_percent,pile_cc_only,0.5,0.5,2.566865140150121,2.5673967252758954,0.9997929478056348,-0.0004141043887303938,-0.15076498765223492,-0.0010058922186494043,-0.3700706178611361,conditional_scenario_only
1,100,0.5,transfer_arxiv_to_freelaw_one_percent,pile_cc_only,1,-0.5,2.5663335550243467,2.5673967252758954,0.9995858956112696,-0.0004141043887303938,-0.15153108761031353,-0.0010056839033260935,-0.3699939780591987,conditional_scenario_only
1,100,0.5,transfer_arxiv_to_freelaw_one_percent,pile_cc_only,1,0,2.5663335550243467,2.5673967252758954,0.9995858956112696,-0.0004141043887303938,-0.15099950248453914,-0.0010056839033260935,-0.3699939780591987,conditional_scenario_only
1,100,0.5,transfer_arxiv_to_freelaw_one_percent,pile_cc_only,1,0.5,2.5663335550243467,2.5673967252758954,0.9995858956112696,-0.0004141043887303938,-0.15046791735876475,-0.0010056839033260935,-0.3699939780591987,conditional_scenario_only
1,100,0.5,transfer_arxiv_to_freelaw_one_percent,equal_13,0,-0.5,2.5673967252758954,2.5673967252758954,1.0,0.00017177273191516148,-0.1510620579457051,-0.0010061005339727154,-0.3701472576630735,conditional_scenario_only
1,100,0.5,transfer_arxiv_to_freelaw_one_percent,equal_13,0,0,2.5673967252758954,2.5673967252758954,1.0,0.00017177273191516148,-0.1510620579457051,-0.0010061005339727154,-0.3701472576630735,conditional_scenario_only
1,100,0.5,transfer_arxiv_to_freelaw_one_percent,equal_13,0,0.5,2.5673967252758954,2.5673967252758954,1.0,0.00017177273191516148,-0.1510620579457051,-0.0010061005339727154,-0.3701472576630735,conditional_scenario_only
1,100,0.5,transfer_arxiv_to_freelaw_one_percent,equal_13,0.25,-0.5,2.567506977463248,2.5673967252758954,1.0000429431829787,0.00017177273191516148,-0.15101341893762427,-0.0010061437391320409,-0.3701631529644884,conditional_scenario_only
1,100,0.5,transfer_arxiv_to_freelaw_one_percent,equal_13,0.25,0,2.567506977463248,2.5673967252758954,1.0000429431829787,0.00017177273191516148,-0.1510685450313006,-0.0010061437391320409,-0.3701631529644884,conditional_scenario_only
1,100,0.5,transfer_arxiv_to_freelaw_one_percent,equal_13,0.25,0.5,2.567506977463248,2.5673967252758954,1.0000429431829787,0.00017177273191516148,-0.15112367112497693,-0.0010061437391320409,-0.3701631529644884,conditional_scenario_only
1,100,0.5,transfer_arxiv_to_freelaw_one_percent,equal_13,0.5,-0.5,2.567617229650601,2.5673967252758954,1.0000858863659576,0.00017177273191516148,-0.15096477992954346,-0.0010061869442913663,-0.37017904826590337,conditional_scenario_only
1,100,0.5,transfer_arxiv_to_freelaw_one_percent,equal_13,0.5,0,2.567617229650601,2.5673967252758954,1.0000858863659576,0.00017177273191516148,-0.15107503211689613,-0.0010061869442913663,-0.37017904826590337,conditional_scenario_only
1,100,0.5,transfer_arxiv_to_freelaw_one_percent,equal_13,0.5,0.5,2.567617229650601,2.5673967252758954,1.0000858863659576,0.00017177273191516148,-0.1511852843042488,-0.0010061869442913663,-0.37017904826590337,conditional_scenario_only
1,100,0.5,transfer_arxiv_to_freelaw_one_percent,equal_13,1,-0.5,2.5678377340253062,2.5673967252758954,1.0001717727319153,0.00017177273191516148,-0.15086750191338183,-0.0010062733546100174,-0.37021083886873324,conditional_scenario_only
1,100,0.5,transfer_arxiv_to_freelaw_one_percent,equal_13,1,0,2.5678377340253062,2.5673967252758954,1.0001717727319153,0.00017177273191516148,-0.15108800628808716,-0.0010062733546100174,-0.37021083886873324,conditional_scenario_only
1,100,0.5,transfer_arxiv_to_freelaw_one_percent,equal_13,1,0.5,2.5678377340253062,2.5673967252758954,1.0001717727319153,0.00017177273191516148,-0.1513085106627925,-0.0010062733546100174,-0.37021083886873324,conditional_scenario_only
10,100,0.5,reference,arxiv_only,0,-0.5,2.3050441192012485,2.3050441192012485,1.0,0.0,-0.008529184996923355,-0.0010061005339727154,-0.2331617175558496,conditional_scenario_only
10,100,0.5,reference,arxiv_only,0,0,2.3050441192012485,2.3050441192012485,1.0,0.0,-0.008529184996923355,-0.0010061005339727154,-0.2331617175558496,conditional_scenario_only
10,100,0.5,reference,arxiv_only,0,0.5,2.3050441192012485,2.3050441192012485,1.0,0.0,-0.008529184996923355,-0.0010061005339727154,-0.2331617175558496,conditional_scenario_only
10,100,0.5,reference,arxiv_only,0.25,-0.5,2.3050441192012485,2.3050441192012485,1.0,0.0,-0.008529184996923355,-0.0010061005339727154,-0.2331617175558496,conditional_scenario_only
10,100,0.5,reference,arxiv_only,0.25,0,2.3050441192012485,2.3050441192012485,1.0,0.0,-0.008529184996923355,-0.0010061005339727154,-0.2331617175558496,conditional_scenario_only
10,100,0.5,reference,arxiv_only,0.25,0.5,2.3050441192012485,2.3050441192012485,1.0,0.0,-0.008529184996923355,-0.0010061005339727154,-0.2331617175558496,conditional_scenario_only
10,100,0.5,reference,arxiv_only,0.5,-0.5,2.3050441192012485,2.3050441192012485,1.0,0.0,-0.008529184996923355,-0.0010061005339727154,-0.2331617175558496,conditional_scenario_only
10,100,0.5,reference,arxiv_only,0.5,0,2.3050441192012485,2.3050441192012485,1.0,0.0,-0.008529184996923355,-0.0010061005339727154,-0.2331617175558496,conditional_scenario_only
10,100,0.5,reference,arxiv_only,0.5,0.5,2.3050441192012485,2.3050441192012485,1.0,0.0,-0.008529184996923355,-0.0010061005339727154,-0.2331617175558496,conditional_scenario_only
10,100,0.5,reference,arxiv_only,1,-0.5,2.3050441192012485,2.3050441192012485,1.0,0.0,-0.008529184996923355,-0.0010061005339727154,-0.2331617175558496,conditional_scenario_only
10,100,0.5,reference,arxiv_only,1,0,2.3050441192012485,2.3050441192012485,1.0,0.0,-0.008529184996923355,-0.0010061005339727154,-0.2331617175558496,conditional_scenario_only
10,100,0.5,reference,arxiv_only,1,0.5,2.3050441192012485,2.3050441192012485,1.0,0.0,-0.008529184996923355,-0.0010061005339727154,-0.2331617175558496,conditional_scenario_only
10,100,0.5,reference,pile_cc_only,0,-0.5,2.3050441192012485,2.3050441192012485,1.0,0.0,-0.008529184996923355,-0.0010061005339727154,-0.2331617175558496,conditional_scenario_only
10,100,0.5,reference,pile_cc_only,0,0,2.3050441192012485,2.3050441192012485,1.0,0.0,-0.008529184996923355,-0.0010061005339727154,-0.2331617175558496,conditional_scenario_only
10,100,0.5,reference,pile_cc_only,0,0.5,2.3050441192012485,2.3050441192012485,1.0,0.0,-0.008529184996923355,-0.0010061005339727154,-0.2331617175558496,conditional_scenario_only
10,100,0.5,reference,pile_cc_only,0.25,-0.5,2.3050441192012485,2.3050441192012485,1.0,0.0,-0.008529184996923355,-0.0010061005339727154,-0.2331617175558496,conditional_scenario_only
10,100,0.5,reference,pile_cc_only,0.25,0,2.3050441192012485,2.3050441192012485,1.0,0.0,-0.008529184996923355,-0.0010061005339727154,-0.2331617175558496,conditional_scenario_only
10,100,0.5,reference,pile_cc_only,0.25,0.5,2.3050441192012485,2.3050441192012485,1.0,0.0,-0.008529184996923355,-0.0010061005339727154,-0.2331617175558496,conditional_scenario_only
10,100,0.5,reference,pile_cc_only,0.5,-0.5,2.3050441192012485,2.3050441192012485,1.0,0.0,-0.008529184996923355,-0.0010061005339727154,-0.2331617175558496,conditional_scenario_only
10,100,0.5,reference,pile_cc_only,0.5,0,2.3050441192012485,2.3050441192012485,1.0,0.0,-0.008529184996923355,-0.0010061005339727154,-0.2331617175558496,conditional_scenario_only
10,100,0.5,reference,pile_cc_only,0.5,0.5,2.3050441192012485,2.3050441192012485,1.0,0.0,-0.008529184996923355,-0.0010061005339727154,-0.2331617175558496,conditional_scenario_only
10,100,0.5,reference,pile_cc_only,1,-0.5,2.3050441192012485,2.3050441192012485,1.0,0.0,-0.008529184996923355,-0.0010061005339727154,-0.2331617175558496,conditional_scenario_only
10,100,0.5,reference,pile_cc_only,1,0,2.3050441192012485,2.3050441192012485,1.0,0.0,-0.008529184996923355,-0.0010061005339727154,-0.2331617175558496,conditional_scenario_only
10,100,0.5,reference,pile_cc_only,1,0.5,2.3050441192012485,2.3050441192012485,1.0,0.0,-0.008529184996923355,-0.0010061005339727154,-0.2331617175558496,conditional_scenario_only
10,100,0.5,reference,equal_13,0,-0.5,2.3050441192012485,2.3050441192012485,1.0,0.0,-0.008529184996923355,-0.0010061005339727154,-0.2331617175558496,conditional_scenario_only
10,100,0.5,reference,equal_13,0,0,2.3050441192012485,2.3050441192012485,1.0,0.0,-0.008529184996923355,-0.0010061005339727154,-0.2331617175558496,conditional_scenario_only
10,100,0.5,reference,equal_13,0,0.5,2.3050441192012485,2.3050441192012485,1.0,0.0,-0.008529184996923355,-0.0010061005339727154,-0.2331617175558496,conditional_scenario_only
10,100,0.5,reference,equal_13,0.25,-0.5,2.3050441192012485,2.3050441192012485,1.0,0.0,-0.008529184996923355,-0.0010061005339727154,-0.2331617175558496,conditional_scenario_only
10,100,0.5,reference,equal_13,0.25,0,2.3050441192012485,2.3050441192012485,1.0,0.0,-0.008529184996923355,-0.0010061005339727154,-0.2331617175558496,conditional_scenario_only
10,100,0.5,reference,equal_13,0.25,0.5,2.3050441192012485,2.3050441192012485,1.0,0.0,-0.008529184996923355,-0.0010061005339727154,-0.2331617175558496,conditional_scenario_only
10,100,0.5,reference,equal_13,0.5,-0.5,2.3050441192012485,2.3050441192012485,1.0,0.0,-0.008529184996923355,-0.0010061005339727154,-0.2331617175558496,conditional_scenario_only
10,100,0.5,reference,equal_13,0.5,0,2.3050441192012485,2.3050441192012485,1.0,0.0,-0.008529184996923355,-0.0010061005339727154,-0.2331617175558496,conditional_scenario_only
10,100,0.5,reference,equal_13,0.5,0.5,2.3050441192012485,2.3050441192012485,1.0,0.0,-0.008529184996923355,-0.0010061005339727154,-0.2331617175558496,conditional_scenario_only
10,100,0.5,reference,equal_13,1,-0.5,2.3050441192012485,2.3050441192012485,1.0,0.0,-0.008529184996923355,-0.0010061005339727154,-0.2331617175558496,conditional_scenario_only
10,100,0.5,reference,equal_13,1,0,2.3050441192012485,2.3050441192012485,1.0,0.0,-0.008529184996923355,-0.0010061005339727154,-0.2331617175558496,conditional_scenario_only
10,100,0.5,reference,equal_13,1,0.5,2.3050441192012485,2.3050441192012485,1.0,0.0,-0.008529184996923355,-0.0010061005339727154,-0.2331617175558496,conditional_scenario_only
10,100,0.5,transfer_freelaw_to_arxiv_one_percent,arxiv_only,0,-0.5,2.3050441192012485,2.3050441192012485,1.0,-0.007510589596971581,-0.008529184996923355,-0.0010061005339727154,-0.2331617175558496,conditional_scenario_only
10,100,0.5,transfer_freelaw_to_arxiv_one_percent,arxiv_only,0,0,2.3050441192012485,2.3050441192012485,1.0,-0.007510589596971581,-0.008529184996923355,-0.0010061005339727154,-0.2331617175558496,conditional_scenario_only
10,100,0.5,transfer_freelaw_to_arxiv_one_percent,arxiv_only,0,0.5,2.3050441192012485,2.3050441192012485,1.0,-0.007510589596971581,-0.008529184996923355,-0.0010061005339727154,-0.2331617175558496,conditional_scenario_only
