index,criteria,nonzero_domains,effective_domains,max_weight,mean_z,max_z,mean_rank,m_pile_cc,m_wikipedia_en,m_arxiv,m_stackexchange,m_github,top5
3,best_arxiv,7,2.2303982447838595,0.679,-0.5945487869179273,0.8587147536449313,0.39178082191780816,-0.1872503025695913,0.05662263087961694,-2.305936068022423,0.41779508485007977,1.0569894769624906,arxiv:0.679;pile_cc:0.269;pubmed_central:0.044;philpapers:0.003;pubmed_abstracts:0.003
113,standardized_mean,4,1.1484764348588454,0.976,-1.0068579221067924,0.859056883676501,0.34872798434442265,0.20459590954026208,0.42517783529516695,-0.4739882462123539,-2.1054084539037996,-1.03347788067324,stackexchange:0.976;hackernews:0.011;europarl:0.008;arxiv:0.005;freelaw:0
171,best_wikipedia_en,4,2.404042417922211,0.7087087087087087,-0.7797405522931173,0.7067113895407857,0.41682974559686886,-0.3834680952804277,-1.6840495918416574,0.8331317641017391,0.4705253131134217,0.695134861318258,wikipedia_en:0.708709;pile_cc:0.153153;ubuntu_irc:0.108108;uspto_backgrounds:0.03003;arxiv:0
187,best_pile_cc,8,1.8431452831532107,0.8441558441558442,-0.37452388816189963,0.7313432067971849,0.42113502935420744,-0.6553376537917481,-0.32982054246208214,0.4665218636755162,0.5063776332601382,0.9476348665144361,pile_cc:0.844156;arxiv:0.0829171;europarl:0.044955;github:0.021978;freelaw:0.001998
389,best_stackexchange,2,1.0145317894278827,0.998,-0.9974184665467962,0.9003626069139572,0.3589041095890411,0.22032044866212974,0.44337563876448005,-0.465512973588341,-2.132924194764506,-1.0450387464671111,stackexchange:0.998;pubmed_central:0.002;arxiv:0;freelaw:0;nih_exporter:0
423,best_github,5,2.245816121541415,0.77,-0.08421784569706156,1.3261101943490172,0.5561643835616438,0.4735823957026888,0.5145703025963924,0.8318726806142722,-0.41913980389287886,-1.8616173683228108,github:0.77;pubmed_central:0.095;europarl:0.067;freelaw:0.062;pile_cc:0.006
461,standardized_minimax;mean_rank,8,2.7686131521300363,0.6403596403596404,-0.9104514097182472,-0.2924182266325784,0.20939334637964774,-0.6195228049296304,-0.22342711651038538,0.055075847964890734,-0.02567007539594801,-0.45944327134689367,pile_cc:0.64036;github:0.191808;arxiv:0.134865;gutenberg_pg_19:0.017982;nih_exporter:0.011988
