quality_domain,metric_a,metric_b,mean_domain_spearman_sample,conflict_strength_sample,min_domain_spearman_sample,max_domain_spearman_sample,n_domains_sample,mean_domain_spearman_extended,conflict_strength_extended,min_domain_spearman_extended,max_domain_spearman_extended,n_domains_extended,negative_in_both
arxiv,ad_en,rps_doc_frac_chars_top_3gram,-0.09277065230391282,0.09277065230391282,-0.09277065230391282,-0.09277065230391282,1,-0.07175694481841371,0.07175694481841371,-0.07175694481841371,-0.07175694481841371,1,True
arxiv,rps_doc_unigram_entropy,rps_lines_ending_with_terminal_punctution_mark,-0.09265547103449832,0.09265547103449832,-0.09265547103449832,-0.09265547103449832,1,-0.07790298621202733,0.07790298621202733,-0.07790298621202733,-0.07790298621202733,1,True
arxiv,modernbert_cleanliness,rps_lines_numerical_chars_fraction,-0.09135925691507983,0.09135925691507983,-0.09135925691507983,-0.09135925691507983,1,-0.11243267821281802,0.11243267821281802,-0.11243267821281802,-0.11243267821281802,1,True
arxiv,rps_doc_frac_unique_words,rps_doc_frac_no_alph_words,-0.08851730822496034,0.08851730822496034,-0.08851730822496034,-0.08851730822496034,1,-0.11346975336484462,0.11346975336484462,-0.11346975336484462,-0.11346975336484462,1,True
arxiv,fineweb_edu,modernbert_cleanliness,-0.08007931602181115,0.08007931602181115,-0.08007931602181115,-0.08007931602181115,1,-0.022416442598006507,0.022416442598006507,-0.022416442598006507,-0.022416442598006507,1,True
arxiv,modernbert_cleanliness,rps_doc_frac_chars_top_2gram,-0.07705990181186766,0.07705990181186766,-0.07705990181186766,-0.07705990181186766,1,-0.05138806815900099,0.05138806815900099,-0.05138806815900099,-0.05138806815900099,1,True
arxiv,fluency_en,rps_doc_unigram_entropy,-0.07073663496918166,0.07073663496918166,-0.07073663496918166,-0.07073663496918166,1,-0.05482431619347422,0.05482431619347422,-0.05482431619347422,-0.05482431619347422,1,True
arxiv,fineweb_edu,rps_doc_word_count,-0.06270781021707883,0.06270781021707883,-0.06270781021707883,-0.06270781021707883,1,-0.043675363838373296,0.043675363838373296,-0.043675363838373296,-0.043675363838373296,1,True
arxiv,modernbert_readability,rps_doc_word_count,-0.06142442677739899,0.06142442677739899,-0.06142442677739899,-0.06142442677739899,1,-0.05575130349777192,0.05575130349777192,-0.05575130349777192,-0.05575130349777192,1,True
arxiv,ad_en,rps_doc_num_sentences,-0.05662116505285157,0.05662116505285157,-0.05662116505285157,-0.05662116505285157,1,-0.07059049106710405,0.07059049106710405,-0.07059049106710405,-0.07059049106710405,1,True
arxiv,modernbert_readability,rps_doc_frac_chars_top_2gram,-0.05645458259853855,0.05645458259853855,-0.05645458259853855,-0.05645458259853855,1,-0.08407244520159918,0.08407244520159918,-0.08407244520159918,-0.08407244520159918,1,True
arxiv,fluency_en,dsir_wiki,-0.05391591270231518,0.05391591270231518,-0.05391591270231518,-0.05391591270231518,1,-0.048818253441812724,0.048818253441812724,-0.048818253441812724,-0.048818253441812724,1,True
arxiv,ad_en,rps_doc_frac_chars_top_2gram,-0.05269882034796448,0.05269882034796448,-0.05269882034796448,-0.05269882034796448,1,-0.03344170836876714,0.03344170836876714,-0.03344170836876714,-0.03344170836876714,1,True
arxiv,fluency_en,dsir_books,-0.052002134204788414,0.052002134204788414,-0.052002134204788414,-0.052002134204788414,1,-0.04728035681214199,0.04728035681214199,-0.04728035681214199,-0.04728035681214199,1,True
arxiv,modernbert_reasoning,rps_doc_frac_no_alph_words,-0.05186323836508817,0.05186323836508817,-0.05186323836508817,-0.05186323836508817,1,-0.06359367001020157,0.06359367001020157,-0.06359367001020157,-0.06359367001020157,1,True
arxiv,rps_lines_numerical_chars_fraction,rps_doc_mean_word_length,-0.049124990049791276,0.049124990049791276,-0.049124990049791276,-0.049124990049791276,1,-0.053001775200096884,0.053001775200096884,-0.053001775200096884,-0.053001775200096884,1,True
arxiv,fluency_en,rps_lines_numerical_chars_fraction,-0.04728562568957331,0.04728562568957331,-0.04728562568957331,-0.04728562568957331,1,-0.061144768614245455,0.061144768614245455,-0.061144768614245455,-0.061144768614245455,1,True
arxiv,rps_doc_frac_chars_top_3gram,rps_doc_mean_word_length,-0.04681359854803794,0.04681359854803794,-0.04681359854803794,-0.04681359854803794,1,-0.08491699441270663,0.08491699441270663,-0.08491699441270663,-0.08491699441270663,1,True
arxiv,fluency_en,dsir_math,-0.04561731905418974,0.04561731905418974,-0.04561731905418974,-0.04561731905418974,1,-0.048038841608534694,0.048038841608534694,-0.048038841608534694,-0.048038841608534694,1,True
arxiv,modernbert_cleanliness,rps_doc_frac_chars_top_3gram,-0.0444154069749916,0.0444154069749916,-0.0444154069749916,-0.0444154069749916,1,-0.06346447501702467,0.06346447501702467,-0.06346447501702467,-0.06346447501702467,1,True
