dataset_scope,quality_domain,n_rows,Q_z_median,Q_z_trimmed_mean,Q_equal22_median,Q_ci_low,Q_ci_high
sample_argmax,arxiv,1419,2.6205388488087342,2.6294209077224706,1.2378341330928155,2.587486172679841,2.654373908453879
sample_argmax,book,171,3.059083862967978,3.0080448079436173,1.4733126504232246,2.9804561324009398,3.1400744055287038
sample_argmax,c4,10000,-0.30929805310963554,-0.3090975771537534,-0.13640645659594022,-0.33427143912543655,-0.28931137921201305
sample_argmax,commoncrawl,9640,0.4926955921408545,0.5086316225152763,0.25758912288141367,0.4783597637286161,0.5066355830406195
sample_argmax,github,10000,-0.4187164646590983,-0.4515330423123695,-0.44767958651483813,-0.4383410977673987,-0.3923983298956005
sample_argmax,stackexchange,10000,0.1729275634881235,0.17317200364348384,0.08237315961350458,0.16128201755453134,0.1876120168206691
sample_argmax,wikipedia,10000,-0.2980204692076468,-0.3325962824240761,-0.15793504214276177,-0.31790649077083244,-0.2728662333196834
