N0,D0,Q0,Q1,N1,D1,N_multiplier,D_multiplier,N_status,D_status
0.7,150.0,0.5,0.92,0.2656439062822682,32.7261606077496,0.3794912946889546,0.218174404051664,supported,supported
0.7,150.0,0.5,0.93,0.25968564506168934,31.744873432120315,0.3709794929452705,0.21163248954746877,supported,supported
0.7,150.0,0.5,0.94,0.2538693786051795,30.799826651961087,0.36267054086454215,0.20533217767974057,supported,supported
0.7,150.0,0.5,0.95,0.2481917618140997,29.88944671415345,0.35455965973442816,0.19926297809435634,supported,supported
0.7,150.0,0.5,0.96,0.2426495197969789,29.012237973700728,0.34664217113854134,0.19341491982467152,supported,supported
0.7,150.0,0.5,0.97,0.23723944688674353,28.166778389816827,0.3389134955524908,0.18777852259877884,supported,supported
0.7,150.0,0.5,0.98,0.23195840564838302,27.351715483013482,0.33136915092626146,0.18234476988675655,supported,supported
0.7,150.0,0.5,0.99,0.2268033258777201,26.565762536033308,0.3240047512538859,0.1771050835735554,supported,supported
0.7,150.0,0.5,1.0,0.2217712035928585,25.80769502268288,0.31681600513265507,0.1720513001512192,supported,supported
7.0,500.0,0.5,0.1,,,,,no_equal_loss_root_in_support,no_equal_loss_root_in_support
7.0,500.0,0.5,0.11,,,,,no_equal_loss_root_in_support,no_equal_loss_root_in_support
7.0,500.0,0.5,0.12000000000000001,,,,,no_equal_loss_root_in_support,no_equal_loss_root_in_support
7.0,500.0,0.5,0.13,,,,,no_equal_loss_root_in_support,no_equal_loss_root_in_support
7.0,500.0,0.5,0.14,,,,,no_equal_loss_root_in_support,no_equal_loss_root_in_support
7.0,500.0,0.5,0.15000000000000002,,,,,no_equal_loss_root_in_support,no_equal_loss_root_in_support
7.0,500.0,0.5,0.16,,,,,no_equal_loss_root_in_support,no_equal_loss_root_in_support
7.0,500.0,0.5,0.17,,,,,no_equal_loss_root_in_support,no_equal_loss_root_in_support
7.0,500.0,0.5,0.18,,,,,no_equal_loss_root_in_support,no_equal_loss_root_in_support
7.0,500.0,0.5,0.19,,,,,no_equal_loss_root_in_support,no_equal_loss_root_in_support
7.0,500.0,0.5,0.2,,,,,no_equal_loss_root_in_support,no_equal_loss_root_in_support
7.0,500.0,0.5,0.21000000000000002,,,,,no_equal_loss_root_in_support,no_equal_loss_root_in_support
7.0,500.0,0.5,0.22,,,,,no_equal_loss_root_in_support,no_equal_loss_root_in_support
7.0,500.0,0.5,0.23,,,,,no_equal_loss_root_in_support,no_equal_loss_root_in_support
7.0,500.0,0.5,0.24000000000000002,,,,,no_equal_loss_root_in_support,no_equal_loss_root_in_support
7.0,500.0,0.5,0.25,,,,,no_equal_loss_root_in_support,no_equal_loss_root_in_support
7.0,500.0,0.5,0.26,,,,,no_equal_loss_root_in_support,no_equal_loss_root_in_support
7.0,500.0,0.5,0.27,11.797310916353789,,1.685330130907684,,supported,no_equal_loss_root_in_support
7.0,500.0,0.5,0.28,11.555457695245819,,1.6507796707494027,,supported,no_equal_loss_root_in_support
7.0,500.0,0.5,0.29000000000000004,11.316554235402968,,1.6166506050575669,,supported,no_equal_loss_root_in_support
7.0,500.0,0.5,0.30000000000000004,11.080616395782405,,1.5829451993974863,,supported,no_equal_loss_root_in_support
7.0,500.0,0.5,0.31,10.847659095905678,,1.5496655851293826,,supported,no_equal_loss_root_in_support
7.0,500.0,0.5,0.32,10.617696291389848,,1.5168137559128354,,supported,no_equal_loss_root_in_support
7.0,500.0,0.5,0.33,10.390740950136324,,1.4843915643051893,,supported,no_equal_loss_root_in_support
7.0,500.0,0.5,0.33999999999999997,10.16680502915293,,1.4524007184504186,,supported,no_equal_loss_root_in_support
7.0,500.0,0.5,0.35,9.945899452165287,,1.4208427788807554,,supported,no_equal_loss_root_in_support
7.0,500.0,0.5,0.36,9.72803408803432,,1.3897191554334742,,supported,no_equal_loss_root_in_support
7.0,500.0,0.5,0.37,9.513217730065124,,1.3590311042950176,,supported,no_equal_loss_root_in_support
7.0,500.0,0.5,0.38,9.301458076269869,,1.3287797251814097,,supported,no_equal_loss_root_in_support
7.0,500.0,0.5,0.39,9.092761710676635,,1.2989659586680908,,supported,no_equal_loss_root_in_support
7.0,500.0,0.5,0.4,8.887134085695097,,1.2695905836707282,,supported,no_equal_loss_root_in_support
7.0,500.0,0.5,0.41000000000000003,8.68457950569264,,1.2406542150989484,,supported,no_equal_loss_root_in_support
7.0,500.0,0.5,0.42000000000000004,8.48510111177032,,1.2121573016814742,,supported,no_equal_loss_root_in_support
7.0,500.0,0.5,0.43000000000000005,8.288700867848531,,1.1841001239783615,,supported,no_equal_loss_root_in_support
7.0,500.0,0.5,0.44000000000000006,8.095379548113224,,1.1564827925876033,,supported,no_equal_loss_root_in_support
