index,arxiv,freelaw,nih_exporter,pubmed_central,wikipedia_en,dm_mathematics,github,philpapers,stackexchange,enron_emails,gutenberg_pg_19,pile_cc,ubuntu_irc,europarl,hackernews,pubmed_abstracts,uspto_backgrounds
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.209,0.787,0.0,0.0,0.0,0.0,0.0
2,0.025050100200400802,0.002004008016032064,0.050100200400801605,0.0,0.047094188376753505,0.0,0.3046092184368737,0.009018036072144287,0.003006012024048096,0.001002004008016032,0.1032064128256513,0.29959919839679355,0.02404809619238477,0.04008016032064128,0.09018036072144288,0.001002004008016032,0.0
3,0.679,0.0,0.0,0.044,0.0,0.001,0.0,0.003,0.0,0.001,0.0,0.269,0.0,0.0,0.0,0.003,0.0
4,0.007992007992007994,0.02497502497502498,0.0,0.006993006993006994,0.014985014985014986,0.0,0.31468531468531474,0.0,0.2157842157842158,0.0,0.10889110889110891,0.005994005994005995,0.0,0.008991008991008992,0.0,0.05394605394605395,0.23676323676323677
5,0.19280719280719283,0.0029970029970029974,0.0,0.059940059940059943,0.009990009990009992,0.06093906093906094,0.03096903096903097,0.0,0.41658341658341663,0.0,0.1278721278721279,0.02197802197802198,0.0,0.007992007992007994,0.0009990009990009992,0.0,0.06693306693306694
6,0.5065065065065065,0.005005005005005005,0.0,0.011011011011011011,0.13813813813813816,0.0,0.2102102102102102,0.0,0.0,0.002002002002002002,0.0,0.0,0.026026026026026026,0.0990990990990991,0.0,0.001001001001001001,0.001001001001001001
7,0.0,0.0,0.009,0.319,0.016,0.004,0.0,0.001,0.028,0.019,0.004,0.185,0.008,0.0,0.004,0.001,0.402
8,0.0,0.5675675675675675,0.014014014014014014,0.0,0.0,0.0,0.0,0.022022022022022022,0.0,0.0,0.003003003003003003,0.3933933933933934,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.828,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.169,0.0
10,0.006,0.0,0.0,0.307,0.59,0.0,0.005,0.0,0.036,0.0,0.014,0.042,0.0,0.0,0.0,0.0,0.0
11,0.0,0.924,0.0,0.0,0.003,0.0,0.004,0.0,0.001,0.0,0.019,0.0,0.0,0.0,0.0,0.049,0.0
12,0.0,0.5911823647294588,0.04609218436873747,0.1342685370741483,0.002004008016032064,0.0,0.0,0.013026052104208416,0.002004008016032064,0.0,0.1713426853707415,0.0,0.0,0.0,0.0,0.04008016032064128,0.0
13,0.0,0.006,0.0,0.818,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.161,0.0,0.001,0.012,0.0,0.0
14,0.0,0.008991008991008992,0.033966033966033975,0.18581418581418582,0.04595404595404596,0.018981018981018984,0.07192807192807193,0.007992007992007994,0.025974025974025976,0.0,0.07792207792207793,0.012987012987012988,0.034965034965034975,0.0019980019980019984,0.1078921078921079,0.3436563436563437,0.020979020979020983
15,0.003006012024048096,0.0,0.001002004008016032,0.01603206412825651,0.13026052104208416,0.008016032064128256,0.10020040080160321,0.001002004008016032,0.37975951903807614,0.0,0.033066132264529056,0.004008016032064128,0.0,0.003006012024048096,0.027054108216432865,0.21442885771543085,0.07915831663326653
16,0.094,0.07,0.022,0.131,0.002,0.222,0.1,0.006,0.133,0.0,0.04,0.0,0.087,0.02,0.0,0.003,0.07
17,0.5335335335335336,0.17917917917917917,0.003003003003003003,0.0,0.001001001001001001,0.005005005005005005,0.013013013013013013,0.0,0.13113113113113115,0.001001001001001001,0.005005005005005005,0.028028028028028028,0.04304304304304304,0.0,0.001001001001001001,0.0,0.056056056056056056
18,0.0,0.005005005005005005,0.025025025025025027,0.24024024024024024,0.018018018018018018,0.012012012012012012,0.028028028028028028,0.019019019019019017,0.1031031031031031,0.0,0.0,0.4294294294294294,0.08408408408408409,0.001001001001001001,0.002002002002002002,0.03303303303303304,0.0
19,0.15615615615615616,0.17817817817817816,0.03903903903903904,0.004004004004004004,0.06706706706706707,0.009009009009009009,0.0,0.001001001001001001,0.06106106106106106,0.002002002002002002,0.0,0.3863863863863864,0.02302302302302302,0.027027027027027025,0.04304304304304304,0.0,0.003003003003003003
20,0.001,0.0,0.016,0.396,0.04,0.0,0.022,0.0,0.0,0.0,0.151,0.227,0.022,0.006,0.014,0.104,0.001
21,0.7382617382617384,0.0019980019980019984,0.0,0.031968031968031975,0.06093906093906094,0.0,0.013986013986013988,0.0019980019980019984,0.0,0.0,0.0,0.0,0.06193806193806194,0.0,0.04295704295704296,0.0,0.04595404595404596
