budget_FLOPs,context_tokens,quality_family,Q0_scenario,status,ready_for_Q3,feasible,minimum_supported_cost_FLOPs,global_lower_bound,global_gap,certificate_tolerance,certificate_iterations,N_params_B,D_tokens_B,Q_score,B7_diagnostic_loss,loss_coordinate,C_train_FLOPs,C_attention_FLOPs,C_quality_FLOPs,C_total_FLOPs,budget_utilization,active_support
5.6234132519034905e+19,2048,exponential,0.5,B7_semi_synthetic_diagnostic_only,False,True,4.4867200000000005e+18,2.8393592368644986,9.98708453270325e-07,1e-06,1332,0.6685354763937048,10.0,0.839408056666247,2.839360235572952,attachment_B7_native_val_loss,4.011212858362229e+19,2.738321311308615e+18,1.3383682624103997e+19,5.62341325190349e+19,0.9999999999999999,D_min
6.042963902381328e+19,2048,exponential,0.5,B7_semi_synthetic_diagnostic_only,False,True,4.4867200000000005e+18,2.8235859169111635,9.994190182105456e-07,1e-06,1326,0.7132085560871231,10.0,0.8532420758294632,2.8235869163301817,attachment_B7_native_val_loss,4.279251336522739e+19,2.9213022457328563e+18,1.4715823412853041e+19,6.042963902381329e+19,1.0000000000000002,D_min
6.493816315762113e+19,2048,exponential,0.5,B7_semi_synthetic_diagnostic_only,False,True,4.4867200000000005e+18,2.8079868129610595,9.980524349195719e-07,1e-06,1324,0.7609342240192595,10.0,0.8670950528043373,2.8079878110134944,attachment_B7_native_val_loss,4.565605344115557e+19,3.116786581582887e+18,1.6165323134882679e+19,6.493816315762114e+19,1.0000000000000002,D_min
6.978305848598663e+19,2048,exponential,0.5,B7_semi_synthetic_diagnostic_only,False,True,4.4867200000000005e+18,2.792561645703688,9.989383498165694e-07,1e-06,1319,0.8119169292765409,10.0,0.8809647400471612,2.7925626446420377,attachment_B7_native_val_loss,4.8715015756592456e+19,3.325611742316712e+18,1.7742430987077462e+19,6.978305848598663e+19,1.0,D_min
7.498942093324558e+19,2048,exponential,0.5,B7_semi_synthetic_diagnostic_only,False,True,4.4867200000000005e+18,2.7773099099288863,9.985141407042875e-07,1e-06,1315,0.8663745674466998,10.0,0.8948490104050828,2.777310908443027,attachment_B7_native_val_loss,5.198247404680199e+19,3.5486702282616827e+18,1.9458276658181906e+19,7.498942093324558e+19,1.0,D_min
8.058421877614818e+19,2048,exponential,0.5,B7_semi_synthetic_diagnostic_only,False,True,4.4867200000000005e+18,2.7622308830770335,9.983236020083552e-07,1e-06,1312,0.9245393053653389,10.0,0.9087458730946922,2.7622318814006355,attachment_B7_native_val_loss,5.5472358321920336e+19,3.786912994776428e+18,2.132494745945142e+19,8.058421877614818e+19,1.0,D_min
8.659643233600653e+19,2048,exponential,0.5,B7_semi_synthetic_diagnostic_only,False,True,4.4867200000000005e+18,2.7473236531817538,9.97236325073203e-07,1e-06,1313,0.9866584843514737,10.0,0.9226534700596751,2.747324650418079,attachment_B7_native_val_loss,5.919950906108842e+19,4.0413531519036365e+18,2.335557012301448e+19,8.659643233600655e+19,1.0000000000000002,D_min
9.30572040929699e+19,2048,exponential,0.5,B7_semi_synthetic_diagnostic_only,False,True,4.4867200000000005e+18,2.7325871300119697,9.991261733510726e-07,1e-06,1310,1.052995628364675,10.0,0.9365700520486853,2.732588129138143,attachment_B7_native_val_loss,6.3179737701880504e+19,4.3130700937817093e+18,2.5564396297307693e+19,9.305720409296991e+19,1.0000000000000002,D_min
1e+20,2048,exponential,0.5,B7_semi_synthetic_diagnostic_only,False,True,4.4867200000000005e+18,2.718020077370983,9.98101997051748e-07,1e-06,1325,1.1238314695429055,10.0,0.9504939778397139,2.71802107547298,attachment_B7_native_val_loss,6.742988817257433e+19,4.603213699247741e+18,2.7966898128177926e+19,1e+20,1.0,D_min
1.0746078283213175e+20,2048,exponential,0.5,B7_semi_synthetic_diagnostic_only,False,True,4.4867200000000005e+18,2.7036182684607826,9.982331929947463e-07,1e-06,1911,1.1909575183595957,10.078935782969387,0.9629013709582759,2.7036192666939756,attachment_B7_native_val_loss,7.2021506086745694e+19,4.916668148855173e+18,3.0522608596530872e+19,1.0746078283213174e+20,0.9999999999999999,interior
1.1547819846894582e+20,2048,exponential,0.5,B7_semi_synthetic_diagnostic_only,False,True,4.4867200000000005e+18,2.6893386711953813,9.99691252001611e-07,1e-06,1962,1.2424167964469368,10.336504021510539,0.9719482597796036,2.6893396708866333,attachment_B7_native_val_loss,7.705347727719601e+19,5.260184048789915e+18,3.3164537142959882e+19,1.154781984689458e+20,0.9999999999999999,interior
1.2409377607517195e+20,2048,exponential,0.5,B7_semi_synthetic_diagnostic_only,False,True,4.4867200000000005e+18,2.6751666606514135,9.979823589745251e-07,1e-06,1956,1.2960853937509165,10.60086647134379,0.9809927792492055,2.6751676586337725,attachment_B7_native_val_loss,8.243776916767503e+19,5.627751708513282e+18,3.602825519898365e+19,1.2409377607517197e+20,1.0000000000000002,interior
1.333521432163324e+20,2048,exponential,0.5,B7_semi_synthetic_diagnostic_only,False,True,4.4867200000000005e+18,2.661101493522733,9.995161351916693e-07,1e-06,1924,1.3520612794475109,10.872152651599976,0.9900355966076346,2.661102493038868,attachment_B7_native_val_loss,8.819889974682547e+19,6.021044889383286e+18,3.913219858012365e+19,1.333521432163324e+20,1.0,interior
1.4330125702369627e+20,2048,exponential,0.5,B7_semi_synthetic_diagnostic_only,False,True,4.4867200000000005e+18,2.647142422817941,9.996309149329363e-07,1e-06,1432,1.4104457062189293,11.150511206913867,0.9990768432617188,2.647143422448856,attachment_B7_native_val_loss,9.43631439236263e+19,6.441857291852888e+18,4.24962558082171e+19,1.4330125702369627e+20,1.0,interior
1.539926526059492e+20,2048,exponential,0.5,B7_semi_synthetic_diagnostic_only,False,True,4.4867200000000005e+18,2.633334391962321,9.949509101048193e-07,1e-06,236,1.4517290956496725,11.72077558592065,1.0,2.633335386913231,attachment_B7_native_val_loss,1.0209234564996809e+20,6.969504129704487e+18,4.4930802826276676e+19,1.5399265260594925e+20,1.0000000000000002,Q_max
1.6548170999431814e+20,2048,exponential,0.5,B7_semi_synthetic_diagnostic_only,False,True,4.4867200000000005e+18,2.6197415075511397,9.75626946342345e-07,1e-06,141,1.4921368018986247,12.351747890611456,1.0,2.619742483178086,attachment_B7_native_val_loss,1.1058298557213037e+20,7.549131815057434e+18,4.734959260713034e+19,1.6548170999431817e+20,1.0000000000000002,Q_max
1.778279410038923e+20,2048,exponential,0.5,B7_semi_synthetic_diagnostic_only,False,True,4.4867200000000005e+18,2.6063599449534913,9.786802235289827e-07,1e-06,101,1.533881454500953,13.013388382101096,1.0,2.606360923633715,attachment_B7_native_val_loss,1.1976597059713819e+20,8.176023592764633e+18,4.988594681398949e+19,1.778279410038923e+20,1.0,Q_max
1.9109529749704406e+20,2048,exponential,0.5,B7_semi_synthetic_diagnostic_only,False,True,4.4867200000000005e+18,2.5931854357181288,9.844817463466882e-07,1e-06,83,1.5770128513189978,13.706984623856336,1.0,2.593186420199875,attachment_B7_native_val_loss,1.2969654542792003e+20,8.853950834546008e+18,5.254480123457801e+19,1.9109529749704406e+20,1.0,Q_max
2.053525026457146e+20,2048,exponential,0.5,B7_semi_synthetic_diagnostic_only,False,True,4.4867200000000005e+18,2.5802138384656557,9.41061045978131e-07,1e-06,69,1.621582739775675,14.433867746194672,1.0,2.5802147795267016,attachment_B7_native_val_loss,1.4043426483260462e+20,9.58697914590581e+18,5.533125866720419e+19,2.053525026457146e+20,1.0,Q_max
2.20673406908459e+20,2048,exponential,0.5,B7_semi_synthetic_diagnostic_only,False,True,4.4867200000000005e+18,2.567441042016508,8.590862874413574e-07,1e-06,60,1.667644892198631,15.195413562026877,1.0,2.5674419011027956,attachment_B7_native_val_loss,1.5204332286935958e+20,1.0379490841214947e+19,5.825059319788449e+19,2.20673406908459e+20,1.0,Q_max
2.3713737056616553e+20,2048,exponential,0.5,B7_semi_synthetic_diagnostic_only,False,True,4.4867200000000005e+18,2.5548628177018715,9.576990116499928e-07,1e-06,51,1.715255183903154,15.993043716813165,1.0,2.554863775400883,attachment_B7_native_val_loss,1.645929068499213e+20,1.1236209107621294e+19,6.130825460862298e+19,2.3713737056616556e+20,1.0000000000000002,Q_max
2.5482967479793464e+20,2048,exponential,0.5,B7_semi_synthetic_diagnostic_only,False,True,4.4867200000000005e+18,2.542475507958865,9.74101040718267e-07,1e-06,44,1.7644716741078343,16.828226875716314,1.0,2.5424764820599055,attachment_B7_native_val_loss,1.781575778859697e+20,1.2162223983682198e+19,6.450987292828272e+19,2.5482967479793464e+20,1.0,Q_max
2.7384196342643612e+20,2048,exponential,0.5,B7_semi_synthetic_diagnostic_only,False,True,4.4867200000000005e+18,2.5302755601458937,6.279565387679042e-07,1e-06,42,1.815354689781305,17.702479951125163,1.0,2.5302761881024325,attachment_B7_native_val_loss,1.9281768000020755e+20,1.3163020288014168e+19,6.786126313821443e+19,2.7384196342643615e+20,1.0000000000000002,Q_max
2.942727176209282e+20,2048,exponential,0.5,B7_semi_synthetic_diagnostic_only,False,True,4.4867200000000005e+18,2.5182581778930246,9.682932815557876e-07,1e-06,40,1.8679669125215677,18.61736937391689,1.0,2.518259146186306,attachment_B7_native_val_loss,2.0865977993201474e+20,1.4244507643358876e+19,7.1368430045554565e+19,2.942727176209282e+20,1.0,Q_max
3.1622776601683794e+20,2048,exponential,0.5,B7_semi_synthetic_diagnostic_only,False,True,4.4867200000000005e+18,2.5064207217788312,9.7111062080657e-07,1e-06,35,1.9223734685743503,19.574512412005717,1.0,2.506421692889452,attachment_B7_native_val_loss,2.257771399267146e+20,1.5413052752330383e+19,7.503757333779299e+19,3.16227766016838e+20,1.0000000000000002,Q_max
3.3982083289425596e+20,2048,exponential,0.5,B7_semi_synthetic_diagnostic_only,False,True,4.4867200000000005e+18,2.49475934767486,8.993519577948916e-07,1e-06,30,1.9786420221004573,20.575578539909202,1.0,2.494760247026818,attachment_B7_native_val_loss,2.4427022596855628e+20,1.6675514092786776e+19,7.887509283291287e+19,3.398208328942559e+20,0.9999999999999998,Q_max
3.651741272548377e+20,2048,exponential,0.5,B7_semi_synthetic_diagnostic_only,False,True,4.4867200000000005e+18,2.4832704414876545,8.66510770247686e-07,1e-06,29,2.0368428718073313,21.622290863228518,1.0,2.4832713079984248,attachment_B7_native_val_loss,2.6424725410147077e+20,1.8039279213327071e+19,8.288759394003991e+19,3.651741272548377e+20,1.0,Q_max
3.924189758484536e+20,2048,exponential,0.5,B7_semi_synthetic_diagnostic_only,False,True,4.4867200000000005e+18,2.4719506194485623,8.347189837110136e-07,1e-06,29,2.0970490510643787,22.716427602102986,1.0,2.471951454167546,attachment_B7_native_val_loss,2.8582477767937635e+20,1.9512304822912094e+19,8.708189334616513e+19,3.924189758484536e+20,1.0,Q_max
4.216965034285823e+20,2048,exponential,0.5,B7_semi_synthetic_diagnostic_only,False,True,4.4867200000000005e+18,2.4607964338250445,9.074430176170267e-07,1e-06,28,2.159336431627014,23.85982363784691,1.0,2.460797341268062,attachment_B7_native_val_loss,3.091283186003893e+20,2.110315988311991e+19,9.146502494507301e+19,4.216965034285823e+20,1.0,Q_max
4.5315836376008176e+20,2048,exponential,0.5,B7_semi_synthetic_diagnostic_only,False,True,4.4867200000000005e+18,2.4498049266641835,7.741758722978886e-07,1e-06,27,2.2237838310993814,25.054372127117848,1.0,2.4498057008400558,attachment_B7_native_val_loss,3.342930458077901e+20,2.2821071927145136e+19,9.604424602514655e+19,4.5315836376008176e+20,1.0,Q_max
4.8696752516586314e+20,2048,exponential,0.5,B7_semi_synthetic_diagnostic_only,False,True,4.4867200000000005e+18,2.4389724618238353,8.768689272464769e-07,1e-06,26,2.290473124271431,26.30202618809126,1.0,2.4389733386927626,attachment_B7_native_val_loss,3.6146450458623836e+20,2.4675976846420537e+19,1.0082704373320424e+20,4.8696752516586314e+20,1.0,Q_max
5.232991146814947e+20,2048,exponential,0.5,B7_semi_synthetic_diagnostic_only,False,True,4.4867200000000005e+18,2.428296274194809,8.591991980111402e-07,1e-06,24,2.359489358471917,27.60480066322965,1.0,2.428297133394007,attachment_B7_native_val_loss,3.907994004457732e+20,2.6678572403764785e+19,1.0582114183195656e+20,5.2329911468149454e+20,0.9999999999999998,Q_max
5.6234132519034906e+20,2048,exponential,0.5,B7_semi_synthetic_diagnostic_only,False,True,4.4867200000000005e+18,2.417773344214191,6.905711065208209e-07,1e-06,17,2.4309208730849354,28.964773963335432,1.0,2.4177740347852974,attachment_B7_native_val_loss,4.22466441669955e+20,2.8840375751335596e+19,1.1103450776905841e+20,5.6234132519034906e+20,1.0,Q_max
6.042963902381328e+20,2048,exponential,0.5,B7_semi_synthetic_diagnostic_only,False,True,4.4867200000000005e+18,2.40740039799729,6.645244945424622e-07,1e-06,17,2.5048594233835217,30.384089997668397,1.0,2.4074010625217848,attachment_B7_native_val_loss,4.5664724490955614e+20,3.117378525249237e+19,1.1647536007608415e+20,6.042963902381326e+20,0.9999999999999998,Q_max
6.493816315762113e+20,2048,exponential,0.5,B7_semi_synthetic_diagnostic_only,False,True,4.4867200000000005e+18,2.3971746652883428,6.393479825561599e-07,1e-06,17,2.5814003088417374,31.864960194970593,1.0,2.3971753046363253,attachment_B7_native_val_loss,4.935373085311606e+20,3.369214692906056e+19,1.2215217611599028e+20,6.493816315762115e+20,1.0000000000000002,Q_max
6.978305848598663e+20,2048,exponential,0.5,B7_semi_synthetic_diagnostic_only,False,True,4.4867200000000005e+18,2.387093301109098,6.150178242236848e-07,1e-06,17,2.6606425060917545,33.409665620318776,1.0,2.387093916126922,attachment_B7_native_val_loss,5.333470587823949e+20,3.6409825879544824e+19,1.2807370019792647e+20,6.978305848598662e+20,0.9999999999999998,Q_max
7.498942093324558e+20,2048,exponential,0.5,B7_semi_synthetic_diagnostic_only,False,True,4.4867200000000005e+18,2.377153526056136,5.915107257337127e-07,1e-06,17,2.742688806701638,35.020559192753666,1.0,2.3771541175668616,attachment_B7_native_val_loss,5.763029742143858e+20,3.934228303970207e+19,1.342489520783679e+20,7.498942093324558e+20,1.0,Q_max
8.058421877614818e+20,2048,exponential,0.5,B7_semi_synthetic_diagnostic_only,False,True,4.4867200000000005e+18,2.3673526249330528,5.688038355877723e-07,1e-06,17,2.827645959955359,36.70006800868532,1.0,2.3673531937368884,attachment_B7_native_val_loss,6.226487942090759e+20,4.250615768467291e+19,1.4068723586773295e+20,8.058421877614818e+20,1.0,Q_max
8.659643233600653e+20,2048,exponential,0.5,B7_semi_synthetic_diagnostic_only,False,True,4.4867200000000005e+18,2.35768794540407,5.46874745932513e-07,1e-06,17,2.915624820825621,38.45069577608589,1.0,2.357688492278816,attachment_B7_native_val_loss,6.726468178966253e+20,4.591935610174295e+19,1.4739814936169705e+20,8.659643233600653e+20,1.0,Q_max
9.30572040929699e+20,2048,exponential,0.5,B7_semi_synthetic_diagnostic_only,False,True,4.4867200000000005e+18,2.3481568966685025,5.257014850101882e-07,1e-06,17,3.006740503337146,40.27502536450332,1.0,2.3481574223699875,attachment_B7_native_val_loss,7.265793002182982e+20,4.9601146894902485e+19,1.5439159381649824e+20,9.305720409296989e+20,0.9999999999999999,Q_max
1e+21,2048,exponential,0.5,B7_semi_synthetic_diagnostic_only,False,True,4.4867200000000005e+18,2.338756948155548,5.052625131618527e-07,1e-06,17,3.101112539527719,42.17572147592031,1.0,2.338757453418061,attachment_B7_native_val_loss,7.8474995239563e+20,5.3572263416875e+19,1.616777841874949e+20,9.999999999999999e+20,0.9999999999999999,Q_max
1.0746078283213176e+21,2048,exponential,0.5,B7_semi_synthetic_diagnostic_only,False,True,4.4867200000000005e+18,2.329485142734192,9.710414206054452e-07,1e-06,16,3.1988650442213604,44.1555334414953,1.0,2.3294861137756127,attachment_B7_native_val_loss,8.474855546096796e+20,5.785501386135414e+19,1.6926725985028365e+20,1.0746078283213174e+21,0.9999999999999999,Q_max
1.1547819846894581e+21,2048,exponential,0.5,B7_semi_synthetic_diagnostic_only,False,True,4.4867200000000005e+18,2.3203400564988965,9.329752019837656e-07,1e-06,16,3.3001268858388055,46.21729814919174,1.0,2.3203409894740985,attachment_B7_native_val_loss,9.151376892778544e+20,6.247339958803486e+19,1.771708958235688e+20,1.154781984689458e+21,0.9999999999999999,Q_max
1.2409377607517195e+21,2048,exponential,0.5,B7_semi_synthetic_diagnostic_only,False,True,4.4867200000000005e+18,2.311318826723326,8.962534305823056e-07,1e-06,16,3.4050318634780634,48.363943107305644,1.0,2.3113197229767564,attachment_B7_native_val_loss,9.880846039428957e+20,6.745324229583502e+19,1.853999145129886e+20,1.2409377607517193e+21,0.9999999999999998,Q_max
1.333521432163324e+21,2048,exponential,0.5,B7_semi_synthetic_diagnostic_only,False,True,4.4867200000000005e+18,2.302419151113643,8.608364110429534e-07,1e-06,16,3.513718890509085,50.598489648863826,1.0,2.302420011950054,attachment_B7_native_val_loss,1.0667332134626474e+21,7.282232070571672e+19,1.9396589799495995e+20,1.333521432163324e+21,1.0,Q_max
1.4330125702369627e+21,2048,exponential,0.5,B7_semi_synthetic_diagnostic_only,False,True,4.4867200000000005e+18,2.2936387813680605,8.26685276678063e-07,1e-06,16,3.626332184935075,52.924056281863095,1.0,2.293639608053337,attachment_B7_native_val_loss,1.1515212519134129e+21,7.861051746395565e+19,2.0288080085959413e+20,1.4330125702369627e+21,1.0,Q_max
1.539926526059492e+21,2048,exponential,0.5,B7_semi_synthetic_diagnostic_only,False,True,4.4867200000000005e+18,2.2849755219843764,7.937619836972942e-07,1e-06,16,3.7430214667843362,55.34386219028908,1.0,2.28497631574636,attachment_B7_native_val_loss,1.242919585398036e+21,8.484997702983926e+19,2.121569636316166e+20,1.539926526059492e+21,1.0,Q_max
1.6548170999431815e+21,2048,exponential,0.5,B7_semi_synthetic_diagnostic_only,False,True,4.4867200000000005e+18,2.2764272290851157,7.620293001053824e-07,1e-06,16,3.863942162806514,57.86123089084548,1.0,2.276427991114416,attachment_B7_native_val_loss,1.3414346977861234e+21,9.157527536886602e+19,2.21807126788192e+20,1.6548170999431815e+21,1.0,Q_max
1.7782794100389228e+21,2048,exponential,0.5,B7_semi_synthetic_diagnostic_only,False,True,4.4867200000000005e+18,2.267991809260017,7.314508039257817e-07,1e-06,16,3.989255618758195,60.4795940503125,1.0,2.267992540710821,attachment_B7_native_val_loss,1.447611362312543e+21,9.88236023338696e+19,2.318444453925102e+20,1.7782794100389228e+21,1.0,Q_max
