budget_FLOPs,context_tokens,quality_family,Q0_scenario,context_role,ready_for_Q3,feasible,N_params_B,D_tokens_B,Q_score,B7_diagnostic_loss,cost_FLOPs,budget_utilization,active_support,kkt_relative_violation,kkt_check_pass,solver,producer_loss_difference
3e+20,49152,power,0.5,CYJ_external_sensitivity,False,True,0.8987355239173066,15.860560014884053,1.0,2.628126092148186,3.0000000000135234e+20,1.0000000000045077,Q1;budget,4.333316560196829e-09,True,SLSQP,0.0
1e+21,49152,power,0.5,CYJ_external_sensitivity,False,True,1.4555498687243935,36.06275933108711,1.0,2.4513952924616076,1.0000000000018321e+21,1.000000000001832,Q1;budget,9.720111634366975e-11,True,SLSQP,0.0
3e+21,49152,power,0.5,CYJ_external_sensitivity,False,True,2.3207945343357537,72.41722903291696,1.0,2.32499836444943,3.00000000001055e+21,1.0000000000035167,Q1;budget,2.235950365722702e-10,True,SLSQP,0.0
1e+22,49152,power,0.5,CYJ_external_sensitivity,False,True,3.9637295855732235,148.29111213516194,1.0,2.2145336290589506,1.0000000000008007e+22,1.0000000000008007,Q1;budget,3.5346268582441773e-10,True,SLSQP,0.0
3e+22,49152,power,0.5,CYJ_external_sensitivity,False,True,6.5665740646835475,276.1439412794549,1.0,2.1331943424697477,3.000000000010998e+22,1.000000000003666,Q1;budget,5.1467431703346584e-11,True,SLSQP,0.0
1e+23,49152,power,0.5,CYJ_external_sensitivity,False,True,11.558005639496361,532.8918076732998,1.0,2.0605458686328677,1.0000000000023048e+23,1.0000000000023048,Q1;budget,8.37794517874818e-11,True,SLSQP,0.0
3e+23,49152,power,0.5,CYJ_external_sensitivity,False,True,11.969999999999997,600.0,1.0,2.0523920597927097,1.1650643279999998e+23,0.38835477599999996,D_max;N_max;Q1,0.0,True,SLSQP,0.0
1e+24,49152,power,0.5,CYJ_external_sensitivity,False,True,11.969999999999997,600.0,1.0,2.0523920597927097,1.1650643279999998e+23,0.11650643279999999,D_max;N_max;Q1,0.0,True,SLSQP,0.0
1e+19,49152,logarithmic,0.5,CYJ_external_sensitivity,False,False,,,,,,,infeasible,,,,
3e+19,49152,logarithmic,0.5,CYJ_external_sensitivity,False,True,0.11293008343824386,10.000000000000002,1.0,3.0899049070603373,3.000000000001408e+19,1.0000000000004694,D_min;Q1;budget,0.0,True,SLSQP,0.0
1e+20,49152,logarithmic,0.5,CYJ_external_sensitivity,False,True,0.46057081008790096,11.76015157804948,1.0,2.7750191881881308,1.0000000000005521e+20,1.0000000000005522,Q1;budget,1.3274181295453424e-11,True,SLSQP,0.0
3e+20,49152,logarithmic,0.5,CYJ_external_sensitivity,False,True,0.7416198774919802,23.16171112470577,1.0,2.5934668204951916,3.000000000000062e+20,1.0000000000000207,Q1;budget,1.5256008956156473e-12,True,SLSQP,2.842170943040401e-14
1e+21,49152,logarithmic,0.5,CYJ_external_sensitivity,False,True,1.277111051788614,46.66475253774774,0.9999999999999999,2.4338817352638316,1.0000000000001083e+21,1.0000000000001084,Q1;budget,7.639992211185799e-11,True,SLSQP,0.0
3e+21,49152,logarithmic,0.5,CYJ_external_sensitivity,False,True,2.1268450143234183,86.00651392490032,0.9999999999999999,2.31587179874417,3.0000000000107416e+21,1.0000000000035805,Q1;budget,1.3218398142876704e-11,True,SLSQP,0.0
1e+22,49152,logarithmic,0.5,CYJ_external_sensitivity,False,True,3.757474752352582,164.75930333399296,1.0,2.210172255543981,1.000000000007218e+22,1.000000000007218,Q1;budget,1.6956516512535807e-11,True,SLSQP,0.0
3e+22,49152,logarithmic,0.5,CYJ_external_sensitivity,False,True,6.352810017020768,294.7539824718307,0.9999999999999998,2.1310051687370133,3.00000000000155e+22,1.0000000000005167,Q1;budget,1.3580858251830914e-12,True,SLSQP,0.0
1e+23,49152,logarithmic,0.5,CYJ_external_sensitivity,False,True,11.339035821143119,553.3613417401369,1.0,2.059528570835561,1.000000000002223e+23,1.000000000002223,Q1;budget,2.1527323379298177e-12,True,SLSQP,0.0
3e+23,49152,logarithmic,0.5,CYJ_external_sensitivity,False,True,11.969999999999997,600.0,1.0,2.0523920597927097,1.1442129576428437e+23,0.38140431921428125,D_max;N_max;Q1,0.0,True,SLSQP,0.0
1e+24,49152,logarithmic,0.5,CYJ_external_sensitivity,False,True,11.969999999999997,600.0,1.0,2.0523920597927097,1.1442129576428437e+23,0.11442129576428438,D_max;N_max;Q1,0.0,True,SLSQP,0.0
1e+19,65536,exponential,0.5,CYJ_external_sensitivity,False,False,,,,,,,infeasible,,,,
3e+19,65536,exponential,0.5,CYJ_external_sensitivity,False,True,0.12520591107273318,10.000000000000002,0.7321035902329948,3.2061480822550963,3.0000000000099574e+19,1.0000000000033191,D_min;budget,3.0492339707831145e-10,True,SLSQP,0.0
1e+20,65536,exponential,0.5,CYJ_external_sensitivity,False,True,0.3682457477728477,10.000000000000002,0.9595386131529954,2.8611833797083093,1.0000000000041607e+20,1.0000000000041607,D_min;budget,6.582650077694528e-10,True,SLSQP,0.0
3e+20,65536,exponential,0.5,CYJ_external_sensitivity,False,True,0.7753437905568709,16.087445829510468,1.0,2.6448064819617176,3.000000000003336e+20,1.000000000001112,Q1;budget,1.945729719547008e-10,True,SLSQP,0.0
1e+21,65536,exponential,0.5,CYJ_external_sensitivity,False,True,1.275940238236012,35.444555324719744,0.9999999999999998,2.4680098219239257,1.0000000000009799e+21,1.0000000000009799,Q1;budget,1.0821025475765352e-10,True,SLSQP,1.5409895581797173e-13
3e+21,65536,exponential,0.5,CYJ_external_sensitivity,False,True,2.059740401498885,69.46164204530214,1.0,2.340413952501647,3.0000000000021674e+21,1.0000000000007225,Q1;budget,2.0862966155874948e-10,True,SLSQP,4.973799150320701e-14
1e+22,65536,exponential,0.5,CYJ_external_sensitivity,False,True,3.5542972641309363,139.3803959470872,1.0,2.228092953713314,1.0000000000009987e+22,1.0000000000009988,Q1;budget,1.3219820428856704e-10,True,SLSQP,0.0
3e+22,65536,exponential,0.5,CYJ_external_sensitivity,False,True,5.92674260756206,256.2418618869876,1.0,2.1449463936450823,3.000000000000383e+22,1.0000000000001277,Q1;budget,1.2753831154516323e-10,True,SLSQP,2.4424906541753444e-14
1e+23,65536,exponential,0.5,CYJ_external_sensitivity,False,True,10.480093481070666,490.0071020831107,0.9999999999999998,2.0704223055498554,1.0000000000004138e+23,1.000000000000414,Q1;budget,7.724830593544142e-12,True,SLSQP,0.0
3e+23,65536,exponential,0.5,CYJ_external_sensitivity,False,True,11.969999999999997,600.0,1.0,2.0523920597927097,1.3952796993941724e+23,0.4650932331313908,D_max;N_max;Q1,0.0,True,SLSQP,0.0
1e+24,65536,exponential,0.5,CYJ_external_sensitivity,False,True,11.969999999999997,600.0,1.0,2.0523920597927097,1.3952796993941724e+23,0.13952796993941724,D_max;N_max;Q1,0.0,True,SLSQP,0.0
1e+19,65536,power,0.5,CYJ_external_sensitivity,False,False,,,,,,,infeasible,,,,
3e+19,65536,power,0.5,CYJ_external_sensitivity,False,True,0.13171456350960467,10.000000000000002,0.6316244877923078,3.245971357501037,3.0000000000250036e+19,1.0000000000083344,D_min;budget,3.0205413156075296e-09,True,SLSQP,0.0
1e+20,65536,power,0.5,CYJ_external_sensitivity,False,True,0.333315042468753,10.000000000000002,0.9424010181093792,2.886769221226562,1.0000000000004512e+20,1.0000000000004512,D_min;budget,6.96707240024836e-09,True,SLSQP,0.0
3e+20,65536,power,0.5,CYJ_external_sensitivity,False,True,0.804634405712802,14.953784941210479,1.0,2.652241753253258,3.00000000000075e+20,1.0000000000002498,Q1;budget,5.733352547951822e-11,True,SLSQP,1.0302869668521453e-13
1e+21,65536,power,0.5,CYJ_external_sensitivity,False,True,1.3100586643835557,33.648447780555614,1.0,2.4718533941172387,1.0000000000006849e+21,1.0000000000006848,Q1;budget,5.2259014854633595e-11,True,SLSQP,4.0234482412415673e-13
3e+21,65536,power,0.5,CYJ_external_sensitivity,False,True,2.0975606722239495,67.01512854218922,1.0,2.342449161943328,3.0000000000035064e+21,1.0000000000011688,Q1;budget,1.8234187551888563e-10,True,SLSQP,3.108624468950438e-14
1e+22,65536,power,0.5,CYJ_external_sensitivity,False,True,3.5951736837602697,136.27468131191316,1.0,2.2290775715867603,1.0000000000009588e+22,1.0000000000009588,Q1;budget,9.165929379510753e-11,True,SLSQP,0.0
3e+22,65536,power,0.5,CYJ_external_sensitivity,False,True,5.969536929599706,252.63448074172294,1.0,2.1454442550505797,3.000000000001572e+22,1.000000000000524,Q1;budget,6.097536772350972e-11,True,SLSQP,4.1300296516055823e-14
1e+23,65536,power,0.5,CYJ_external_sensitivity,False,True,10.524241019792777,485.96466495314775,0.9999999999999998,2.0706548187762466,1.000000000000802e+23,1.000000000000802,Q1;budget,1.11303012177528e-11,True,SLSQP,0.0
3e+23,65536,power,0.5,CYJ_external_sensitivity,False,True,11.969999999999997,600.0,1.0,2.0523920597927097,1.4004041039999995e+23,0.46680136799999983,D_max;N_max;Q1,0.0,True,SLSQP,0.0
1e+24,65536,power,0.5,CYJ_external_sensitivity,False,True,11.969999999999997,600.0,1.0,2.0523920597927097,1.4004041039999995e+23,0.14004041039999995,D_max;N_max;Q1,0.0,True,SLSQP,0.0
1e+19,65536,logarithmic,0.5,CYJ_external_sensitivity,False,False,,,,,,,infeasible,,,,
3e+19,65536,logarithmic,0.5,CYJ_external_sensitivity,False,True,0.093563075325587,10.00000000000001,1.0,3.1392981161218767,3.000000000001691e+19,1.0000000000005635,D_min;Q1;budget,0.0,True,SLSQP,0.0
1e+20,65536,logarithmic,0.5,CYJ_external_sensitivity,False,True,0.41533539019184923,10.931150398370557,1.0,2.8052370348620945,1.0000000000006622e+20,1.0000000000006621,Q1;budget,1.9569411082100405e-11,True,SLSQP,0.0
3e+20,65536,logarithmic,0.5,CYJ_external_sensitivity,False,True,0.6713276380565933,21.368338580146716,1.0,2.6191583936337763,3.00000000000297e+20,1.00000000000099,Q1;budget,3.437551933423989e-11,True,SLSQP,3.241851231905457e-14
1e+21,65536,logarithmic,0.5,CYJ_external_sensitivity,False,True,1.159639210160728,42.79039609243125,0.9999999999999996,2.4552356083871754,1.000000000000722e+21,1.0000000000007219,Q1;budget,2.1198206319239845e-10,True,SLSQP,0.0
3e+21,65536,logarithmic,0.5,CYJ_external_sensitivity,False,True,1.9349111269134547,78.56898537455282,1.0,2.3338267067543477,3.000000000002529e+21,1.000000000000843,Q1;budget,3.6492634278033347e-10,True,SLSQP,0.0
1e+22,65536,logarithmic,0.5,CYJ_external_sensitivity,False,True,3.4229652089727147,150.11509523756112,1.0,2.2249711563204135,1.0000000000037885e+22,1.0000000000037885,Q1;budget,9.13785960436345e-12,True,SLSQP,0.0
3e+22,65536,logarithmic,0.5,CYJ_external_sensitivity,False,True,5.791562102779621,268.1616811077135,1.0,2.143387345178755,3.000000000001712e+22,1.0000000000005707,Q1;budget,1.3354814703219268e-12,True,SLSQP,2.930988785010413e-14
1e+23,65536,logarithmic,0.5,CYJ_external_sensitivity,False,True,10.342300085616047,502.95570014061656,0.9999999999999999,2.069700361781938,1.0000000000009522e+23,1.0000000000009523,Q1;budget,1.0729688306112958e-12,True,SLSQP,9.281464485866309e-14
3e+23,65536,logarithmic,0.5,CYJ_external_sensitivity,False,True,11.969999999999997,600.0,1.0,2.0523920597927097,1.3795527336428434e+23,0.4598509112142811,D_max;N_max;Q1,0.0,True,SLSQP,0.0
1e+24,65536,logarithmic,0.5,CYJ_external_sensitivity,False,True,11.969999999999997,600.0,1.0,2.0523920597927097,1.3795527336428434e+23,0.13795527336428434,D_max;N_max;Q1,0.0,True,SLSQP,0.0
1e+19,131072,exponential,0.5,C7_candidate,False,False,,,,,,,infeasible,,,,
3e+19,131072,exponential,0.5,C7_candidate,False,True,0.07622208696046388,10.000000000000002,0.7185574515825466,3.354346068788955,3.0000000000083374e+19,1.000000000002779,D_min;budget,6.151766225169717e-09,True,SLSQP,0.0
1e+20,131072,exponential,0.5,C7_candidate,False,True,0.22552508453711656,10.000000000000002,0.9470193568254938,2.9593894536908563,1.0000000000008053e+20,1.0000000000008054,D_min;budget,3.803810067158167e-09,True,SLSQP,0.0
3e+20,131072,exponential,0.5,C7_candidate,False,True,0.5759464986869054,13.40051251287858,1.0,2.7175069096042845,3.00000000000217e+20,1.0000000000007232,Q1;budget,1.2442192345158201e-10,True,SLSQP,0.0
1e+21,131072,exponential,0.5,C7_candidate,False,True,0.9606365110075715,28.752353672168052,1.0,2.5292619316874525,1.0000000000009467e+21,1.0000000000009468,Q1;budget,1.290594783419662e-10,True,SLSQP,3.12194714524594e-13
3e+21,131072,exponential,0.5,C7_candidate,False,True,1.566071591544158,55.26542309208589,1.0,2.392390538034194,3.0000000000029004e+21,1.0000000000009668,Q1;budget,2.292360910614672e-10,True,SLSQP,0.0
1e+22,131072,exponential,0.5,C7_candidate,False,True,2.72356373283141,109.2043973815387,1.0,2.271227137155402,1.0000000000005444e+22,1.0000000000005445,Q1;budget,5.267572910123671e-10,True,SLSQP,3.68594044175552e-14
3e+22,131072,exponential,0.5,C7_candidate,False,True,4.563078536139011,198.8990674597976,1.0,2.181180423320175,3.0000000000031797e+22,1.0000000000010598,Q1;budget,3.843999555801961e-10,True,SLSQP,0.0
1e+23,131072,exponential,0.5,C7_candidate,False,True,8.095215598000996,377.9061751179309,0.9999999999999999,2.100267708095376,1.0000000000008475e+23,1.0000000000008475,Q1;budget,8.633900360369285e-12,True,SLSQP,0.0
3e+23,131072,exponential,0.5,C7_candidate,False,True,11.969999999999997,600.0,1.0,2.0523920597927097,2.3366388033941724e+23,0.7788796011313908,D_max;N_max;Q1,0.0,True,SLSQP,0.0
1e+24,131072,exponential,0.5,C7_candidate,False,True,11.969999999999997,600.0,1.0,2.0523920597927097,2.3366388033941724e+23,0.23366388033941723,D_max;N_max;Q1,0.0,True,SLSQP,0.0
1e+19,131072,power,0.5,C7_candidate,False,False,,,,,,,infeasible,,,,
3e+19,131072,power,0.5,C7_candidate,False,True,0.08044266719134605,10.000000000000002,0.6162465871979912,3.3948615021195834,3.0000000000000934e+19,1.000000000000031,D_min;budget,3.432938840115129e-12,True,SLSQP,1.127986593019159e-13
1e+20,131072,power,0.5,C7_candidate,False,True,0.2070329944117918,10.000000000000002,0.9238978783392101,2.9886799194053717,1.0000000000009986e+20,1.0000000000009985,D_min;budget,2.894999595073585e-11,True,SLSQP,9.636735853746359e-14
3e+20,131072,power,0.5,C7_candidate,False,True,0.5946784388646563,12.581407419565785,0.9999999999999999,2.724096614205183,3.0000000000022584e+20,1.0000000000007527,Q1;budget,1.0291098647019653e-10,True,SLSQP,8.43769498715119e-15
1e+21,131072,power,0.5,C7_candidate,False,True,0.9820394279941326,27.530529950902253,1.0,2.5326058909661207,1.0000000000021757e+21,1.0000000000021756,Q1;budget,1.3650090159452042e-10,True,SLSQP,0.0
3e+21,131072,power,0.5,C7_candidate,False,True,1.589415149453873,53.67729227828683,0.9999999999999998,2.3941368820564843,3.0000000000029575e+21,1.0000000000009859,Q1;budget,9.287404183527376e-11,True,SLSQP,0.0
1e+22,131072,power,0.5,C7_candidate,False,True,2.7484374735371833,107.26533406421788,1.0,2.2720626290580466,1.000000000000938e+22,1.0000000000009381,Q1;budget,1.1112198047929007e-09,True,SLSQP,0.0
3e+22,131072,power,0.5,C7_candidate,False,True,4.5888786089997735,196.70135620466527,1.0,2.18159998406888,3.0000000000042023e+22,1.0000000000014007,Q1;budget,3.0950414407326404e-10,True,SLSQP,0.0
1e+23,131072,power,0.5,C7_candidate,False,True,8.121653803704776,375.48573168346877,1.0,2.1004627153225495,1.000000000000462e+23,1.000000000000462,Q1;budget,5.872202100258558e-12,True,SLSQP,0.0
3e+23,131072,power,0.5,C7_candidate,False,True,11.970000000000002,600.0,0.9999999999999996,2.0523920597927097,2.3417632080000005e+23,0.7805877360000002,D_max;N_max;Q1,0.0,True,SLSQP,0.0
1e+24,131072,power,0.5,C7_candidate,False,True,11.969999999999997,600.0,1.0,2.0523920597927097,2.3417632079999995e+23,0.23417632079999995,D_max;N_max;Q1,0.0,True,SLSQP,0.0
1e+19,131072,logarithmic,0.5,C7_candidate,False,False,,,,,,,infeasible,,,,
3e+19,131072,logarithmic,0.5,C7_candidate,False,True,0.07000000000000005,10.000000000000002,0.7708116042325099,3.35136285391382,3.000000000000006e+19,1.000000000000002,D_min;N_min;budget,0.0,True,SLSQP,0.0
1e+20,131072,logarithmic,0.5,C7_candidate,False,True,0.27278882713512764,10.000000000000002,1.0,2.896107286844801,1.0000000000002489e+20,1.000000000000249,D_min;Q1;budget,0.0,True,SLSQP,1.4210854715202004e-12
3e+20,131072,logarithmic,0.5,C7_candidate,False,True,0.5106927487980099,16.98376094310672,0.9999999999999999,2.695182154073276,3.0000000000009326e+20,1.0000000000003109,Q1;budget,3.134500002805654e-09,True,SLSQP,0.0
1e+21,131072,logarithmic,0.5,C7_candidate,False,True,0.8889136995366652,33.50297779501873,1.0,2.518305812500132,1.0000000000009888e+21,1.0000000000009888,Q1;budget,1.5072581988423325e-10,True,SLSQP,0.0
3e+21,131072,logarithmic,0.5,C7_candidate,False,True,1.4900583046214326,60.958752114355796,0.9999999999999998,2.3867973187680125,3.000000000001308e+21,1.000000000000436,Q1;budget,1.8062463479898814e-11,True,SLSQP,4.6629367034256575e-14
1e+22,131072,logarithmic,0.5,C7_candidate,False,True,2.6443930593087948,115.74099877849608,1.0,2.2685963794002455,1.0000000000076462e+22,1.000000000007646,Q1;budget,1.621438680614276e-11,True,SLSQP,0.0
3e+22,131072,logarithmic,0.5,C7_candidate,False,True,4.48208698372413,206.04393547409597,1.0,2.1798724090956156,3.0000000000005394e+22,1.0000000000001799,Q1;budget,6.011382532775619e-13,True,SLSQP,1.4344081478157023e-13
1e+23,131072,logarithmic,0.5,C7_candidate,False,True,8.013008061869956,385.58450899126456,1.0,2.099663817182261,1.0000000000037142e+23,1.0000000000037144,Q1;budget,4.339244602346192e-12,True,SLSQP,0.0
3e+23,131072,logarithmic,0.5,C7_candidate,False,True,11.970000000000002,600.0,0.9999999999999998,2.0523920597927097,2.3209118376428444e+23,0.7736372792142815,D_max;N_max;Q1,0.0,True,SLSQP,0.0
1e+24,131072,logarithmic,0.5,C7_candidate,False,True,11.969999999999997,600.0,1.0,2.0523920597927097,2.3209118376428434e+23,0.23209118376428434,D_max;N_max;Q1,0.0,True,SLSQP,0.0
