budget_FLOPs,context_tokens,quality_family,Q0_scenario,context_role,ready_for_Q3,feasible,N_params_B,D_tokens_B,Q_score,B7_diagnostic_loss,cost_FLOPs,budget_utilization,active_support,kkt_relative_violation,kkt_check_pass,solver
6.978305848598663e+19,2048,exponential,0.5,C7_candidate,False,True,0.7428983475476842,10.000000000000002,0.9146493081053522,2.772207326652349,6.9783058486098756e+19,1.0000000000016067,D_min;budget,6.044044323066108e-11,True,SLSQP
7.498942093324558e+19,2048,exponential,0.5,C7_candidate,False,True,0.791968849330838,10.000000000000002,0.9282858818735278,2.757659047650263,7.498942093328387e+19,1.0000000000005107,D_min;budget,4.744470251695532e-11,True,SLSQP
8.058421877614818e+19,2048,exponential,0.5,C7_candidate,False,True,0.8442719137536446,10.000000000000002,0.941954697496456,2.7433847372767985,8.058421877615143e+19,1.0000000000000402,D_min;budget,2.447196844632195e-11,True,SLSQP
8.659643233600653e+19,2048,exponential,0.5,C7_candidate,False,True,0.886503609252804,10.174234566042237,0.952292541165063,2.729366885021506,8.659643233601387e+19,1.0000000000000848,budget,6.246359196884003e-08,True,SLSQP
9.30572040929699e+19,2048,exponential,0.5,C7_candidate,False,True,0.9181502107314969,10.515144193050416,0.9595910734035171,2.7155166869210197,9.305720409303586e+19,1.0000000000007088,budget,2.0096471097340386e-08,True,SLSQP
1e+20,2048,exponential,0.5,C7_candidate,False,True,0.9508120123308846,10.868943213318488,0.9668714855448834,2.7018200306354676,1.0000000000005662e+20,1.0000000000005662,budget,1.3353628057866516e-07,True,SLSQP
1.0746078283213175e+20,2048,exponential,0.5,C7_candidate,False,True,0.9845173379748431,11.236133000628756,0.9741341422971758,2.6882759455457768,1.074607828321722e+20,1.0000000000003764,budget,9.358544430795711e-09,True,SLSQP
1.1547819846894582e+20,2048,exponential,0.5,C7_candidate,False,True,1.0192950744337046,11.617240151634446,0.9813792315409283,2.674883448868138,1.1547819846912667e+20,1.000000000001566,budget,9.682670912149967e-09,True,SLSQP
1.2409377607517195e+20,2048,exponential,0.5,C7_candidate,False,True,1.055174617008591,12.012811616915352,0.9886070303959272,2.6616415469523793,1.2409377607523546e+20,1.0000000000005118,budget,2.168927309867883e-08,True,SLSQP
1.333521432163324e+20,2048,exponential,0.5,C7_candidate,False,True,1.092185993256946,12.423417535501406,0.995817785498073,2.6485492364884045,1.3335214321643373e+20,1.0000000000007598,budget,5.6101610635625504e-08,True,SLSQP
1.4330125702369627e+20,2048,exponential,0.5,C7_candidate,False,True,1.1262965715485633,12.965455651957496,1.0,2.6356125520416493,1.4330125702442212e+20,1.000000000005065,Q1;budget,6.297469340442337e-10,True,SLSQP
1.539926526059492e+20,2048,exponential,0.5,C7_candidate,False,True,1.1557392211992985,13.698879904682798,1.0,2.6228888621005013,1.5399265260595007e+20,1.0000000000000056,Q1;budget,4.0518365418681065e-13,True,SLSQP
1.6548170999431814e+20,2048,exponential,0.5,C7_candidate,False,True,1.1860874392687675,14.470524093286292,1.0,2.610387072891558,1.6548170999457563e+20,1.000000000001556,Q1;budget,6.568011710468144e-10,True,SLSQP
1.778279410038923e+20,2048,exponential,0.5,C7_candidate,False,True,1.2173727439710786,15.282165811995423,1.0,2.598102423484331,1.7782794100406082e+20,1.0000000000009477,Q1;budget,2.9570764220857067e-10,True,SLSQP
1.9109529749704406e+20,2048,exponential,0.5,C7_candidate,False,True,1.2496278096520885,16.13565308906235,0.9999999999999999,2.5860302627067155,1.910952974970575e+20,1.0000000000000704,Q1;budget,7.189517048990306e-11,True,SLSQP
2.053525026457146e+20,2048,exponential,0.5,C7_candidate,False,True,1.282886528371641,17.032906466116547,1.0,2.5741660467287653,2.0535250264773126e+20,1.0000000000098204,Q1;budget,2.445601756974393e-09,True,SLSQP
2.20673406908459e+20,2048,exponential,0.5,C7_candidate,False,True,1.3171840136641224,17.975921658907204,1.0,2.562505336707106,2.2067340690933324e+20,1.0000000000039617,Q1;budget,1.968731489231276e-10,True,SLSQP
2.3713737056616553e+20,2048,exponential,0.5,C7_candidate,False,True,1.3525567284175242,18.966771174200325,1.0,2.5510437964603003,2.3713737056669598e+20,1.0000000000022369,Q1;budget,1.2277289524843902e-10,True,SLSQP
2.5482967479793464e+20,2048,exponential,0.5,C7_candidate,False,True,1.3890424459762967,20.00760752104681,1.0,2.539777190220138,2.5482967479796967e+20,1.0000000000001374,Q1;budget,5.195406792317431e-12,True,SLSQP
2.7384196342643612e+20,2048,exponential,0.5,C7_candidate,False,True,1.4266803641958754,21.10066509573735,1.0,2.5287013804157286,2.7384196342643884e+20,1.00000000000001,Q1;budget,4.7552442965144035e-09,True,SLSQP
2.942727176209282e+20,2048,exponential,0.5,C7_candidate,False,True,1.4655110488640786,22.248263863340483,1.0,2.5178123255125153,2.942727176209299e+20,1.0000000000000058,Q1;budget,7.421538328882613e-10,True,SLSQP
3.1622776601683794e+20,2048,exponential,0.5,C7_candidate,False,True,1.5055766837578013,23.452809953932398,1.0,2.5071060778954175,3.1622776601684817e+20,1.0000000000000324,Q1;budget,1.8381728620691966e-09,True,SLSQP
3.3982083289425596e+20,2048,exponential,0.5,C7_candidate,False,True,1.546920906350891,24.71680070339283,1.0,2.496578781798445,3.3982083289494965e+20,1.0000000000020413,Q1;budget,2.4690330162216427e-10,True,SLSQP
3.651741272548377e+20,2048,exponential,0.5,C7_candidate,False,True,1.5895890298953501,26.0428256937397,1.0,2.4862266712800647,3.6517412725497345e+20,1.0000000000003717,Q1;budget,3.819650442183376e-11,True,SLSQP
3.924189758484536e+20,2048,exponential,0.5,C7_candidate,False,True,1.6336281687094407,27.433568726375277,1.0,2.4760460682375487,3.924189758487238e+20,1.0000000000006886,Q1;budget,2.9243146204426193e-08,True,SLSQP
4.216965034285823e+20,2048,exponential,0.5,C7_candidate,False,True,1.679086481401477,28.8918209453889,1.0,2.466033380467989,4.216965034314693e+20,1.000000000006846,Q1;budget,9.093999546534008e-10,True,SLSQP
4.5315836376008176e+20,2048,exponential,0.5,C7_candidate,False,True,1.7260150095629991,30.420462076020122,1.0,2.4561850997709795,4.531583637602112e+20,1.0000000000002855,Q1;budget,5.027510447873042e-09,True,SLSQP
4.8696752516586314e+20,2048,exponential,0.5,C7_candidate,False,True,1.7744658501747888,32.022487008598674,1.0,2.4464978000799116,4.869675251661276e+20,1.0000000000005431,Q1;budget,8.509953685321586e-09,True,SLSQP
5.232991146814947e+20,2048,exponential,0.5,C7_candidate,False,True,1.824493335224671,33.70099529150495,1.0,2.436968135649157,5.232991146819313e+20,1.0000000000008342,Q1;budget,2.0932768546620174e-08,True,SLSQP
5.6234132519034906e+20,2048,exponential,0.5,C7_candidate,False,True,1.8761533544300708,35.459204665153564,1.0,2.4275928392653014,5.623413251914106e+20,1.0000000000018878,Q1;budget,2.6875257730629213e-09,True,SLSQP
6.042963902381328e+20,2048,exponential,0.5,C7_candidate,False,True,1.929504687615687,37.30043698324863,1.0,2.4183687205011566,6.042963902386137e+20,1.0000000000007958,Q1;budget,4.7391402136207417e-11,True,SLSQP
6.493816315762113e+20,2048,exponential,0.5,C7_candidate,False,True,1.9846075477828522,39.22814344919684,1.0,2.4092926640026686,6.493816315764635e+20,1.0000000000003884,Q1;budget,1.9185172805906954e-11,True,SLSQP
6.978305848598663e+20,2048,exponential,0.5,C7_candidate,False,True,2.041524591303057,41.245895432146675,1.0,2.400361627812655,6.978305848613536e+20,1.0000000000021312,Q1;budget,1.1579763360467717e-09,True,SLSQP
7.498942093324558e+20,2048,exponential,0.5,C7_candidate,False,True,2.1003207885207464,43.35739137023932,1.0,2.3915726417280836,7.498942093324558e+20,1.0,Q1;budget,8.001282528988579e-16,True,SLSQP
8.058421877614818e+20,2048,exponential,0.5,C7_candidate,False,True,2.1610635350191285,45.56646044918301,1.0,2.382922805686975,8.058421877622734e+20,1.0000000000009823,Q1;budget,1.0966474520431587e-08,True,SLSQP
8.659643233600653e+20,2048,exponential,0.5,C7_candidate,False,True,2.2238222415104407,47.87707526243168,1.0,2.3744092881928065,8.659643233608139e+20,1.0000000000008644,Q1;budget,5.890634352159204e-11,True,SLSQP
9.30572040929699e+20,2048,exponential,0.5,C7_candidate,False,True,2.288669579097898,50.29333721382709,1.0,2.3660293247651305,9.305720409303789e+20,1.0000000000007305,Q1;budget,6.198599668568284e-11,True,SLSQP
1e+21,2048,exponential,0.5,C7_candidate,False,True,2.355680359029357,52.81950129521225,0.9999999999999998,2.3577802164233317,1.0000000000009851e+21,1.0000000000009852,Q1;budget,5.113722026792866e-10,True,SLSQP
1.0746078283213176e+21,2048,exponential,0.5,C7_candidate,False,True,2.4249322603679135,55.45997054510075,1.0,2.34965932819901,1.074607828325508e+21,1.0000000000038995,Q1;budget,3.268339778919669e-10,True,SLSQP
1.1547819846894581e+21,2048,exponential,0.5,C7_candidate,False,True,2.4965057620517,58.21930399426602,1.0,2.3416640876789296,1.1547819846911115e+21,1.0000000000014317,Q1;budget,1.503883543524066e-10,True,SLSQP
1.2409377607517195e+21,2048,exponential,0.5,C7_candidate,False,True,2.5704842717704497,61.10222155878017,0.9999999999999999,2.3337919835720076,1.240937760752141e+21,1.0000000000003397,Q1;budget,5.0167326559741256e-11,True,SLSQP
1.333521432163324e+21,2048,exponential,0.5,C7_candidate,False,True,2.646954223176742,64.11360977293388,1.0,2.3260405643091713,1.3335214321633785e+21,1.0000000000000409,Q1;budget,1.1986327458994546e-11,True,SLSQP
1.4330125702369627e+21,2048,exponential,0.5,C7_candidate,False,True,2.726005180248453,67.25852770909715,1.0,2.3184074366667184,1.4330125702379639e+21,1.0000000000006986,Q1;budget,8.42463859029178e-11,True,SLSQP
1.539926526059492e+21,2048,exponential,0.5,C7_candidate,False,True,2.8077299544110463,70.54221296786956,0.9999999999999999,2.3108902644172398,1.5399265260596164e+21,1.0000000000000808,Q1;budget,1.1445223083023306e-11,True,SLSQP
1.6548170999431815e+21,2048,exponential,0.5,C7_candidate,False,True,2.8922247025842784,73.97008839802524,1.0,2.3034867670052024,1.6548170999442797e+21,1.0000000000006637,Q1;budget,9.132418401154611e-11,True,SLSQP
1.7782794100389228e+21,2048,exponential,0.5,C7_candidate,False,True,2.9795890253397856,77.54776921995149,1.0,2.2961947182494016,1.778279410040069e+21,1.0000000000006446,Q1;budget,1.896224576507455e-09,True,SLSQP
1.9109529749704406e+21,2048,exponential,0.5,C7_candidate,False,True,3.0699262770996505,81.28106588679447,1.0,2.2890119450684985,1.9109529749706894e+21,1.0000000000001301,Q1;budget,1.005579727475866e-11,True,SLSQP
2.053525026457146e+21,2048,exponential,0.5,C7_candidate,False,True,3.163343286669247,85.17600014560001,1.0,2.281936326231424,2.053525026458891e+21,1.0000000000008498,Q1;budget,4.213326321100526e-11,True,SLSQP
2.20673406908459e+21,2048,exponential,0.5,C7_candidate,False,True,3.2599509057761233,89.23880353917984,1.0,2.2749657911319723,2.2067340690864325e+21,1.0000000000008349,Q1;budget,5.3726877222659274e-11,True,SLSQP
2.3713737056616553e+21,2048,exponential,0.5,C7_candidate,False,True,3.3598639100246728,93.47593041740004,1.0,2.268098318584936,2.3713737056779334e+21,1.0000000000068645,Q1;budget,7.713654779153566e-10,True,SLSQP
2.5482967479793463e+21,2048,exponential,0.5,C7_candidate,False,True,3.4632013597738402,97.89406099080516,1.0,2.2613319356495065,2.5482967479813417e+21,1.0000000000007832,Q1;budget,2.27524352298712e-09,True,SLSQP
2.7384196342643614e+21,2048,exponential,0.5,C7_candidate,False,True,3.5700861750718134,102.50012354415414,1.0,2.2546647164661886,2.738419634264528e+21,1.0000000000000608,Q1;budget,8.562718224883838e-12,True,SLSQP
2.9427271762092816e+21,2048,exponential,0.5,C7_candidate,False,True,3.680646297635728,107.30127899312917,1.0,2.2480947811269325,2.942727176212401e+21,1.00000000000106,Q1;budget,2.3359884944999254e-09,True,SLSQP
3.1622776601683794e+21,2048,exponential,0.5,C7_candidate,False,True,3.7950135942391534,112.30496074251386,1.0,2.2416202945591923,3.162277660182941e+21,1.0000000000046048,Q1;budget,3.733699655165719e-10,True,SLSQP
3.3982083289425594e+21,2048,exponential,0.5,C7_candidate,False,True,3.9133252983898625,117.51885260145488,1.0,2.235239465435258,3.3982083289425893e+21,1.0000000000000089,Q1;budget,1.9191829161191583e-12,True,SLSQP
3.651741272548377e+21,2048,exponential,0.5,C7_candidate,False,True,4.035723018828277,122.95092808811037,1.0,2.2289505450977893,3.651741272563409e+21,1.0000000000041163,Q1;budget,2.630424470006903e-09,True,SLSQP
3.924189758484536e+21,2048,exponential,0.5,C7_candidate,False,True,4.16235403749136,128.60943181072537,1.0,2.2227518265150192,3.9241897584850837e+21,1.0000000000001397,Q1;budget,2.067767580711272e-11,True,SLSQP
4.2169650342858226e+21,2048,exponential,0.5,C7_candidate,False,True,4.293370193237308,134.50292458630145,1.0,2.2166416432456066,4.2169650342859637e+21,1.0000000000000335,Q1;budget,1.2312209964862485e-10,True,SLSQP
4.5315836376008176e+21,2048,exponential,0.5,C7_candidate,False,True,4.428929241365727,140.64026364351886,1.0,2.210618368433091,4.5315836376008994e+21,1.000000000000018,Q1;budget,5.235893811942011e-12,True,SLSQP
4.869675251658631e+21,2048,exponential,0.5,C7_candidate,False,True,4.569194294403551,147.03063469337334,0.9999999999999999,2.2046804138147182,4.869675251663392e+21,1.0000000000009779,Q1;budget,2.3065764160706488e-09,True,SLSQP
5.232991146814947e+21,2048,exponential,0.5,C7_candidate,False,True,4.714334836883869,153.6835412897002,0.9999999999999999,2.198826228752478,5.232991146817266e+21,1.000000000000443,Q1;budget,5.16458670504226e-11,True,SLSQP
5.623413251903491e+21,2048,exponential,0.5,C7_candidate,False,True,4.864525614617686,160.6088550613484,1.0,2.1930542992823923,5.623413251903521e+21,1.0000000000000053,Q1;budget,1.1519485702007469e-12,True,SLSQP
6.042963902381328e+21,2048,exponential,0.5,C7_candidate,False,True,5.0199482208042125,167.81678984341224,1.0,2.1873631471841346,6.042963902385202e+21,1.000000000000641,Q1;budget,1.3763227949576248e-09,True,SLSQP
6.493816315762113e+21,2048,exponential,0.5,C7_candidate,False,True,5.180790218922335,175.31794741605412,1.0,2.181751329069565,6.493816315762119e+21,1.0000000000000009,Q1;budget,2.639694434455321e-13,True,SLSQP
6.978305848598664e+21,2048,exponential,0.5,C7_candidate,False,True,5.3472463786633,183.12330202650548,1.0,2.176217435489347,6.978305848601372e+21,1.0000000000003881,Q1;budget,7.429812090720344e-10,True,SLSQP
7.498942093324559e+21,2048,exponential,0.5,C7_candidate,False,True,5.519518256175853,191.24423467903577,1.0,2.17076009005957,7.498942093324866e+21,1.000000000000041,Q1;budget,7.824304194394076e-12,True,SLSQP
8.058421877614818e+21,2048,exponential,0.5,C7_candidate,False,True,5.697814311636708,199.6925530585212,0.9999999999999996,2.1653779486056637,8.058421877616482e+21,1.0000000000002065,Q1;budget,2.114908415043811e-10,True,SLSQP
8.659643233600654e+21,2048,exponential,0.5,C7_candidate,False,True,5.882350831173853,208.4804867975371,1.0,2.1600696983255334,8.659643233604717e+21,1.0000000000004692,Q1;budget,9.143741393513569e-10,True,SLSQP
9.30572040929699e+21,2048,exponential,0.5,C7_candidate,False,True,6.073351302330207,217.62073229230916,1.0,2.1548340569703677,9.305720409297411e+21,1.000000000000045,Q1;budget,3.147087332908501e-10,True,SLSQP
1e+22,2048,exponential,0.5,C7_candidate,False,True,6.271047641436158,227.1264396334464,1.0,2.149669772043173,1.0000000000022746e+22,1.0000000000022746,Q1;budget,9.892963290045811e-11,True,SLSQP
1.0746078283213176e+22,2048,exponential,0.5,C7_candidate,False,True,6.475679875431732,237.01124975290855,0.9999999999999999,2.1445756200164245,1.0746078283214969e+22,1.0000000000001668,Q1;budget,1.0283823286652795e-11,True,SLSQP
1.154781984689458e+22,2048,exponential,0.5,C7_candidate,False,True,6.687496349521659,247.28931636428368,1.0,2.1395504055645307,1.1547819846899715e+22,1.0000000000004445,Q1;budget,9.201779659612102e-10,True,SLSQP
1.2409377607517196e+22,2048,exponential,0.5,C7_candidate,False,True,6.906754679148954,257.9753035894682,1.0,2.134592960817066,1.240937760751985e+22,1.000000000000214,Q1;budget,7.534712799832842e-10,True,SLSQP
1.3335214321633241e+22,2048,exponential,0.5,C7_candidate,False,True,7.13372124987405,269.0844335632413,1.0,2.129702144626602,1.3335214321634233e+22,1.0000000000000744,Q1;budget,5.863350385170292e-10,True,SLSQP
1.4330125702369628e+22,2048,exponential,0.5,C7_candidate,False,True,7.3686721154581045,280.6324880351687,0.9999999999999999,2.124876841854749,1.4330125702372033e+22,1.0000000000001679,Q1;budget,1.2326751566531132e-11,True,SLSQP
1.539926526059492e+22,2048,exponential,0.5,C7_candidate,False,True,7.611892944301501,292.6358436326662,1.0,2.1201159626744546,1.5399265260661983e+22,1.000000000004355,Q1;budget,1.7896749986513912e-10,True,SLSQP
1.6548170999431814e+22,2048,exponential,0.5,C7_candidate,False,True,7.8636796531001005,305.1114845731686,1.0,2.1154184418901245,1.6548170999530084e+22,1.0000000000059384,Q1;budget,2.1997919491243692e-10,True,SLSQP
1.7782794100389228e+22,2048,exponential,0.5,C7_candidate,False,True,8.124338907081468,318.0770208375931,0.9999999999999999,2.110783238272331,1.7782794100402578e+22,1.0000000000007507,Q1;budget,4.475526086970935e-11,True,SLSQP
1.9109529749704407e+22,2048,exponential,0.5,C7_candidate,False,True,8.394187971549577,331.5507312850872,0.9999999999999997,2.106209333908806,1.9109529749704482e+22,1.000000000000004,Q1;budget,1.2988321600655591e-10,True,SLSQP
2.053525026457146e+22,2048,exponential,0.5,C7_candidate,False,True,8.673555416725408,345.5515776275295,1.0,2.1016957335741844,2.0535250264571876e+22,1.0000000000000202,Q1;budget,2.761245528893148e-12,True,SLSQP
2.20673406908459e+22,2048,exponential,0.5,C7_candidate,False,True,8.962781705287894,360.0992235309102,1.0,2.0972414641119643,2.206734069100725e+22,1.0000000000073117,Q1;budget,2.946497568825089e-10,True,SLSQP
2.371373705661655e+22,2048,exponential,0.5,C7_candidate,False,True,9.262218916066667,375.2140876563169,1.0,2.0928455738360197,2.371373705662021e+22,1.0000000000001543,Q1;budget,3.6836236123597537e-10,True,SLSQP
2.5482967479793465e+22,2048,exponential,0.5,C7_candidate,False,True,9.572232396876862,390.9173257834337,1.0,2.088507131940681,2.5482967479794065e+22,1.0000000000000235,Q1;budget,1.6414394067712918e-10,True,SLSQP
2.7384196342643614e+22,2048,exponential,0.5,C7_candidate,False,True,9.893199835797875,407.2309119189673,1.0,2.0842252279347324,2.7384196342643643e+22,1.000000000000001,Q1;budget,7.857274903227965e-11,True,SLSQP
2.942727176209282e+22,2048,exponential,0.5,C7_candidate,False,True,10.225512427692125,424.1776421844003,1.0,2.0799989710836617,2.9427271762122644e+22,1.0000000000010136,Q1;budget,8.082053562122874e-12,True,SLSQP
3.1622776601683792e+22,2048,exponential,0.5,C7_candidate,False,True,10.569575587287947,441.78115679681827,0.9999999999999999,2.0758274898694977,3.162277660168392e+22,1.000000000000004,Q1;budget,3.637525930298427e-10,True,SLSQP
3.3982083289425593e+22,2048,exponential,0.5,C7_candidate,False,True,10.925808574812976,460.0660068201107,1.0,2.071709931463509,3.3982083289576555e+22,1.0000000000044424,Q1;budget,1.1637155238184117e-10,True,SLSQP
3.651741272548377e+22,2048,exponential,0.5,C7_candidate,False,True,11.294646107102121,479.0576447394482,1.0,2.067645461215763,3.6517412725484104e+22,1.000000000000009,Q1;budget,5.993598181989645e-13,True,SLSQP
3.924189758484536e+22,2048,exponential,0.5,C7_candidate,False,True,11.676538112533086,498.78249012995934,0.9999999999999998,2.063633262153912,3.92418975848656e+22,1.0000000000005158,Q1;budget,1.7666968908510112e-11,True,SLSQP
4.2169650342858225e+22,2048,exponential,0.5,C7_candidate,False,True,11.970000000000002,523.480187317881,0.9999999999999998,2.0596738309730003,4.216965034289404e+22,1.0000000000008493,N_max;Q1;budget,0.0,True,SLSQP
4.531583637600818e+22,2048,exponential,0.5,C7_candidate,False,True,11.969999999999997,562.5359072630374,0.9999999999999999,2.0557936490935496,4.531583637605735e+22,1.000000000001085,N_max;Q1;budget,0.0,True,SLSQP
4.869675251658631e+22,2048,exponential,0.5,C7_candidate,False,True,11.969999999999981,599.9999999999994,1.0,2.0523920597927097,4.8333806739417165e+22,0.9925468176333622,D_max;N_max;Q1,0.0,True,SLSQP
5.2329911468149466e+22,2048,exponential,0.5,C7_candidate,False,True,11.970000000000002,600.0,0.9999999999999998,2.0523920597927097,4.833380673941729e+22,0.9236363178033581,D_max;N_max;Q1,0.0,True,SLSQP
5.623413251903491e+22,2048,exponential,0.5,C7_candidate,False,True,11.970000000000002,600.0,0.9999999999999999,2.0523920597927097,4.833380673941729e+22,0.8595101333350629,D_max;N_max;Q1,0.0,True,SLSQP
6.042963902381329e+22,2048,exponential,0.5,C7_candidate,False,True,11.969999999999997,600.0,0.9999999999999999,2.0523920597927097,4.8333806739417266e+22,0.7998360989773667,D_max;N_max;Q1,0.0,True,SLSQP
6.493816315762113e+22,2048,exponential,0.5,C7_candidate,False,True,11.970000000000002,599.9999999999994,0.9999999999999997,2.0523920597927097,4.833380673941725e+22,0.7443051110346166,D_max;N_max;Q1,0.0,True,SLSQP
6.978305848598663e+22,2048,exponential,0.5,C7_candidate,False,True,11.969999999999981,599.9999999999994,0.9999999999999999,2.0523920597927097,4.8333806739417165e+22,0.6926295262498883,D_max;N_max;Q1,0.0,True,SLSQP
