budget_FLOPs,context_tokens,quality_family,loss_gap_to_best_cost_scenario,training_share,attention_share,quality_share
3e+20,131072,power,0.028914460131907127,0.14963783445963907,0.6537776746097936,0.19658449093056732
1e+21,131072,power,0.014300078465988797,0.1622163953118034,0.7087342455436231,0.12904935914457355
3e+21,131072,power,0.007339563288471851,0.17063100305737677,0.7454982277578829,0.0838707691847404
1e+22,131072,power,0.003466249657801068,0.17688723825198266,0.7728321364054623,0.050280625342554966
3e+22,131072,power,0.0017275749732643675,0.18052772916951376,0.7887376839235504,0.030734586906935896
1e+23,131072,power,0.0007988981402884399,0.18297390725775037,0.7994251990695952,0.01760089367265447
3e+23,131072,power,0.0,0.18401518929321228,0.8039746297013306,0.012010181005457124
1e+24,131072,power,0.0,0.18401518929321226,0.8039746297013306,0.012010181005457152
3e+19,131072,logarithmic,0.0,0.13999999999999985,0.6116693333333326,0.24833066666666748
1e+20,131072,logarithmic,0.0,0.16367329628103586,0.7150995430049312,0.121227160714033
3e+20,131072,logarithmic,0.0,0.1734696712192151,0.7579005582014987,0.06862977057928618
1e+21,131072,logarithmic,0.0,0.17868753562341239,0.7806977556410636,0.04061470873552409
3e+21,131072,logarithmic,0.0,0.1816641896546312,0.7937029555470604,0.024632854798308405
1e+22,131072,logarithmic,0.0,0.1836388163069895,0.8023302310329908,0.01403095266001965
3e+22,131072,logarithmic,0.0,0.18470136825271483,0.8069725913206612,0.008326040426623934
1e+23,131072,logarithmic,0.0,0.18538150674406173,0.809944161731922,0.004674331524016354
3e+23,131072,logarithmic,0.0,0.1856684054133006,0.8111976411444044,0.0031339534422949043
1e+24,131072,logarithmic,0.0,0.18566840541330057,0.8111976411444045,0.003133953442294908
