context_tokens,budget_FLOPs,feasible,phase,N_params_B,D_tokens_B,diagnostic_loss,cost_FLOPs,budget_utilization
2048,2.38560939448989e+21,true,interior,2.6215488796979365,141.97453307250478,2.254743810414898,2.38560939448989e+21,1
2048,2.5214946907166097e+21,true,interior,2.6879498120146277,146.35446446329223,2.249960104638761,2.5214946907166097e+21,1
2048,2.6651200695290723e+21,true,interior,2.7560326064727034,150.8695172633419,2.245216907972756,2.6651200695290723e+21,1
2048,2.8169264092275173e+21,true,interior,2.825839862779163,155.52385998435093,2.2405138773799007,2.8169264092275173e+21,1
2048,2.977379700722313e+21,true,interior,2.8974152596444913,160.32178973710538,2.235850672728095,2.977379700722313e+21,1
2048,3.146972477958414e+21,true,interior,2.970803582112531,165.26773619877235,2.231226956765531,3.146972477958414e+21,1
2048,3.3262253298177676e+21,true,interior,3.0460507495827778,170.36626570259418,2.2266423950962935,3.3262253298177676e+21,1
2048,3.5156884981399033e+21,true,interior,3.123203844542257,175.62208545373898,2.222096656156184,3.5156884981399033e+21,1
2048,3.7159435667668594e+21,true,interior,3.202311142025341,181.04004787522254,2.2175894111887335,3.715943566766859e+21,0.9999999999999999
2048,3.9276052467963595e+21,true,interior,3.2834221398195584,186.62515508789005,2.213120334221434,3.9276052467963595e+21,1
2048,4.151323263524217e+21,true,interior,3.36658758943667,192.3825635286188,2.2086891020421566,4.151323263524217e+21,1
2048,4.387784350867297e+21,true,interior,3.4518595278680406,198.31758871097995,2.2042953941757815,4.387784350867297e+21,1
2048,4.6377143593899456e+21,true,interior,3.5392913101444416,204.43571013277676,2.1999388928610175,4.6377143593899456e+21,1
2048,4.901880484404459e+21,true,interior,3.6289376427205604,210.7425763349794,2.195619283027422,4.901880484404459e+21,1
2048,5.181093620984938e+21,true,interior,3.7208546177050517,217.244010116725,2.1913362522726128,5.181093620984938e+21,1
2048,5.47621085312367e+21,true,interior,3.815099747957586,223.94601391120136,2.1870894908396785,5.47621085312367e+21,1
2048,5.788138084671064e+21,true,interior,3.9117320030749294,230.85477532738065,2.1828786915947735,5.788138084671064e+21,1
2048,6.117832820135025e+21,true,interior,4.010811846288512,237.97667286271687,2.178703550004905,6.117832820135025e+21,1
2048,6.46630710387563e+21,true,interior,4.11240127229651,245.31828179207628,2.174563764115908,6.46630710387563e+21,1
2048,6.834630626717517e+21,true,interior,4.216563846054181,252.88638023834193,2.1704590345306123,6.834630626717517e+21,1
2048,7.223934009516405e+21,true,interior,4.323364742546759,260.6879554303017,2.166389064387184,7.223934009516405e+21,1
2048,7.635412273758951e+21,true,interior,4.432870787569766,268.7302101535927,2.1623535593376593,7.635412273758951e+21,1
2048,8.070328509849177e+21,true,interior,4.545150499542184,277.02056940065376,2.158352227526653,8.070328509849178e+21,1.0000000000000002
2048,8.530017754341968e+21,true,interior,4.6602741323786985,285.56668722582936,2.1543847795702553,8.530017754341968e+21,1
2048,9.01589108802566e+21,true,interior,4.778313719447913,294.37645381195955,2.150450928535102,9.015891088025659e+21,0.9999999999999999
2048,9.326312895525666e+21,true,interior,4.851909878563579,299.893,2.148063524436889,9.326312895525666e+21,1
2048,9.529439967433206e+21,true,D_max_bound,4.957584463775567,299.893,2.146553423892409,9.529439967433208e+21,1.0000000000000002
2048,1e+22,true,D_max_bound,5.202388052937084,299.893,2.143215093990346,1e+22,1
2048,1.0072240803077253e+22,true,D_max_bound,5.2399705220234525,299.893,2.1427212224936896,1.0072240803077253e+22,1
2048,1.064595979846454e+22,true,D_max_bound,5.538441406758041,299.893,2.1389605223185875,1.064595979846454e+22,1
2048,1.1252358064741252e+22,true,D_max_bound,5.853913316338014,299.893,2.135269989297089,1.1252358064741252e+22,1
2048,1.1893297026672053e+22,true,D_max_bound,6.187354636159084,299.893,2.1316483142502594,1.1893297026672053e+22,1
2048,1.2570744136544484e+22,true,D_max_bound,6.539788911248793,299.893,2.1280942124258297,1.2570744136544484e+22,1
2048,1.3286778913541228e+22,true,D_max_bound,6.912297988182326,299.893,2.124606423042441,1.3286778913541228e+22,1
2048,1.404359932711591e+22,true,D_max_bound,7.306025335962308,299.893,2.1211837088423975,1.404359932711591e+22,1
2048,1.4843528543970311e+22,true,D_max_bound,7.722179556058173,299.893,2.1178248556527586,1.4843528543970311e+22,1
2048,1.5689022059340404e+22,true,D_max_bound,8.16203809237789,299.893,2.114528671954628,1.5689022059340404e+22,1
2048,1.658267523448528e+22,true,D_max_bound,8.626951152562187,299.893,2.1112939884604702,1.6582675234485277e+22,0.9999999999999999
2048,1.752723126351255e+22,true,D_max_bound,9.118345852636304,299.893,2.1081196576993206,1.752723126351255e+22,1
2048,1.8525589593999532e+22,true,D_max_bound,9.637730597743873,299.893,2.10500455360973,1.8525589593999532e+22,1
2048,1.958081482725426e+22,true,D_max_bound,10.186699712408089,299.893,2.101947571140308,1.958081482725426e+22,1
2048,2.0696146125541394e+22,true,D_max_bound,10.766938334535668,299.893,2.098947625857714,2.0696146125541398e+22,1.0000000000000002
2048,2.187500715514512e+22,true,D_max_bound,11.380227588184018,299.893,2.0960036535619695,2.187500715514512e+22,1
2048,2.300063908774456e+22,true,D_max_bound,11.965825000000002,299.893,2.093384524595647,2.300063908774456e+22,1
2048,2.3121016595795635e+22,true,support_corner,11.965825,299.893,2.093384524595647,2.300063908774456e+22,0.9947935893064077
2048,2.4437999248714135e+22,true,support_corner,11.965825,299.893,2.093384524595647,2.300063908774456e+22,0.9411833945021009
2048,2.5829997777379576e+22,true,support_corner,11.965825,299.893,2.093384524595647,2.300063908774456e+22,0.8904622944988093
2048,2.730128511705123e+22,true,support_corner,11.965825,299.893,2.093384524595647,2.300063908774456e+22,0.8424745937464801
2048,2.8856377591146083e+22,true,support_corner,11.965825,299.893,2.093384524595647,2.300063908774456e+22,0.7970729872484681
2048,3.0500048774727006e+22,true,support_corner,11.965825,299.893,2.093384524595647,2.300063908774456e+22,0.7541181083881867
2048,3.2237344147664628e+22,true,support_corner,11.965825,299.893,2.093384524595647,2.300063908774456e+22,0.7134781011236249
2048,3.407359658244575e+22,true,support_corner,11.965825,299.893,2.093384524595647,2.300063908774456e+22,0.675028215236726
2048,3.6014442714176143e+22,true,support_corner,11.965825,299.893,2.093384524595647,2.300063908774456e+22,0.6386504233950276
2048,3.8065840243025365e+22,true,support_corner,11.965825,299.893,2.093384524595647,2.300063908774456e+22,0.6042330588501554
2048,4.023408622222488e+22,true,support_corner,11.965825,299.893,2.093384524595647,2.300063908774456e+22,0.5716704726610456
2048,4.252583638775786e+22,true,support_corner,11.965825,299.893,2.093384524595647,2.300063908774456e+22,0.5408627093896706
