policy,mapping,loss,covered_mass,unmapped_mass,mean_Q_A_on_mapped
convex_hull__equal_13,direct,2.1928228144395785,0.15915915915915915,0.8408408408408409,-0.505484640415014
convex_hull__equal_13,direct_and_near,2.1928228144395785,0.4314314314314314,0.5685685685685686,0.5785427632650646
quality_direct__equal_13,direct,2.263949598559698,0.3231556093473321,0.6768443906526679,0.8574247439016351
quality_direct__equal_13,direct_and_near,2.263949598559698,0.5270125159630368,0.4729874840369632,0.9946654596645562
quality_direct_and_near__equal_13,direct,2.2749885718994807,0.311053992721791,0.6889460072782089,-0.041972684294648
quality_direct_and_near__equal_13,direct_and_near,2.2749885718994807,0.5646359074665894,0.43536409253341046,0.7864741235637406
