p_policy,axis,N_base,D_base,Q_B_base,Q_B_changed,baseline_loss,quality_improved_loss,root_status,equal_loss_axis_value,axis_change,support_checked
Q1_reference,N,1,100,0.5,0.6,2.5673967252758954,2.530381999509588,supported,0.7817403785488553,-0.21825962145114475,True
Q1_reference,D,1,100,0.5,0.6,2.5673967252758954,2.530381999509588,supported,70.1717377563566,-29.828262243643394,True
ridge_hull_optimum,N,1,100,0.5,0.6,2.1928228144395785,2.161208403495021,supported,0.7817403785488553,-0.21825962145114475,True
ridge_hull_optimum,D,1,100,0.5,0.6,2.1928228144395785,2.161208403495021,supported,70.1717377563566,-29.828262243643394,True
