scenario,domain,p,reference_p,delta_p,qa_mapping_type,quality_Q_A,target_absolute_changes_json
convex_hull__arxiv_only,ubuntu_irc,0.001996007984031936,0.019599998284005892,-0.017603990299973955,inferred,,"{""arxiv"":-2.377644889775331,""dm_mathematics"":0.9817759989675144,""freelaw"":0.5879118118526776,""github"":0.8903782080744483,""gutenberg_pg_19"":0.3702595981936465,""hackernews"":0.4624845939825502,""pile_cc"":0.3799727421212713,""pubmed_abstracts"":0.33108575870689544,""pubmed_central"":-0.0635932462379284,""stackexchange"":0.5979624271958591,""ubuntu_irc"":0.5783797436563413,""uspto_backgrounds"":0.3256473400090997,""wikipedia_en"":0.36278330097077277}"
convex_hull__arxiv_only,europarl,0.0,0.012737064754031531,-0.012737064754031531,inferred,,"{""arxiv"":-2.377644889775331,""dm_mathematics"":0.9817759989675144,""freelaw"":0.5879118118526776,""github"":0.8903782080744483,""gutenberg_pg_19"":0.3702595981936465,""hackernews"":0.4624845939825502,""pile_cc"":0.3799727421212713,""pubmed_abstracts"":0.33108575870689544,""pubmed_central"":-0.0635932462379284,""stackexchange"":0.5979624271958591,""ubuntu_irc"":0.5783797436563413,""uspto_backgrounds"":0.3256473400090997,""wikipedia_en"":0.36278330097077277}"
convex_hull__arxiv_only,hackernews,0.0,0.011650822378108678,-0.011650822378108678,inferred,,"{""arxiv"":-2.377644889775331,""dm_mathematics"":0.9817759989675144,""freelaw"":0.5879118118526776,""github"":0.8903782080744483,""gutenberg_pg_19"":0.3702595981936465,""hackernews"":0.4624845939825502,""pile_cc"":0.3799727421212713,""pubmed_abstracts"":0.33108575870689544,""pubmed_central"":-0.0635932462379284,""stackexchange"":0.5979624271958591,""ubuntu_irc"":0.5783797436563413,""uspto_backgrounds"":0.3256473400090997,""wikipedia_en"":0.36278330097077277}"
convex_hull__arxiv_only,pubmed_abstracts,0.0,0.06618116611257162,-0.06618116611257162,inferred,,"{""arxiv"":-2.377644889775331,""dm_mathematics"":0.9817759989675144,""freelaw"":0.5879118118526776,""github"":0.8903782080744483,""gutenberg_pg_19"":0.3702595981936465,""hackernews"":0.4624845939825502,""pile_cc"":0.3799727421212713,""pubmed_abstracts"":0.33108575870689544,""pubmed_central"":-0.0635932462379284,""stackexchange"":0.5979624271958591,""ubuntu_irc"":0.5783797436563413,""uspto_backgrounds"":0.3256473400090997,""wikipedia_en"":0.36278330097077277}"
convex_hull__arxiv_only,uspto_backgrounds,0.000998003992015968,0.07556475309333588,-0.07456674910131991,inferred,,"{""arxiv"":-2.377644889775331,""dm_mathematics"":0.9817759989675144,""freelaw"":0.5879118118526776,""github"":0.8903782080744483,""gutenberg_pg_19"":0.3702595981936465,""hackernews"":0.4624845939825502,""pile_cc"":0.3799727421212713,""pubmed_abstracts"":0.33108575870689544,""pubmed_central"":-0.0635932462379284,""stackexchange"":0.5979624271958591,""ubuntu_irc"":0.5783797436563413,""uspto_backgrounds"":0.3256473400090997,""wikipedia_en"":0.36278330097077277}"
convex_hull__pile_cc_only,arxiv,0.0,0.11302252583269279,-0.11302252583269279,direct,2.7252526038451155,"{""arxiv"":0.8062630307240134,""dm_mathematics"":0.7888031538182473,""freelaw"":-0.2473477020484994,""github"":0.6191124388427578,""gutenberg_pg_19"":-0.4385331049453603,""hackernews"":-0.4400203775783087,""pile_cc"":-0.9154913374323554,""pubmed_abstracts"":0.2247954394523654,""pubmed_central"":0.9186148436624787,""stackexchange"":0.3444747231149964,""ubuntu_irc"":0.2995347728530036,""uspto_backgrounds"":0.018464129990338182,""wikipedia_en"":-0.4695026547901447}"
convex_hull__pile_cc_only,freelaw,0.0,0.0968248321520278,-0.0968248321520278,inferred,,"{""arxiv"":0.8062630307240134,""dm_mathematics"":0.7888031538182473,""freelaw"":-0.2473477020484994,""github"":0.6191124388427578,""gutenberg_pg_19"":-0.4385331049453603,""hackernews"":-0.4400203775783087,""pile_cc"":-0.9154913374323554,""pubmed_abstracts"":0.2247954394523654,""pubmed_central"":0.9186148436624787,""stackexchange"":0.3444747231149964,""ubuntu_irc"":0.2995347728530036,""uspto_backgrounds"":0.018464129990338182,""wikipedia_en"":-0.4695026547901447}"
convex_hull__pile_cc_only,nih_exporter,0.0029970029970029974,0.00588968021709595,-0.0028926772200929527,inferred,,"{""arxiv"":0.8062630307240134,""dm_mathematics"":0.7888031538182473,""freelaw"":-0.2473477020484994,""github"":0.6191124388427578,""gutenberg_pg_19"":-0.4385331049453603,""hackernews"":-0.4400203775783087,""pile_cc"":-0.9154913374323554,""pubmed_abstracts"":0.2247954394523654,""pubmed_central"":0.9186148436624787,""stackexchange"":0.3444747231149964,""ubuntu_irc"":0.2995347728530036,""uspto_backgrounds"":0.018464129990338182,""wikipedia_en"":-0.4695026547901447}"
convex_hull__pile_cc_only,pubmed_central,0.0,0.11375419105058357,-0.11375419105058357,inferred,,"{""arxiv"":0.8062630307240134,""dm_mathematics"":0.7888031538182473,""freelaw"":-0.2473477020484994,""github"":0.6191124388427578,""gutenberg_pg_19"":-0.4385331049453603,""hackernews"":-0.4400203775783087,""pile_cc"":-0.9154913374323554,""pubmed_abstracts"":0.2247954394523654,""pubmed_central"":0.9186148436624787,""stackexchange"":0.3444747231149964,""ubuntu_irc"":0.2995347728530036,""uspto_backgrounds"":0.018464129990338182,""wikipedia_en"":-0.4695026547901447}"
convex_hull__pile_cc_only,wikipedia_en,0.0,0.07507775607983627,-0.07507775607983627,near_direct,-0.2944371095837085,"{""arxiv"":0.8062630307240134,""dm_mathematics"":0.7888031538182473,""freelaw"":-0.2473477020484994,""github"":0.6191124388427578,""gutenberg_pg_19"":-0.4385331049453603,""hackernews"":-0.4400203775783087,""pile_cc"":-0.9154913374323554,""pubmed_abstracts"":0.2247954394523654,""pubmed_central"":0.9186148436624787,""stackexchange"":0.3444747231149964,""ubuntu_irc"":0.2995347728530036,""uspto_backgrounds"":0.018464129990338182,""wikipedia_en"":-0.4695026547901447}"
convex_hull__pile_cc_only,dm_mathematics,0.0029970029970029974,0.0254628540970504,-0.022465851100047403,inferred,,"{""arxiv"":0.8062630307240134,""dm_mathematics"":0.7888031538182473,""freelaw"":-0.2473477020484994,""github"":0.6191124388427578,""gutenberg_pg_19"":-0.4385331049453603,""hackernews"":-0.4400203775783087,""pile_cc"":-0.9154913374323554,""pubmed_abstracts"":0.2247954394523654,""pubmed_central"":0.9186148436624787,""stackexchange"":0.3444747231149964,""ubuntu_irc"":0.2995347728530036,""uspto_backgrounds"":0.018464129990338182,""wikipedia_en"":-0.4695026547901447}"
convex_hull__pile_cc_only,github,0.0019980019980019984,0.11070066007050916,-0.10870265807250716,direct,-0.505484640415014,"{""arxiv"":0.8062630307240134,""dm_mathematics"":0.7888031538182473,""freelaw"":-0.2473477020484994,""github"":0.6191124388427578,""gutenberg_pg_19"":-0.4385331049453603,""hackernews"":-0.4400203775783087,""pile_cc"":-0.9154913374323554,""pubmed_abstracts"":0.2247954394523654,""pubmed_central"":0.9186148436624787,""stackexchange"":0.3444747231149964,""ubuntu_irc"":0.2995347728530036,""uspto_backgrounds"":0.018464129990338182,""wikipedia_en"":-0.4695026547901447}"
convex_hull__pile_cc_only,philpapers,0.0,0.005487697351193036,-0.005487697351193036,inferred,,"{""arxiv"":0.8062630307240134,""dm_mathematics"":0.7888031538182473,""freelaw"":-0.2473477020484994,""github"":0.6191124388427578,""gutenberg_pg_19"":-0.4385331049453603,""hackernews"":-0.4400203775783087,""pile_cc"":-0.9154913374323554,""pubmed_abstracts"":0.2247954394523654,""pubmed_central"":0.9186148436624787,""stackexchange"":0.3444747231149964,""ubuntu_irc"":0.2995347728530036,""uspto_backgrounds"":0.018464129990338182,""wikipedia_en"":-0.4695026547901447}"
convex_hull__pile_cc_only,stackexchange,0.0,0.09943242344413017,-0.09943242344413017,direct,0.2516700815385636,"{""arxiv"":0.8062630307240134,""dm_mathematics"":0.7888031538182473,""freelaw"":-0.2473477020484994,""github"":0.6191124388427578,""gutenberg_pg_19"":-0.4385331049453603,""hackernews"":-0.4400203775783087,""pile_cc"":-0.9154913374323554,""pubmed_abstracts"":0.2247954394523654,""pubmed_central"":0.9186148436624787,""stackexchange"":0.3444747231149964,""ubuntu_irc"":0.2995347728530036,""uspto_backgrounds"":0.018464129990338182,""wikipedia_en"":-0.4695026547901447}"
convex_hull__pile_cc_only,enron_emails,0.003996003996003997,0.002211033043406226,0.001784970952597771,inferred,,"{""arxiv"":0.8062630307240134,""dm_mathematics"":0.7888031538182473,""freelaw"":-0.2473477020484994,""github"":0.6191124388427578,""gutenberg_pg_19"":-0.4385331049453603,""hackernews"":-0.4400203775783087,""pile_cc"":-0.9154913374323554,""pubmed_abstracts"":0.2247954394523654,""pubmed_central"":0.9186148436624787,""stackexchange"":0.3444747231149964,""ubuntu_irc"":0.2995347728530036,""uspto_backgrounds"":0.018464129990338182,""wikipedia_en"":-0.4695026547901447}"
convex_hull__pile_cc_only,gutenberg_pg_19,0.0,0.04691494424753537,-0.04691494424753537,near_direct,2.918312769566993,"{""arxiv"":0.8062630307240134,""dm_mathematics"":0.7888031538182473,""freelaw"":-0.2473477020484994,""github"":0.6191124388427578,""gutenberg_pg_19"":-0.4385331049453603,""hackernews"":-0.4400203775783087,""pile_cc"":-0.9154913374323554,""pubmed_abstracts"":0.2247954394523654,""pubmed_central"":0.9186148436624787,""stackexchange"":0.3444747231149964,""ubuntu_irc"":0.2995347728530036,""uspto_backgrounds"":0.018464129990338182,""wikipedia_en"":-0.4695026547901447}"
convex_hull__pile_cc_only,pile_cc,0.9880119880119881,0.11948759779188561,0.8685243902201025,near_direct,0.4367240822461798,"{""arxiv"":0.8062630307240134,""dm_mathematics"":0.7888031538182473,""freelaw"":-0.2473477020484994,""github"":0.6191124388427578,""gutenberg_pg_19"":-0.4385331049453603,""hackernews"":-0.4400203775783087,""pile_cc"":-0.9154913374323554,""pubmed_abstracts"":0.2247954394523654,""pubmed_central"":0.9186148436624787,""stackexchange"":0.3444747231149964,""ubuntu_irc"":0.2995347728530036,""uspto_backgrounds"":0.018464129990338182,""wikipedia_en"":-0.4695026547901447}"
convex_hull__pile_cc_only,ubuntu_irc,0.0,0.019599998284005892,-0.019599998284005892,inferred,,"{""arxiv"":0.8062630307240134,""dm_mathematics"":0.7888031538182473,""freelaw"":-0.2473477020484994,""github"":0.6191124388427578,""gutenberg_pg_19"":-0.4385331049453603,""hackernews"":-0.4400203775783087,""pile_cc"":-0.9154913374323554,""pubmed_abstracts"":0.2247954394523654,""pubmed_central"":0.9186148436624787,""stackexchange"":0.3444747231149964,""ubuntu_irc"":0.2995347728530036,""uspto_backgrounds"":0.018464129990338182,""wikipedia_en"":-0.4695026547901447}"
convex_hull__pile_cc_only,europarl,0.0,0.012737064754031531,-0.012737064754031531,inferred,,"{""arxiv"":0.8062630307240134,""dm_mathematics"":0.7888031538182473,""freelaw"":-0.2473477020484994,""github"":0.6191124388427578,""gutenberg_pg_19"":-0.4385331049453603,""hackernews"":-0.4400203775783087,""pile_cc"":-0.9154913374323554,""pubmed_abstracts"":0.2247954394523654,""pubmed_central"":0.9186148436624787,""stackexchange"":0.3444747231149964,""ubuntu_irc"":0.2995347728530036,""uspto_backgrounds"":0.018464129990338182,""wikipedia_en"":-0.4695026547901447}"
convex_hull__pile_cc_only,hackernews,0.0,0.011650822378108678,-0.011650822378108678,inferred,,"{""arxiv"":0.8062630307240134,""dm_mathematics"":0.7888031538182473,""freelaw"":-0.2473477020484994,""github"":0.6191124388427578,""gutenberg_pg_19"":-0.4385331049453603,""hackernews"":-0.4400203775783087,""pile_cc"":-0.9154913374323554,""pubmed_abstracts"":0.2247954394523654,""pubmed_central"":0.9186148436624787,""stackexchange"":0.3444747231149964,""ubuntu_irc"":0.2995347728530036,""uspto_backgrounds"":0.018464129990338182,""wikipedia_en"":-0.4695026547901447}"
convex_hull__pile_cc_only,pubmed_abstracts,0.0,0.06618116611257162,-0.06618116611257162,inferred,,"{""arxiv"":0.8062630307240134,""dm_mathematics"":0.7888031538182473,""freelaw"":-0.2473477020484994,""github"":0.6191124388427578,""gutenberg_pg_19"":-0.4385331049453603,""hackernews"":-0.4400203775783087,""pile_cc"":-0.9154913374323554,""pubmed_abstracts"":0.2247954394523654,""pubmed_central"":0.9186148436624787,""stackexchange"":0.3444747231149964,""ubuntu_irc"":0.2995347728530036,""uspto_backgrounds"":0.018464129990338182,""wikipedia_en"":-0.4695026547901447}"
convex_hull__pile_cc_only,uspto_backgrounds,0.0,0.07556475309333588,-0.07556475309333588,inferred,,"{""arxiv"":0.8062630307240134,""dm_mathematics"":0.7888031538182473,""freelaw"":-0.2473477020484994,""github"":0.6191124388427578,""gutenberg_pg_19"":-0.4385331049453603,""hackernews"":-0.4400203775783087,""pile_cc"":-0.9154913374323554,""pubmed_abstracts"":0.2247954394523654,""pubmed_central"":0.9186148436624787,""stackexchange"":0.3444747231149964,""ubuntu_irc"":0.2995347728530036,""uspto_backgrounds"":0.018464129990338182,""wikipedia_en"":-0.4695026547901447}"
minimax_13__equal_13,arxiv,0.1457750780716831,0.11302252583269279,0.03275255223899032,direct,2.7252526038451155,"{""arxiv"":-0.166056300006684,""dm_mathematics"":-0.7619523265723734,""freelaw"":-0.17390836977539303,""github"":-0.1738077184342885,""gutenberg_pg_19"":-0.1792807660603939,""hackernews"":-0.4954986989266581,""pile_cc"":-0.18856550412301723,""pubmed_abstracts"":-0.17907657733339039,""pubmed_central"":-0.17039752347821374,""stackexchange"":-0.1726994756541152,""ubuntu_irc"":-0.9551687251701223,""uspto_backgrounds"":-0.17045929414219166,""wikipedia_en"":-0.19130139033417856}"
minimax_13__equal_13,freelaw,0.030220986801836616,0.0968248321520278,-0.06660384535019119,inferred,,"{""arxiv"":-0.166056300006684,""dm_mathematics"":-0.7619523265723734,""freelaw"":-0.17390836977539303,""github"":-0.1738077184342885,""gutenberg_pg_19"":-0.1792807660603939,""hackernews"":-0.4954986989266581,""pile_cc"":-0.18856550412301723,""pubmed_abstracts"":-0.17907657733339039,""pubmed_central"":-0.17039752347821374,""stackexchange"":-0.1726994756541152,""ubuntu_irc"":-0.9551687251701223,""uspto_backgrounds"":-0.17045929414219166,""wikipedia_en"":-0.19130139033417856}"
minimax_13__equal_13,nih_exporter,0.032323685141248004,0.00588968021709595,0.026434004924152054,inferred,,"{""arxiv"":-0.166056300006684,""dm_mathematics"":-0.7619523265723734,""freelaw"":-0.17390836977539303,""github"":-0.1738077184342885,""gutenberg_pg_19"":-0.1792807660603939,""hackernews"":-0.4954986989266581,""pile_cc"":-0.18856550412301723,""pubmed_abstracts"":-0.17907657733339039,""pubmed_central"":-0.17039752347821374,""stackexchange"":-0.1726994756541152,""ubuntu_irc"":-0.9551687251701223,""uspto_backgrounds"":-0.17045929414219166,""wikipedia_en"":-0.19130139033417856}"
minimax_13__equal_13,pubmed_central,0.07578881293899177,0.11375419105058357,-0.0379653781115918,inferred,,"{""arxiv"":-0.166056300006684,""dm_mathematics"":-0.7619523265723734,""freelaw"":-0.17390836977539303,""github"":-0.1738077184342885,""gutenberg_pg_19"":-0.1792807660603939,""hackernews"":-0.4954986989266581,""pile_cc"":-0.18856550412301723,""pubmed_abstracts"":-0.17907657733339039,""pubmed_central"":-0.17039752347821374,""stackexchange"":-0.1726994756541152,""ubuntu_irc"":-0.9551687251701223,""uspto_backgrounds"":-0.17045929414219166,""wikipedia_en"":-0.19130139033417856}"
minimax_13__equal_13,wikipedia_en,0.08916879955016636,0.07507775607983627,0.014091043470330092,near_direct,-0.2944371095837085,"{""arxiv"":-0.166056300006684,""dm_mathematics"":-0.7619523265723734,""freelaw"":-0.17390836977539303,""github"":-0.1738077184342885,""gutenberg_pg_19"":-0.1792807660603939,""hackernews"":-0.4954986989266581,""pile_cc"":-0.18856550412301723,""pubmed_abstracts"":-0.17907657733339039,""pubmed_central"":-0.17039752347821374,""stackexchange"":-0.1726994756541152,""ubuntu_irc"":-0.9551687251701223,""uspto_backgrounds"":-0.17045929414219166,""wikipedia_en"":-0.19130139033417856}"
minimax_13__equal_13,dm_mathematics,0.03689662080451669,0.0254628540970504,0.011433766707466288,inferred,,"{""arxiv"":-0.166056300006684,""dm_mathematics"":-0.7619523265723734,""freelaw"":-0.17390836977539303,""github"":-0.1738077184342885,""gutenberg_pg_19"":-0.1792807660603939,""hackernews"":-0.4954986989266581,""pile_cc"":-0.18856550412301723,""pubmed_abstracts"":-0.17907657733339039,""pubmed_central"":-0.17039752347821374,""stackexchange"":-0.1726994756541152,""ubuntu_irc"":-0.9551687251701223,""uspto_backgrounds"":-0.17045929414219166,""wikipedia_en"":-0.19130139033417856}"
minimax_13__equal_13,github,0.03937976802542774,0.11070066007050916,-0.07132089204508142,direct,-0.505484640415014,"{""arxiv"":-0.166056300006684,""dm_mathematics"":-0.7619523265723734,""freelaw"":-0.17390836977539303,""github"":-0.1738077184342885,""gutenberg_pg_19"":-0.1792807660603939,""hackernews"":-0.4954986989266581,""pile_cc"":-0.18856550412301723,""pubmed_abstracts"":-0.17907657733339039,""pubmed_central"":-0.17039752347821374,""stackexchange"":-0.1726994756541152,""ubuntu_irc"":-0.9551687251701223,""uspto_backgrounds"":-0.17045929414219166,""wikipedia_en"":-0.19130139033417856}"
minimax_13__equal_13,philpapers,0.021581255936622773,0.005487697351193036,0.016093558585429737,inferred,,"{""arxiv"":-0.166056300006684,""dm_mathematics"":-0.7619523265723734,""freelaw"":-0.17390836977539303,""github"":-0.1738077184342885,""gutenberg_pg_19"":-0.1792807660603939,""hackernews"":-0.4954986989266581,""pile_cc"":-0.18856550412301723,""pubmed_abstracts"":-0.17907657733339039,""pubmed_central"":-0.17039752347821374,""stackexchange"":-0.1726994756541152,""ubuntu_irc"":-0.9551687251701223,""uspto_backgrounds"":-0.17045929414219166,""wikipedia_en"":-0.19130139033417856}"
minimax_13__equal_13,stackexchange,0.05792763476823617,0.09943242344413017,-0.041504788675894,direct,0.2516700815385636,"{""arxiv"":-0.166056300006684,""dm_mathematics"":-0.7619523265723734,""freelaw"":-0.17390836977539303,""github"":-0.1738077184342885,""gutenberg_pg_19"":-0.1792807660603939,""hackernews"":-0.4954986989266581,""pile_cc"":-0.18856550412301723,""pubmed_abstracts"":-0.17907657733339039,""pubmed_central"":-0.17039752347821374,""stackexchange"":-0.1726994756541152,""ubuntu_irc"":-0.9551687251701223,""uspto_backgrounds"":-0.17045929414219166,""wikipedia_en"":-0.19130139033417856}"
minimax_13__equal_13,enron_emails,0.006545315077829425,0.002211033043406226,0.004334282034423199,inferred,,"{""arxiv"":-0.166056300006684,""dm_mathematics"":-0.7619523265723734,""freelaw"":-0.17390836977539303,""github"":-0.1738077184342885,""gutenberg_pg_19"":-0.1792807660603939,""hackernews"":-0.4954986989266581,""pile_cc"":-0.18856550412301723,""pubmed_abstracts"":-0.17907657733339039,""pubmed_central"":-0.17039752347821374,""stackexchange"":-0.1726994756541152,""ubuntu_irc"":-0.9551687251701223,""uspto_backgrounds"":-0.17045929414219166,""wikipedia_en"":-0.19130139033417856}"
minimax_13__equal_13,gutenberg_pg_19,0.056917755627047525,0.04691494424753537,0.010002811379512158,near_direct,2.918312769566993,"{""arxiv"":-0.166056300006684,""dm_mathematics"":-0.7619523265723734,""freelaw"":-0.17390836977539303,""github"":-0.1738077184342885,""gutenberg_pg_19"":-0.1792807660603939,""hackernews"":-0.4954986989266581,""pile_cc"":-0.18856550412301723,""pubmed_abstracts"":-0.17907657733339039,""pubmed_central"":-0.17039752347821374,""stackexchange"":-0.1726994756541152,""ubuntu_irc"":-0.9551687251701223,""uspto_backgrounds"":-0.17045929414219166,""wikipedia_en"":-0.19130139033417856}"
minimax_13__equal_13,pile_cc,0.1318713875793119,0.11948759779188561,0.012383789787426297,near_direct,0.4367240822461798,"{""arxiv"":-0.166056300006684,""dm_mathematics"":-0.7619523265723734,""freelaw"":-0.17390836977539303,""github"":-0.1738077184342885,""gutenberg_pg_19"":-0.1792807660603939,""hackernews"":-0.4954986989266581,""pile_cc"":-0.18856550412301723,""pubmed_abstracts"":-0.17907657733339039,""pubmed_central"":-0.17039752347821374,""stackexchange"":-0.1726994756541152,""ubuntu_irc"":-0.9551687251701223,""uspto_backgrounds"":-0.17045929414219166,""wikipedia_en"":-0.19130139033417856}"
minimax_13__equal_13,ubuntu_irc,0.04731118153568449,0.019599998284005892,0.0277111832516786,inferred,,"{""arxiv"":-0.166056300006684,""dm_mathematics"":-0.7619523265723734,""freelaw"":-0.17390836977539303,""github"":-0.1738077184342885,""gutenberg_pg_19"":-0.1792807660603939,""hackernews"":-0.4954986989266581,""pile_cc"":-0.18856550412301723,""pubmed_abstracts"":-0.17907657733339039,""pubmed_central"":-0.17039752347821374,""stackexchange"":-0.1726994756541152,""ubuntu_irc"":-0.9551687251701223,""uspto_backgrounds"":-0.17045929414219166,""wikipedia_en"":-0.19130139033417856}"
minimax_13__equal_13,europarl,0.01910732155997097,0.012737064754031531,0.006370256805939438,inferred,,"{""arxiv"":-0.166056300006684,""dm_mathematics"":-0.7619523265723734,""freelaw"":-0.17390836977539303,""github"":-0.1738077184342885,""gutenberg_pg_19"":-0.1792807660603939,""hackernews"":-0.4954986989266581,""pile_cc"":-0.18856550412301723,""pubmed_abstracts"":-0.17907657733339039,""pubmed_central"":-0.17039752347821374,""stackexchange"":-0.1726994756541152,""ubuntu_irc"":-0.9551687251701223,""uspto_backgrounds"":-0.17045929414219166,""wikipedia_en"":-0.19130139033417856}"
minimax_13__equal_13,hackernews,0.05726034574164733,0.011650822378108678,0.04560952336353866,inferred,,"{""arxiv"":-0.166056300006684,""dm_mathematics"":-0.7619523265723734,""freelaw"":-0.17390836977539303,""github"":-0.1738077184342885,""gutenberg_pg_19"":-0.1792807660603939,""hackernews"":-0.4954986989266581,""pile_cc"":-0.18856550412301723,""pubmed_abstracts"":-0.17907657733339039,""pubmed_central"":-0.17039752347821374,""stackexchange"":-0.1726994756541152,""ubuntu_irc"":-0.9551687251701223,""uspto_backgrounds"":-0.17045929414219166,""wikipedia_en"":-0.19130139033417856}"
minimax_13__equal_13,pubmed_abstracts,0.04946011023219362,0.06618116611257162,-0.016721055880377998,inferred,,"{""arxiv"":-0.166056300006684,""dm_mathematics"":-0.7619523265723734,""freelaw"":-0.17390836977539303,""github"":-0.1738077184342885,""gutenberg_pg_19"":-0.1792807660603939,""hackernews"":-0.4954986989266581,""pile_cc"":-0.18856550412301723,""pubmed_abstracts"":-0.17907657733339039,""pubmed_central"":-0.17039752347821374,""stackexchange"":-0.1726994756541152,""ubuntu_irc"":-0.9551687251701223,""uspto_backgrounds"":-0.17045929414219166,""wikipedia_en"":-0.19130139033417856}"
minimax_13__equal_13,uspto_backgrounds,0.10246394060758549,0.07556475309333588,0.026899187514249606,inferred,,"{""arxiv"":-0.166056300006684,""dm_mathematics"":-0.7619523265723734,""freelaw"":-0.17390836977539303,""github"":-0.1738077184342885,""gutenberg_pg_19"":-0.1792807660603939,""hackernews"":-0.4954986989266581,""pile_cc"":-0.18856550412301723,""pubmed_abstracts"":-0.17907657733339039,""pubmed_central"":-0.17039752347821374,""stackexchange"":-0.1726994756541152,""ubuntu_irc"":-0.9551687251701223,""uspto_backgrounds"":-0.17045929414219166,""wikipedia_en"":-0.19130139033417856}"
quality_direct__equal_13,arxiv,0.11561384417225108,0.11302252583269279,0.0025913183395582934,direct,2.7252526038451155,"{""arxiv"":-0.21031364994052834,""dm_mathematics"":-3.239848988852637,""freelaw"":-0.070295891870845,""github"":-0.7088021660575932,""gutenberg_pg_19"":-0.12516647130829311,""hackernews"":-0.4088095695746972,""pile_cc"":-0.13297899742823024,""pubmed_abstracts"":0.115368408320107,""pubmed_central"":-0.03428559269798537,""stackexchange"":-0.4315922617838394,""ubuntu_irc"":-2.5781264214778052,""uspto_backgrounds"":0.2399764277719527,""wikipedia_en"":0.12463406690418018}"
quality_direct__equal_13,freelaw,0.015917322448981006,0.0968248321520278,-0.0809075097030468,inferred,,"{""arxiv"":-0.21031364994052834,""dm_mathematics"":-3.239848988852637,""freelaw"":-0.070295891870845,""github"":-0.7088021660575932,""gutenberg_pg_19"":-0.12516647130829311,""hackernews"":-0.4088095695746972,""pile_cc"":-0.13297899742823024,""pubmed_abstracts"":0.115368408320107,""pubmed_central"":-0.03428559269798537,""stackexchange"":-0.4315922617838394,""ubuntu_irc"":-2.5781264214778052,""uspto_backgrounds"":0.2399764277719527,""wikipedia_en"":0.12463406690418018}"
quality_direct__equal_13,nih_exporter,0.04054742900034212,0.00588968021709595,0.034657748783246164,inferred,,"{""arxiv"":-0.21031364994052834,""dm_mathematics"":-3.239848988852637,""freelaw"":-0.070295891870845,""github"":-0.7088021660575932,""gutenberg_pg_19"":-0.12516647130829311,""hackernews"":-0.4088095695746972,""pile_cc"":-0.13297899742823024,""pubmed_abstracts"":0.115368408320107,""pubmed_central"":-0.03428559269798537,""stackexchange"":-0.4315922617838394,""ubuntu_irc"":-2.5781264214778052,""uspto_backgrounds"":0.2399764277719527,""wikipedia_en"":0.12463406690418018}"
quality_direct__equal_13,pubmed_central,0.04636616805787722,0.11375419105058357,-0.06738802299270635,inferred,,"{""arxiv"":-0.21031364994052834,""dm_mathematics"":-3.239848988852637,""freelaw"":-0.070295891870845,""github"":-0.7088021660575932,""gutenberg_pg_19"":-0.12516647130829311,""hackernews"":-0.4088095695746972,""pile_cc"":-0.13297899742823024,""pubmed_abstracts"":0.115368408320107,""pubmed_central"":-0.03428559269798537,""stackexchange"":-0.4315922617838394,""ubuntu_irc"":-2.5781264214778052,""uspto_backgrounds"":0.2399764277719527,""wikipedia_en"":0.12463406690418018}"
quality_direct__equal_13,wikipedia_en,0.0,0.07507775607983627,-0.07507775607983627,near_direct,-0.2944371095837085,"{""arxiv"":-0.21031364994052834,""dm_mathematics"":-3.239848988852637,""freelaw"":-0.070295891870845,""github"":-0.7088021660575932,""gutenberg_pg_19"":-0.12516647130829311,""hackernews"":-0.4088095695746972,""pile_cc"":-0.13297899742823024,""pubmed_abstracts"":0.115368408320107,""pubmed_central"":-0.03428559269798537,""stackexchange"":-0.4315922617838394,""ubuntu_irc"":-2.5781264214778052,""uspto_backgrounds"":0.2399764277719527,""wikipedia_en"":0.12463406690418018}"
quality_direct__equal_13,dm_mathematics,0.17301758998044564,0.0254628540970504,0.14755473588339524,inferred,,"{""arxiv"":-0.21031364994052834,""dm_mathematics"":-3.239848988852637,""freelaw"":-0.070295891870845,""github"":-0.7088021660575932,""gutenberg_pg_19"":-0.12516647130829311,""hackernews"":-0.4088095695746972,""pile_cc"":-0.13297899742823024,""pubmed_abstracts"":0.115368408320107,""pubmed_central"":-0.03428559269798537,""stackexchange"":-0.4315922617838394,""ubuntu_irc"":-2.5781264214778052,""uspto_backgrounds"":0.2399764277719527,""wikipedia_en"":0.12463406690418018}"
quality_direct__equal_13,github,0.11916635349962149,0.11070066007050916,0.008465693429112325,direct,-0.505484640415014,"{""arxiv"":-0.21031364994052834,""dm_mathematics"":-3.239848988852637,""freelaw"":-0.070295891870845,""github"":-0.7088021660575932,""gutenberg_pg_19"":-0.12516647130829311,""hackernews"":-0.4088095695746972,""pile_cc"":-0.13297899742823024,""pubmed_abstracts"":0.115368408320107,""pubmed_central"":-0.03428559269798537,""stackexchange"":-0.4315922617838394,""ubuntu_irc"":-2.5781264214778052,""uspto_backgrounds"":0.2399764277719527,""wikipedia_en"":0.12463406690418018}"
