quality_mapping_version,policy,arxiv,freelaw,nih_exporter,pubmed_central,wikipedia_en,dm_mathematics,github,philpapers,stackexchange,enron_emails,gutenberg_pg_19,pile_cc,ubuntu_irc,europarl,hackernews,pubmed_abstracts,uspto_backgrounds
CYJ_v1_extended,quality_direct,0.11561384417225108,0.015917322448981006,0.04054742900034212,0.04636616805787722,0.0,0.17301758998044564,0.11916635349962149,0.005995791371050138,0.08837541167545954,0.0,0.06370528331740773,0.14015162329829697,0.15211895511991336,0.0014035064542913635,0.0353722998399186,0.0007494739213812672,0.0014989478427625345
CYJ_v1_extended,quality_direct_and_near,0.020751140905789646,0.01418382394940058,0.03449235988853874,0.03840808886676832,0.00026949533643882663,0.13363955486441736,0.1884270282838168,0.0058276798386758775,0.10187582353218459,0.0023135975895094,0.13966013739646455,0.113652282011895,0.16289136305941346,0.00013474766821941332,0.03697664432483863,0.004770532413451581,0.0017257000701771906
CHM_v2_candidate_A1_sample,quality_direct,0.11558260349074441,0.01591888970705777,0.04054728569747363,0.04636723437802291,0.0,0.17301559522694163,0.11916578138323022,0.00599576258531976,0.0884072244733575,0.0,0.06370497746902246,0.14015095043184939,0.15211586640752212,0.001403127204743483,0.03537629057521986,0.00074947032316497,0.00149894064632994
CHM_v2_candidate_A1_sample,quality_direct_and_near,0.020050835721625675,0.014076778044470464,0.034561301930158286,0.03847435838302337,0.00026040046391721664,0.13377485040129172,0.18919562911048296,0.005809298496607753,0.10279441030760296,0.0023404988004193613,0.1386570735274983,0.11367755833546234,0.1629039936737174,0.00013020023195860832,0.03695387578428787,0.004630183413691671,0.0017087533737840607
