policy,support,N_params_B,D_tokens_B,Q_score,lambda,eta,bridge_model,status,Loss,difference_from_baseline
quality_direct,continuous_hull,0.1,100.0,0.5,0.5,0.1,linear_bridge,valid,2.860960490083908,0.1010673293336235
quality_direct,continuous_hull,0.1,100.0,0.5,0.5,0.2,exp_bridge,valid,2.8195246207467286,0.059631459996444036
quality_direct,continuous_hull,0.1,100.0,0.5,0.5,0.2,linear_bridge,valid,2.809607112387718,0.04971395163743342
quality_direct,continuous_hull,0.1,100.0,0.5,0.5,0.4,exp_bridge,valid,2.688092625958551,-0.07180053479173365
quality_direct,continuous_hull,0.1,100.0,0.5,0.5,0.4,linear_bridge,valid,2.6635674215039447,-0.09632573924633991
quality_direct,continuous_hull,0.1,100.0,0.5,0.75,0.0,exp_bridge,valid,2.8318775977723374,0.07198443702205282
quality_direct,continuous_hull,0.1,100.0,0.5,0.75,0.0,linear_bridge,valid,2.822981293625419,0.06308813287513448
quality_direct,continuous_hull,0.1,100.0,0.5,0.75,0.1,exp_bridge,valid,2.775801491258373,0.015908330508088486
quality_direct,continuous_hull,0.1,100.0,0.5,0.75,0.1,linear_bridge,valid,2.7617941368466035,0.001900976096318896
quality_direct,continuous_hull,0.1,100.0,0.5,0.75,0.2,exp_bridge,valid,2.7067820419174895,-0.05311111883279507
quality_direct,continuous_hull,0.1,100.0,0.5,0.75,0.2,linear_bridge,valid,2.684764070302318,-0.07512909044796645
quality_direct,continuous_hull,0.1,100.0,0.5,0.75,0.4,exp_bridge,valid,2.5197403684184976,-0.240152792331787
quality_direct,continuous_hull,0.1,100.0,0.5,0.75,0.4,linear_bridge,valid,2.465704533976658,-0.29418862677362645
quality_direct,continuous_hull,0.1,100.0,0.5,1.0,0.0,exp_bridge,valid,2.7598931607502846,0.0
quality_direct,continuous_hull,0.1,100.0,0.5,1.0,0.0,linear_bridge,valid,2.744210659314386,-0.015682501435898555
quality_direct,continuous_hull,0.1,100.0,0.5,1.0,0.1,exp_bridge,valid,2.687267126185197,-0.07262603456508776
quality_direct,continuous_hull,0.1,100.0,0.5,1.0,0.1,linear_bridge,valid,2.6626277836092984,-0.09726537714098615
quality_direct,continuous_hull,0.1,100.0,0.5,1.0,0.2,exp_bridge,valid,2.59854763052454,-0.1613455302257445
quality_direct,continuous_hull,0.1,100.0,0.5,1.0,0.2,linear_bridge,valid,2.5599210282169182,-0.19997213253336632
quality_direct,continuous_hull,0.1,100.0,0.5,1.0,0.4,exp_bridge,valid,2.361931825907136,-0.3979613348431488
quality_direct,continuous_hull,0.1,100.0,0.5,1.0,0.4,linear_bridge,valid,2.2678416464493716,-0.492051514300913
quality_direct,continuous_hull,0.1,100.0,0.5,1.25,0.0,exp_bridge,valid,2.6897385200363266,-0.07015464071395794
quality_direct,continuous_hull,0.1,100.0,0.5,1.25,0.0,linear_bridge,valid,2.665440025003353,-0.0944531357469316
quality_direct,continuous_hull,0.1,100.0,0.5,1.25,0.1,exp_bridge,valid,2.601556570315811,-0.15833659043447357
quality_direct,continuous_hull,0.1,100.0,0.5,1.25,0.1,linear_bridge,valid,2.5634614303719934,-0.1964317303782912
quality_direct,continuous_hull,0.1,100.0,0.5,1.25,0.2,exp_bridge,valid,2.494641121278185,-0.26525203947209963
quality_direct,continuous_hull,0.1,100.0,0.5,1.25,0.2,linear_bridge,valid,2.4350779861315184,-0.3248151746187662
quality_direct,continuous_hull,0.1,100.0,0.5,1.25,0.4,exp_bridge,valid,2.2140066572551174,-0.5458865034951672
quality_direct,continuous_hull,0.1,100.0,0.5,1.25,0.4,linear_bridge,valid,2.069978758922085,-0.6899144018281995
quality_direct,continuous_hull,0.1,100.0,0.5,1.5,0.0,exp_bridge,valid,2.621367163430499,-0.13852599731978543
quality_direct,continuous_hull,0.1,100.0,0.5,1.5,0.0,linear_bridge,valid,2.5866693906923204,-0.1732237700579642
quality_direct,continuous_hull,0.1,100.0,0.5,1.5,0.1,exp_bridge,valid,2.518579758076099,-0.24131340267418544
quality_direct,continuous_hull,0.1,100.0,0.5,1.5,0.1,linear_bridge,valid,2.4642950771346883,-0.29559808361559625
quality_direct,continuous_hull,0.1,100.0,0.5,1.5,0.2,exp_bridge,valid,2.394889457044844,-0.3650037037054408
quality_direct,continuous_hull,0.1,100.0,0.5,1.5,0.2,linear_bridge,valid,2.3102349440461185,-0.44965821670416606
quality_direct,continuous_hull,0.1,100.0,0.5,1.5,0.4,exp_bridge,valid,2.075345877727592,-0.6845472830226926
quality_direct,continuous_hull,0.1,100.0,0.5,1.5,0.4,linear_bridge,valid,1.8721158713947987,-0.8877772893554858
quality_direct,continuous_hull,1.0,100.0,0.5,0,0.0,exp_bridge,valid,2.5673967252758954,0.2512602166886948
quality_direct,continuous_hull,1.0,100.0,0.5,0,0.0,linear_bridge,valid,2.5673967252758954,0.2512602166886948
quality_direct,continuous_hull,1.0,100.0,0.5,0,0.1,exp_bridge,valid,2.5673967252758954,0.2512602166886948
quality_direct,continuous_hull,1.0,100.0,0.5,0,0.1,linear_bridge,valid,2.5673967252758954,0.2512602166886948
quality_direct,continuous_hull,1.0,100.0,0.5,0,0.2,exp_bridge,valid,2.5673967252758954,0.2512602166886948
quality_direct,continuous_hull,1.0,100.0,0.5,0,0.2,linear_bridge,valid,2.5673967252758954,0.2512602166886948
quality_direct,continuous_hull,1.0,100.0,0.5,0,0.4,exp_bridge,valid,2.5673967252758954,0.2512602166886948
quality_direct,continuous_hull,1.0,100.0,0.5,0,0.4,linear_bridge,valid,2.5673967252758954,0.2512602166886948
quality_direct,continuous_hull,1.0,100.0,0.5,0.5,0.0,exp_bridge,valid,2.438532609467982,0.12239610088078123
quality_direct,continuous_hull,1.0,100.0,0.5,0.5,0.0,linear_bridge,valid,2.435186142252633,0.11904963366543253
quality_direct,continuous_hull,1.0,100.0,0.5,0.5,0.1,exp_bridge,valid,2.438532609467982,0.12239610088078123
quality_direct,continuous_hull,1.0,100.0,0.5,0.5,0.1,linear_bridge,valid,2.435186142252633,0.11904963366543253
quality_direct,continuous_hull,1.0,100.0,0.5,0.5,0.2,exp_bridge,valid,2.438532609467982,0.12239610088078123
quality_direct,continuous_hull,1.0,100.0,0.5,0.5,0.2,linear_bridge,valid,2.435186142252633,0.11904963366543253
quality_direct,continuous_hull,1.0,100.0,0.5,0.5,0.4,exp_bridge,valid,2.438532609467982,0.12239610088078123
quality_direct,continuous_hull,1.0,100.0,0.5,0.5,0.4,linear_bridge,valid,2.435186142252633,0.11904963366543253
quality_direct,continuous_hull,1.0,100.0,0.5,0.75,0.0,exp_bridge,valid,2.3765467393193016,0.060410230732101056
quality_direct,continuous_hull,1.0,100.0,0.5,0.75,0.0,linear_bridge,valid,2.3690808507410015,0.05294434215380095
quality_direct,continuous_hull,1.0,100.0,0.5,0.75,0.1,exp_bridge,valid,2.3765467393193016,0.060410230732101056
quality_direct,continuous_hull,1.0,100.0,0.5,0.75,0.1,linear_bridge,valid,2.3690808507410015,0.05294434215380095
quality_direct,continuous_hull,1.0,100.0,0.5,0.75,0.2,exp_bridge,valid,2.3765467393193016,0.060410230732101056
quality_direct,continuous_hull,1.0,100.0,0.5,0.75,0.2,linear_bridge,valid,2.3690808507410015,0.05294434215380095
quality_direct,continuous_hull,1.0,100.0,0.5,0.75,0.4,exp_bridge,valid,2.3765467393193016,0.060410230732101056
quality_direct,continuous_hull,1.0,100.0,0.5,0.75,0.4,linear_bridge,valid,2.3690808507410015,0.05294434215380095
quality_direct,continuous_hull,1.0,100.0,0.5,1.0,0.0,exp_bridge,valid,2.3161365085872005,0.0
quality_direct,continuous_hull,1.0,100.0,0.5,1.0,0.0,linear_bridge,valid,2.3029755592293704,-0.013160949357830187
quality_direct,continuous_hull,1.0,100.0,0.5,1.0,0.1,exp_bridge,valid,2.3161365085872005,0.0
quality_direct,continuous_hull,1.0,100.0,0.5,1.0,0.1,linear_bridge,valid,2.3029755592293704,-0.013160949357830187
quality_direct,continuous_hull,1.0,100.0,0.5,1.0,0.2,exp_bridge,valid,2.3161365085872005,0.0
quality_direct,continuous_hull,1.0,100.0,0.5,1.0,0.2,linear_bridge,valid,2.3029755592293704,-0.013160949357830187
quality_direct,continuous_hull,1.0,100.0,0.5,1.0,0.4,exp_bridge,valid,2.3161365085872005,0.0
quality_direct,continuous_hull,1.0,100.0,0.5,1.0,0.4,linear_bridge,valid,2.3029755592293704,-0.013160949357830187
quality_direct,continuous_hull,1.0,100.0,0.5,1.25,0.0,exp_bridge,valid,2.257261865570134,-0.058874643017066575
quality_direct,continuous_hull,1.0,100.0,0.5,1.25,0.0,linear_bridge,valid,2.2368702677177392,-0.07926624086946132
quality_direct,continuous_hull,1.0,100.0,0.5,1.25,0.1,exp_bridge,valid,2.257261865570134,-0.058874643017066575
quality_direct,continuous_hull,1.0,100.0,0.5,1.25,0.1,linear_bridge,valid,2.2368702677177392,-0.07926624086946132
quality_direct,continuous_hull,1.0,100.0,0.5,1.25,0.2,exp_bridge,valid,2.257261865570134,-0.058874643017066575
quality_direct,continuous_hull,1.0,100.0,0.5,1.25,0.2,linear_bridge,valid,2.2368702677177392,-0.07926624086946132
quality_direct,continuous_hull,1.0,100.0,0.5,1.25,0.4,exp_bridge,valid,2.257261865570134,-0.058874643017066575
quality_direct,continuous_hull,1.0,100.0,0.5,1.25,0.4,linear_bridge,valid,2.2368702677177392,-0.07926624086946132
quality_direct,continuous_hull,1.0,100.0,0.5,1.5,0.0,exp_bridge,valid,2.199883776654061,-0.11625273193313967
quality_direct,continuous_hull,1.0,100.0,0.5,1.5,0.0,linear_bridge,valid,2.170764976206108,-0.14537153238109246
quality_direct,continuous_hull,1.0,100.0,0.5,1.5,0.1,exp_bridge,valid,2.199883776654061,-0.11625273193313967
quality_direct,continuous_hull,1.0,100.0,0.5,1.5,0.1,linear_bridge,valid,2.170764976206108,-0.14537153238109246
quality_direct,continuous_hull,1.0,100.0,0.5,1.5,0.2,exp_bridge,valid,2.199883776654061,-0.11625273193313967
quality_direct,continuous_hull,1.0,100.0,0.5,1.5,0.2,linear_bridge,valid,2.170764976206108,-0.14537153238109246
quality_direct,continuous_hull,1.0,100.0,0.5,1.5,0.4,exp_bridge,valid,2.199883776654061,-0.11625273193313967
quality_direct,continuous_hull,1.0,100.0,0.5,1.5,0.4,linear_bridge,valid,2.170764976206108,-0.14537153238109246
quality_direct,continuous_hull,10.0,100.0,0.5,0,0.0,exp_bridge,valid,2.3050441192012485,0.22558488104532026
quality_direct,continuous_hull,10.0,100.0,0.5,0,0.0,linear_bridge,valid,2.3050441192012485,0.22558488104532026
quality_direct,continuous_hull,10.0,100.0,0.5,0,0.1,exp_bridge,valid,2.3050441192012485,0.22558488104532026
quality_direct,continuous_hull,10.0,100.0,0.5,0,0.1,linear_bridge,valid,2.3050441192012485,0.22558488104532026
quality_direct,continuous_hull,10.0,100.0,0.5,0,0.2,exp_bridge,valid,2.3050441192012485,0.22558488104532026
quality_direct,continuous_hull,10.0,100.0,0.5,0,0.2,linear_bridge,valid,2.3050441192012485,0.22558488104532026
quality_direct,continuous_hull,10.0,100.0,0.5,0,0.4,exp_bridge,valid,2.3050441192012485,0.22558488104532026
quality_direct,continuous_hull,10.0,100.0,0.5,0,0.4,linear_bridge,valid,2.3050441192012485,0.22558488104532026
quality_direct,continuous_hull,10.0,100.0,0.5,0.5,0.0,exp_bridge,valid,2.1893481422629044,0.10988890410697616
quality_direct,continuous_hull,10.0,100.0,0.5,0.5,0.0,linear_bridge,valid,2.186343637934104,0.10688439977817588
quality_direct,continuous_hull,10.0,100.0,0.5,0.5,0.1,exp_bridge,valid,2.212659342472411,0.13320010431648255
quality_direct,continuous_hull,10.0,100.0,0.5,0.5,0.1,linear_bridge,valid,2.210756975455395,0.1312977372994668
quality_direct,continuous_hull,10.0,100.0,0.5,0.5,0.2,exp_bridge,valid,2.2313528413761827,0.15189360322025447
quality_direct,continuous_hull,10.0,100.0,0.5,0.5,0.2,linear_bridge,valid,2.23014917875241,0.15068994059648189
quality_direct,continuous_hull,10.0,100.0,0.5,0.5,0.4,exp_bridge,valid,2.258269703822971,0.17881046566704262
quality_direct,continuous_hull,10.0,100.0,0.5,0.5,0.4,linear_bridge,valid,2.257788606460647,0.1783293683047189
quality_direct,continuous_hull,10.0,100.0,0.5,0.75,0.0,exp_bridge,valid,2.1336963748312727,0.054237136675344466
quality_direct,continuous_hull,10.0,100.0,0.5,0.75,0.0,linear_bridge,valid,2.1269933973005317,0.04753415914460346
quality_direct,continuous_hull,10.0,100.0,0.5,0.75,0.1,exp_bridge,valid,2.1678648938410294,0.08840565568510117
quality_direct,continuous_hull,10.0,100.0,0.5,0.75,0.1,linear_bridge,valid,2.163613403582468,0.08415416542653986
quality_direct,continuous_hull,10.0,100.0,0.5,0.75,0.2,exp_bridge,valid,2.1953954216202027,0.11593618346427448
quality_direct,continuous_hull,10.0,100.0,0.5,0.75,0.2,linear_bridge,valid,2.192701708527991,0.1132424703720627
quality_direct,continuous_hull,10.0,100.0,0.5,0.75,0.4,exp_bridge,valid,2.235239642581856,0.1557804044259279
quality_direct,continuous_hull,10.0,100.0,0.5,0.75,0.4,linear_bridge,valid,2.2341608500903467,0.15470161193441845
quality_direct,continuous_hull,10.0,100.0,0.5,1.0,0.0,exp_bridge,valid,2.0794592381559283,0.0
quality_direct,continuous_hull,10.0,100.0,0.5,1.0,0.0,linear_bridge,valid,2.0676431566669597,-0.01181608148896851
quality_direct,continuous_hull,10.0,100.0,0.5,1.0,0.1,exp_bridge,valid,2.12397729182163,0.04451805366570172
quality_direct,continuous_hull,10.0,100.0,0.5,1.0,0.1,linear_bridge,valid,2.1164698317095416,0.03701059355361336
quality_direct,continuous_hull,10.0,100.0,0.5,1.0,0.2,exp_bridge,valid,2.160017442287778,0.08055820413184955
quality_direct,continuous_hull,10.0,100.0,0.5,1.0,0.2,linear_bridge,valid,2.1552542383035718,0.07579500014764351
quality_direct,continuous_hull,10.0,100.0,0.5,1.0,0.4,exp_bridge,valid,2.2124444442182227,0.13298520606229447
quality_direct,continuous_hull,10.0,100.0,0.5,1.0,0.4,linear_bridge,valid,2.210533093720046,0.13107385556411755
quality_direct,continuous_hull,10.0,100.0,0.5,1.25,0.0,exp_bridge,valid,2.026600773267928,-0.05285846488800017
quality_direct,continuous_hull,10.0,100.0,0.5,1.25,0.0,linear_bridge,valid,2.0082929160333873,-0.07116632212254093
quality_direct,continuous_hull,10.0,100.0,0.5,1.25,0.1,exp_bridge,valid,2.080978177648721,0.0015189394927928035
quality_direct,continuous_hull,10.0,100.0,0.5,1.25,0.1,linear_bridge,valid,2.0693262598366147,-0.01013297831931359
quality_direct,continuous_hull,10.0,100.0,0.5,1.25,0.2,exp_bridge,valid,2.1252095659123507,0.045750327756422404
quality_direct,continuous_hull,10.0,100.0,0.5,1.25,0.2,linear_bridge,valid,2.1178067680791526,0.03834752992322432
quality_direct,continuous_hull,10.0,100.0,0.5,1.25,0.4,exp_bridge,valid,2.189881713576859,0.11042247542093087
quality_direct,continuous_hull,10.0,100.0,0.5,1.25,0.4,linear_bridge,valid,2.1869053373497453,0.10744609919381709
quality_direct,continuous_hull,10.0,100.0,0.5,1.5,0.0,exp_bridge,valid,1.9750859352513035,-0.10437330290462477
quality_direct,continuous_hull,10.0,100.0,0.5,1.5,0.0,linear_bridge,valid,1.9489426753998151,-0.13051656275611312
quality_direct,continuous_hull,10.0,100.0,0.5,1.5,0.1,exp_bridge,valid,2.038849564223054,-0.04060967393287429
quality_direct,continuous_hull,10.0,100.0,0.5,1.5,0.1,linear_bridge,valid,2.0221826879636877,-0.05727655019224054
quality_direct,continuous_hull,10.0,100.0,0.5,1.5,0.2,exp_bridge,valid,2.0909626054971597,0.011503367341231474
quality_direct,continuous_hull,10.0,100.0,0.5,1.5,0.2,linear_bridge,valid,2.0803592978547334,0.0009000596988051335
quality_direct,continuous_hull,10.0,100.0,0.5,1.5,0.4,exp_bridge,valid,2.167549079928586,0.08808984177265788
quality_direct,continuous_hull,10.0,100.0,0.5,1.5,0.4,linear_bridge,valid,2.1632775809794444,0.08381834282351619
quality_direct_and_near,observed_512,0.1,100.0,0.5,0,0.0,exp_bridge,valid,3.0592931965585177,0.19931944915199473
quality_direct_and_near,observed_512,0.1,100.0,0.5,0,0.0,linear_bridge,valid,3.0592931965585177,0.19931944915199473
quality_direct_and_near,observed_512,0.1,100.0,0.5,0,0.1,exp_bridge,valid,3.0592931965585177,0.19931944915199473
quality_direct_and_near,observed_512,0.1,100.0,0.5,0,0.1,linear_bridge,valid,3.0592931965585177,0.19931944915199473
quality_direct_and_near,observed_512,0.1,100.0,0.5,0,0.2,exp_bridge,valid,3.0592931965585177,0.19931944915199473
quality_direct_and_near,observed_512,0.1,100.0,0.5,0,0.2,linear_bridge,valid,3.0592931965585177,0.19931944915199473
quality_direct_and_near,observed_512,0.1,100.0,0.5,0,0.4,exp_bridge,valid,3.0592931965585177,0.19931944915199473
quality_direct_and_near,observed_512,0.1,100.0,0.5,0,0.4,linear_bridge,valid,3.0592931965585177,0.19931944915199473
quality_direct_and_near,observed_512,0.1,100.0,0.5,0.5,0.0,exp_bridge,valid,2.957955075347958,0.09798132794143521
quality_direct_and_near,observed_512,0.1,100.0,0.5,0.5,0.0,linear_bridge,valid,2.9562386685740365,0.0962649211675135
quality_direct_and_near,observed_512,0.1,100.0,0.5,0.5,0.1,exp_bridge,valid,2.9322677062903426,0.07229395888381962
quality_direct_and_near,observed_512,0.1,100.0,0.5,0.5,0.1,linear_bridge,valid,2.9295552324784015,0.06958148507187856
quality_direct_and_near,observed_512,0.1,100.0,0.5,0.5,0.2,exp_bridge,valid,2.9002461765610086,0.04027242915448559
quality_direct_and_near,observed_512,0.1,100.0,0.5,0.5,0.2,linear_bridge,valid,2.8959627767036205,0.03598902929709746
quality_direct_and_near,observed_512,0.1,100.0,0.5,0.5,0.4,exp_bridge,valid,2.8110811967661347,-0.04889255064038833
quality_direct_and_near,observed_512,0.1,100.0,0.5,0.5,0.4,linear_bridge,valid,2.8004319260086756,-0.05954182139784736
quality_direct_and_near,observed_512,0.1,100.0,0.5,0.75,0.0,exp_bridge,valid,2.9085518495469604,0.04857810214043745
quality_direct_and_near,observed_512,0.1,100.0,0.5,0.75,0.0,linear_bridge,valid,2.9047114045817963,0.04473765717527334
quality_direct_and_near,observed_512,0.1,100.0,0.5,0.75,0.1,exp_bridge,valid,2.870746709382688,0.010772961976165174
quality_direct_and_near,observed_512,0.1,100.0,0.5,0.75,0.1,linear_bridge,valid,2.8646862504383432,0.004712503031820248
quality_direct_and_near,observed_512,0.1,100.0,0.5,0.75,0.2,exp_bridge,valid,2.823850781731705,-0.0361229656748181
quality_direct_and_near,observed_512,0.1,100.0,0.5,0.75,0.2,linear_bridge,valid,2.814297566776172,-0.04567618063035095
quality_direct_and_near,observed_512,0.1,100.0,0.5,0.75,0.4,exp_bridge,valid,2.69463244611077,-0.16534130129575297
quality_direct_and_near,observed_512,0.1,100.0,0.5,0.75,0.4,linear_bridge,valid,2.6710012907337544,-0.18897245667276863
quality_direct_and_near,observed_512,0.1,100.0,0.5,1.0,0.0,exp_bridge,valid,2.859973747406523,0.0
quality_direct_and_near,observed_512,0.1,100.0,0.5,1.0,0.0,linear_bridge,valid,2.8531841405895557,-0.006789606816967275
quality_direct_and_near,observed_512,0.1,100.0,0.5,1.0,0.1,exp_bridge,valid,2.8105164653801635,-0.04945728202635946
quality_direct_and_near,observed_512,0.1,100.0,0.5,1.0,0.1,linear_bridge,valid,2.799817268398285,-0.06015647900823806
quality_direct_and_near,observed_512,0.1,100.0,0.5,1.0,0.2,exp_bridge,valid,2.749467718268715,-0.11050602913780816
quality_direct_and_near,observed_512,0.1,100.0,0.5,1.0,0.2,linear_bridge,valid,2.732632356848723,-0.1273413905577998
quality_direct_and_near,observed_512,0.1,100.0,0.5,1.0,0.4,exp_bridge,valid,2.5830075730242195,-0.27696617438230353
quality_direct_and_near,observed_512,0.1,100.0,0.5,1.0,0.4,linear_bridge,valid,2.5415706554588335,-0.31840309194768945
quality_direct_and_near,observed_512,0.1,100.0,0.5,1.25,0.0,exp_bridge,valid,2.8122069878618636,-0.047766759544659365
quality_direct_and_near,observed_512,0.1,100.0,0.5,1.25,0.0,linear_bridge,valid,2.801656876597315,-0.05831687080920789
quality_direct_and_near,observed_512,0.1,100.0,0.5,1.25,0.1,exp_bridge,valid,2.7515498933974474,-0.10842385400907562
quality_direct_and_near,observed_512,0.1,100.0,0.5,1.25,0.1,linear_bridge,valid,2.734948286358227,-0.12502546104829593
quality_direct_and_near,observed_512,0.1,100.0,0.5,1.25,0.2,exp_bridge,valid,2.677043979344377,-0.182929768062146
quality_direct_and_near,observed_512,0.1,100.0,0.5,1.25,0.2,linear_bridge,valid,2.6509671469212748,-0.20900660048524822
quality_direct_and_near,observed_512,0.1,100.0,0.5,1.25,0.4,exp_bridge,valid,2.476006748872273,-0.38396699853425
quality_direct_and_near,observed_512,0.1,100.0,0.5,1.25,0.4,linear_bridge,valid,2.4121400201839123,-0.4478337272226107
quality_direct_and_near,observed_512,0.1,100.0,0.5,1.5,0.0,exp_bridge,valid,2.7652380200170295,-0.09473572738949354
quality_direct_and_near,observed_512,0.1,100.0,0.5,1.5,0.0,linear_bridge,valid,2.7501296126050745,-0.1098441348014485
quality_direct_and_near,observed_512,0.1,100.0,0.5,1.5,0.1,exp_bridge,valid,2.6938204807248516,-0.1661532666816714
quality_direct_and_near,observed_512,0.1,100.0,0.5,1.5,0.1,linear_bridge,valid,2.670079304318169,-0.1898944430883538
quality_direct_and_near,observed_512,0.1,100.0,0.5,1.5,0.2,exp_bridge,valid,2.6065279543840654,-0.2534457930224576
quality_direct_and_near,observed_512,0.1,100.0,0.5,1.5,0.2,linear_bridge,valid,2.569301936993826,-0.2906718104126971
quality_direct_and_near,observed_512,0.1,100.0,0.5,1.5,0.4,exp_bridge,valid,2.3734384229014265,-0.4865353245050965
quality_direct_and_near,observed_512,0.1,100.0,0.5,1.5,0.4,linear_bridge,valid,2.2827093849089914,-0.5772643624975315
quality_direct_and_near,observed_512,1.0,100.0,0.5,0,0.0,exp_bridge,valid,2.5673967252758954,0.167271349347061
quality_direct_and_near,observed_512,1.0,100.0,0.5,0,0.0,linear_bridge,valid,2.5673967252758954,0.167271349347061
quality_direct_and_near,observed_512,1.0,100.0,0.5,0,0.1,exp_bridge,valid,2.5673967252758954,0.167271349347061
quality_direct_and_near,observed_512,1.0,100.0,0.5,0,0.1,linear_bridge,valid,2.5673967252758954,0.167271349347061
quality_direct_and_near,observed_512,1.0,100.0,0.5,0,0.2,exp_bridge,valid,2.5673967252758954,0.167271349347061
quality_direct_and_near,observed_512,1.0,100.0,0.5,0,0.2,linear_bridge,valid,2.5673967252758954,0.167271349347061
quality_direct_and_near,observed_512,1.0,100.0,0.5,0,0.4,exp_bridge,valid,2.5673967252758954,0.167271349347061
quality_direct_and_near,observed_512,1.0,100.0,0.5,0,0.4,linear_bridge,valid,2.5673967252758954,0.167271349347061
quality_direct_and_near,observed_512,1.0,100.0,0.5,0.5,0.0,exp_bridge,valid,2.48235251936772,0.08222714343888571
quality_direct_and_near,observed_512,1.0,100.0,0.5,0.5,0.0,linear_bridge,valid,2.4809120895535512,0.0807867136247169
quality_direct_and_near,observed_512,1.0,100.0,0.5,0.5,0.1,exp_bridge,valid,2.48235251936772,0.08222714343888571
quality_direct_and_near,observed_512,1.0,100.0,0.5,0.5,0.1,linear_bridge,valid,2.4809120895535512,0.0807867136247169
quality_direct_and_near,observed_512,1.0,100.0,0.5,0.5,0.2,exp_bridge,valid,2.48235251936772,0.08222714343888571
quality_direct_and_near,observed_512,1.0,100.0,0.5,0.5,0.2,linear_bridge,valid,2.4809120895535512,0.0807867136247169
quality_direct_and_near,observed_512,1.0,100.0,0.5,0.5,0.4,exp_bridge,valid,2.48235251936772,0.08222714343888571
quality_direct_and_near,observed_512,1.0,100.0,0.5,0.5,0.4,linear_bridge,valid,2.4809120895535512,0.0807867136247169
quality_direct_and_near,observed_512,1.0,100.0,0.5,0.75,0.0,exp_bridge,valid,2.4408927206526996,0.04076734472386523
quality_direct_and_near,observed_512,1.0,100.0,0.5,0.75,0.0,linear_bridge,valid,2.437669771692379,0.037544395763544625
quality_direct_and_near,observed_512,1.0,100.0,0.5,0.75,0.1,exp_bridge,valid,2.4408927206526996,0.04076734472386523
quality_direct_and_near,observed_512,1.0,100.0,0.5,0.75,0.1,linear_bridge,valid,2.437669771692379,0.037544395763544625
quality_direct_and_near,observed_512,1.0,100.0,0.5,0.75,0.2,exp_bridge,valid,2.4408927206526996,0.04076734472386523
quality_direct_and_near,observed_512,1.0,100.0,0.5,0.75,0.2,linear_bridge,valid,2.437669771692379,0.037544395763544625
quality_direct_and_near,observed_512,1.0,100.0,0.5,0.75,0.4,exp_bridge,valid,2.4408927206526996,0.04076734472386523
quality_direct_and_near,observed_512,1.0,100.0,0.5,0.75,0.4,linear_bridge,valid,2.437669771692379,0.037544395763544625
quality_direct_and_near,observed_512,1.0,100.0,0.5,1.0,0.0,exp_bridge,valid,2.4001253759288343,0.0
quality_direct_and_near,observed_512,1.0,100.0,0.5,1.0,0.0,linear_bridge,valid,2.3944274538312067,-0.00569792209762765
quality_direct_and_near,observed_512,1.0,100.0,0.5,1.0,0.1,exp_bridge,valid,2.4001253759288343,0.0
quality_direct_and_near,observed_512,1.0,100.0,0.5,1.0,0.1,linear_bridge,valid,2.3944274538312067,-0.00569792209762765
quality_direct_and_near,observed_512,1.0,100.0,0.5,1.0,0.2,exp_bridge,valid,2.4001253759288343,0.0
quality_direct_and_near,observed_512,1.0,100.0,0.5,1.0,0.2,linear_bridge,valid,2.3944274538312067,-0.00569792209762765
quality_direct_and_near,observed_512,1.0,100.0,0.5,1.0,0.4,exp_bridge,valid,2.4001253759288343,0.0
quality_direct_and_near,observed_512,1.0,100.0,0.5,1.0,0.4,linear_bridge,valid,2.3944274538312067,-0.00569792209762765
quality_direct_and_near,observed_512,1.0,100.0,0.5,1.25,0.0,exp_bridge,valid,2.3600389199559464,-0.04008645597288796
quality_direct_and_near,observed_512,1.0,100.0,0.5,1.25,0.0,linear_bridge,valid,2.351185135970035,-0.04894023995879948
quality_direct_and_near,observed_512,1.0,100.0,0.5,1.25,0.1,exp_bridge,valid,2.3600389199559464,-0.04008645597288796
quality_direct_and_near,observed_512,1.0,100.0,0.5,1.25,0.1,linear_bridge,valid,2.351185135970035,-0.04894023995879948
quality_direct_and_near,observed_512,1.0,100.0,0.5,1.25,0.2,exp_bridge,valid,2.3600389199559464,-0.04008645597288796
quality_direct_and_near,observed_512,1.0,100.0,0.5,1.25,0.2,linear_bridge,valid,2.351185135970035,-0.04894023995879948
quality_direct_and_near,observed_512,1.0,100.0,0.5,1.25,0.4,exp_bridge,valid,2.3600389199559464,-0.04008645597288796
quality_direct_and_near,observed_512,1.0,100.0,0.5,1.25,0.4,linear_bridge,valid,2.351185135970035,-0.04894023995879948
quality_direct_and_near,observed_512,1.0,100.0,0.5,1.5,0.0,exp_bridge,valid,2.3206219806543884,-0.07950339527444594
quality_direct_and_near,observed_512,1.0,100.0,0.5,1.5,0.0,linear_bridge,valid,2.3079428181088626,-0.09218255781997176
quality_direct_and_near,observed_512,1.0,100.0,0.5,1.5,0.1,exp_bridge,valid,2.3206219806543884,-0.07950339527444594
quality_direct_and_near,observed_512,1.0,100.0,0.5,1.5,0.1,linear_bridge,valid,2.3079428181088626,-0.09218255781997176
quality_direct_and_near,observed_512,1.0,100.0,0.5,1.5,0.2,exp_bridge,valid,2.3206219806543884,-0.07950339527444594
quality_direct_and_near,observed_512,1.0,100.0,0.5,1.5,0.2,linear_bridge,valid,2.3079428181088626,-0.09218255781997176
