policy,support,N_params_B,D_tokens_B,Q_score,lambda,eta,bridge_model,status,Loss,difference_from_baseline
quality_direct_and_near,continuous_hull,10.0,100.0,0.5,1.25,0.0,exp_bridge,valid,2.041811945077392,-0.05012428082214804
quality_direct_and_near,continuous_hull,10.0,100.0,0.5,1.25,0.0,linear_bridge,valid,2.0255294099356607,-0.06640681596387932
quality_direct_and_near,continuous_hull,10.0,100.0,0.5,1.25,0.1,exp_bridge,valid,2.0933754932415205,0.0014392673419805213
quality_direct_and_near,continuous_hull,10.0,100.0,0.5,1.25,0.1,linear_bridge,valid,2.0830176936108433,-0.008918532288696657
quality_direct_and_near,continuous_hull,10.0,100.0,0.5,1.25,0.2,exp_bridge,valid,2.135260267554704,0.0433240416551639
quality_direct_and_near,continuous_hull,10.0,100.0,0.5,1.25,0.2,linear_bridge,valid,2.12868226049988,0.03674603460033987
quality_direct_and_near,continuous_hull,10.0,100.0,0.5,1.25,0.4,exp_bridge,valid,2.196410567306095,0.1044743414065552
quality_direct_and_near,continuous_hull,10.0,100.0,0.5,1.25,0.4,linear_bridge,valid,2.193767309167442,0.10183108326790213
quality_direct_and_near,continuous_hull,10.0,100.0,0.5,1.5,0.0,exp_bridge,valid,1.9928886776976389,-0.09904754820190109
quality_direct_and_near,continuous_hull,10.0,100.0,0.5,1.5,0.0,linear_bridge,valid,1.9696264680825433,-0.12230975781699671
quality_direct_and_near,continuous_hull,10.0,100.0,0.5,1.5,0.1,exp_bridge,valid,2.0534338377752377,-0.03850238812430229
quality_direct_and_near,continuous_hull,10.0,100.0,0.5,1.5,0.1,linear_bridge,valid,2.0386124084927624,-0.05332381740677761
quality_direct_and_near,continuous_hull,10.0,100.0,0.5,1.5,0.2,exp_bridge,valid,2.1028346964185776,0.010898470519037584
quality_direct_and_near,continuous_hull,10.0,100.0,0.5,1.5,0.2,linear_bridge,valid,2.093409888759606,0.0014736628600662272
quality_direct_and_near,continuous_hull,10.0,100.0,0.5,1.5,0.4,exp_bridge,valid,2.175306116253753,0.08336989035421283
quality_direct_and_near,continuous_hull,10.0,100.0,0.5,1.5,0.4,linear_bridge,valid,2.1715119471606807,0.07957572126114076
minimax_13,observed_512,0.1,100.0,0.5,0,0.0,exp_bridge,valid,3.0592931965585177,0.15461477919764244
minimax_13,observed_512,0.1,100.0,0.5,0,0.0,linear_bridge,valid,3.0592931965585177,0.15461477919764244
minimax_13,observed_512,0.1,100.0,0.5,0,0.1,exp_bridge,valid,3.0592931965585177,0.15461477919764244
minimax_13,observed_512,0.1,100.0,0.5,0,0.1,linear_bridge,valid,3.0592931965585177,0.15461477919764244
minimax_13,observed_512,0.1,100.0,0.5,0,0.2,exp_bridge,valid,3.0592931965585177,0.15461477919764244
minimax_13,observed_512,0.1,100.0,0.5,0,0.2,linear_bridge,valid,3.0592931965585177,0.15461477919764244
minimax_13,observed_512,0.1,100.0,0.5,0,0.4,exp_bridge,valid,3.0592931965585177,0.15461477919764244
minimax_13,observed_512,0.1,100.0,0.5,0,0.4,linear_bridge,valid,3.0592931965585177,0.15461477919764244
minimax_13,observed_512,0.1,100.0,0.5,0.5,0.0,exp_bridge,valid,2.9809835491700536,0.0763051318091783
minimax_13,observed_512,0.1,100.0,0.5,0.5,0.0,linear_bridge,valid,2.9799638527633725,0.07528543540249721
minimax_13,observed_512,0.1,100.0,0.5,0.5,0.1,exp_bridge,valid,2.9610359843679035,0.05635756700702821
minimax_13,observed_512,0.1,100.0,0.5,0.5,0.1,linear_bridge,valid,2.9594234697538537,0.054745052392978444
minimax_13,observed_512,0.1,100.0,0.5,0.5,0.2,exp_bridge,valid,2.936113176580583,0.03143475921970751
minimax_13,observed_512,0.1,100.0,0.5,0.5,0.2,linear_bridge,valid,2.9335646596151848,0.02888624225430947
minimax_13,observed_512,0.1,100.0,0.5,0.5,0.4,exp_bridge,valid,2.866377840523274,-0.03830057683760124
minimax_13,observed_512,0.1,100.0,0.5,0.5,0.4,linear_bridge,valid,2.860026894258934,-0.044651523101941315
minimax_13,observed_512,0.1,100.0,0.5,0.75,0.0,exp_bridge,valid,2.9425836568876127,0.03790523952673741
minimax_13,observed_512,0.1,100.0,0.5,0.75,0.0,linear_bridge,valid,2.9402991808658,0.035620763504924824
minimax_13,observed_512,0.1,100.0,0.5,0.75,0.1,exp_bridge,valid,2.913097210968132,0.008418793607256614
minimax_13,observed_512,0.1,100.0,0.5,0.75,0.1,linear_bridge,valid,2.9094886063515215,0.004810188990646225
minimax_13,observed_512,0.1,100.0,0.5,0.75,0.2,exp_bridge,valid,2.8763957449639506,-0.028282672396924724
minimax_13,observed_512,0.1,100.0,0.5,0.75,0.2,linear_bridge,valid,2.8707003911435183,-0.033978026217357016
minimax_13,observed_512,0.1,100.0,0.5,0.75,0.4,exp_bridge,valid,2.774531156830435,-0.13014726053044035
minimax_13,observed_512,0.1,100.0,0.5,0.75,0.4,linear_bridge,valid,2.7603937431091423,-0.14428467425173297
minimax_13,observed_512,0.1,100.0,0.5,1.0,0.0,exp_bridge,valid,2.9046784173608753,0.0
minimax_13,observed_512,0.1,100.0,0.5,1.0,0.0,linear_bridge,valid,2.9006345089682273,-0.00404390839264801
minimax_13,observed_512,0.1,100.0,0.5,1.0,0.1,exp_bridge,valid,2.865934559846916,-0.038743857513959146
minimax_13,observed_512,0.1,100.0,0.5,1.0,0.1,linear_bridge,valid,2.8595537429491893,-0.045124674411685994
minimax_13,observed_512,0.1,100.0,0.5,1.0,0.2,exp_bridge,valid,2.8178929026442607,-0.08678551471661455
minimax_13,observed_512,0.1,100.0,0.5,1.0,0.2,linear_bridge,valid,2.8078361226718522,-0.09684229468902306
minimax_13,observed_512,0.1,100.0,0.5,1.0,0.4,exp_bridge,valid,2.6856274952284425,-0.21905092213243282
minimax_13,observed_512,0.1,100.0,0.5,1.0,0.4,linear_bridge,valid,2.66076059195935,-0.24391782540152507
minimax_13,observed_512,0.1,100.0,0.5,1.25,0.0,exp_bridge,valid,2.8672614586618437,-0.03741695869903161
minimax_13,observed_512,0.1,100.0,0.5,1.25,0.0,linear_bridge,valid,2.860969837070655,-0.0437085802902204
minimax_13,observed_512,0.1,100.0,0.5,1.25,0.1,exp_bridge,valid,2.819535465689199,-0.0851429516716764
minimax_13,observed_512,0.1,100.0,0.5,1.25,0.1,linear_bridge,valid,2.809618879546857,-0.09505953781401821
minimax_13,observed_512,0.1,100.0,0.5,1.25,0.2,exp_bridge,valid,2.760579946161899,-0.14409847119897634
minimax_13,observed_512,0.1,100.0,0.5,1.25,0.2,linear_bridge,valid,2.7449718542001857,-0.15970656316068954
minimax_13,observed_512,0.1,100.0,0.5,1.25,0.4,exp_bridge,valid,2.599572553139577,-0.30510586422129826
minimax_13,observed_512,0.1,100.0,0.5,1.25,0.4,linear_bridge,valid,2.561127440809558,-0.34355097655131717
minimax_13,observed_512,0.1,100.0,0.5,1.5,0.0,exp_bridge,valid,2.830326490943266,-0.07435192641760935
minimax_13,observed_512,0.1,100.0,0.5,1.5,0.0,linear_bridge,valid,2.821305165173082,-0.08337325218779323
minimax_13,observed_512,0.1,100.0,0.5,1.5,0.1,exp_bridge,valid,2.7738875666106777,-0.13079085075019758
minimax_13,observed_512,0.1,100.0,0.5,1.5,0.1,linear_bridge,valid,2.7596840161445253,-0.14499440121635
minimax_13,observed_512,0.1,100.0,0.5,1.5,0.2,exp_bridge,valid,2.704432674499449,-0.20024574286142638
minimax_13,observed_512,0.1,100.0,0.5,1.5,0.2,linear_bridge,valid,2.6821075857285193,-0.22257083163235603
minimax_13,observed_512,0.1,100.0,0.5,1.5,0.4,exp_bridge,valid,2.5162750497018553,-0.38840336765901995
minimax_13,observed_512,0.1,100.0,0.5,1.5,0.4,linear_bridge,valid,2.4614942896597665,-0.4431841277011088
minimax_13,observed_512,1.0,100.0,0.5,0,0.0,exp_bridge,valid,2.5673967252758954,0.12975463686770228
minimax_13,observed_512,1.0,100.0,0.5,0,0.0,linear_bridge,valid,2.5673967252758954,0.12975463686770228
minimax_13,observed_512,1.0,100.0,0.5,0,0.1,exp_bridge,valid,2.5673967252758954,0.12975463686770228
minimax_13,observed_512,1.0,100.0,0.5,0,0.1,linear_bridge,valid,2.5673967252758954,0.12975463686770228
minimax_13,observed_512,1.0,100.0,0.5,0,0.2,exp_bridge,valid,2.5673967252758954,0.12975463686770228
minimax_13,observed_512,1.0,100.0,0.5,0,0.2,linear_bridge,valid,2.5673967252758954,0.12975463686770228
minimax_13,observed_512,1.0,100.0,0.5,0,0.4,exp_bridge,valid,2.5673967252758954,0.12975463686770228
minimax_13,observed_512,1.0,100.0,0.5,0,0.4,linear_bridge,valid,2.5673967252758954,0.12975463686770228
minimax_13,observed_512,1.0,100.0,0.5,0.5,0.0,exp_bridge,valid,2.5016782996968034,0.06403621128861037
minimax_13,observed_512,1.0,100.0,0.5,0.5,0.0,linear_bridge,valid,2.5008225578482506,0.06318046944005751
minimax_13,observed_512,1.0,100.0,0.5,0.5,0.1,exp_bridge,valid,2.5016782996968034,0.06403621128861037
minimax_13,observed_512,1.0,100.0,0.5,0.5,0.1,linear_bridge,valid,2.5008225578482506,0.06318046944005751
minimax_13,observed_512,1.0,100.0,0.5,0.5,0.2,exp_bridge,valid,2.5016782996968034,0.06403621128861037
minimax_13,observed_512,1.0,100.0,0.5,0.5,0.2,linear_bridge,valid,2.5008225578482506,0.06318046944005751
minimax_13,observed_512,1.0,100.0,0.5,0.5,0.4,exp_bridge,valid,2.5016782996968034,0.06403621128861037
minimax_13,observed_512,1.0,100.0,0.5,0.5,0.4,linear_bridge,valid,2.5008225578482506,0.06318046944005751
minimax_13,observed_512,1.0,100.0,0.5,0.75,0.0,exp_bridge,valid,2.46945263469425,0.03181054628605695
minimax_13,observed_512,1.0,100.0,0.5,0.75,0.0,linear_bridge,valid,2.467535474134428,0.0298933857262349
minimax_13,observed_512,1.0,100.0,0.5,0.75,0.1,exp_bridge,valid,2.46945263469425,0.03181054628605695
minimax_13,observed_512,1.0,100.0,0.5,0.75,0.1,linear_bridge,valid,2.467535474134428,0.0298933857262349
minimax_13,observed_512,1.0,100.0,0.5,0.75,0.2,exp_bridge,valid,2.46945263469425,0.03181054628605695
minimax_13,observed_512,1.0,100.0,0.5,0.75,0.2,linear_bridge,valid,2.467535474134428,0.0298933857262349
minimax_13,observed_512,1.0,100.0,0.5,0.75,0.4,exp_bridge,valid,2.46945263469425,0.03181054628605695
minimax_13,observed_512,1.0,100.0,0.5,0.75,0.4,linear_bridge,valid,2.467535474134428,0.0298933857262349
minimax_13,observed_512,1.0,100.0,0.5,1.0,0.0,exp_bridge,valid,2.437642088408193,0.0
minimax_13,observed_512,1.0,100.0,0.5,1.0,0.0,linear_bridge,valid,2.434248390420606,-0.003393697987587263
minimax_13,observed_512,1.0,100.0,0.5,1.0,0.1,exp_bridge,valid,2.437642088408193,0.0
minimax_13,observed_512,1.0,100.0,0.5,1.0,0.1,linear_bridge,valid,2.434248390420606,-0.003393697987587263
minimax_13,observed_512,1.0,100.0,0.5,1.0,0.2,exp_bridge,valid,2.437642088408193,0.0
minimax_13,observed_512,1.0,100.0,0.5,1.0,0.2,linear_bridge,valid,2.434248390420606,-0.003393697987587263
minimax_13,observed_512,1.0,100.0,0.5,1.0,0.4,exp_bridge,valid,2.437642088408193,0.0
minimax_13,observed_512,1.0,100.0,0.5,1.0,0.4,linear_bridge,valid,2.434248390420606,-0.003393697987587263
minimax_13,observed_512,1.0,100.0,0.5,1.25,0.0,exp_bridge,valid,2.406241313437771,-0.03140077497042215
minimax_13,observed_512,1.0,100.0,0.5,1.25,0.0,linear_bridge,valid,2.4009613067067836,-0.036680781701409426
minimax_13,observed_512,1.0,100.0,0.5,1.25,0.1,exp_bridge,valid,2.406241313437771,-0.03140077497042215
minimax_13,observed_512,1.0,100.0,0.5,1.25,0.1,linear_bridge,valid,2.4009613067067836,-0.036680781701409426
minimax_13,observed_512,1.0,100.0,0.5,1.25,0.2,exp_bridge,valid,2.406241313437771,-0.03140077497042215
minimax_13,observed_512,1.0,100.0,0.5,1.25,0.2,linear_bridge,valid,2.4009613067067836,-0.036680781701409426
minimax_13,observed_512,1.0,100.0,0.5,1.25,0.4,exp_bridge,valid,2.406241313437771,-0.03140077497042215
minimax_13,observed_512,1.0,100.0,0.5,1.25,0.4,linear_bridge,valid,2.4009613067067836,-0.036680781701409426
minimax_13,observed_512,1.0,100.0,0.5,1.5,0.0,exp_bridge,valid,2.3752450312653,-0.0623970571428929
minimax_13,observed_512,1.0,100.0,0.5,1.5,0.0,linear_bridge,valid,2.367674222992961,-0.06996786541523203
minimax_13,observed_512,1.0,100.0,0.5,1.5,0.1,exp_bridge,valid,2.3752450312653,-0.0623970571428929
minimax_13,observed_512,1.0,100.0,0.5,1.5,0.1,linear_bridge,valid,2.367674222992961,-0.06996786541523203
minimax_13,observed_512,1.0,100.0,0.5,1.5,0.2,exp_bridge,valid,2.3752450312653,-0.0623970571428929
minimax_13,observed_512,1.0,100.0,0.5,1.5,0.2,linear_bridge,valid,2.367674222992961,-0.06996786541523203
minimax_13,observed_512,1.0,100.0,0.5,1.5,0.4,exp_bridge,valid,2.3752450312653,-0.0623970571428929
minimax_13,observed_512,1.0,100.0,0.5,1.5,0.4,linear_bridge,valid,2.367674222992961,-0.06996786541523203
minimax_13,observed_512,10.0,100.0,0.5,0,0.0,exp_bridge,valid,2.3050441192012485,0.1164954990035092
minimax_13,observed_512,10.0,100.0,0.5,0,0.0,linear_bridge,valid,2.3050441192012485,0.1164954990035092
minimax_13,observed_512,10.0,100.0,0.5,0,0.1,exp_bridge,valid,2.3050441192012485,0.1164954990035092
minimax_13,observed_512,10.0,100.0,0.5,0,0.1,linear_bridge,valid,2.3050441192012485,0.1164954990035092
minimax_13,observed_512,10.0,100.0,0.5,0,0.2,exp_bridge,valid,2.3050441192012485,0.1164954990035092
minimax_13,observed_512,10.0,100.0,0.5,0,0.2,linear_bridge,valid,2.3050441192012485,0.1164954990035092
minimax_13,observed_512,10.0,100.0,0.5,0,0.4,exp_bridge,valid,2.3050441192012485,0.1164954990035092
minimax_13,observed_512,10.0,100.0,0.5,0,0.4,linear_bridge,valid,2.3050441192012485,0.1164954990035092
minimax_13,observed_512,10.0,100.0,0.5,0.5,0.0,exp_bridge,valid,2.2460412121269737,0.05749259192923439
minimax_13,observed_512,10.0,100.0,0.5,0.5,0.0,linear_bridge,valid,2.245272915316379,0.056724295118639745
minimax_13,observed_512,10.0,100.0,0.5,0.5,0.1,exp_bridge,valid,2.25805178604939,0.06950316585165073
minimax_13,observed_512,10.0,100.0,0.5,0.5,0.1,linear_bridge,valid,2.2575661643320353,0.06901754413429595
minimax_13,observed_512,10.0,100.0,0.5,0.5,0.2,exp_bridge,valid,2.2676378773611585,0.07908925716341919
minimax_13,observed_512,10.0,100.0,0.5,0.5,0.2,linear_bridge,valid,2.2673310391216672,0.0787824189239279
minimax_13,observed_512,10.0,100.0,0.5,0.5,0.4,exp_bridge,valid,2.281371174399833,0.09282255420209351
minimax_13,observed_512,10.0,100.0,0.5,0.5,0.4,linear_bridge,valid,2.281248774342067,0.09270015414432775
minimax_13,observed_512,10.0,100.0,0.5,0.75,0.0,exp_bridge,valid,2.217108566513545,0.028559946315805718
minimax_13,observed_512,10.0,100.0,0.5,0.75,0.0,linear_bridge,valid,2.2153873133739443,0.02683869317620502
minimax_13,observed_512,10.0,100.0,0.5,0.75,0.1,exp_bridge,valid,2.2349161072479116,0.04636748705017224
minimax_13,observed_512,10.0,100.0,0.5,0.75,0.1,linear_bridge,valid,2.233827186897428,0.04527856669968866
minimax_13,observed_512,10.0,100.0,0.5,0.75,0.2,exp_bridge,valid,2.249163011495449,0.06061439129770951
minimax_13,observed_512,10.0,100.0,0.5,0.75,0.2,linear_bridge,valid,2.248474499081876,0.05992587888413681
minimax_13,observed_512,10.0,100.0,0.5,0.75,0.4,exp_bridge,valid,2.2696260296328745,0.0810774094351352
minimax_13,observed_512,10.0,100.0,0.5,0.75,0.4,linear_bridge,valid,2.269351101912476,0.0808024817147368
minimax_13,observed_512,10.0,100.0,0.5,1.0,0.0,exp_bridge,valid,2.1885486201977393,0.0
minimax_13,observed_512,10.0,100.0,0.5,1.0,0.0,linear_bridge,valid,2.1855017114315096,-0.0030469087662297056
minimax_13,observed_512,10.0,100.0,0.5,1.0,0.1,exp_bridge,valid,2.212017473334824,0.0234688531370848
minimax_13,observed_512,10.0,100.0,0.5,1.0,0.1,linear_bridge,valid,2.2100882094628216,0.02153958926508226
minimax_13,observed_512,10.0,100.0,0.5,1.0,0.2,exp_bridge,valid,2.2308386637844078,0.042290043586668435
minimax_13,observed_512,10.0,100.0,0.5,1.0,0.2,linear_bridge,valid,2.2296179590420855,0.04106933884434616
minimax_13,observed_512,10.0,100.0,0.5,1.0,0.4,exp_bridge,valid,2.2579413521967666,0.06939273199902729
minimax_13,observed_512,10.0,100.0,0.5,1.0,0.4,linear_bridge,valid,2.257453429482885,0.06890480928514586
minimax_13,observed_512,10.0,100.0,0.5,1.25,0.0,exp_bridge,valid,2.1603565722094586,-0.028192047988280677
minimax_13,observed_512,10.0,100.0,0.5,1.25,0.0,linear_bridge,valid,2.155616109489075,-0.03293251070866443
minimax_13,observed_512,10.0,100.0,0.5,1.25,0.1,exp_bridge,valid,2.1893534555817724,0.0008048353840330869
minimax_13,observed_512,10.0,100.0,0.5,1.25,0.1,linear_bridge,valid,2.1863492320282147,-0.0021993881695245854
minimax_13,observed_512,10.0,100.0,0.5,1.25,0.2,exp_bridge,valid,2.2126636079287447,0.0241149877310054
minimax_13,observed_512,10.0,100.0,0.5,1.25,0.2,linear_bridge,valid,2.210761419002295,0.02221279880455551
minimax_13,observed_512,10.0,100.0,0.5,1.25,0.4,exp_bridge,valid,2.24631683078857,0.057768210590830815
minimax_13,observed_512,10.0,100.0,0.5,1.25,0.4,linear_bridge,valid,2.2455557570532947,0.05700713685555536
minimax_13,observed_512,10.0,100.0,0.5,1.5,0.0,exp_bridge,valid,2.1325276834228695,-0.056020936774869856
minimax_13,observed_512,10.0,100.0,0.5,1.5,0.0,linear_bridge,valid,2.1257305075466397,-0.0628181126510996
minimax_13,observed_512,10.0,100.0,0.5,1.5,0.1,exp_bridge,valid,2.1669216501448094,-0.021626970052929906
minimax_13,observed_512,10.0,100.0,0.5,1.5,0.1,linear_bridge,valid,2.162610254593608,-0.02593836560413143
minimax_13,observed_512,10.0,100.0,0.5,1.5,0.2,exp_bridge,valid,2.1946366276200586,0.006088007422319297
minimax_13,observed_512,10.0,100.0,0.5,1.5,0.2,linear_bridge,valid,2.191904878962504,0.0033562587647648634
minimax_13,observed_512,10.0,100.0,0.5,1.5,0.4,exp_bridge,valid,2.23475215570802,0.04620353551028078
minimax_13,observed_512,10.0,100.0,0.5,1.5,0.4,linear_bridge,valid,2.2336580846237037,0.04510946442596442
minimax_13,continuous_hull,0.1,100.0,0.5,0,0.0,exp_bridge,valid,3.0592931965585177,0.09546480886194253
minimax_13,continuous_hull,0.1,100.0,0.5,0,0.0,linear_bridge,valid,3.0592931965585177,0.09546480886194253
minimax_13,continuous_hull,0.1,100.0,0.5,0,0.1,exp_bridge,valid,3.0592931965585177,0.09546480886194253
minimax_13,continuous_hull,0.1,100.0,0.5,0,0.1,linear_bridge,valid,3.0592931965585177,0.09546480886194253
minimax_13,continuous_hull,0.1,100.0,0.5,0,0.2,exp_bridge,valid,3.0592931965585177,0.09546480886194253
minimax_13,continuous_hull,0.1,100.0,0.5,0,0.2,linear_bridge,valid,3.0592931965585177,0.09546480886194253
minimax_13,continuous_hull,0.1,100.0,0.5,0,0.4,exp_bridge,valid,3.0592931965585177,0.09546480886194253
minimax_13,continuous_hull,0.1,100.0,0.5,0,0.4,linear_bridge,valid,3.0592931965585177,0.09546480886194253
minimax_13,continuous_hull,0.1,100.0,0.5,0.5,0.0,exp_bridge,valid,3.011182495672943,0.04735410797636774
minimax_13,continuous_hull,0.1,100.0,0.5,0.5,0.0,linear_bridge,valid,3.0108001857626783,0.046971798066103077
minimax_13,continuous_hull,0.1,100.0,0.5,0.5,0.1,exp_bridge,valid,2.998849207433815,0.035020819737239695
minimax_13,continuous_hull,0.1,100.0,0.5,0.5,0.1,linear_bridge,valid,2.9982441129732265,0.034415725276651266
minimax_13,continuous_hull,0.1,100.0,0.5,0.5,0.2,exp_bridge,valid,2.9833943198505417,0.019565932153966514
minimax_13,continuous_hull,0.1,100.0,0.5,0.5,0.2,linear_bridge,valid,2.9824369538662485,0.018608566169673324
minimax_13,continuous_hull,0.1,100.0,0.5,0.5,0.4,exp_bridge,valid,2.939877368893702,-0.023951018802873314
minimax_13,continuous_hull,0.1,100.0,0.5,0.5,0.4,linear_bridge,valid,2.937484260717401,-0.02634412697917421
minimax_13,continuous_hull,0.1,100.0,0.5,0.75,0.0,exp_bridge,valid,2.9874116156315798,0.023583227935004558
minimax_13,continuous_hull,0.1,100.0,0.5,0.75,0.0,linear_bridge,valid,2.9865536803647585,0.02272529266818335
minimax_13,continuous_hull,0.1,100.0,0.5,0.75,0.1,exp_bridge,valid,2.969076531905822,0.005248144209246686
minimax_13,continuous_hull,0.1,100.0,0.5,0.75,0.1,linear_bridge,valid,2.967719571180581,0.0038911834840056336
minimax_13,continuous_hull,0.1,100.0,0.5,0.75,0.2,exp_bridge,valid,2.946153952562869,-0.017674435133706368
minimax_13,continuous_hull,0.1,100.0,0.5,0.75,0.2,linear_bridge,valid,2.944008832520114,-0.01981955517646128
minimax_13,continuous_hull,0.1,100.0,0.5,0.75,0.4,exp_bridge,valid,2.881928966403199,-0.08189942129337613
minimax_13,continuous_hull,0.1,100.0,0.5,0.75,0.4,linear_bridge,valid,2.8765797927968424,-0.0872485948997328
minimax_13,continuous_hull,0.1,100.0,0.5,1.0,0.0,exp_bridge,valid,2.963828387696575,0.0
minimax_13,continuous_hull,0.1,100.0,0.5,1.0,0.0,linear_bridge,valid,2.962307174966839,-0.0015212127297363764
minimax_13,continuous_hull,0.1,100.0,0.5,1.0,0.1,exp_bridge,valid,2.939599440499197,-0.024228947197378226
minimax_13,continuous_hull,0.1,100.0,0.5,1.0,0.1,linear_bridge,valid,2.937195029387935,-0.02663335830864
minimax_13,continuous_hull,0.1,100.0,0.5,1.0,0.2,exp_bridge,valid,2.909378440003414,-0.05444994769316125
minimax_13,continuous_hull,0.1,100.0,0.5,1.0,0.2,linear_bridge,valid,2.905580711173979,-0.058247676522596326
minimax_13,continuous_hull,0.1,100.0,0.5,1.0,0.4,exp_bridge,valid,2.8251227943290838,-0.13870559336749144
minimax_13,continuous_hull,0.1,100.0,0.5,1.0,0.4,linear_bridge,valid,2.8156753248762842,-0.14815306282029095
minimax_13,continuous_hull,0.1,100.0,0.5,1.25,0.0,exp_bridge,valid,2.9404313305044716,-0.02339705719210361
minimax_13,continuous_hull,0.1,100.0,0.5,1.25,0.0,linear_bridge,valid,2.938060669568919,-0.025767718127656103
minimax_13,continuous_hull,0.1,100.0,0.5,1.25,0.1,exp_bridge,valid,2.9104149986448684,-0.05341338905170678
minimax_13,continuous_hull,0.1,100.0,0.5,1.25,0.1,linear_bridge,valid,2.90667048759529,-0.057157900101285186
minimax_13,continuous_hull,0.1,100.0,0.5,1.25,0.2,exp_bridge,valid,2.8730619796000196,-0.09076640809655556
minimax_13,continuous_hull,0.1,100.0,0.5,1.25,0.2,linear_bridge,valid,2.8671525898278447,-0.09667579786873048
minimax_13,continuous_hull,0.1,100.0,0.5,1.25,0.4,exp_bridge,valid,2.7694363379812525,-0.19439204971532265
minimax_13,continuous_hull,0.1,100.0,0.5,1.25,0.4,linear_bridge,valid,2.7547708569557257,-0.20905753074084954
minimax_13,continuous_hull,0.1,100.0,0.5,1.5,0.0,exp_bridge,valid,2.9172189743859938,-0.04660941331058144
minimax_13,continuous_hull,0.1,100.0,0.5,1.5,0.0,linear_bridge,valid,2.9138141641709994,-0.05001422352557583
minimax_13,continuous_hull,0.1,100.0,0.5,1.5,0.1,exp_bridge,valid,2.8815203009082633,-0.08230808678831192
minimax_13,continuous_hull,0.1,100.0,0.5,1.5,0.1,linear_bridge,valid,2.876145945802644,-0.08768244189393126
minimax_13,continuous_hull,0.1,100.0,0.5,1.5,0.2,exp_bridge,valid,2.8371988412114226,-0.12662954648515257
minimax_13,continuous_hull,0.1,100.0,0.5,1.5,0.2,linear_bridge,valid,2.82872446848171,-0.1351039192148651
minimax_13,continuous_hull,0.1,100.0,0.5,1.5,0.4,exp_bridge,valid,2.7148475264603307,-0.24898086123624452
minimax_13,continuous_hull,0.1,100.0,0.5,1.5,0.4,linear_bridge,valid,2.6938663890351675,-0.2699619986614077
minimax_13,continuous_hull,1.0,100.0,0.5,0,0.0,exp_bridge,valid,2.5673967252758954,0.08011524947231452
minimax_13,continuous_hull,1.0,100.0,0.5,0,0.0,linear_bridge,valid,2.5673967252758954,0.08011524947231452
minimax_13,continuous_hull,1.0,100.0,0.5,0,0.1,exp_bridge,valid,2.5673967252758954,0.08011524947231452
minimax_13,continuous_hull,1.0,100.0,0.5,0,0.1,linear_bridge,valid,2.5673967252758954,0.08011524947231452
minimax_13,continuous_hull,1.0,100.0,0.5,0,0.2,exp_bridge,valid,2.5673967252758954,0.08011524947231452
minimax_13,continuous_hull,1.0,100.0,0.5,0,0.2,linear_bridge,valid,2.5673967252758954,0.08011524947231452
minimax_13,continuous_hull,1.0,100.0,0.5,0,0.4,exp_bridge,valid,2.5673967252758954,0.08011524947231452
minimax_13,continuous_hull,1.0,100.0,0.5,0,0.4,linear_bridge,valid,2.5673967252758954,0.08011524947231452
minimax_13,continuous_hull,1.0,100.0,0.5,0.5,0.0,exp_bridge,valid,2.527021629471641,0.03974015366806016
minimax_13,continuous_hull,1.0,100.0,0.5,0.5,0.0,linear_bridge,valid,2.526700790261866,0.03941931445828528
minimax_13,continuous_hull,1.0,100.0,0.5,0.5,0.1,exp_bridge,valid,2.527021629471641,0.03974015366806016
minimax_13,continuous_hull,1.0,100.0,0.5,0.5,0.1,linear_bridge,valid,2.526700790261866,0.03941931445828528
minimax_13,continuous_hull,1.0,100.0,0.5,0.5,0.2,exp_bridge,valid,2.527021629471641,0.03974015366806016
minimax_13,continuous_hull,1.0,100.0,0.5,0.5,0.2,linear_bridge,valid,2.526700790261866,0.03941931445828528
minimax_13,continuous_hull,1.0,100.0,0.5,0.5,0.4,exp_bridge,valid,2.527021629471641,0.03974015366806016
minimax_13,continuous_hull,1.0,100.0,0.5,0.5,0.4,linear_bridge,valid,2.526700790261866,0.03941931445828528
minimax_13,continuous_hull,1.0,100.0,0.5,0.75,0.0,exp_bridge,valid,2.5070728126521957,0.019791336848614893
minimax_13,continuous_hull,1.0,100.0,0.5,0.75,0.0,linear_bridge,valid,2.5063528227548515,0.019071346951270662
minimax_13,continuous_hull,1.0,100.0,0.5,0.75,0.1,exp_bridge,valid,2.5070728126521957,0.019791336848614893
minimax_13,continuous_hull,1.0,100.0,0.5,0.75,0.1,linear_bridge,valid,2.5063528227548515,0.019071346951270662
minimax_13,continuous_hull,1.0,100.0,0.5,0.75,0.2,exp_bridge,valid,2.5070728126521957,0.019791336848614893
minimax_13,continuous_hull,1.0,100.0,0.5,0.75,0.2,linear_bridge,valid,2.5063528227548515,0.019071346951270662
minimax_13,continuous_hull,1.0,100.0,0.5,0.75,0.4,exp_bridge,valid,2.5070728126521957,0.019791336848614893
minimax_13,continuous_hull,1.0,100.0,0.5,0.75,0.4,linear_bridge,valid,2.5063528227548515,0.019071346951270662
minimax_13,continuous_hull,1.0,100.0,0.5,1.0,0.0,exp_bridge,valid,2.487281475803581,0.0
minimax_13,continuous_hull,1.0,100.0,0.5,1.0,0.0,linear_bridge,valid,2.486004855247837,-0.001276620555743957
