scope,candidate_set,weight_scenario,model,n_candidates,selected_index,selected_hull_status,actual_best_index,realized_rank,realized_top_decile,realized_relative_regret
test_1m,all_heldout,dirichlet_balanced_086,interaction_candidate,256,240,OUT_OF_TRAINING_SUPPORT,199,30,False,0.11695705983139354
test_1m,all_heldout,dirichlet_balanced_087,ridge_v1.3,256,53,OUT_OF_TRAINING_SUPPORT,199,29,False,0.11039318722815769
test_1m,all_heldout,dirichlet_balanced_087,interaction_candidate,256,53,OUT_OF_TRAINING_SUPPORT,199,29,False,0.11039318722815769
test_1m,all_heldout,dirichlet_balanced_088,ridge_v1.3,256,146,OUT_OF_TRAINING_SUPPORT,239,143,False,0.4396316474592906
test_1m,all_heldout,dirichlet_balanced_088,interaction_candidate,256,146,OUT_OF_TRAINING_SUPPORT,239,143,False,0.4396316474592906
test_1m,all_heldout,dirichlet_balanced_089,ridge_v1.3,256,146,OUT_OF_TRAINING_SUPPORT,239,168,False,0.44262907608206453
test_1m,all_heldout,dirichlet_balanced_089,interaction_candidate,256,146,OUT_OF_TRAINING_SUPPORT,239,168,False,0.44262907608206453
test_1m,all_heldout,dirichlet_balanced_090,ridge_v1.3,256,93,OUT_OF_TRAINING_SUPPORT,239,77,False,0.20356534700163248
test_1m,all_heldout,dirichlet_balanced_090,interaction_candidate,256,93,OUT_OF_TRAINING_SUPPORT,239,77,False,0.20356534700163248
test_1m,all_heldout,dirichlet_balanced_091,ridge_v1.3,256,146,OUT_OF_TRAINING_SUPPORT,119,162,False,0.4502912157411439
test_1m,all_heldout,dirichlet_balanced_091,interaction_candidate,256,146,OUT_OF_TRAINING_SUPPORT,119,162,False,0.4502912157411439
test_1m,all_heldout,dirichlet_balanced_092,ridge_v1.3,256,146,OUT_OF_TRAINING_SUPPORT,239,145,False,0.359346084352778
test_1m,all_heldout,dirichlet_balanced_092,interaction_candidate,256,146,OUT_OF_TRAINING_SUPPORT,239,145,False,0.359346084352778
test_1m,all_heldout,dirichlet_balanced_093,ridge_v1.3,256,53,OUT_OF_TRAINING_SUPPORT,28,34,False,0.11445450928477738
test_1m,all_heldout,dirichlet_balanced_093,interaction_candidate,256,53,OUT_OF_TRAINING_SUPPORT,28,34,False,0.11445450928477738
test_1m,all_heldout,dirichlet_balanced_094,ridge_v1.3,256,146,OUT_OF_TRAINING_SUPPORT,199,170,False,0.4586501108067542
test_1m,all_heldout,dirichlet_balanced_094,interaction_candidate,256,146,OUT_OF_TRAINING_SUPPORT,199,170,False,0.4586501108067542
test_1m,all_heldout,dirichlet_balanced_095,ridge_v1.3,256,146,OUT_OF_TRAINING_SUPPORT,41,210,False,0.513183010393654
test_1m,all_heldout,dirichlet_balanced_095,interaction_candidate,256,146,OUT_OF_TRAINING_SUPPORT,41,210,False,0.513183010393654
test_1m,all_heldout,dirichlet_balanced_096,ridge_v1.3,256,240,OUT_OF_TRAINING_SUPPORT,199,26,True,0.10081571092340041
test_1m,all_heldout,dirichlet_balanced_096,interaction_candidate,256,240,OUT_OF_TRAINING_SUPPORT,199,26,True,0.10081571092340041
test_1m,all_heldout,dirichlet_balanced_097,ridge_v1.3,256,59,OUT_OF_TRAINING_SUPPORT,199,6,True,0.046708297953049954
test_1m,all_heldout,dirichlet_balanced_097,interaction_candidate,256,59,OUT_OF_TRAINING_SUPPORT,199,6,True,0.046708297953049954
test_1m,all_heldout,dirichlet_balanced_098,ridge_v1.3,256,146,OUT_OF_TRAINING_SUPPORT,199,144,False,0.4150496219831772
test_1m,all_heldout,dirichlet_balanced_098,interaction_candidate,256,146,OUT_OF_TRAINING_SUPPORT,199,144,False,0.4150496219831772
test_1m,all_heldout,dirichlet_balanced_099,ridge_v1.3,256,53,OUT_OF_TRAINING_SUPPORT,239,30,False,0.11494812202980874
test_1m,all_heldout,dirichlet_balanced_099,interaction_candidate,256,53,OUT_OF_TRAINING_SUPPORT,239,30,False,0.11494812202980874
test_60m,all_heldout,equal_13,ridge_v1.3,256,146,OUT_OF_TRAINING_SUPPORT,219,224,False,0.40228961933417484
test_60m,all_heldout,equal_13,interaction_candidate,256,146,OUT_OF_TRAINING_SUPPORT,219,224,False,0.40228961933417484
test_60m,all_heldout,only_arxiv,ridge_v1.3,256,26,OUT_OF_TRAINING_SUPPORT,26,1,True,0.0
test_60m,all_heldout,only_arxiv,interaction_candidate,256,20,OUT_OF_TRAINING_SUPPORT,26,13,True,0.03269757481860889
test_60m,all_heldout,only_freelaw,ridge_v1.3,256,87,OUT_OF_TRAINING_SUPPORT,87,1,True,0.0
test_60m,all_heldout,only_freelaw,interaction_candidate,256,87,OUT_OF_TRAINING_SUPPORT,87,1,True,0.0
test_60m,all_heldout,only_pubmed_central,ridge_v1.3,256,57,OUT_OF_TRAINING_SUPPORT,57,1,True,0.0
test_60m,all_heldout,only_pubmed_central,interaction_candidate,256,201,OUT_OF_TRAINING_SUPPORT,57,28,False,0.06039320124395516
test_60m,all_heldout,only_wikipedia_en,ridge_v1.3,256,43,OUT_OF_TRAINING_SUPPORT,43,1,True,0.0
test_60m,all_heldout,only_wikipedia_en,interaction_candidate,256,43,OUT_OF_TRAINING_SUPPORT,43,1,True,0.0
test_60m,all_heldout,only_dm_mathematics,ridge_v1.3,256,59,OUT_OF_TRAINING_SUPPORT,169,2,True,0.0014892828730013
test_60m,all_heldout,only_dm_mathematics,interaction_candidate,256,59,OUT_OF_TRAINING_SUPPORT,169,2,True,0.0014892828730013
test_60m,all_heldout,only_github,ridge_v1.3,256,7,OUT_OF_TRAINING_SUPPORT,7,1,True,0.0
test_60m,all_heldout,only_github,interaction_candidate,256,237,OUT_OF_TRAINING_SUPPORT,7,9,True,0.024595162583062075
test_60m,all_heldout,only_stackexchange,ridge_v1.3,256,49,OUT_OF_TRAINING_SUPPORT,106,4,True,0.005764689024078003
test_60m,all_heldout,only_stackexchange,interaction_candidate,256,49,OUT_OF_TRAINING_SUPPORT,106,4,True,0.005764689024078003
test_60m,all_heldout,only_gutenberg_pg_19,ridge_v1.3,256,157,OUT_OF_TRAINING_SUPPORT,157,1,True,0.0
test_60m,all_heldout,only_gutenberg_pg_19,interaction_candidate,256,157,OUT_OF_TRAINING_SUPPORT,157,1,True,0.0
test_60m,all_heldout,only_pile_cc,ridge_v1.3,256,185,OUT_OF_TRAINING_SUPPORT,217,2,True,0.0009577923609291386
test_60m,all_heldout,only_pile_cc,interaction_candidate,256,189,OUT_OF_TRAINING_SUPPORT,217,6,True,0.014489518053725413
test_60m,all_heldout,only_ubuntu_irc,ridge_v1.3,256,53,OUT_OF_TRAINING_SUPPORT,190,9,True,0.031628206316914605
test_60m,all_heldout,only_ubuntu_irc,interaction_candidate,256,53,OUT_OF_TRAINING_SUPPORT,190,9,True,0.031628206316914605
test_60m,all_heldout,only_hackernews,ridge_v1.3,256,170,OUT_OF_TRAINING_SUPPORT,170,1,True,0.0
test_60m,all_heldout,only_hackernews,interaction_candidate,256,170,OUT_OF_TRAINING_SUPPORT,170,1,True,0.0
test_60m,all_heldout,only_pubmed_abstracts,ridge_v1.3,256,81,OUT_OF_TRAINING_SUPPORT,81,1,True,0.0
test_60m,all_heldout,only_pubmed_abstracts,interaction_candidate,256,81,OUT_OF_TRAINING_SUPPORT,81,1,True,0.0
test_60m,all_heldout,only_uspto_backgrounds,ridge_v1.3,256,101,OUT_OF_TRAINING_SUPPORT,209,2,True,0.0016701145086313021
test_60m,all_heldout,only_uspto_backgrounds,interaction_candidate,256,101,OUT_OF_TRAINING_SUPPORT,209,2,True,0.0016701145086313021
test_60m,all_heldout,dirichlet_sparse_000,ridge_v1.3,256,81,OUT_OF_TRAINING_SUPPORT,107,6,True,0.023540705771428614
test_60m,all_heldout,dirichlet_sparse_000,interaction_candidate,256,81,OUT_OF_TRAINING_SUPPORT,107,6,True,0.023540705771428614
test_60m,all_heldout,dirichlet_sparse_001,ridge_v1.3,256,59,OUT_OF_TRAINING_SUPPORT,203,11,True,0.0328708867766173
test_60m,all_heldout,dirichlet_sparse_001,interaction_candidate,256,167,OUT_OF_TRAINING_SUPPORT,203,12,True,0.03398692957962439
test_60m,all_heldout,dirichlet_sparse_002,ridge_v1.3,256,59,OUT_OF_TRAINING_SUPPORT,242,16,True,0.03974468547343718
test_60m,all_heldout,dirichlet_sparse_002,interaction_candidate,256,167,OUT_OF_TRAINING_SUPPORT,242,41,False,0.0750220291594034
test_60m,all_heldout,dirichlet_sparse_003,ridge_v1.3,256,59,OUT_OF_TRAINING_SUPPORT,35,12,True,0.022278156357445282
test_60m,all_heldout,dirichlet_sparse_003,interaction_candidate,256,59,OUT_OF_TRAINING_SUPPORT,35,12,True,0.022278156357445282
test_60m,all_heldout,dirichlet_sparse_004,ridge_v1.3,256,59,OUT_OF_TRAINING_SUPPORT,243,13,True,0.1167744288281597
test_60m,all_heldout,dirichlet_sparse_004,interaction_candidate,256,72,OUT_OF_TRAINING_SUPPORT,243,9,True,0.10619756100797884
test_60m,all_heldout,dirichlet_sparse_005,ridge_v1.3,256,59,OUT_OF_TRAINING_SUPPORT,72,3,True,0.01672434192199838
test_60m,all_heldout,dirichlet_sparse_005,interaction_candidate,256,59,OUT_OF_TRAINING_SUPPORT,72,3,True,0.01672434192199838
test_60m,all_heldout,dirichlet_sparse_006,ridge_v1.3,256,146,OUT_OF_TRAINING_SUPPORT,165,85,False,0.23600957509576437
test_60m,all_heldout,dirichlet_sparse_006,interaction_candidate,256,93,OUT_OF_TRAINING_SUPPORT,165,75,False,0.21923694269718044
test_60m,all_heldout,dirichlet_sparse_007,ridge_v1.3,256,192,OUT_OF_TRAINING_SUPPORT,50,4,True,0.03742981833185151
test_60m,all_heldout,dirichlet_sparse_007,interaction_candidate,256,237,OUT_OF_TRAINING_SUPPORT,50,151,False,0.23918555445671025
test_60m,all_heldout,dirichlet_sparse_008,ridge_v1.3,256,146,OUT_OF_TRAINING_SUPPORT,164,38,False,0.18950273882907592
test_60m,all_heldout,dirichlet_sparse_008,interaction_candidate,256,146,OUT_OF_TRAINING_SUPPORT,164,38,False,0.18950273882907592
test_60m,all_heldout,dirichlet_sparse_009,ridge_v1.3,256,240,OUT_OF_TRAINING_SUPPORT,219,18,True,0.09700357515846313
test_60m,all_heldout,dirichlet_sparse_009,interaction_candidate,256,240,OUT_OF_TRAINING_SUPPORT,219,18,True,0.09700357515846313
test_60m,all_heldout,dirichlet_sparse_010,ridge_v1.3,256,73,OUT_OF_TRAINING_SUPPORT,166,55,False,0.2047580984604179
test_60m,all_heldout,dirichlet_sparse_010,interaction_candidate,256,127,OUT_OF_TRAINING_SUPPORT,166,7,True,0.050950181715495355
test_60m,all_heldout,dirichlet_sparse_011,ridge_v1.3,256,146,OUT_OF_TRAINING_SUPPORT,119,9,True,0.07418938284439178
test_60m,all_heldout,dirichlet_sparse_011,interaction_candidate,256,146,OUT_OF_TRAINING_SUPPORT,119,9,True,0.07418938284439178
test_60m,all_heldout,dirichlet_sparse_012,ridge_v1.3,256,53,OUT_OF_TRAINING_SUPPORT,172,25,True,0.11375074188764302
test_60m,all_heldout,dirichlet_sparse_012,interaction_candidate,256,53,OUT_OF_TRAINING_SUPPORT,172,25,True,0.11375074188764302
test_60m,all_heldout,dirichlet_sparse_013,ridge_v1.3,256,240,OUT_OF_TRAINING_SUPPORT,207,45,False,0.1379049967348961
test_60m,all_heldout,dirichlet_sparse_013,interaction_candidate,256,135,OUT_OF_TRAINING_SUPPORT,207,53,False,0.1513730730750975
test_60m,all_heldout,dirichlet_sparse_014,ridge_v1.3,256,240,OUT_OF_TRAINING_SUPPORT,242,4,True,0.0209211768270558
test_60m,all_heldout,dirichlet_sparse_014,interaction_candidate,256,240,OUT_OF_TRAINING_SUPPORT,242,4,True,0.0209211768270558
test_60m,all_heldout,dirichlet_sparse_015,ridge_v1.3,256,157,OUT_OF_TRAINING_SUPPORT,131,4,True,0.02554412474209332
test_60m,all_heldout,dirichlet_sparse_015,interaction_candidate,256,157,OUT_OF_TRAINING_SUPPORT,131,4,True,0.02554412474209332
test_60m,all_heldout,dirichlet_sparse_016,ridge_v1.3,256,59,OUT_OF_TRAINING_SUPPORT,219,2,True,0.0116564175655189
test_60m,all_heldout,dirichlet_sparse_016,interaction_candidate,256,59,OUT_OF_TRAINING_SUPPORT,219,2,True,0.0116564175655189
test_60m,all_heldout,dirichlet_sparse_017,ridge_v1.3,256,238,OUT_OF_TRAINING_SUPPORT,165,16,True,0.07782611182222637
test_60m,all_heldout,dirichlet_sparse_017,interaction_candidate,256,221,OUT_OF_TRAINING_SUPPORT,165,14,True,0.07421399521988012
test_60m,all_heldout,dirichlet_sparse_018,ridge_v1.3,256,63,OUT_OF_TRAINING_SUPPORT,155,76,False,0.24472431687350396
test_60m,all_heldout,dirichlet_sparse_018,interaction_candidate,256,127,OUT_OF_TRAINING_SUPPORT,155,4,True,0.03344012151238583
test_60m,all_heldout,dirichlet_sparse_019,ridge_v1.3,256,27,OUT_OF_TRAINING_SUPPORT,32,6,True,0.028709794244227323
test_60m,all_heldout,dirichlet_sparse_019,interaction_candidate,256,27,OUT_OF_TRAINING_SUPPORT,32,6,True,0.028709794244227323
test_60m,all_heldout,dirichlet_sparse_020,ridge_v1.3,256,93,OUT_OF_TRAINING_SUPPORT,6,80,False,0.1266431649141638
test_60m,all_heldout,dirichlet_sparse_020,interaction_candidate,256,237,OUT_OF_TRAINING_SUPPORT,6,15,True,0.05134950593117875
test_60m,all_heldout,dirichlet_sparse_021,ridge_v1.3,256,93,OUT_OF_TRAINING_SUPPORT,6,35,False,0.06116001165505364
test_60m,all_heldout,dirichlet_sparse_021,interaction_candidate,256,237,OUT_OF_TRAINING_SUPPORT,6,77,False,0.09293567047197826
test_60m,all_heldout,dirichlet_sparse_022,ridge_v1.3,256,53,OUT_OF_TRAINING_SUPPORT,32,6,True,0.04840910212682672
test_60m,all_heldout,dirichlet_sparse_022,interaction_candidate,256,53,OUT_OF_TRAINING_SUPPORT,32,6,True,0.04840910212682672
test_60m,all_heldout,dirichlet_sparse_023,ridge_v1.3,256,59,OUT_OF_TRAINING_SUPPORT,176,22,True,0.03413502676829238
test_60m,all_heldout,dirichlet_sparse_023,interaction_candidate,256,59,OUT_OF_TRAINING_SUPPORT,176,22,True,0.03413502676829238
test_60m,all_heldout,dirichlet_sparse_024,ridge_v1.3,256,133,OUT_OF_TRAINING_SUPPORT,38,12,True,0.03606002216751587
test_60m,all_heldout,dirichlet_sparse_024,interaction_candidate,256,38,OUT_OF_TRAINING_SUPPORT,38,1,True,0.0
test_60m,all_heldout,dirichlet_sparse_025,ridge_v1.3,256,187,OUT_OF_TRAINING_SUPPORT,75,5,True,0.051673618317312826
test_60m,all_heldout,dirichlet_sparse_025,interaction_candidate,256,187,OUT_OF_TRAINING_SUPPORT,75,5,True,0.051673618317312826
test_60m,all_heldout,dirichlet_sparse_026,ridge_v1.3,256,43,OUT_OF_TRAINING_SUPPORT,187,6,True,0.03159842096794781
test_60m,all_heldout,dirichlet_sparse_026,interaction_candidate,256,43,OUT_OF_TRAINING_SUPPORT,187,6,True,0.03159842096794781
test_60m,all_heldout,dirichlet_sparse_027,ridge_v1.3,256,57,OUT_OF_TRAINING_SUPPORT,102,73,False,0.14045416108844305
test_60m,all_heldout,dirichlet_sparse_027,interaction_candidate,256,201,OUT_OF_TRAINING_SUPPORT,102,26,True,0.06526289575862498
test_60m,all_heldout,dirichlet_sparse_028,ridge_v1.3,256,23,OUT_OF_TRAINING_SUPPORT,23,1,True,0.0
test_60m,all_heldout,dirichlet_sparse_028,interaction_candidate,256,23,OUT_OF_TRAINING_SUPPORT,23,1,True,0.0
test_60m,all_heldout,dirichlet_sparse_029,ridge_v1.3,256,53,OUT_OF_TRAINING_SUPPORT,45,16,True,0.0728583803669755
test_60m,all_heldout,dirichlet_sparse_029,interaction_candidate,256,53,OUT_OF_TRAINING_SUPPORT,45,16,True,0.0728583803669755
test_60m,all_heldout,dirichlet_sparse_030,ridge_v1.3,256,157,OUT_OF_TRAINING_SUPPORT,157,1,True,0.0
test_60m,all_heldout,dirichlet_sparse_030,interaction_candidate,256,157,OUT_OF_TRAINING_SUPPORT,157,1,True,0.0
test_60m,all_heldout,dirichlet_sparse_031,ridge_v1.3,256,53,OUT_OF_TRAINING_SUPPORT,58,8,True,0.027121099681205067
test_60m,all_heldout,dirichlet_sparse_031,interaction_candidate,256,53,OUT_OF_TRAINING_SUPPORT,58,8,True,0.027121099681205067
test_60m,all_heldout,dirichlet_sparse_032,ridge_v1.3,256,7,OUT_OF_TRAINING_SUPPORT,207,42,False,0.053033835280762706
test_60m,all_heldout,dirichlet_sparse_032,interaction_candidate,256,237,OUT_OF_TRAINING_SUPPORT,207,38,False,0.04994949746328751
test_60m,all_heldout,dirichlet_sparse_033,ridge_v1.3,256,153,OUT_OF_TRAINING_SUPPORT,108,12,True,0.06069766015540112
test_60m,all_heldout,dirichlet_sparse_033,interaction_candidate,256,153,OUT_OF_TRAINING_SUPPORT,108,12,True,0.06069766015540112
test_60m,all_heldout,dirichlet_sparse_034,ridge_v1.3,256,59,OUT_OF_TRAINING_SUPPORT,72,2,True,0.050231638596585346
test_60m,all_heldout,dirichlet_sparse_034,interaction_candidate,256,167,OUT_OF_TRAINING_SUPPORT,72,22,True,0.10925737093004373
test_60m,all_heldout,dirichlet_sparse_035,ridge_v1.3,256,161,OUT_OF_TRAINING_SUPPORT,161,1,True,0.0
test_60m,all_heldout,dirichlet_sparse_035,interaction_candidate,256,53,OUT_OF_TRAINING_SUPPORT,161,6,True,0.08152183667882015
test_60m,all_heldout,dirichlet_sparse_036,ridge_v1.3,256,26,OUT_OF_TRAINING_SUPPORT,62,203,False,0.4056652874986911
test_60m,all_heldout,dirichlet_sparse_036,interaction_candidate,256,228,OUT_OF_TRAINING_SUPPORT,62,8,True,0.04597983771077704
test_60m,all_heldout,dirichlet_sparse_037,ridge_v1.3,256,192,OUT_OF_TRAINING_SUPPORT,192,1,True,0.0
test_60m,all_heldout,dirichlet_sparse_037,interaction_candidate,256,192,OUT_OF_TRAINING_SUPPORT,192,1,True,0.0
test_60m,all_heldout,dirichlet_sparse_038,ridge_v1.3,256,59,OUT_OF_TRAINING_SUPPORT,199,16,True,0.0791753949006907
test_60m,all_heldout,dirichlet_sparse_038,interaction_candidate,256,59,OUT_OF_TRAINING_SUPPORT,199,16,True,0.0791753949006907
test_60m,all_heldout,dirichlet_sparse_039,ridge_v1.3,256,53,OUT_OF_TRAINING_SUPPORT,130,75,False,0.17379135998040218
test_60m,all_heldout,dirichlet_sparse_039,interaction_candidate,256,130,OUT_OF_TRAINING_SUPPORT,130,1,True,0.0
test_60m,all_heldout,dirichlet_sparse_040,ridge_v1.3,256,49,OUT_OF_TRAINING_SUPPORT,117,18,True,0.03077457962353965
test_60m,all_heldout,dirichlet_sparse_040,interaction_candidate,256,49,OUT_OF_TRAINING_SUPPORT,117,18,True,0.03077457962353965
test_60m,all_heldout,dirichlet_sparse_041,ridge_v1.3,256,54,OUT_OF_TRAINING_SUPPORT,189,81,False,0.24626996915388907
test_60m,all_heldout,dirichlet_sparse_041,interaction_candidate,256,228,OUT_OF_TRAINING_SUPPORT,189,23,True,0.11645963247662047
test_60m,all_heldout,dirichlet_sparse_042,ridge_v1.3,256,87,OUT_OF_TRAINING_SUPPORT,206,176,False,0.4271119514928761
test_60m,all_heldout,dirichlet_sparse_042,interaction_candidate,256,69,OUT_OF_TRAINING_SUPPORT,206,6,True,0.03368444196439815
test_60m,all_heldout,dirichlet_sparse_043,ridge_v1.3,256,213,OUT_OF_TRAINING_SUPPORT,200,45,False,0.136174156975316
test_60m,all_heldout,dirichlet_sparse_043,interaction_candidate,256,20,OUT_OF_TRAINING_SUPPORT,200,119,False,0.23427632158610015
test_60m,all_heldout,dirichlet_sparse_044,ridge_v1.3,256,7,OUT_OF_TRAINING_SUPPORT,241,49,False,0.08731438896905784
test_60m,all_heldout,dirichlet_sparse_044,interaction_candidate,256,237,OUT_OF_TRAINING_SUPPORT,241,29,False,0.0663799446504345
test_60m,all_heldout,dirichlet_sparse_045,ridge_v1.3,256,59,OUT_OF_TRAINING_SUPPORT,59,1,True,0.0
test_60m,all_heldout,dirichlet_sparse_045,interaction_candidate,256,59,OUT_OF_TRAINING_SUPPORT,59,1,True,0.0
test_60m,all_heldout,dirichlet_sparse_046,ridge_v1.3,256,59,OUT_OF_TRAINING_SUPPORT,219,3,True,0.04205882460560274
test_60m,all_heldout,dirichlet_sparse_046,interaction_candidate,256,59,OUT_OF_TRAINING_SUPPORT,219,3,True,0.04205882460560274
test_60m,all_heldout,dirichlet_sparse_047,ridge_v1.3,256,221,OUT_OF_TRAINING_SUPPORT,226,13,True,0.08521326505538149
test_60m,all_heldout,dirichlet_sparse_047,interaction_candidate,256,221,OUT_OF_TRAINING_SUPPORT,226,13,True,0.08521326505538149
test_60m,all_heldout,dirichlet_sparse_048,ridge_v1.3,256,240,OUT_OF_TRAINING_SUPPORT,96,42,False,0.114108144670795
test_60m,all_heldout,dirichlet_sparse_048,interaction_candidate,256,175,OUT_OF_TRAINING_SUPPORT,96,43,False,0.11427106311827354
test_60m,all_heldout,dirichlet_sparse_049,ridge_v1.3,256,240,OUT_OF_TRAINING_SUPPORT,240,1,True,0.0
test_60m,all_heldout,dirichlet_sparse_049,interaction_candidate,256,49,OUT_OF_TRAINING_SUPPORT,240,21,True,0.051754281298553306
test_60m,all_heldout,dirichlet_sparse_050,ridge_v1.3,256,140,OUT_OF_TRAINING_SUPPORT,45,6,True,0.046142662750340874
test_60m,all_heldout,dirichlet_sparse_050,interaction_candidate,256,45,OUT_OF_TRAINING_SUPPORT,45,1,True,0.0
test_60m,all_heldout,dirichlet_sparse_051,ridge_v1.3,256,54,OUT_OF_TRAINING_SUPPORT,245,6,True,0.03601724455442791
test_60m,all_heldout,dirichlet_sparse_051,interaction_candidate,256,20,OUT_OF_TRAINING_SUPPORT,245,52,False,0.1437258752534474
test_60m,all_heldout,dirichlet_sparse_052,ridge_v1.3,256,224,OUT_OF_TRAINING_SUPPORT,107,100,False,0.22301817808879526
test_60m,all_heldout,dirichlet_sparse_052,interaction_candidate,256,53,OUT_OF_TRAINING_SUPPORT,107,4,True,0.012144549057545376
test_60m,all_heldout,dirichlet_sparse_053,ridge_v1.3,256,124,OUT_OF_TRAINING_SUPPORT,254,5,True,0.01025383023805774
test_60m,all_heldout,dirichlet_sparse_053,interaction_candidate,256,124,OUT_OF_TRAINING_SUPPORT,254,5,True,0.01025383023805774
test_60m,all_heldout,dirichlet_sparse_054,ridge_v1.3,256,146,OUT_OF_TRAINING_SUPPORT,35,39,False,0.1178516931862992
test_60m,all_heldout,dirichlet_sparse_054,interaction_candidate,256,146,OUT_OF_TRAINING_SUPPORT,35,39,False,0.1178516931862992
test_60m,all_heldout,dirichlet_sparse_055,ridge_v1.3,256,53,OUT_OF_TRAINING_SUPPORT,140,12,True,0.06944070963195147
test_60m,all_heldout,dirichlet_sparse_055,interaction_candidate,256,53,OUT_OF_TRAINING_SUPPORT,140,12,True,0.06944070963195147
test_60m,all_heldout,dirichlet_sparse_056,ridge_v1.3,256,146,OUT_OF_TRAINING_SUPPORT,155,198,False,0.45904991304594517
test_60m,all_heldout,dirichlet_sparse_056,interaction_candidate,256,69,OUT_OF_TRAINING_SUPPORT,155,24,True,0.12497275190492739
test_60m,all_heldout,dirichlet_sparse_057,ridge_v1.3,256,59,OUT_OF_TRAINING_SUPPORT,224,27,False,0.03770343581999441
test_60m,all_heldout,dirichlet_sparse_057,interaction_candidate,256,59,OUT_OF_TRAINING_SUPPORT,224,27,False,0.03770343581999441
test_60m,all_heldout,dirichlet_sparse_058,ridge_v1.3,256,26,OUT_OF_TRAINING_SUPPORT,5,17,True,0.05362313420143351
test_60m,all_heldout,dirichlet_sparse_058,interaction_candidate,256,20,OUT_OF_TRAINING_SUPPORT,5,3,True,0.01802034903885612
test_60m,all_heldout,dirichlet_sparse_059,ridge_v1.3,256,26,OUT_OF_TRAINING_SUPPORT,244,212,False,0.3872060817481835
test_60m,all_heldout,dirichlet_sparse_059,interaction_candidate,256,20,OUT_OF_TRAINING_SUPPORT,244,102,False,0.21163580625043027
test_60m,all_heldout,dirichlet_sparse_060,ridge_v1.3,256,146,OUT_OF_TRAINING_SUPPORT,119,20,True,0.08562458618445211
test_60m,all_heldout,dirichlet_sparse_060,interaction_candidate,256,146,OUT_OF_TRAINING_SUPPORT,119,20,True,0.08562458618445211
test_60m,all_heldout,dirichlet_sparse_061,ridge_v1.3,256,117,OUT_OF_TRAINING_SUPPORT,163,9,True,0.013054465996744476
test_60m,all_heldout,dirichlet_sparse_061,interaction_candidate,256,49,OUT_OF_TRAINING_SUPPORT,163,50,False,0.07349824829399451
test_60m,all_heldout,dirichlet_sparse_062,ridge_v1.3,256,87,OUT_OF_TRAINING_SUPPORT,44,185,False,0.46230597986475147
test_60m,all_heldout,dirichlet_sparse_062,interaction_candidate,256,215,OUT_OF_TRAINING_SUPPORT,44,4,True,0.06582183377344698
test_60m,all_heldout,dirichlet_sparse_063,ridge_v1.3,256,7,OUT_OF_TRAINING_SUPPORT,145,135,False,0.18645799169888486
test_60m,all_heldout,dirichlet_sparse_063,interaction_candidate,256,237,OUT_OF_TRAINING_SUPPORT,145,97,False,0.13377755314458792
test_60m,all_heldout,dirichlet_sparse_064,ridge_v1.3,256,26,OUT_OF_TRAINING_SUPPORT,123,60,False,0.10175768605049149
test_60m,all_heldout,dirichlet_sparse_064,interaction_candidate,256,20,OUT_OF_TRAINING_SUPPORT,123,21,True,0.057120003775316314
test_60m,all_heldout,dirichlet_sparse_065,ridge_v1.3,256,146,OUT_OF_TRAINING_SUPPORT,40,223,False,0.5340795765249866
test_60m,all_heldout,dirichlet_sparse_065,interaction_candidate,256,135,OUT_OF_TRAINING_SUPPORT,40,146,False,0.3457157220808724
test_60m,all_heldout,dirichlet_sparse_066,ridge_v1.3,256,54,OUT_OF_TRAINING_SUPPORT,245,68,False,0.1621117993618458
test_60m,all_heldout,dirichlet_sparse_066,interaction_candidate,256,20,OUT_OF_TRAINING_SUPPORT,245,48,False,0.12955725489679423
test_60m,all_heldout,dirichlet_sparse_067,ridge_v1.3,256,53,OUT_OF_TRAINING_SUPPORT,58,17,True,0.05187879649738897
test_60m,all_heldout,dirichlet_sparse_067,interaction_candidate,256,53,OUT_OF_TRAINING_SUPPORT,58,17,True,0.05187879649738897
test_60m,all_heldout,dirichlet_sparse_068,ridge_v1.3,256,185,OUT_OF_TRAINING_SUPPORT,194,11,True,0.05637495585571766
test_60m,all_heldout,dirichlet_sparse_068,interaction_candidate,256,189,OUT_OF_TRAINING_SUPPORT,194,19,True,0.08262678850765055
test_60m,all_heldout,dirichlet_sparse_069,ridge_v1.3,256,43,OUT_OF_TRAINING_SUPPORT,248,9,True,0.04484690246198216
test_60m,all_heldout,dirichlet_sparse_069,interaction_candidate,256,43,OUT_OF_TRAINING_SUPPORT,248,9,True,0.04484690246198216
test_60m,all_heldout,dirichlet_sparse_070,ridge_v1.3,256,73,OUT_OF_TRAINING_SUPPORT,81,7,True,0.05220316674207132
test_60m,all_heldout,dirichlet_sparse_070,interaction_candidate,256,73,OUT_OF_TRAINING_SUPPORT,81,7,True,0.05220316674207132
test_60m,all_heldout,dirichlet_sparse_071,ridge_v1.3,256,240,OUT_OF_TRAINING_SUPPORT,240,1,True,0.0
test_60m,all_heldout,dirichlet_sparse_071,interaction_candidate,256,49,OUT_OF_TRAINING_SUPPORT,240,28,False,0.0923406128366625
test_60m,all_heldout,dirichlet_sparse_072,ridge_v1.3,256,43,OUT_OF_TRAINING_SUPPORT,142,19,True,0.09540324926974617
