weight_scenario,quality_score_scope,quality_policy,model,n_feasible_observed_recipes,selected_index,objective_relative,max_domain_share,unknown_QA_share
dirichlet_sparse_017,A2_A3_extended_sensitivity,quality_direct,interaction_candidate,92,78,-0.04502699905178535,0.471,0.49100000000000005
dirichlet_sparse_017,A2_A3_extended_sensitivity,quality_direct_and_near,ridge_v1.3,108,30,-0.0638343217532143,0.4215784215784216,0.4285714285714286
dirichlet_sparse_017,A2_A3_extended_sensitivity,quality_direct_and_near,interaction_candidate,108,172,-0.043463078763781623,0.32967032967032966,0.4185814185814186
dirichlet_sparse_018,A1_sample_primary,unconstrained,ridge_v1.3,512,467,-0.16723131102878722,0.6463536463536463,0.8601398601398601
dirichlet_sparse_018,A1_sample_primary,unconstrained,interaction_candidate,512,274,-0.1395054260318742,0.572,0.848
dirichlet_sparse_018,A1_sample_primary,quality_direct,ridge_v1.3,91,139,-0.04936390462562942,0.201,0.342
dirichlet_sparse_018,A1_sample_primary,quality_direct,interaction_candidate,91,78,-0.07752887764153674,0.471,0.49100000000000005
dirichlet_sparse_018,A1_sample_primary,quality_direct_and_near,ridge_v1.3,108,384,-0.09779356547770139,0.234,0.413
dirichlet_sparse_018,A1_sample_primary,quality_direct_and_near,interaction_candidate,108,172,-0.0705212126875601,0.32967032967032966,0.4185814185814186
dirichlet_sparse_018,A2_A3_extended_sensitivity,unconstrained,ridge_v1.3,512,467,-0.16723131102878722,0.6463536463536463,0.8601398601398601
dirichlet_sparse_018,A2_A3_extended_sensitivity,unconstrained,interaction_candidate,512,274,-0.1395054260318742,0.572,0.848
dirichlet_sparse_018,A2_A3_extended_sensitivity,quality_direct,ridge_v1.3,92,139,-0.04936390462562942,0.201,0.342
dirichlet_sparse_018,A2_A3_extended_sensitivity,quality_direct,interaction_candidate,92,78,-0.07752887764153674,0.471,0.49100000000000005
dirichlet_sparse_018,A2_A3_extended_sensitivity,quality_direct_and_near,ridge_v1.3,108,384,-0.09779356547770139,0.234,0.413
dirichlet_sparse_018,A2_A3_extended_sensitivity,quality_direct_and_near,interaction_candidate,108,172,-0.0705212126875601,0.32967032967032966,0.4185814185814186
dirichlet_sparse_019,A1_sample_primary,unconstrained,ridge_v1.3,512,224,-0.17818561682795203,0.44,0.788
dirichlet_sparse_019,A1_sample_primary,unconstrained,interaction_candidate,512,224,-0.16001465564117756,0.44,0.788
dirichlet_sparse_019,A1_sample_primary,quality_direct,ridge_v1.3,91,301,-0.13920980998646626,0.36063936063936064,0.2727272727272727
dirichlet_sparse_019,A1_sample_primary,quality_direct,interaction_candidate,91,301,-0.12120484200473078,0.36063936063936064,0.2727272727272727
dirichlet_sparse_019,A1_sample_primary,quality_direct_and_near,ridge_v1.3,108,384,-0.16488957392006567,0.234,0.413
dirichlet_sparse_019,A1_sample_primary,quality_direct_and_near,interaction_candidate,108,384,-0.1420360390399852,0.234,0.413
dirichlet_sparse_019,A2_A3_extended_sensitivity,unconstrained,ridge_v1.3,512,224,-0.17818561682795203,0.44,0.788
dirichlet_sparse_019,A2_A3_extended_sensitivity,unconstrained,interaction_candidate,512,224,-0.16001465564117756,0.44,0.788
dirichlet_sparse_019,A2_A3_extended_sensitivity,quality_direct,ridge_v1.3,92,301,-0.13920980998646626,0.36063936063936064,0.2727272727272727
dirichlet_sparse_019,A2_A3_extended_sensitivity,quality_direct,interaction_candidate,92,301,-0.12120484200473078,0.36063936063936064,0.2727272727272727
dirichlet_sparse_019,A2_A3_extended_sensitivity,quality_direct_and_near,ridge_v1.3,108,384,-0.16488957392006567,0.234,0.413
dirichlet_sparse_019,A2_A3_extended_sensitivity,quality_direct_and_near,interaction_candidate,108,384,-0.1420360390399852,0.234,0.413
dirichlet_sparse_020,A1_sample_primary,unconstrained,ridge_v1.3,512,383,-0.15403259896923654,0.8588588588588588,0.13813813813813813
dirichlet_sparse_020,A1_sample_primary,unconstrained,interaction_candidate,512,437,-0.14693341383639805,0.442,0.154
dirichlet_sparse_020,A1_sample_primary,quality_direct,ridge_v1.3,91,84,-0.07071104616729118,0.3546453546453547,0.2547452547452548
dirichlet_sparse_020,A1_sample_primary,quality_direct,interaction_candidate,91,437,-0.14693341383639805,0.442,0.154
dirichlet_sparse_020,A1_sample_primary,quality_direct_and_near,ridge_v1.3,108,356,-0.09368134351549129,0.47052947052947053,0.2947052947052947
dirichlet_sparse_020,A1_sample_primary,quality_direct_and_near,interaction_candidate,108,437,-0.14693341383639805,0.442,0.154
dirichlet_sparse_020,A2_A3_extended_sensitivity,unconstrained,ridge_v1.3,512,383,-0.15403259896923654,0.8588588588588588,0.13813813813813813
dirichlet_sparse_020,A2_A3_extended_sensitivity,unconstrained,interaction_candidate,512,437,-0.14693341383639805,0.442,0.154
dirichlet_sparse_020,A2_A3_extended_sensitivity,quality_direct,ridge_v1.3,92,84,-0.07071104616729118,0.3546453546453547,0.2547452547452548
dirichlet_sparse_020,A2_A3_extended_sensitivity,quality_direct,interaction_candidate,92,437,-0.14693341383639805,0.442,0.154
dirichlet_sparse_020,A2_A3_extended_sensitivity,quality_direct_and_near,ridge_v1.3,108,356,-0.09368134351549129,0.47052947052947053,0.2947052947052947
dirichlet_sparse_020,A2_A3_extended_sensitivity,quality_direct_and_near,interaction_candidate,108,437,-0.14693341383639805,0.442,0.154
dirichlet_sparse_021,A1_sample_primary,unconstrained,ridge_v1.3,512,383,-0.24565605192202142,0.8588588588588588,0.13813813813813813
dirichlet_sparse_021,A1_sample_primary,unconstrained,interaction_candidate,512,438,-0.17027837875579688,0.3136863136863137,0.3686313686313686
dirichlet_sparse_021,A1_sample_primary,quality_direct,ridge_v1.3,91,84,-0.1062814727237568,0.3546453546453547,0.2547452547452548
dirichlet_sparse_021,A1_sample_primary,quality_direct,interaction_candidate,91,437,-0.14711598683365548,0.442,0.154
dirichlet_sparse_021,A1_sample_primary,quality_direct_and_near,ridge_v1.3,108,356,-0.1234641867509791,0.47052947052947053,0.2947052947052947
dirichlet_sparse_021,A1_sample_primary,quality_direct_and_near,interaction_candidate,108,437,-0.14711598683365548,0.442,0.154
dirichlet_sparse_021,A2_A3_extended_sensitivity,unconstrained,ridge_v1.3,512,383,-0.24565605192202142,0.8588588588588588,0.13813813813813813
dirichlet_sparse_021,A2_A3_extended_sensitivity,unconstrained,interaction_candidate,512,438,-0.17027837875579688,0.3136863136863137,0.3686313686313686
dirichlet_sparse_021,A2_A3_extended_sensitivity,quality_direct,ridge_v1.3,92,84,-0.1062814727237568,0.3546453546453547,0.2547452547452548
dirichlet_sparse_021,A2_A3_extended_sensitivity,quality_direct,interaction_candidate,92,437,-0.14711598683365548,0.442,0.154
dirichlet_sparse_021,A2_A3_extended_sensitivity,quality_direct_and_near,ridge_v1.3,108,356,-0.1234641867509791,0.47052947052947053,0.2947052947052947
dirichlet_sparse_021,A2_A3_extended_sensitivity,quality_direct_and_near,interaction_candidate,108,437,-0.14711598683365548,0.442,0.154
dirichlet_sparse_022,A1_sample_primary,unconstrained,ridge_v1.3,512,492,-0.28907104604357553,0.5470941883767535,0.9789579158316633
dirichlet_sparse_022,A1_sample_primary,unconstrained,interaction_candidate,512,492,-0.2600733298539008,0.5470941883767535,0.9789579158316633
dirichlet_sparse_022,A1_sample_primary,quality_direct,ridge_v1.3,91,84,-0.11242254442142469,0.3546453546453547,0.2547452547452548
dirichlet_sparse_022,A1_sample_primary,quality_direct,interaction_candidate,91,84,-0.0882943871027478,0.3546453546453547,0.2547452547452548
dirichlet_sparse_022,A1_sample_primary,quality_direct_and_near,ridge_v1.3,108,68,-0.1436183532177107,0.445,0.33
dirichlet_sparse_022,A1_sample_primary,quality_direct_and_near,interaction_candidate,108,172,-0.10470438913025483,0.32967032967032966,0.4185814185814186
dirichlet_sparse_022,A2_A3_extended_sensitivity,unconstrained,ridge_v1.3,512,492,-0.28907104604357553,0.5470941883767535,0.9789579158316633
dirichlet_sparse_022,A2_A3_extended_sensitivity,unconstrained,interaction_candidate,512,492,-0.2600733298539008,0.5470941883767535,0.9789579158316633
dirichlet_sparse_022,A2_A3_extended_sensitivity,quality_direct,ridge_v1.3,92,84,-0.11242254442142469,0.3546453546453547,0.2547452547452548
dirichlet_sparse_022,A2_A3_extended_sensitivity,quality_direct,interaction_candidate,92,84,-0.0882943871027478,0.3546453546453547,0.2547452547452548
dirichlet_sparse_022,A2_A3_extended_sensitivity,quality_direct_and_near,ridge_v1.3,108,68,-0.1436183532177107,0.445,0.33
dirichlet_sparse_022,A2_A3_extended_sensitivity,quality_direct_and_near,interaction_candidate,108,172,-0.10470438913025483,0.32967032967032966,0.4185814185814186
dirichlet_sparse_023,A1_sample_primary,unconstrained,ridge_v1.3,512,136,-0.7336798100276867,0.22522522522522523,0.5685685685685684
dirichlet_sparse_023,A1_sample_primary,unconstrained,interaction_candidate,512,136,-0.6696654853784774,0.22522522522522523,0.5685685685685684
dirichlet_sparse_023,A1_sample_primary,quality_direct,ridge_v1.3,91,318,-0.4746933856114745,0.74,0.232
dirichlet_sparse_023,A1_sample_primary,quality_direct,interaction_candidate,91,318,-0.3889835033005638,0.74,0.232
dirichlet_sparse_023,A1_sample_primary,quality_direct_and_near,ridge_v1.3,108,68,-0.6252625965711521,0.445,0.33
dirichlet_sparse_023,A1_sample_primary,quality_direct_and_near,interaction_candidate,108,68,-0.5540918519596474,0.445,0.33
dirichlet_sparse_023,A2_A3_extended_sensitivity,unconstrained,ridge_v1.3,512,136,-0.7336798100276867,0.22522522522522523,0.5685685685685684
dirichlet_sparse_023,A2_A3_extended_sensitivity,unconstrained,interaction_candidate,512,136,-0.6696654853784774,0.22522522522522523,0.5685685685685684
dirichlet_sparse_023,A2_A3_extended_sensitivity,quality_direct,ridge_v1.3,92,318,-0.4746933856114745,0.74,0.232
dirichlet_sparse_023,A2_A3_extended_sensitivity,quality_direct,interaction_candidate,92,318,-0.3889835033005638,0.74,0.232
dirichlet_sparse_023,A2_A3_extended_sensitivity,quality_direct_and_near,ridge_v1.3,108,68,-0.6252625965711521,0.445,0.33
dirichlet_sparse_023,A2_A3_extended_sensitivity,quality_direct_and_near,interaction_candidate,108,68,-0.5540918519596474,0.445,0.33
dirichlet_sparse_024,A1_sample_primary,unconstrained,ridge_v1.3,512,173,-0.16972431996888146,0.5638722554890219,0.9510978043912175
dirichlet_sparse_024,A1_sample_primary,unconstrained,interaction_candidate,512,319,-0.13862438323186488,0.5604395604395604,0.5764235764235764
dirichlet_sparse_024,A1_sample_primary,quality_direct,ridge_v1.3,91,91,-0.1342542535870755,0.45245245245245247,0.5795795795795796
dirichlet_sparse_024,A1_sample_primary,quality_direct,interaction_candidate,91,91,-0.10799819454368045,0.45245245245245247,0.5795795795795796
dirichlet_sparse_024,A1_sample_primary,quality_direct_and_near,ridge_v1.3,108,360,-0.08608788175828594,0.4285714285714286,0.26973026973026976
dirichlet_sparse_024,A1_sample_primary,quality_direct_and_near,interaction_candidate,108,437,-0.10598422791005585,0.442,0.154
dirichlet_sparse_024,A2_A3_extended_sensitivity,unconstrained,ridge_v1.3,512,173,-0.16972431996888146,0.5638722554890219,0.9510978043912175
dirichlet_sparse_024,A2_A3_extended_sensitivity,unconstrained,interaction_candidate,512,319,-0.13862438323186488,0.5604395604395604,0.5764235764235764
dirichlet_sparse_024,A2_A3_extended_sensitivity,quality_direct,ridge_v1.3,92,91,-0.1342542535870755,0.45245245245245247,0.5795795795795796
dirichlet_sparse_024,A2_A3_extended_sensitivity,quality_direct,interaction_candidate,92,91,-0.10799819454368045,0.45245245245245247,0.5795795795795796
dirichlet_sparse_024,A2_A3_extended_sensitivity,quality_direct_and_near,ridge_v1.3,108,360,-0.08608788175828594,0.4285714285714286,0.26973026973026976
dirichlet_sparse_024,A2_A3_extended_sensitivity,quality_direct_and_near,interaction_candidate,108,437,-0.10598422791005585,0.442,0.154
dirichlet_sparse_025,A1_sample_primary,unconstrained,ridge_v1.3,512,364,-0.1373141956169713,0.6476476476476477,0.33733733733733734
dirichlet_sparse_025,A1_sample_primary,unconstrained,interaction_candidate,512,364,-0.11862643622678423,0.6476476476476477,0.33733733733733734
dirichlet_sparse_025,A1_sample_primary,quality_direct,ridge_v1.3,91,484,-0.06802508461630732,0.45545545545545546,0.2072072072072072
dirichlet_sparse_025,A1_sample_primary,quality_direct,interaction_candidate,91,484,-0.0453748136936589,0.45545545545545546,0.2072072072072072
dirichlet_sparse_025,A1_sample_primary,quality_direct_and_near,ridge_v1.3,108,384,-0.07546345030926128,0.234,0.413
dirichlet_sparse_025,A1_sample_primary,quality_direct_and_near,interaction_candidate,108,384,-0.057219059685921364,0.234,0.413
dirichlet_sparse_025,A2_A3_extended_sensitivity,unconstrained,ridge_v1.3,512,364,-0.1373141956169713,0.6476476476476477,0.33733733733733734
dirichlet_sparse_025,A2_A3_extended_sensitivity,unconstrained,interaction_candidate,512,364,-0.11862643622678423,0.6476476476476477,0.33733733733733734
dirichlet_sparse_025,A2_A3_extended_sensitivity,quality_direct,ridge_v1.3,92,484,-0.06802508461630732,0.45545545545545546,0.2072072072072072
dirichlet_sparse_025,A2_A3_extended_sensitivity,quality_direct,interaction_candidate,92,484,-0.0453748136936589,0.45545545545545546,0.2072072072072072
dirichlet_sparse_025,A2_A3_extended_sensitivity,quality_direct_and_near,ridge_v1.3,108,384,-0.07546345030926128,0.234,0.413
dirichlet_sparse_025,A2_A3_extended_sensitivity,quality_direct_and_near,interaction_candidate,108,384,-0.057219059685921364,0.234,0.413
dirichlet_sparse_026,A1_sample_primary,unconstrained,ridge_v1.3,512,171,-0.24947510028358624,0.7087087087087087,0.13813813813813813
dirichlet_sparse_026,A1_sample_primary,unconstrained,interaction_candidate,512,171,-0.23785706139142762,0.7087087087087087,0.13813813813813813
dirichlet_sparse_026,A1_sample_primary,quality_direct,ridge_v1.3,91,285,-0.1060271373162371,0.48648648648648646,0.1021021021021021
dirichlet_sparse_026,A1_sample_primary,quality_direct,interaction_candidate,91,399,-0.08918370006305693,0.4255744255744256,0.18381618381618386
dirichlet_sparse_026,A1_sample_primary,quality_direct_and_near,ridge_v1.3,108,302,-0.13697643804828077,0.3843843843843844,0.16016016016016016
dirichlet_sparse_026,A1_sample_primary,quality_direct_and_near,interaction_candidate,108,302,-0.128105985117022,0.3843843843843844,0.16016016016016016
dirichlet_sparse_026,A2_A3_extended_sensitivity,unconstrained,ridge_v1.3,512,171,-0.24947510028358624,0.7087087087087087,0.13813813813813813
dirichlet_sparse_026,A2_A3_extended_sensitivity,unconstrained,interaction_candidate,512,171,-0.23785706139142762,0.7087087087087087,0.13813813813813813
dirichlet_sparse_026,A2_A3_extended_sensitivity,quality_direct,ridge_v1.3,92,285,-0.1060271373162371,0.48648648648648646,0.1021021021021021
dirichlet_sparse_026,A2_A3_extended_sensitivity,quality_direct,interaction_candidate,92,399,-0.08918370006305693,0.4255744255744256,0.18381618381618386
dirichlet_sparse_026,A2_A3_extended_sensitivity,quality_direct_and_near,ridge_v1.3,108,302,-0.13697643804828077,0.3843843843843844,0.16016016016016016
dirichlet_sparse_026,A2_A3_extended_sensitivity,quality_direct_and_near,interaction_candidate,108,302,-0.128105985117022,0.3843843843843844,0.16016016016016016
dirichlet_sparse_027,A1_sample_primary,unconstrained,ridge_v1.3,512,435,-0.2705993021593635,0.999,0.999
dirichlet_sparse_027,A1_sample_primary,unconstrained,interaction_candidate,512,382,-0.2338056147907712,0.7127127127127126,0.995995995995996
dirichlet_sparse_027,A1_sample_primary,quality_direct,ridge_v1.3,91,26,-0.12282791843241905,0.5145145145145146,0.5635635635635636
dirichlet_sparse_027,A1_sample_primary,quality_direct,interaction_candidate,91,26,-0.11172039594439068,0.5145145145145146,0.5635635635635636
dirichlet_sparse_027,A1_sample_primary,quality_direct_and_near,ridge_v1.3,108,307,-0.07804883483371668,0.55,0.398
dirichlet_sparse_027,A1_sample_primary,quality_direct_and_near,interaction_candidate,108,307,-0.08492517399803773,0.55,0.398
dirichlet_sparse_027,A2_A3_extended_sensitivity,unconstrained,ridge_v1.3,512,435,-0.2705993021593635,0.999,0.999
dirichlet_sparse_027,A2_A3_extended_sensitivity,unconstrained,interaction_candidate,512,382,-0.2338056147907712,0.7127127127127126,0.995995995995996
dirichlet_sparse_027,A2_A3_extended_sensitivity,quality_direct,ridge_v1.3,92,26,-0.12282791843241905,0.5145145145145146,0.5635635635635636
dirichlet_sparse_027,A2_A3_extended_sensitivity,quality_direct,interaction_candidate,92,26,-0.11172039594439068,0.5145145145145146,0.5635635635635636
dirichlet_sparse_027,A2_A3_extended_sensitivity,quality_direct_and_near,ridge_v1.3,108,307,-0.07804883483371668,0.55,0.398
dirichlet_sparse_027,A2_A3_extended_sensitivity,quality_direct_and_near,interaction_candidate,108,307,-0.08492517399803773,0.55,0.398
dirichlet_sparse_028,A1_sample_primary,unconstrained,ridge_v1.3,512,301,-0.20154650243733324,0.36063936063936064,0.2727272727272727
dirichlet_sparse_028,A1_sample_primary,unconstrained,interaction_candidate,512,301,-0.1833918326308903,0.36063936063936064,0.2727272727272727
dirichlet_sparse_028,A1_sample_primary,quality_direct,ridge_v1.3,91,301,-0.20154650243733324,0.36063936063936064,0.2727272727272727
dirichlet_sparse_028,A1_sample_primary,quality_direct,interaction_candidate,91,301,-0.1833918326308903,0.36063936063936064,0.2727272727272727
dirichlet_sparse_028,A1_sample_primary,quality_direct_and_near,ridge_v1.3,108,301,-0.20154650243733324,0.36063936063936064,0.2727272727272727
dirichlet_sparse_028,A1_sample_primary,quality_direct_and_near,interaction_candidate,108,301,-0.1833918326308903,0.36063936063936064,0.2727272727272727
dirichlet_sparse_028,A2_A3_extended_sensitivity,unconstrained,ridge_v1.3,512,301,-0.20154650243733324,0.36063936063936064,0.2727272727272727
dirichlet_sparse_028,A2_A3_extended_sensitivity,unconstrained,interaction_candidate,512,301,-0.1833918326308903,0.36063936063936064,0.2727272727272727
dirichlet_sparse_028,A2_A3_extended_sensitivity,quality_direct,ridge_v1.3,92,301,-0.20154650243733324,0.36063936063936064,0.2727272727272727
dirichlet_sparse_028,A2_A3_extended_sensitivity,quality_direct,interaction_candidate,92,301,-0.1833918326308903,0.36063936063936064,0.2727272727272727
dirichlet_sparse_028,A2_A3_extended_sensitivity,quality_direct_and_near,ridge_v1.3,108,301,-0.20154650243733324,0.36063936063936064,0.2727272727272727
dirichlet_sparse_028,A2_A3_extended_sensitivity,quality_direct_and_near,interaction_candidate,108,301,-0.1833918326308903,0.36063936063936064,0.2727272727272727
dirichlet_sparse_029,A1_sample_primary,unconstrained,ridge_v1.3,512,136,-0.3347501270200074,0.22522522522522523,0.5685685685685684
dirichlet_sparse_029,A1_sample_primary,unconstrained,interaction_candidate,512,136,-0.3050790131974326,0.22522522522522523,0.5685685685685684
dirichlet_sparse_029,A1_sample_primary,quality_direct,ridge_v1.3,91,84,-0.15210564221823855,0.3546453546453547,0.2547452547452548
dirichlet_sparse_029,A1_sample_primary,quality_direct,interaction_candidate,91,301,-0.13649463882870969,0.36063936063936064,0.2727272727272727
dirichlet_sparse_029,A1_sample_primary,quality_direct_and_near,ridge_v1.3,108,384,-0.19700686307337448,0.234,0.413
dirichlet_sparse_029,A1_sample_primary,quality_direct_and_near,interaction_candidate,108,384,-0.1759673105841338,0.234,0.413
dirichlet_sparse_029,A2_A3_extended_sensitivity,unconstrained,ridge_v1.3,512,136,-0.3347501270200074,0.22522522522522523,0.5685685685685684
dirichlet_sparse_029,A2_A3_extended_sensitivity,unconstrained,interaction_candidate,512,136,-0.3050790131974326,0.22522522522522523,0.5685685685685684
dirichlet_sparse_029,A2_A3_extended_sensitivity,quality_direct,ridge_v1.3,92,84,-0.15210564221823855,0.3546453546453547,0.2547452547452548
dirichlet_sparse_029,A2_A3_extended_sensitivity,quality_direct,interaction_candidate,92,301,-0.13649463882870969,0.36063936063936064,0.2727272727272727
dirichlet_sparse_029,A2_A3_extended_sensitivity,quality_direct_and_near,ridge_v1.3,108,384,-0.19700686307337448,0.234,0.413
dirichlet_sparse_029,A2_A3_extended_sensitivity,quality_direct_and_near,interaction_candidate,108,384,-0.1759673105841338,0.234,0.413
dirichlet_sparse_030,A1_sample_primary,unconstrained,ridge_v1.3,512,472,-0.1772111450852437,0.3816183816183816,0.1568431568431568
dirichlet_sparse_030,A1_sample_primary,unconstrained,interaction_candidate,512,472,-0.16210784848816495,0.3816183816183816,0.1568431568431568
dirichlet_sparse_030,A1_sample_primary,quality_direct,ridge_v1.3,91,301,-0.11252756988745616,0.36063936063936064,0.2727272727272727
dirichlet_sparse_030,A1_sample_primary,quality_direct,interaction_candidate,91,301,-0.10199715580721837,0.36063936063936064,0.2727272727272727
dirichlet_sparse_030,A1_sample_primary,quality_direct_and_near,ridge_v1.3,108,472,-0.1772111450852437,0.3816183816183816,0.1568431568431568
dirichlet_sparse_030,A1_sample_primary,quality_direct_and_near,interaction_candidate,108,472,-0.16210784848816495,0.3816183816183816,0.1568431568431568
dirichlet_sparse_030,A2_A3_extended_sensitivity,unconstrained,ridge_v1.3,512,472,-0.1772111450852437,0.3816183816183816,0.1568431568431568
dirichlet_sparse_030,A2_A3_extended_sensitivity,unconstrained,interaction_candidate,512,472,-0.16210784848816495,0.3816183816183816,0.1568431568431568
dirichlet_sparse_030,A2_A3_extended_sensitivity,quality_direct,ridge_v1.3,92,301,-0.11252756988745616,0.36063936063936064,0.2727272727272727
dirichlet_sparse_030,A2_A3_extended_sensitivity,quality_direct,interaction_candidate,92,301,-0.10199715580721837,0.36063936063936064,0.2727272727272727
dirichlet_sparse_030,A2_A3_extended_sensitivity,quality_direct_and_near,ridge_v1.3,108,472,-0.1772111450852437,0.3816183816183816,0.1568431568431568
dirichlet_sparse_030,A2_A3_extended_sensitivity,quality_direct_and_near,interaction_candidate,108,472,-0.16210784848816495,0.3816183816183816,0.1568431568431568
dirichlet_sparse_031,A1_sample_primary,unconstrained,ridge_v1.3,512,136,-0.3767562430987979,0.22522522522522523,0.5685685685685684
dirichlet_sparse_031,A1_sample_primary,unconstrained,interaction_candidate,512,136,-0.3356931365876058,0.22522522522522523,0.5685685685685684
dirichlet_sparse_031,A1_sample_primary,quality_direct,ridge_v1.3,91,84,-0.21385932372959382,0.3546453546453547,0.2547452547452548
dirichlet_sparse_031,A1_sample_primary,quality_direct,interaction_candidate,91,84,-0.19041271745044835,0.3546453546453547,0.2547452547452548
dirichlet_sparse_031,A1_sample_primary,quality_direct_and_near,ridge_v1.3,108,384,-0.22868780651557272,0.234,0.413
dirichlet_sparse_031,A1_sample_primary,quality_direct_and_near,interaction_candidate,108,384,-0.1977199292226333,0.234,0.413
dirichlet_sparse_031,A2_A3_extended_sensitivity,unconstrained,ridge_v1.3,512,136,-0.3767562430987979,0.22522522522522523,0.5685685685685684
dirichlet_sparse_031,A2_A3_extended_sensitivity,unconstrained,interaction_candidate,512,136,-0.3356931365876058,0.22522522522522523,0.5685685685685684
dirichlet_sparse_031,A2_A3_extended_sensitivity,quality_direct,ridge_v1.3,92,84,-0.21385932372959382,0.3546453546453547,0.2547452547452548
dirichlet_sparse_031,A2_A3_extended_sensitivity,quality_direct,interaction_candidate,92,84,-0.19041271745044835,0.3546453546453547,0.2547452547452548
dirichlet_sparse_031,A2_A3_extended_sensitivity,quality_direct_and_near,ridge_v1.3,108,384,-0.22868780651557272,0.234,0.413
dirichlet_sparse_031,A2_A3_extended_sensitivity,quality_direct_and_near,interaction_candidate,108,384,-0.1977199292226333,0.234,0.413
dirichlet_sparse_032,A1_sample_primary,unconstrained,ridge_v1.3,512,292,-0.35615077703864984,0.954,0.045000000000000005
dirichlet_sparse_032,A1_sample_primary,unconstrained,interaction_candidate,512,220,-0.2584524191445467,0.576,0.42200000000000004
dirichlet_sparse_032,A1_sample_primary,quality_direct,ridge_v1.3,91,301,-0.11297012010927548,0.36063936063936064,0.2727272727272727
dirichlet_sparse_032,A1_sample_primary,quality_direct,interaction_candidate,91,437,-0.2313737821803509,0.442,0.154
dirichlet_sparse_032,A1_sample_primary,quality_direct_and_near,ridge_v1.3,108,360,-0.15029745938173178,0.4285714285714286,0.26973026973026976
dirichlet_sparse_032,A1_sample_primary,quality_direct_and_near,interaction_candidate,108,437,-0.2313737821803509,0.442,0.154
dirichlet_sparse_032,A2_A3_extended_sensitivity,unconstrained,ridge_v1.3,512,292,-0.35615077703864984,0.954,0.045000000000000005
dirichlet_sparse_032,A2_A3_extended_sensitivity,unconstrained,interaction_candidate,512,220,-0.2584524191445467,0.576,0.42200000000000004
dirichlet_sparse_032,A2_A3_extended_sensitivity,quality_direct,ridge_v1.3,92,301,-0.11297012010927548,0.36063936063936064,0.2727272727272727
dirichlet_sparse_032,A2_A3_extended_sensitivity,quality_direct,interaction_candidate,92,437,-0.2313737821803509,0.442,0.154
dirichlet_sparse_032,A2_A3_extended_sensitivity,quality_direct_and_near,ridge_v1.3,108,360,-0.15029745938173178,0.4285714285714286,0.26973026973026976
dirichlet_sparse_032,A2_A3_extended_sensitivity,quality_direct_and_near,interaction_candidate,108,437,-0.2313737821803509,0.442,0.154
dirichlet_sparse_033,A1_sample_primary,unconstrained,ridge_v1.3,512,155,-0.09807799930063552,0.4724724724724724,0.6126126126126126
dirichlet_sparse_033,A1_sample_primary,unconstrained,interaction_candidate,512,155,-0.07700885933275978,0.4724724724724724,0.6126126126126126
dirichlet_sparse_033,A1_sample_primary,quality_direct,ridge_v1.3,91,301,-0.06924114596746803,0.36063936063936064,0.2727272727272727
dirichlet_sparse_033,A1_sample_primary,quality_direct,interaction_candidate,91,301,-0.0506137697114001,0.36063936063936064,0.2727272727272727
dirichlet_sparse_033,A1_sample_primary,quality_direct_and_near,ridge_v1.3,108,172,-0.08473843399942825,0.32967032967032966,0.4185814185814186
dirichlet_sparse_033,A1_sample_primary,quality_direct_and_near,interaction_candidate,108,172,-0.058441527418148634,0.32967032967032966,0.4185814185814186
dirichlet_sparse_033,A2_A3_extended_sensitivity,unconstrained,ridge_v1.3,512,155,-0.09807799930063552,0.4724724724724724,0.6126126126126126
dirichlet_sparse_033,A2_A3_extended_sensitivity,unconstrained,interaction_candidate,512,155,-0.07700885933275978,0.4724724724724724,0.6126126126126126
dirichlet_sparse_033,A2_A3_extended_sensitivity,quality_direct,ridge_v1.3,92,301,-0.06924114596746803,0.36063936063936064,0.2727272727272727
dirichlet_sparse_033,A2_A3_extended_sensitivity,quality_direct,interaction_candidate,92,301,-0.0506137697114001,0.36063936063936064,0.2727272727272727
dirichlet_sparse_033,A2_A3_extended_sensitivity,quality_direct_and_near,ridge_v1.3,108,172,-0.08473843399942825,0.32967032967032966,0.4185814185814186
dirichlet_sparse_033,A2_A3_extended_sensitivity,quality_direct_and_near,interaction_candidate,108,172,-0.058441527418148634,0.32967032967032966,0.4185814185814186
dirichlet_sparse_034,A1_sample_primary,unconstrained,ridge_v1.3,512,136,-0.42410967140896244,0.22522522522522523,0.5685685685685684
dirichlet_sparse_034,A1_sample_primary,unconstrained,interaction_candidate,512,136,-0.36072098840605954,0.22522522522522523,0.5685685685685684
dirichlet_sparse_034,A1_sample_primary,quality_direct,ridge_v1.3,91,318,-0.33152643453574127,0.74,0.232
dirichlet_sparse_034,A1_sample_primary,quality_direct,interaction_candidate,91,318,-0.21402270967157813,0.74,0.232
dirichlet_sparse_034,A1_sample_primary,quality_direct_and_near,ridge_v1.3,108,68,-0.35112608118660976,0.445,0.33
dirichlet_sparse_034,A1_sample_primary,quality_direct_and_near,interaction_candidate,108,68,-0.2766492686954401,0.445,0.33
dirichlet_sparse_034,A2_A3_extended_sensitivity,unconstrained,ridge_v1.3,512,136,-0.42410967140896244,0.22522522522522523,0.5685685685685684
dirichlet_sparse_034,A2_A3_extended_sensitivity,unconstrained,interaction_candidate,512,136,-0.36072098840605954,0.22522522522522523,0.5685685685685684
