weight_scenario,quality_score_scope,quality_policy,model,n_feasible_observed_recipes,selected_index,objective_relative,max_domain_share,unknown_QA_share
dirichlet_sparse_085,A2_A3_extended_sensitivity,quality_direct_and_near,interaction_candidate,108,384,-0.11694871264526199,0.234,0.413
dirichlet_sparse_086,A1_sample_primary,unconstrained,ridge_v1.3,512,502,-0.1986672651790281,0.37074148296593185,0.5841683366733467
dirichlet_sparse_086,A1_sample_primary,unconstrained,interaction_candidate,512,502,-0.18329945130806033,0.37074148296593185,0.5841683366733467
dirichlet_sparse_086,A1_sample_primary,quality_direct,ridge_v1.3,91,318,-0.08446329703702737,0.74,0.232
dirichlet_sparse_086,A1_sample_primary,quality_direct,interaction_candidate,91,212,-0.06325550784793589,0.32867132867132864,0.17782217782217777
dirichlet_sparse_086,A1_sample_primary,quality_direct_and_near,ridge_v1.3,108,68,-0.1800657802212694,0.445,0.33
dirichlet_sparse_086,A1_sample_primary,quality_direct_and_near,interaction_candidate,108,68,-0.1432369607836686,0.445,0.33
dirichlet_sparse_086,A2_A3_extended_sensitivity,unconstrained,ridge_v1.3,512,502,-0.1986672651790281,0.37074148296593185,0.5841683366733467
dirichlet_sparse_086,A2_A3_extended_sensitivity,unconstrained,interaction_candidate,512,502,-0.18329945130806033,0.37074148296593185,0.5841683366733467
dirichlet_sparse_086,A2_A3_extended_sensitivity,quality_direct,ridge_v1.3,92,318,-0.08446329703702737,0.74,0.232
dirichlet_sparse_086,A2_A3_extended_sensitivity,quality_direct,interaction_candidate,92,212,-0.06325550784793589,0.32867132867132864,0.17782217782217777
dirichlet_sparse_086,A2_A3_extended_sensitivity,quality_direct_and_near,ridge_v1.3,108,68,-0.1800657802212694,0.445,0.33
dirichlet_sparse_086,A2_A3_extended_sensitivity,quality_direct_and_near,interaction_candidate,108,68,-0.1432369607836686,0.445,0.33
dirichlet_sparse_087,A1_sample_primary,unconstrained,ridge_v1.3,512,389,-0.37214099968300113,0.998,0.002
dirichlet_sparse_087,A1_sample_primary,unconstrained,interaction_candidate,512,389,-0.3487357723350907,0.998,0.002
dirichlet_sparse_087,A1_sample_primary,quality_direct,ridge_v1.3,91,129,-0.15706772174083,0.3853853853853854,0.3283283283283283
dirichlet_sparse_087,A1_sample_primary,quality_direct,interaction_candidate,91,129,-0.13495941939000636,0.3853853853853854,0.3283283283283283
dirichlet_sparse_087,A1_sample_primary,quality_direct_and_near,ridge_v1.3,108,356,-0.19368690058017754,0.47052947052947053,0.2947052947052947
dirichlet_sparse_087,A1_sample_primary,quality_direct_and_near,interaction_candidate,108,356,-0.15622645968688842,0.47052947052947053,0.2947052947052947
dirichlet_sparse_087,A2_A3_extended_sensitivity,unconstrained,ridge_v1.3,512,389,-0.37214099968300113,0.998,0.002
dirichlet_sparse_087,A2_A3_extended_sensitivity,unconstrained,interaction_candidate,512,389,-0.3487357723350907,0.998,0.002
dirichlet_sparse_087,A2_A3_extended_sensitivity,quality_direct,ridge_v1.3,92,479,-0.17017455284298336,0.496,0.23299999999999998
dirichlet_sparse_087,A2_A3_extended_sensitivity,quality_direct,interaction_candidate,92,479,-0.13947030501814572,0.496,0.23299999999999998
dirichlet_sparse_087,A2_A3_extended_sensitivity,quality_direct_and_near,ridge_v1.3,108,356,-0.19368690058017754,0.47052947052947053,0.2947052947052947
dirichlet_sparse_087,A2_A3_extended_sensitivity,quality_direct_and_near,interaction_candidate,108,356,-0.15622645968688842,0.47052947052947053,0.2947052947052947
dirichlet_sparse_088,A1_sample_primary,unconstrained,ridge_v1.3,512,171,-0.1722283085856677,0.7087087087087087,0.13813813813813813
dirichlet_sparse_088,A1_sample_primary,unconstrained,interaction_candidate,512,171,-0.16150885772709062,0.7087087087087087,0.13813813813813813
dirichlet_sparse_088,A1_sample_primary,quality_direct,ridge_v1.3,91,478,-0.07536480998355759,0.34265734265734266,0.3146853146853147
dirichlet_sparse_088,A1_sample_primary,quality_direct,interaction_candidate,91,478,-0.06267709935984161,0.34265734265734266,0.3146853146853147
dirichlet_sparse_088,A1_sample_primary,quality_direct_and_near,ridge_v1.3,108,505,-0.09649748713578257,0.36536536536536535,0.34934934934934936
dirichlet_sparse_088,A1_sample_primary,quality_direct_and_near,interaction_candidate,108,505,-0.08744667747435118,0.36536536536536535,0.34934934934934936
dirichlet_sparse_088,A2_A3_extended_sensitivity,unconstrained,ridge_v1.3,512,171,-0.1722283085856677,0.7087087087087087,0.13813813813813813
dirichlet_sparse_088,A2_A3_extended_sensitivity,unconstrained,interaction_candidate,512,171,-0.16150885772709062,0.7087087087087087,0.13813813813813813
dirichlet_sparse_088,A2_A3_extended_sensitivity,quality_direct,ridge_v1.3,92,478,-0.07536480998355759,0.34265734265734266,0.3146853146853147
dirichlet_sparse_088,A2_A3_extended_sensitivity,quality_direct,interaction_candidate,92,478,-0.06267709935984161,0.34265734265734266,0.3146853146853147
dirichlet_sparse_088,A2_A3_extended_sensitivity,quality_direct_and_near,ridge_v1.3,108,505,-0.09649748713578257,0.36536536536536535,0.34934934934934936
dirichlet_sparse_088,A2_A3_extended_sensitivity,quality_direct_and_near,interaction_candidate,108,505,-0.08744667747435118,0.36536536536536535,0.34934934934934936
dirichlet_sparse_089,A1_sample_primary,unconstrained,ridge_v1.3,512,163,-0.09679572554106627,0.35435435435435436,0.5185185185185186
dirichlet_sparse_089,A1_sample_primary,unconstrained,interaction_candidate,512,275,-0.10168713229716822,0.4894894894894895,0.060060060060060066
dirichlet_sparse_089,A1_sample_primary,quality_direct,ridge_v1.3,91,50,-0.0955370963755519,0.546,0.318
dirichlet_sparse_089,A1_sample_primary,quality_direct,interaction_candidate,91,275,-0.10168713229716822,0.4894894894894895,0.060060060060060066
dirichlet_sparse_089,A1_sample_primary,quality_direct_and_near,ridge_v1.3,108,50,-0.0955370963755519,0.546,0.318
dirichlet_sparse_089,A1_sample_primary,quality_direct_and_near,interaction_candidate,108,275,-0.10168713229716822,0.4894894894894895,0.060060060060060066
dirichlet_sparse_089,A2_A3_extended_sensitivity,unconstrained,ridge_v1.3,512,163,-0.09679572554106627,0.35435435435435436,0.5185185185185186
dirichlet_sparse_089,A2_A3_extended_sensitivity,unconstrained,interaction_candidate,512,275,-0.10168713229716822,0.4894894894894895,0.060060060060060066
dirichlet_sparse_089,A2_A3_extended_sensitivity,quality_direct,ridge_v1.3,92,50,-0.0955370963755519,0.546,0.318
dirichlet_sparse_089,A2_A3_extended_sensitivity,quality_direct,interaction_candidate,92,275,-0.10168713229716822,0.4894894894894895,0.060060060060060066
dirichlet_sparse_089,A2_A3_extended_sensitivity,quality_direct_and_near,ridge_v1.3,108,50,-0.0955370963755519,0.546,0.318
dirichlet_sparse_089,A2_A3_extended_sensitivity,quality_direct_and_near,interaction_candidate,108,275,-0.10168713229716822,0.4894894894894895,0.060060060060060066
dirichlet_sparse_090,A1_sample_primary,unconstrained,ridge_v1.3,512,341,-0.1524223910653407,0.6896896896896897,0.886886886886887
dirichlet_sparse_090,A1_sample_primary,unconstrained,interaction_candidate,512,341,-0.12009688517069678,0.6896896896896897,0.886886886886887
dirichlet_sparse_090,A1_sample_primary,quality_direct,ridge_v1.3,91,484,-0.07707033931255229,0.45545545545545546,0.2072072072072072
dirichlet_sparse_090,A1_sample_primary,quality_direct,interaction_candidate,91,477,-0.08425327466913377,0.35535535535535534,0.3693693693693694
dirichlet_sparse_090,A1_sample_primary,quality_direct_and_near,ridge_v1.3,108,68,-0.11019965981984967,0.445,0.33
dirichlet_sparse_090,A1_sample_primary,quality_direct_and_near,interaction_candidate,108,477,-0.08425327466913377,0.35535535535535534,0.3693693693693694
dirichlet_sparse_090,A2_A3_extended_sensitivity,unconstrained,ridge_v1.3,512,341,-0.1524223910653407,0.6896896896896897,0.886886886886887
dirichlet_sparse_090,A2_A3_extended_sensitivity,unconstrained,interaction_candidate,512,341,-0.12009688517069678,0.6896896896896897,0.886886886886887
dirichlet_sparse_090,A2_A3_extended_sensitivity,quality_direct,ridge_v1.3,92,484,-0.07707033931255229,0.45545545545545546,0.2072072072072072
dirichlet_sparse_090,A2_A3_extended_sensitivity,quality_direct,interaction_candidate,92,477,-0.08425327466913377,0.35535535535535534,0.3693693693693694
dirichlet_sparse_090,A2_A3_extended_sensitivity,quality_direct_and_near,ridge_v1.3,108,68,-0.11019965981984967,0.445,0.33
dirichlet_sparse_090,A2_A3_extended_sensitivity,quality_direct_and_near,interaction_candidate,108,477,-0.08425327466913377,0.35535535535535534,0.3693693693693694
dirichlet_sparse_091,A1_sample_primary,unconstrained,ridge_v1.3,512,365,-0.28459508710227627,0.518,0.31800000000000006
dirichlet_sparse_091,A1_sample_primary,unconstrained,interaction_candidate,512,365,-0.2618374879435782,0.518,0.31800000000000006
dirichlet_sparse_091,A1_sample_primary,quality_direct,ridge_v1.3,91,301,-0.2708369202934794,0.36063936063936064,0.2727272727272727
dirichlet_sparse_091,A1_sample_primary,quality_direct,interaction_candidate,91,301,-0.25441695057963803,0.36063936063936064,0.2727272727272727
dirichlet_sparse_091,A1_sample_primary,quality_direct_and_near,ridge_v1.3,108,384,-0.284347777146048,0.234,0.413
dirichlet_sparse_091,A1_sample_primary,quality_direct_and_near,interaction_candidate,108,384,-0.2604436268950207,0.234,0.413
dirichlet_sparse_091,A2_A3_extended_sensitivity,unconstrained,ridge_v1.3,512,365,-0.28459508710227627,0.518,0.31800000000000006
dirichlet_sparse_091,A2_A3_extended_sensitivity,unconstrained,interaction_candidate,512,365,-0.2618374879435782,0.518,0.31800000000000006
dirichlet_sparse_091,A2_A3_extended_sensitivity,quality_direct,ridge_v1.3,92,301,-0.2708369202934794,0.36063936063936064,0.2727272727272727
dirichlet_sparse_091,A2_A3_extended_sensitivity,quality_direct,interaction_candidate,92,301,-0.25441695057963803,0.36063936063936064,0.2727272727272727
dirichlet_sparse_091,A2_A3_extended_sensitivity,quality_direct_and_near,ridge_v1.3,108,384,-0.284347777146048,0.234,0.413
dirichlet_sparse_091,A2_A3_extended_sensitivity,quality_direct_and_near,interaction_candidate,108,384,-0.2604436268950207,0.234,0.413
dirichlet_sparse_092,A1_sample_primary,unconstrained,ridge_v1.3,512,435,-0.3017265577003231,0.999,0.999
dirichlet_sparse_092,A1_sample_primary,unconstrained,interaction_candidate,512,382,-0.2301880864869482,0.7127127127127126,0.995995995995996
dirichlet_sparse_092,A1_sample_primary,quality_direct,ridge_v1.3,91,26,-0.15794501216965282,0.5145145145145146,0.5635635635635636
dirichlet_sparse_092,A1_sample_primary,quality_direct,interaction_candidate,91,26,-0.1500014000305885,0.5145145145145146,0.5635635635635636
dirichlet_sparse_092,A1_sample_primary,quality_direct_and_near,ridge_v1.3,108,307,-0.11874212187534615,0.55,0.398
dirichlet_sparse_092,A1_sample_primary,quality_direct_and_near,interaction_candidate,108,307,-0.12996523620754202,0.55,0.398
dirichlet_sparse_092,A2_A3_extended_sensitivity,unconstrained,ridge_v1.3,512,435,-0.3017265577003231,0.999,0.999
dirichlet_sparse_092,A2_A3_extended_sensitivity,unconstrained,interaction_candidate,512,382,-0.2301880864869482,0.7127127127127126,0.995995995995996
dirichlet_sparse_092,A2_A3_extended_sensitivity,quality_direct,ridge_v1.3,92,26,-0.15794501216965282,0.5145145145145146,0.5635635635635636
dirichlet_sparse_092,A2_A3_extended_sensitivity,quality_direct,interaction_candidate,92,26,-0.1500014000305885,0.5145145145145146,0.5635635635635636
dirichlet_sparse_092,A2_A3_extended_sensitivity,quality_direct_and_near,ridge_v1.3,108,307,-0.11874212187534615,0.55,0.398
dirichlet_sparse_092,A2_A3_extended_sensitivity,quality_direct_and_near,interaction_candidate,108,307,-0.12996523620754202,0.55,0.398
dirichlet_sparse_093,A1_sample_primary,unconstrained,ridge_v1.3,512,171,-0.20192774302489647,0.7087087087087087,0.13813813813813813
dirichlet_sparse_093,A1_sample_primary,unconstrained,interaction_candidate,512,171,-0.1863725577374558,0.7087087087087087,0.13813813813813813
dirichlet_sparse_093,A1_sample_primary,quality_direct,ridge_v1.3,91,285,-0.09169395583720122,0.48648648648648646,0.1021021021021021
dirichlet_sparse_093,A1_sample_primary,quality_direct,interaction_candidate,91,478,-0.07328040011503092,0.34265734265734266,0.3146853146853147
dirichlet_sparse_093,A1_sample_primary,quality_direct_and_near,ridge_v1.3,108,302,-0.11607113589981342,0.3843843843843844,0.16016016016016016
dirichlet_sparse_093,A1_sample_primary,quality_direct_and_near,interaction_candidate,108,302,-0.10346823158134774,0.3843843843843844,0.16016016016016016
dirichlet_sparse_093,A2_A3_extended_sensitivity,unconstrained,ridge_v1.3,512,171,-0.20192774302489647,0.7087087087087087,0.13813813813813813
dirichlet_sparse_093,A2_A3_extended_sensitivity,unconstrained,interaction_candidate,512,171,-0.1863725577374558,0.7087087087087087,0.13813813813813813
dirichlet_sparse_093,A2_A3_extended_sensitivity,quality_direct,ridge_v1.3,92,285,-0.09169395583720122,0.48648648648648646,0.1021021021021021
dirichlet_sparse_093,A2_A3_extended_sensitivity,quality_direct,interaction_candidate,92,478,-0.07328040011503092,0.34265734265734266,0.3146853146853147
dirichlet_sparse_093,A2_A3_extended_sensitivity,quality_direct_and_near,ridge_v1.3,108,302,-0.11607113589981342,0.3843843843843844,0.16016016016016016
dirichlet_sparse_093,A2_A3_extended_sensitivity,quality_direct_and_near,interaction_candidate,108,302,-0.10346823158134774,0.3843843843843844,0.16016016016016016
dirichlet_sparse_094,A1_sample_primary,unconstrained,ridge_v1.3,512,341,-0.14291711598226423,0.6896896896896897,0.886886886886887
dirichlet_sparse_094,A1_sample_primary,unconstrained,interaction_candidate,512,429,-0.23696823564830727,0.592,0.592
dirichlet_sparse_094,A1_sample_primary,quality_direct,ridge_v1.3,91,266,-0.056832545230373135,0.552,0.6050000000000001
dirichlet_sparse_094,A1_sample_primary,quality_direct,interaction_candidate,91,437,-0.12121154261060006,0.442,0.154
dirichlet_sparse_094,A1_sample_primary,quality_direct_and_near,ridge_v1.3,108,384,-0.08704440075894285,0.234,0.413
dirichlet_sparse_094,A1_sample_primary,quality_direct_and_near,interaction_candidate,108,437,-0.12121154261060006,0.442,0.154
dirichlet_sparse_094,A2_A3_extended_sensitivity,unconstrained,ridge_v1.3,512,341,-0.14291711598226423,0.6896896896896897,0.886886886886887
dirichlet_sparse_094,A2_A3_extended_sensitivity,unconstrained,interaction_candidate,512,429,-0.23696823564830727,0.592,0.592
dirichlet_sparse_094,A2_A3_extended_sensitivity,quality_direct,ridge_v1.3,92,266,-0.056832545230373135,0.552,0.6050000000000001
dirichlet_sparse_094,A2_A3_extended_sensitivity,quality_direct,interaction_candidate,92,437,-0.12121154261060006,0.442,0.154
dirichlet_sparse_094,A2_A3_extended_sensitivity,quality_direct_and_near,ridge_v1.3,108,384,-0.08704440075894285,0.234,0.413
dirichlet_sparse_094,A2_A3_extended_sensitivity,quality_direct_and_near,interaction_candidate,108,437,-0.12121154261060006,0.442,0.154
dirichlet_sparse_095,A1_sample_primary,unconstrained,ridge_v1.3,512,305,-0.07798014038252248,0.549,0.446
dirichlet_sparse_095,A1_sample_primary,unconstrained,interaction_candidate,512,78,-0.09023967198357037,0.471,0.49100000000000005
dirichlet_sparse_095,A1_sample_primary,quality_direct,ridge_v1.3,91,484,-0.07475180052458227,0.45545545545545546,0.2072072072072072
dirichlet_sparse_095,A1_sample_primary,quality_direct,interaction_candidate,91,78,-0.09023967198357037,0.471,0.49100000000000005
dirichlet_sparse_095,A1_sample_primary,quality_direct_and_near,ridge_v1.3,108,484,-0.07475180052458227,0.45545545545545546,0.2072072072072072
dirichlet_sparse_095,A1_sample_primary,quality_direct_and_near,interaction_candidate,108,370,-0.08728579843295566,0.5375375375375375,0.4314314314314315
dirichlet_sparse_095,A2_A3_extended_sensitivity,unconstrained,ridge_v1.3,512,305,-0.07798014038252248,0.549,0.446
dirichlet_sparse_095,A2_A3_extended_sensitivity,unconstrained,interaction_candidate,512,78,-0.09023967198357037,0.471,0.49100000000000005
dirichlet_sparse_095,A2_A3_extended_sensitivity,quality_direct,ridge_v1.3,92,484,-0.07475180052458227,0.45545545545545546,0.2072072072072072
dirichlet_sparse_095,A2_A3_extended_sensitivity,quality_direct,interaction_candidate,92,78,-0.09023967198357037,0.471,0.49100000000000005
dirichlet_sparse_095,A2_A3_extended_sensitivity,quality_direct_and_near,ridge_v1.3,108,484,-0.07475180052458227,0.45545545545545546,0.2072072072072072
dirichlet_sparse_095,A2_A3_extended_sensitivity,quality_direct_and_near,interaction_candidate,108,370,-0.08728579843295566,0.5375375375375375,0.4314314314314315
dirichlet_sparse_096,A1_sample_primary,unconstrained,ridge_v1.3,512,160,-0.09444975710113834,0.5015015015015015,0.08608608608608609
dirichlet_sparse_096,A1_sample_primary,unconstrained,interaction_candidate,512,163,-0.07752168713738938,0.35435435435435436,0.5185185185185186
dirichlet_sparse_096,A1_sample_primary,quality_direct,ridge_v1.3,91,301,-0.07775809208289809,0.36063936063936064,0.2727272727272727
dirichlet_sparse_096,A1_sample_primary,quality_direct,interaction_candidate,91,301,-0.06597954005069745,0.36063936063936064,0.2727272727272727
dirichlet_sparse_096,A1_sample_primary,quality_direct_and_near,ridge_v1.3,108,160,-0.09444975710113834,0.5015015015015015,0.08608608608608609
dirichlet_sparse_096,A1_sample_primary,quality_direct_and_near,interaction_candidate,108,97,-0.07431843754398657,0.3413173652694611,0.3992015968063872
dirichlet_sparse_096,A2_A3_extended_sensitivity,unconstrained,ridge_v1.3,512,160,-0.09444975710113834,0.5015015015015015,0.08608608608608609
dirichlet_sparse_096,A2_A3_extended_sensitivity,unconstrained,interaction_candidate,512,163,-0.07752168713738938,0.35435435435435436,0.5185185185185186
dirichlet_sparse_096,A2_A3_extended_sensitivity,quality_direct,ridge_v1.3,92,301,-0.07775809208289809,0.36063936063936064,0.2727272727272727
dirichlet_sparse_096,A2_A3_extended_sensitivity,quality_direct,interaction_candidate,92,301,-0.06597954005069745,0.36063936063936064,0.2727272727272727
dirichlet_sparse_096,A2_A3_extended_sensitivity,quality_direct_and_near,ridge_v1.3,108,160,-0.09444975710113834,0.5015015015015015,0.08608608608608609
dirichlet_sparse_096,A2_A3_extended_sensitivity,quality_direct_and_near,interaction_candidate,108,97,-0.07431843754398657,0.3413173652694611,0.3992015968063872
dirichlet_sparse_097,A1_sample_primary,unconstrained,ridge_v1.3,512,29,-0.21186650093830875,0.6723276723276723,0.6863136863136863
dirichlet_sparse_097,A1_sample_primary,unconstrained,interaction_candidate,512,29,-0.1982728150318759,0.6723276723276723,0.6863136863136863
dirichlet_sparse_097,A1_sample_primary,quality_direct,ridge_v1.3,91,264,-0.10910268600991851,0.4181636726546906,0.6227544910179641
dirichlet_sparse_097,A1_sample_primary,quality_direct,interaction_candidate,91,264,-0.10035949635971747,0.4181636726546906,0.6227544910179641
dirichlet_sparse_097,A1_sample_primary,quality_direct_and_near,ridge_v1.3,108,30,-0.11376639977363938,0.4215784215784216,0.4285714285714286
dirichlet_sparse_097,A1_sample_primary,quality_direct_and_near,interaction_candidate,108,30,-0.09706971733107071,0.4215784215784216,0.4285714285714286
dirichlet_sparse_097,A2_A3_extended_sensitivity,unconstrained,ridge_v1.3,512,29,-0.21186650093830875,0.6723276723276723,0.6863136863136863
dirichlet_sparse_097,A2_A3_extended_sensitivity,unconstrained,interaction_candidate,512,29,-0.1982728150318759,0.6723276723276723,0.6863136863136863
dirichlet_sparse_097,A2_A3_extended_sensitivity,quality_direct,ridge_v1.3,92,264,-0.10910268600991851,0.4181636726546906,0.6227544910179641
dirichlet_sparse_097,A2_A3_extended_sensitivity,quality_direct,interaction_candidate,92,264,-0.10035949635971747,0.4181636726546906,0.6227544910179641
dirichlet_sparse_097,A2_A3_extended_sensitivity,quality_direct_and_near,ridge_v1.3,108,30,-0.11376639977363938,0.4215784215784216,0.4285714285714286
dirichlet_sparse_097,A2_A3_extended_sensitivity,quality_direct_and_near,interaction_candidate,108,30,-0.09706971733107071,0.4215784215784216,0.4285714285714286
dirichlet_sparse_098,A1_sample_primary,unconstrained,ridge_v1.3,512,136,-0.2235616527119673,0.22522522522522523,0.5685685685685684
dirichlet_sparse_098,A1_sample_primary,unconstrained,interaction_candidate,512,136,-0.17916175173311089,0.22522522522522523,0.5685685685685684
dirichlet_sparse_098,A1_sample_primary,quality_direct,ridge_v1.3,91,139,-0.06546488990847613,0.201,0.342
dirichlet_sparse_098,A1_sample_primary,quality_direct,interaction_candidate,91,477,-0.05009975950617366,0.35535535535535534,0.3693693693693694
dirichlet_sparse_098,A1_sample_primary,quality_direct_and_near,ridge_v1.3,108,68,-0.1619567789303061,0.445,0.33
dirichlet_sparse_098,A1_sample_primary,quality_direct_and_near,interaction_candidate,108,68,-0.11074639512129593,0.445,0.33
dirichlet_sparse_098,A2_A3_extended_sensitivity,unconstrained,ridge_v1.3,512,136,-0.2235616527119673,0.22522522522522523,0.5685685685685684
dirichlet_sparse_098,A2_A3_extended_sensitivity,unconstrained,interaction_candidate,512,136,-0.17916175173311089,0.22522522522522523,0.5685685685685684
dirichlet_sparse_098,A2_A3_extended_sensitivity,quality_direct,ridge_v1.3,92,139,-0.06546488990847613,0.201,0.342
dirichlet_sparse_098,A2_A3_extended_sensitivity,quality_direct,interaction_candidate,92,477,-0.05009975950617366,0.35535535535535534,0.3693693693693694
dirichlet_sparse_098,A2_A3_extended_sensitivity,quality_direct_and_near,ridge_v1.3,108,68,-0.1619567789303061,0.445,0.33
dirichlet_sparse_098,A2_A3_extended_sensitivity,quality_direct_and_near,interaction_candidate,108,68,-0.11074639512129593,0.445,0.33
dirichlet_sparse_099,A1_sample_primary,unconstrained,ridge_v1.3,512,290,-0.14720124691986858,0.66,0.973
dirichlet_sparse_099,A1_sample_primary,unconstrained,interaction_candidate,512,391,-0.10837993810478495,0.584,0.584
dirichlet_sparse_099,A1_sample_primary,quality_direct,ridge_v1.3,91,26,-0.0429116145308013,0.5145145145145146,0.5635635635635636
dirichlet_sparse_099,A1_sample_primary,quality_direct,interaction_candidate,91,26,-0.03204051708731521,0.5145145145145146,0.5635635635635636
dirichlet_sparse_099,A1_sample_primary,quality_direct_and_near,ridge_v1.3,108,172,-0.09946535999725346,0.32967032967032966,0.4185814185814186
dirichlet_sparse_099,A1_sample_primary,quality_direct_and_near,interaction_candidate,108,172,-0.07717361267994684,0.32967032967032966,0.4185814185814186
dirichlet_sparse_099,A2_A3_extended_sensitivity,unconstrained,ridge_v1.3,512,290,-0.14720124691986858,0.66,0.973
dirichlet_sparse_099,A2_A3_extended_sensitivity,unconstrained,interaction_candidate,512,391,-0.10837993810478495,0.584,0.584
dirichlet_sparse_099,A2_A3_extended_sensitivity,quality_direct,ridge_v1.3,92,26,-0.0429116145308013,0.5145145145145146,0.5635635635635636
dirichlet_sparse_099,A2_A3_extended_sensitivity,quality_direct,interaction_candidate,92,26,-0.03204051708731521,0.5145145145145146,0.5635635635635636
dirichlet_sparse_099,A2_A3_extended_sensitivity,quality_direct_and_near,ridge_v1.3,108,172,-0.09946535999725346,0.32967032967032966,0.4185814185814186
dirichlet_sparse_099,A2_A3_extended_sensitivity,quality_direct_and_near,interaction_candidate,108,172,-0.07717361267994684,0.32967032967032966,0.4185814185814186
dirichlet_balanced_000,A1_sample_primary,unconstrained,ridge_v1.3,512,136,-0.16064695574321308,0.22522522522522523,0.5685685685685684
dirichlet_balanced_000,A1_sample_primary,unconstrained,interaction_candidate,512,136,-0.1287446615433,0.22522522522522523,0.5685685685685684
dirichlet_balanced_000,A1_sample_primary,quality_direct,ridge_v1.3,91,84,-0.07022256843145384,0.3546453546453547,0.2547452547452548
dirichlet_balanced_000,A1_sample_primary,quality_direct,interaction_candidate,91,475,-0.05078219346459103,0.4265734265734266,0.2267732267732268
dirichlet_balanced_000,A1_sample_primary,quality_direct_and_near,ridge_v1.3,108,68,-0.10988519356779794,0.445,0.33
dirichlet_balanced_000,A1_sample_primary,quality_direct_and_near,interaction_candidate,108,68,-0.06625220860360502,0.445,0.33
dirichlet_balanced_000,A2_A3_extended_sensitivity,unconstrained,ridge_v1.3,512,136,-0.16064695574321308,0.22522522522522523,0.5685685685685684
dirichlet_balanced_000,A2_A3_extended_sensitivity,unconstrained,interaction_candidate,512,136,-0.1287446615433,0.22522522522522523,0.5685685685685684
dirichlet_balanced_000,A2_A3_extended_sensitivity,quality_direct,ridge_v1.3,92,84,-0.07022256843145384,0.3546453546453547,0.2547452547452548
dirichlet_balanced_000,A2_A3_extended_sensitivity,quality_direct,interaction_candidate,92,475,-0.05078219346459103,0.4265734265734266,0.2267732267732268
dirichlet_balanced_000,A2_A3_extended_sensitivity,quality_direct_and_near,ridge_v1.3,108,68,-0.10988519356779794,0.445,0.33
dirichlet_balanced_000,A2_A3_extended_sensitivity,quality_direct_and_near,interaction_candidate,108,68,-0.06625220860360502,0.445,0.33
dirichlet_balanced_001,A1_sample_primary,unconstrained,ridge_v1.3,512,136,-0.12381380631118834,0.22522522522522523,0.5685685685685684
dirichlet_balanced_001,A1_sample_primary,unconstrained,interaction_candidate,512,136,-0.09264661811527306,0.22522522522522523,0.5685685685685684
dirichlet_balanced_001,A1_sample_primary,quality_direct,ridge_v1.3,91,301,-0.0778122890510268,0.36063936063936064,0.2727272727272727
dirichlet_balanced_001,A1_sample_primary,quality_direct,interaction_candidate,91,477,-0.0681292647456793,0.35535535535535534,0.3693693693693694
dirichlet_balanced_001,A1_sample_primary,quality_direct_and_near,ridge_v1.3,108,384,-0.09828868197839484,0.234,0.413
dirichlet_balanced_001,A1_sample_primary,quality_direct_and_near,interaction_candidate,108,384,-0.0687491211735862,0.234,0.413
dirichlet_balanced_001,A2_A3_extended_sensitivity,unconstrained,ridge_v1.3,512,136,-0.12381380631118834,0.22522522522522523,0.5685685685685684
dirichlet_balanced_001,A2_A3_extended_sensitivity,unconstrained,interaction_candidate,512,136,-0.09264661811527306,0.22522522522522523,0.5685685685685684
dirichlet_balanced_001,A2_A3_extended_sensitivity,quality_direct,ridge_v1.3,92,301,-0.0778122890510268,0.36063936063936064,0.2727272727272727
dirichlet_balanced_001,A2_A3_extended_sensitivity,quality_direct,interaction_candidate,92,477,-0.0681292647456793,0.35535535535535534,0.3693693693693694
dirichlet_balanced_001,A2_A3_extended_sensitivity,quality_direct_and_near,ridge_v1.3,108,384,-0.09828868197839484,0.234,0.413
dirichlet_balanced_001,A2_A3_extended_sensitivity,quality_direct_and_near,interaction_candidate,108,384,-0.0687491211735862,0.234,0.413
dirichlet_balanced_002,A1_sample_primary,unconstrained,ridge_v1.3,512,492,-0.08439006106793578,0.5470941883767535,0.9789579158316633
dirichlet_balanced_002,A1_sample_primary,unconstrained,interaction_candidate,512,492,-0.06119454088682448,0.5470941883767535,0.9789579158316633
dirichlet_balanced_002,A1_sample_primary,quality_direct,ridge_v1.3,91,301,-0.043736943039315926,0.36063936063936064,0.2727272727272727
dirichlet_balanced_002,A1_sample_primary,quality_direct,interaction_candidate,91,477,-0.02600883738323353,0.35535535535535534,0.3693693693693694
dirichlet_balanced_002,A1_sample_primary,quality_direct_and_near,ridge_v1.3,108,172,-0.06726562672846262,0.32967032967032966,0.4185814185814186
dirichlet_balanced_002,A1_sample_primary,quality_direct_and_near,interaction_candidate,108,172,-0.044709335291929615,0.32967032967032966,0.4185814185814186
dirichlet_balanced_002,A2_A3_extended_sensitivity,unconstrained,ridge_v1.3,512,492,-0.08439006106793578,0.5470941883767535,0.9789579158316633
dirichlet_balanced_002,A2_A3_extended_sensitivity,unconstrained,interaction_candidate,512,492,-0.06119454088682448,0.5470941883767535,0.9789579158316633
dirichlet_balanced_002,A2_A3_extended_sensitivity,quality_direct,ridge_v1.3,92,301,-0.043736943039315926,0.36063936063936064,0.2727272727272727
