observed,predicted,residual
2.8388,2.8387702732198763,-2.9726780123695562e-05
2.838,2.8380071282846564,7.128284656321426e-06
2.8377,2.8372538604644313,-0.00044613953556860153
2.8365,2.836509894493784,9.894493783857428e-06
2.8358,2.835775027715348,-2.497228465170309e-05
2.8351,2.8350490637635244,-5.0936236475784824e-05
2.8341,2.834331812311977,0.00023181231197710872
2.8338,2.833623088833516,-0.00017691116648421712
2.8331,2.8329223823467036,-0.00017761765329638024
2.8324,2.8322301871562217,-0.00016981284377814987
2.8314,2.831545998842885,0.0001459988428851311
2.8311,2.830869653900842,-0.000230346099157952
2.83,2.8302009935850196,0.00020099358501957099
2.8297,2.8295398637318345,-0.0001601362681653562
2.8293,2.8288861145881574,-0.00041388541184250727
2.8281,2.8282392940471723,0.0001392940471722781
2.8275,2.8275998772459268,9.987724592663838e-05
2.827,2.8269674166971788,-3.258330282118749e-05
2.8263,2.826341778731076,4.1778731076025366e-05
2.8255,2.8257228333420867,0.0002228333420868367
2.8251,2.825110454059011,1.0454059010900352e-05
2.8243,2.8245042303845773,0.00020423038457728637
2.824,2.823904620407985,-9.537959201466606e-05
2.8232,2.8233112170578316,0.00011121705783168068
2.823,2.822723906810374,-0.0002760931896257368
2.822,2.8221425791052974,0.00014257910529735796
2.8215,2.8215671262455695,6.712624556959312e-05
2.8212,2.8209974433014366,-0.00020255669856350522
2.8202,2.8204331603914823,0.0002331603914824676
2.8199,2.8198747157336648,-2.5284266335301453e-05
2.8196,2.8193217418580288,-0.00027825814197113274
2.8185,2.8187741440210345,0.0002741440210347612
2.8183,2.818231829821808,-6.817017819171767e-05
2.8178,2.8176947091271183,-0.0001052908728818025
2.8173,2.8171624415005256,-0.00013755849947427734
2.8164,2.8166354485018363,0.00023544850183654376
2.8159,2.816113391467497,0.0002133914674971038
2.8157,2.815596188642412,-0.00010381135758796844
2.8152,2.8150837602055017,-0.00011623979449826294
2.8146,2.8145760282104337,-2.397178956625723e-05
2.8142,2.8140729165285703,-0.0001270834714297564
2.8135,2.8135741141149593,7.411411495938935e-05
2.8131,2.813080023787925,-1.9976212074723776e-05
4.5235,4.523392220733864,-0.00010777926613592115
4.1397,4.139504531718271,-0.00019546828172956054
3.8226,3.8225442637714395,-5.5736228560476775e-05
3.5629,3.5622494245411227,-0.0006505754588772561
3.3548,3.354614356576527,-0.00018564342347282548
3.1771,3.176837829849587,-0.0002621701504126328
3.0883,3.087757201077222,-0.0005427989227779761
3.0304,3.0303889467969194,-1.1053203080813034e-05
2.9888,2.9889873292878604,0.00018732928786047154
2.9568,2.957026710403875,0.00022671040387534092
2.9311,2.931247676713145,0.00014767671314519504
2.9098,2.9097981874645225,-1.8125354777076552e-06
2.8916,2.8915323096688734,-6.769033112652423e-05
2.8757,2.875688248506515,-1.1751493484979392e-05
2.8619,2.861759488149651,-0.0001405118503488012
2.8494,2.8493638078114385,-3.6192188561656735e-05
2.8385,2.838224326802898,-0.00027567319710186666
2.8281,2.8281308446441313,3.084464413127819e-05
2.8195,2.8189203145979724,-0.0005796854020276854
2.8106,2.8104639211807694,-0.00013607881923061171
2.8025,2.80265468340808,0.00015468340807966996
2.7952,2.7954158584675795,0.00021585846757954386
2.7888,2.7886742446568995,-0.00012575534310066416
2.7823,2.782372096356724,7.209635672378312e-05
2.7766,2.7764608496968726,-0.0001391503031276109
2.771,2.770899305362846,-0.00010069463715378646
2.7656,2.765652235521025,5.223552102506801e-05
2.7605,2.7606869988722185,0.0001869988722185134
2.7557,2.7559820210302037,0.00028202103020369407
2.7514,2.75151193851911,0.00011193851910995534
2.7474,2.747256644200264,-0.0001433557997359003
2.7432,2.7431984176370596,-1.582362940233395e-06
2.7391,2.739321568305719,0.00022156830571873343
2.7356,2.735610411370624,1.0411370624296978e-05
2.7321,2.7320560202316,-4.397976839998208e-05
2.7285,2.7286454198030166,0.00014541980301663315
2.7254,2.7253685651476767,-3.1434852323375395e-05
2.7222,2.72221639087361,1.6390873609939405e-05
2.719,2.7191806900818722,0.00018069008187238111
2.7163,2.716254011252227,-4.59887477730625e-05
2.7135,2.713428246476902,-7.175352309785055e-05
2.7109,2.7106998940582905,-0.00020010594170960516
2.7082,2.7080619161067707,-0.00013808389322944592
2.7053,2.705509114437228,0.0002091144372280418
2.7029,2.7030367104284068,0.00013671042840668335
2.7007,2.700640301893388,-5.9698106611882906e-05
2.6984,2.698314733364351,-8.526663564900616e-05
2.6961,2.696058462243821,-4.1537756179099716e-05
2.6945,2.693866881381103,-0.0006331186188970328
2.6918,2.6917367591698214,-6.324083017883453e-05
2.6898,2.6896650912736,-0.00013490872639998486
2.6878,2.687649080206951,-0.00015091979304937553
2.6858,2.6856861171328936,-0.00011388286710634077
2.6837,2.6837728653554027,7.28653554027403e-05
2.682,2.6819088692436273,-9.113075637268153e-05
2.68,2.6800910711325647,9.107113256456856e-05
2.6783,2.678317470137024,1.7470137023689603e-05
2.6765,2.676586187721415,8.618772141533171e-05
2.6749,2.674895458115838,-4.541884162101439e-06
2.6736,2.673242840951416,-0.00035715904858379943
