scope,metric_a,metric_b,n,rho,p,q_bh,significant_negative,n_domain_negative,n_domain_significant_negative,n_domain_valid,arxiv_rho,arxiv_q,arxiv_replicated,github_rho,github_q,github_replicated,replicated,stable_conflict,cause_pattern
A1_pooled,dsir_books,rps_lines_numerical_chars_fraction,51230,0.25107446188204174,0.0,0.0,False,0,0,7,0.10842183453642008,4.731592638349961e-43,False,0.30452579331387625,0.0,False,False,False,pooled_only
A1_pooled,dsir_books,rps_doc_mean_word_length,51230,-0.06356152022034131,5.118181327310253e-47,6.390810197884694e-47,True,4,4,7,-0.16256702961147812,2.0421649885636644e-95,True,-0.05314083243522205,3.90280901668475e-121,True,True,True,multi_domain
A1_pooled,dsir_wiki,dsir_math,51230,0.9967937032797749,0.0,0.0,False,0,0,7,0.9931010297865567,0.0,False,0.9995982641380305,0.0,False,False,False,pooled_only
A1_pooled,dsir_wiki,qurater,51230,0.25425899114354605,0.0,0.0,False,3,1,7,-0.01133857730975256,0.1569987359256467,False,0.07049733155453548,7.124195945741154e-212,False,False,False,domain_specific
A1_pooled,dsir_wiki,ad_en,51230,-0.16371124057518857,1.3357696528358057e-304,2.1134437657881584e-304,True,6,5,7,0.2008926660002606,8.06744227392431e-146,False,-0.29409669874143485,0.0,True,True,True,multi_domain
A1_pooled,dsir_wiki,rps_doc_word_count,51230,0.8925818093423279,0.0,0.0,False,0,0,7,0.7785503167253743,0.0,False,0.9562256463790709,0.0,False,False,False,pooled_only
A1_pooled,dsir_wiki,rps_doc_num_sentences,51230,0.8955849297218695,0.0,0.0,False,0,0,7,0.7040494909296454,0.0,False,0.8370289609045548,0.0,False,False,False,pooled_only
A1_pooled,dsir_wiki,rps_doc_unigram_entropy,51230,0.807615002566721,0.0,0.0,False,0,0,7,0.6104145385165641,0.0,False,0.8825062250140281,0.0,False,False,False,pooled_only
A1_pooled,dsir_wiki,rps_doc_frac_unique_words,51230,0.8225918267351926,0.0,0.0,False,0,0,7,0.6639505753852127,0.0,False,0.8141595374239868,0.0,False,False,False,pooled_only
A1_pooled,dsir_wiki,rps_doc_frac_no_alph_words,51230,-0.17883856243243645,0.0,0.0,True,7,6,7,-0.6303406750984336,0.0,True,-0.3218680203960929,0.0,True,True,True,multi_domain
A1_pooled,dsir_wiki,rps_doc_frac_chars_top_2gram,51230,0.29340430061402173,0.0,0.0,False,1,1,7,0.27832656723414023,1.1051272741853978e-283,False,-0.101738532852572,0.0,True,True,False,domain_specific
A1_pooled,dsir_wiki,rps_doc_frac_chars_top_3gram,51230,0.025310041606791622,1.0074834253713264e-08,1.1297508313629922e-08,False,4,4,7,-0.16679196534123256,2.0482960277123334e-100,True,0.3335177122991843,0.0,False,True,False,multi_domain
A1_pooled,dsir_wiki,rps_lines_uppercase_letter_fraction,51230,-0.1317489824312906,4.3962634069802024e-197,6.26874596921251e-197,True,6,6,7,-0.24603613088467785,4.341585378775534e-220,True,-0.39080399044086767,0.0,True,True,True,multi_domain
A1_pooled,dsir_wiki,rps_lines_ending_with_terminal_punctution_mark,51230,-0.25145154621995736,0.0,0.0,True,3,3,6,-0.22182548207310582,3.389277679012576e-178,True,-0.3372566814847157,0.0,True,True,True,domain_specific
A1_pooled,dsir_wiki,rps_lines_numerical_chars_fraction,51230,0.23825554076238467,0.0,0.0,False,1,0,7,0.10296564901806256,5.826414433464165e-39,False,0.3035931207695123,0.0,False,False,False,pooled_only
A1_pooled,dsir_wiki,rps_doc_mean_word_length,51230,-0.046951838626346894,2.099341897801422e-26,2.486912709703223e-26,True,3,3,7,-0.16199376549497801,9.448457667603492e-95,True,-0.05116364728924851,2.0133126414274043e-112,True,True,True,domain_specific
A1_pooled,dsir_math,qurater,51230,0.2639846073153818,0.0,0.0,False,3,1,7,-0.01263246907267065,0.11437692298588249,False,0.06949571206574097,6.068359206520213e-206,False,False,False,domain_specific
A1_pooled,dsir_math,ad_en,51230,-0.17583002352433275,0.0,0.0,True,6,5,7,0.17301093733645118,5.022115953031651e-108,False,-0.2992656802042449,0.0,True,True,True,multi_domain
A1_pooled,dsir_math,rps_doc_word_count,51230,0.9125154770604915,0.0,0.0,False,0,0,7,0.8017331998050989,0.0,False,0.9562722091706364,0.0,False,False,False,pooled_only
A1_pooled,dsir_math,rps_doc_num_sentences,51230,0.8962723605571937,0.0,0.0,False,0,0,7,0.7360246457922642,0.0,False,0.8389813720653896,0.0,False,False,False,pooled_only
A1_pooled,dsir_math,rps_doc_unigram_entropy,51230,0.831076051208206,0.0,0.0,False,0,0,7,0.6122395027944048,0.0,False,0.8825732677961794,0.0,False,False,False,pooled_only
A1_pooled,dsir_math,rps_doc_frac_unique_words,51230,0.8257121160197686,0.0,0.0,False,0,0,7,0.6904457981477792,0.0,False,0.8131004335737488,0.0,False,False,False,pooled_only
A1_pooled,dsir_math,rps_doc_frac_no_alph_words,51230,-0.13644663523304712,2.270614953766407e-211,3.2988179516983646e-211,True,6,6,7,-0.5958758079914591,0.0,True,-0.31431185834497555,0.0,True,True,True,multi_domain
A1_pooled,dsir_math,rps_doc_frac_chars_top_2gram,51230,0.2984779756039105,0.0,0.0,False,1,1,7,0.2662528015741212,7.203467281178868e-259,False,-0.1016690228369027,0.0,True,True,False,domain_specific
A1_pooled,dsir_math,rps_doc_frac_chars_top_3gram,51230,0.01868889277635382,2.333605205039165e-05,2.5548000112040148e-05,False,4,4,7,-0.16511706598376907,2.0418127095521737e-98,True,0.3340369762882364,0.0,False,True,False,multi_domain
A1_pooled,dsir_math,rps_lines_uppercase_letter_fraction,51230,-0.15101524357539667,5.499340212831415e-259,8.143253776692672e-259,True,6,6,7,-0.22189116037803594,2.6846076613378774e-178,True,-0.3878905025328522,0.0,True,True,True,multi_domain
A1_pooled,dsir_math,rps_lines_ending_with_terminal_punctution_mark,51230,-0.22607020614106163,0.0,0.0,True,3,3,6,-0.1995469935610012,7.365403284425158e-144,True,-0.3321125496242556,0.0,True,True,True,domain_specific
A1_pooled,dsir_math,rps_lines_numerical_chars_fraction,51230,0.2427800185833012,0.0,0.0,False,1,0,7,0.10742928420556393,2.7132150097233114e-42,False,0.30368073366154874,0.0,False,False,False,pooled_only
A1_pooled,dsir_math,rps_doc_mean_word_length,51230,-0.028644407737571438,8.899083641443921e-11,1.007690353516444e-10,True,3,3,7,-0.16428725355213314,1.9502531521698933e-97,True,-0.051868432442970465,1.7250357508771641e-115,True,True,True,domain_specific
A1_pooled,qurater,ad_en,51230,0.07030159413276191,3.835513393348056e-57,4.841549693242627e-57,False,2,1,7,-0.03995224952512873,4.846285570776138e-07,True,0.07379355037107671,5.439369778362971e-232,False,True,False,domain_specific
A1_pooled,qurater,rps_doc_word_count,51230,0.3889447160606218,0.0,0.0,False,0,0,7,0.10114623390543029,1.1983073871037821e-37,False,0.19575841520656354,0.0,False,False,False,pooled_only
A1_pooled,qurater,rps_doc_num_sentences,51230,0.2501469621432162,0.0,0.0,False,1,1,7,0.060519810816650484,2.054633993506939e-14,False,0.14332249811104836,0.0,False,False,False,domain_specific
A1_pooled,qurater,rps_doc_unigram_entropy,51230,0.38211953390075065,0.0,0.0,False,0,0,7,0.03403475524864341,1.8774055034201778e-05,False,0.20291730598028854,0.0,False,False,False,pooled_only
A1_pooled,qurater,rps_doc_frac_unique_words,51230,0.31130887346290226,0.0,0.0,False,0,0,7,0.09912704999372321,3.180719803885936e-36,False,0.17280039280949272,0.0,False,False,False,pooled_only
A1_pooled,qurater,rps_doc_frac_no_alph_words,51230,0.30935341097262986,0.0,0.0,False,0,0,7,0.14285507951889026,7.43358000606656e-74,False,0.11271407800817503,0.0,False,False,False,pooled_only
A1_pooled,qurater,rps_doc_frac_chars_top_2gram,51230,0.16240339809615753,1.0075560405055602e-299,1.5833023493658802e-299,False,3,1,7,-0.033407575534325995,2.6576228294318384e-05,True,-0.010361578518380545,5.227394205084392e-06,True,True,False,domain_specific
A1_pooled,qurater,rps_doc_frac_chars_top_3gram,51230,-0.04224875505367763,1.1043623397166039e-21,1.2819482435906308e-21,True,5,5,7,-0.01964681124007289,0.013727361190465503,True,0.07137371796702205,3.909056757707842e-217,False,True,True,multi_domain
A1_pooled,qurater,rps_lines_uppercase_letter_fraction,51230,-0.13464353784549077,7.963881190605276e-206,1.149785346893637e-205,True,2,2,7,0.09594351313569094,5.003650513618065e-34,False,0.15423773106720307,0.0,False,False,False,domain_specific
A1_pooled,qurater,rps_lines_ending_with_terminal_punctution_mark,51230,0.17331391584962247,0.0,0.0,False,1,0,6,0.1555703021521158,2.0003035304938832e-87,False,0.190495665589441,0.0,False,False,False,pooled_only
A1_pooled,qurater,rps_lines_numerical_chars_fraction,51230,-0.009537075024148122,0.030879482581545197,0.032131353497013244,True,5,4,7,-0.04960473717245035,3.927209335156649e-10,True,-0.11293656938026016,0.0,True,True,True,multi_domain
A1_pooled,qurater,rps_doc_mean_word_length,51230,0.17047052280433075,0.0,0.0,False,3,3,7,0.08386532222057573,2.428579489314295e-26,False,0.22948960584122605,0.0,False,False,False,domain_specific
A1_pooled,ad_en,rps_doc_word_count,51230,-0.20718998218067874,0.0,0.0,True,7,5,7,-0.027987776383856397,0.00043701574643913415,True,-0.2757593290122899,0.0,True,True,True,multi_domain
A1_pooled,ad_en,rps_doc_num_sentences,51230,-0.15919883236162188,6.034059128724378e-288,9.354816501579405e-288,True,7,6,7,-0.07166787507506774,1.2523496994992917e-19,True,-0.2231427275098657,0.0,True,True,True,multi_domain
A1_pooled,ad_en,rps_doc_unigram_entropy,51230,-0.2340040976909527,0.0,0.0,True,7,6,7,-0.09580555481568674,6.1679798220447965e-34,True,-0.2962990977708667,0.0,True,True,True,multi_domain
A1_pooled,ad_en,rps_doc_frac_unique_words,51230,-0.09246854776284426,1.1378144683876954e-97,1.4683527497070258e-97,True,6,5,7,0.023939816846575382,0.002643135828846931,False,-0.16362185189508718,0.0,True,True,True,multi_domain
A1_pooled,ad_en,rps_doc_frac_no_alph_words,51230,-0.2086191533971545,0.0,0.0,True,5,4,7,-0.37932082819725543,0.0,True,-0.02459261113297126,2.693025899518673e-27,True,True,True,multi_domain
A1_pooled,ad_en,rps_doc_frac_chars_top_2gram,51230,-0.0919202067538101,1.5595924364084381e-96,2.0014769600574956e-96,True,5,2,7,-0.03172688904415999,6.593877479185164e-05,True,0.00035759510876855226,0.8749275710370905,False,True,True,domain_specific
A1_pooled,ad_en,rps_doc_frac_chars_top_3gram,51230,0.008365062476522243,0.05831280956340214,0.05986781781842619,False,3,2,7,0.06995516288548946,9.013784365504363e-19,False,-0.07684943728159026,1.7724204421373573e-251,True,True,False,domain_specific
A1_pooled,ad_en,rps_lines_uppercase_letter_fraction,51230,0.31144255068103593,0.0,0.0,False,4,3,7,-0.22681707078384897,1.938828891747589e-186,True,0.07984880758752248,2.1906820231033143e-271,False,True,False,domain_specific
A1_pooled,ad_en,rps_lines_ending_with_terminal_punctution_mark,51230,-0.17726495706674322,0.0,0.0,True,4,2,6,-0.2113511678800887,1.4712627910120287e-161,True,-0.006979333010168344,0.0021723972547340836,True,True,True,domain_specific
A1_pooled,ad_en,rps_lines_numerical_chars_fraction,51230,0.105862066925512,1.4239401099178082e-127,1.9123846825058934e-127,False,2,1,7,0.00242050559263793,0.7687182747669504,False,-0.07698128494634945,2.4644377712746523e-252,True,True,False,domain_specific
A1_pooled,ad_en,rps_doc_mean_word_length,51230,-0.03742204476099562,2.3939211395057574e-17,2.76497891612915e-17,True,0,0,7,0.09362711635059481,1.7774399055617517e-32,False,0.061479877185867705,1.562025902224617e-161,False,False,False,pooled_only
A1_pooled,rps_doc_word_count,rps_doc_num_sentences,51230,0.828590382750885,0.0,0.0,False,0,0,7,0.9072849415914539,0.0,False,0.8139398548166231,0.0,False,False,False,pooled_only
A1_pooled,rps_doc_word_count,rps_doc_unigram_entropy,51230,0.9505601770201423,0.0,0.0,False,0,0,7,0.7105333599656698,0.0,False,0.9413141060071664,0.0,False,False,False,pooled_only
A1_pooled,rps_doc_word_count,rps_doc_frac_unique_words,51230,0.826587978972071,0.0,0.0,False,0,0,7,0.8408929218472437,0.0,False,0.8370243491801064,0.0,False,False,False,pooled_only
A1_pooled,rps_doc_word_count,rps_doc_frac_no_alph_words,51230,0.13259900995397175,1.2481042345472006e-199,1.7907582495677224e-199,False,5,4,7,-0.15328971625221854,6.702654676805167e-85,True,-0.260618798609122,0.0,True,True,False,multi_domain
A1_pooled,rps_doc_word_count,rps_doc_frac_chars_top_2gram,51230,0.3255540493625677,0.0,0.0,False,2,1,7,0.19607862373163762,7.121756192974492e-139,False,-0.09342835832379084,0.0,True,True,False,domain_specific
A1_pooled,rps_doc_word_count,rps_doc_frac_chars_top_3gram,51230,-0.016933652539313487,0.0001266147490367451,0.00013731458698351229,True,4,4,7,-0.2881895727449609,6.342891474955997e-305,True,0.32893712735752334,0.0,False,True,True,multi_domain
A1_pooled,rps_doc_word_count,rps_lines_uppercase_letter_fraction,51230,-0.24663500594637372,0.0,0.0,True,6,4,7,-0.03866749197688295,1.1221665608366128e-06,True,-0.3158737138651156,0.0,True,True,True,multi_domain
A1_pooled,rps_doc_word_count,rps_lines_ending_with_terminal_punctution_mark,51230,0.034482744334721746,5.8578726798617105e-15,6.698854401227996e-15,False,2,2,6,0.0013615588610659455,0.8703674118209409,False,-0.24215947253041215,0.0,True,True,False,domain_specific
A1_pooled,rps_doc_word_count,rps_lines_numerical_chars_fraction,51230,0.22717448655332043,0.0,0.0,False,2,1,7,0.015777326783424542,0.04841384071932158,False,0.29143643220719956,0.0,False,False,False,domain_specific
A1_pooled,rps_doc_word_count,rps_doc_mean_word_length,51230,0.2556021075567521,0.0,0.0,False,2,2,7,0.03591559179699954,6.220293772971867e-06,False,0.13523539119776404,0.0,False,False,False,domain_specific
A1_pooled,rps_doc_num_sentences,rps_doc_unigram_entropy,51230,0.7771970182715512,0.0,0.0,False,0,0,7,0.7172566462235721,0.0,False,0.7945582104193387,0.0,False,False,False,pooled_only
A1_pooled,rps_doc_num_sentences,rps_doc_frac_unique_words,51230,0.7215819574759424,0.0,0.0,False,0,0,7,0.7098593674797027,0.0,False,0.6361093580153766,0.0,False,False,False,pooled_only
A1_pooled,rps_doc_num_sentences,rps_doc_frac_no_alph_words,51230,-0.12220859266634768,1.1745118187109759e-169,1.6344110248327437e-169,True,6,6,7,-0.18637828601872725,2.1338887732139542e-125,True,-0.19032098350111717,0.0,True,True,True,multi_domain
A1_pooled,rps_doc_num_sentences,rps_doc_frac_chars_top_2gram,51230,0.3429252378435394,0.0,0.0,False,0,0,7,0.19858400388809622,1.7980857837419414e-142,False,0.03168398367532609,3.310940091462401e-44,False,False,False,pooled_only
A1_pooled,rps_doc_num_sentences,rps_doc_frac_chars_top_3gram,51230,-0.04437166693750955,9.393491625774657e-24,1.1014703378446425e-23,True,5,5,7,-0.2750995328034359,6.245033422765351e-277,True,0.19237353961607231,0.0,False,True,True,multi_domain
A1_pooled,rps_doc_num_sentences,rps_lines_uppercase_letter_fraction,51230,-0.15191340033486384,4.3659625308545793e-262,6.54894379628187e-262,True,4,4,7,-0.014751883795148007,0.06485752663456788,False,-0.3050360961776018,0.0,True,True,True,multi_domain
A1_pooled,rps_doc_num_sentences,rps_lines_ending_with_terminal_punctution_mark,51230,-0.15208758048388485,1.0879905569377357e-262,1.6426524094942285e-262,True,2,2,6,0.015296320288681853,0.05561823368726218,False,-0.2418842547030663,0.0,True,True,True,domain_specific
A1_pooled,rps_doc_num_sentences,rps_lines_numerical_chars_fraction,51230,0.18979600323767898,0.0,0.0,False,1,0,7,0.20422778058044416,9.63775708446651e-151,False,0.2460634016215266,0.0,False,False,False,pooled_only
A1_pooled,rps_doc_num_sentences,rps_doc_mean_word_length,51230,-0.028675933284840822,8.487303489895179e-11,9.657966040225548e-11,True,4,2,7,-0.02888302340030433,0.00028338942109274996,True,-0.1193726694398865,0.0,True,True,True,domain_specific
A1_pooled,rps_doc_unigram_entropy,rps_doc_frac_unique_words,51230,0.6480059904166724,0.0,0.0,False,0,0,7,0.30271000824364824,0.0,False,0.6359355835485863,0.0,False,False,False,pooled_only
A1_pooled,rps_doc_unigram_entropy,rps_doc_frac_no_alph_words,51230,0.17342318885304742,0.0,0.0,False,6,4,7,-0.21870585830977757,3.75489910676654e-173,True,-0.23675026329551235,0.0,True,True,False,multi_domain
A1_pooled,rps_doc_unigram_entropy,rps_doc_frac_chars_top_2gram,51230,0.3946599284924358,0.0,0.0,False,0,0,7,0.4171946873667571,0.0,False,0.024476919466259493,4.6695979604537165e-27,False,False,False,pooled_only
A1_pooled,rps_doc_unigram_entropy,rps_doc_frac_chars_top_3gram,51230,-0.10993681803832546,1.7387284534210127e-137,2.3766051641435143e-137,True,6,6,7,-0.4581025603256904,0.0,True,0.19968287167374812,0.0,False,True,True,multi_domain
A1_pooled,rps_doc_unigram_entropy,rps_lines_uppercase_letter_fraction,51230,-0.24551065386705953,0.0,0.0,True,5,5,7,-0.07411285692181555,6.94533409460619e-21,True,-0.28299048491300355,0.0,True,True,True,multi_domain
A1_pooled,rps_doc_unigram_entropy,rps_lines_ending_with_terminal_punctution_mark,51230,0.09330434504572307,2.0414532469244137e-99,2.649301685615391e-99,False,3,3,6,-0.076259787430854,5.078673347159104e-22,True,-0.1929259663534511,0.0,True,True,False,domain_specific
A1_pooled,rps_doc_unigram_entropy,rps_lines_numerical_chars_fraction,51230,0.24242217459855214,0.0,0.0,False,1,1,7,0.180242960313269,3.0000712425048415e-117,False,0.3241320312897452,0.0,False,False,False,domain_specific
A1_pooled,rps_doc_unigram_entropy,rps_doc_mean_word_length,51230,0.26576376750159497,0.0,0.0,False,3,3,7,-0.2675664744216898,1.6692951391868609e-261,True,0.13087317947783708,0.0,False,True,False,domain_specific
A1_pooled,rps_doc_frac_unique_words,rps_doc_frac_no_alph_words,51230,-0.008924812468023683,0.04337954761776492,0.044935764572662316,True,5,4,7,-0.11569437517540186,7.817089688915068e-49,True,-0.25204820566297104,0.0,True,True,True,multi_domain
A1_pooled,rps_doc_frac_unique_words,rps_doc_frac_chars_top_2gram,51230,0.1060056285678494,6.467198225416851e-128,8.736390585212238e-128,False,1,1,7,0.04287611749364056,6.572658547363473e-08,False,-0.3019958842994384,0.0,True,True,False,domain_specific
A1_pooled,rps_doc_frac_unique_words,rps_doc_frac_chars_top_3gram,51230,0.19138974497048666,0.0,0.0,False,3,3,7,-0.07381683726900566,9.87500742856612e-21,True,0.4902427651712749,0.0,False,True,False,domain_specific
A1_pooled,rps_doc_frac_unique_words,rps_lines_uppercase_letter_fraction,51230,-0.15520898586457274,1.2579762404963165e-273,1.911792839175323e-273,True,5,5,7,0.004546202171228799,0.5790622902460344,False,-0.2922398596098727,0.0,True,True,True,multi_domain
A1_pooled,rps_doc_frac_unique_words,rps_lines_ending_with_terminal_punctution_mark,51230,-0.09442469763879907,8.79725298168868e-102,1.1546394538466393e-101,True,2,2,6,0.06314328197466673,1.467191816003151e-15,False,-0.2571199556109827,0.0,True,True,True,domain_specific
A1_pooled,rps_doc_frac_unique_words,rps_lines_numerical_chars_fraction,51230,0.1447321107675937,7.797106153159845e-238,1.1399566591012178e-237,False,2,2,7,-0.10194291612344676,3.212797613830295e-38,True,0.15304662196893046,0.0,False,True,False,domain_specific
A1_pooled,rps_doc_frac_unique_words,rps_doc_mean_word_length,51230,0.17662800508835413,0.0,0.0,False,0,0,7,0.27109144729283563,1.1638073230767167e-268,False,0.14286881551650937,0.0,False,False,False,pooled_only
A1_pooled,rps_doc_frac_no_alph_words,rps_doc_frac_chars_top_2gram,51230,0.01361125143472534,0.002064145373489558,0.002197316042746949,False,5,4,7,-0.19036720203401833,7.534658601309554e-131,True,0.12397067645241101,0.0,False,True,False,multi_domain
A1_pooled,rps_doc_frac_no_alph_words,rps_doc_frac_chars_top_3gram,51230,-0.0631175657975155,2.189085579111982e-46,2.7187030579293972e-46,True,6,4,7,-0.026583079985147397,0.0008355082032862951,True,-0.1667006572930776,0.0,True,True,True,multi_domain
A1_pooled,rps_doc_frac_no_alph_words,rps_lines_uppercase_letter_fraction,51230,-0.36214220629135985,0.0,0.0,True,2,2,7,0.3606180399261528,0.0,False,0.4185165771863817,0.0,False,False,False,domain_specific
A1_pooled,rps_doc_frac_no_alph_words,rps_lines_ending_with_terminal_punctution_mark,51230,0.577206431902165,0.0,0.0,False,0,0,6,0.3729389528655848,0.0,False,0.35879592117623066,0.0,False,False,False,pooled_only
A1_pooled,rps_doc_frac_no_alph_words,rps_lines_numerical_chars_fraction,51230,-0.2796522655136251,0.0,0.0,True,6,6,7,-0.38171918032441987,0.0,True,-0.26324523462911464,0.0,True,True,True,multi_domain
A1_pooled,rps_doc_frac_no_alph_words,rps_doc_mean_word_length,51230,0.372676019607085,0.0,0.0,False,5,4,7,0.019683573869589795,0.013611895470647218,False,-0.15362932414560335,0.0,True,True,False,multi_domain
A1_pooled,rps_doc_frac_chars_top_2gram,rps_doc_frac_chars_top_3gram,51230,-0.48440069266941427,0.0,0.0,True,7,7,7,-0.3640574640368544,0.0,True,-0.5647760660379636,0.0,True,True,True,multi_domain
A1_pooled,rps_doc_frac_chars_top_2gram,rps_lines_uppercase_letter_fraction,51230,-0.09634789626139563,6.558694199893359e-106,8.707231955030839e-106,True,3,3,7,0.032024980045959654,5.6383641696061554e-05,False,0.08577424915973385,0.0,False,False,False,domain_specific
A1_pooled,rps_doc_frac_chars_top_2gram,rps_lines_ending_with_terminal_punctution_mark,51230,-0.005464736828901862,0.21613532856694734,0.218979214469144,False,1,1,6,0.04004904019360268,4.566940369878971e-07,False,0.08717463519730458,0.0,False,False,False,domain_specific
A1_pooled,rps_doc_frac_chars_top_2gram,rps_lines_numerical_chars_fraction,51230,0.013983066623247139,0.0015507703039327842,0.0016661764660859217,False,4,2,7,-0.0004447246583896658,0.9591499373790159,False,-0.0013460135382336422,0.5559393206502565,False,False,False,domain_specific
A1_pooled,rps_doc_frac_chars_top_2gram,rps_doc_mean_word_length,51230,-0.007726732265259685,0.08031600029355519,0.08209290295491703,False,3,3,7,-0.20647721736995198,4.094597320225505e-154,True,-0.057196122181933644,4.796721722044833e-140,True,True,False,domain_specific
A1_pooled,rps_doc_frac_chars_top_3gram,rps_lines_uppercase_letter_fraction,51230,0.0029117359313509264,0.5098771839564082,0.5143302597988223,False,3,2,7,-0.02154748860692231,0.006871955508138203,True,-0.15223808278611256,0.0,True,True,False,domain_specific
A1_pooled,rps_doc_frac_chars_top_3gram,rps_lines_ending_with_terminal_punctution_mark,51230,-0.05826888445378662,8.832061811730867e-40,1.0681708264449375e-39,True,5,5,6,-0.033958197810308476,1.9517185168404708e-05,True,-0.14035934385852294,0.0,True,True,True,multi_domain
A1_pooled,rps_doc_frac_chars_top_3gram,rps_lines_numerical_chars_fraction,51230,0.07607108771463394,1.2733700385670716e-66,1.6162004335658986e-66,False,1,0,7,0.013293978715944172,0.09662881608723645,False,0.08330749903802344,2.6526617477454375e-295,False,False,False,pooled_only
A1_pooled,rps_doc_frac_chars_top_3gram,rps_doc_mean_word_length,51230,0.060830600106504915,3.3232731160823008e-43,4.040400472710587e-43,False,3,3,7,0.08839174753358767,4.247615819526893e-29,False,0.06074655353603619,9.592288531614305e-158,False,False,False,domain_specific
A1_pooled,rps_lines_uppercase_letter_fraction,rps_lines_ending_with_terminal_punctution_mark,51230,-0.27018872654624687,0.0,0.0,True,1,1,6,0.8194519873774696,0.0,False,0.7442321952358502,0.0,False,False,False,domain_specific
A1_pooled,rps_lines_uppercase_letter_fraction,rps_lines_numerical_chars_fraction,51230,0.10688554522614939,5.005331683731307e-130,6.8013624643643055e-130,False,4,4,7,-0.0750445031271945,2.2566347171338658e-21,True,-0.11373567368227663,0.0,True,True,False,multi_domain
A1_pooled,rps_lines_uppercase_letter_fraction,rps_doc_mean_word_length,51230,-0.29535117104181946,0.0,0.0,True,3,3,7,0.06465288494140094,3.0511567038038085e-16,False,0.04422098676421912,1.9499495233758726e-84,False,False,False,domain_specific
A1_pooled,rps_lines_ending_with_terminal_punctution_mark,rps_lines_numerical_chars_fraction,51230,-0.18138593849997345,0.0,0.0,True,6,5,6,-0.15883466040665156,4.1393642766835864e-91,True,-0.07297052314892011,6.969569282023113e-227,True,True,True,multi_domain
A1_pooled,rps_lines_ending_with_terminal_punctution_mark,rps_doc_mean_word_length,51230,0.5862364218060094,0.0,0.0,False,0,0,6,0.08809339099306372,6.488445177968202e-29,False,0.2016926585987626,0.0,False,False,False,pooled_only
A1_pooled,rps_lines_numerical_chars_fraction,rps_doc_mean_word_length,51230,0.044597342244245226,5.5830712861320895e-24,6.58004830151282e-24,False,5,4,7,-0.05339636215729569,1.6003181135909905e-11,True,0.12495854393559704,0.0,False,True,False,multi_domain
