scope,metric_a,metric_b,n,rho,p,q_bh,significant_negative
A1_pooled,rps_doc_frac_unique_words,rps_lines_ending_with_terminal_punctution_mark,51230,-0.09442469763879907,8.79725298168868e-102,1.1546394538466393e-101,True
A1_pooled,rps_doc_frac_unique_words,rps_lines_numerical_chars_fraction,51230,0.1447321107675937,7.797106153159845e-238,1.1399566591012178e-237,False
A1_pooled,rps_doc_frac_unique_words,rps_doc_mean_word_length,51230,0.17662800508835413,0.0,0.0,False
A1_pooled,rps_doc_frac_no_alph_words,rps_doc_frac_chars_top_2gram,51230,0.01361125143472534,0.002064145373489558,0.002197316042746949,False
A1_pooled,rps_doc_frac_no_alph_words,rps_doc_frac_chars_top_3gram,51230,-0.0631175657975155,2.189085579111982e-46,2.7187030579293972e-46,True
A1_pooled,rps_doc_frac_no_alph_words,rps_lines_uppercase_letter_fraction,51230,-0.36214220629135985,0.0,0.0,True
A1_pooled,rps_doc_frac_no_alph_words,rps_lines_ending_with_terminal_punctution_mark,51230,0.577206431902165,0.0,0.0,False
A1_pooled,rps_doc_frac_no_alph_words,rps_lines_numerical_chars_fraction,51230,-0.2796522655136251,0.0,0.0,True
A1_pooled,rps_doc_frac_no_alph_words,rps_doc_mean_word_length,51230,0.372676019607085,0.0,0.0,False
A1_pooled,rps_doc_frac_chars_top_2gram,rps_doc_frac_chars_top_3gram,51230,-0.48440069266941427,0.0,0.0,True
A1_pooled,rps_doc_frac_chars_top_2gram,rps_lines_uppercase_letter_fraction,51230,-0.09634789626139563,6.558694199893359e-106,8.707231955030839e-106,True
A1_pooled,rps_doc_frac_chars_top_2gram,rps_lines_ending_with_terminal_punctution_mark,51230,-0.005464736828901862,0.21613532856694734,0.218979214469144,False
A1_pooled,rps_doc_frac_chars_top_2gram,rps_lines_numerical_chars_fraction,51230,0.013983066623247139,0.0015507703039327842,0.0016661764660859217,False
A1_pooled,rps_doc_frac_chars_top_2gram,rps_doc_mean_word_length,51230,-0.007726732265259685,0.08031600029355519,0.08209290295491703,False
A1_pooled,rps_doc_frac_chars_top_3gram,rps_lines_uppercase_letter_fraction,51230,0.0029117359313509264,0.5098771839564082,0.5143302597988223,False
A1_pooled,rps_doc_frac_chars_top_3gram,rps_lines_ending_with_terminal_punctution_mark,51230,-0.05826888445378662,8.832061811730867e-40,1.0681708264449375e-39,True
A1_pooled,rps_doc_frac_chars_top_3gram,rps_lines_numerical_chars_fraction,51230,0.07607108771463394,1.2733700385670716e-66,1.6162004335658986e-66,False
A1_pooled,rps_doc_frac_chars_top_3gram,rps_doc_mean_word_length,51230,0.060830600106504915,3.3232731160823008e-43,4.040400472710587e-43,False
A1_pooled,rps_lines_uppercase_letter_fraction,rps_lines_ending_with_terminal_punctution_mark,51230,-0.27018872654624687,0.0,0.0,True
A1_pooled,rps_lines_uppercase_letter_fraction,rps_lines_numerical_chars_fraction,51230,0.10688554522614939,5.005331683731307e-130,6.8013624643643055e-130,False
A1_pooled,rps_lines_uppercase_letter_fraction,rps_doc_mean_word_length,51230,-0.29535117104181946,0.0,0.0,True
A1_pooled,rps_lines_ending_with_terminal_punctution_mark,rps_lines_numerical_chars_fraction,51230,-0.18138593849997345,0.0,0.0,True
