budget_FLOPs,context_tokens,quality_family,Q0_scenario,minimum_cost_FLOPs,model_scope,cross_source_empirical_calibration_complete,status,N_params_B,D_tokens_B,Q_score,B_native_loss,C_train_FLOPs,C_quality_FLOPs,C_attention_FLOPs,C_total_FLOPs,budget_residual_FLOPs,budget_utilization,active_set,kkt_check_pass,kkt_relative_violation,global_lower_bound,global_upper_bound,global_gap,certificate_kind
5.2329911468149465e+19,2048,exponential,0.5,4.4867200000000005e+18,B7_semi_synthetic_conditional,False,conditional_B_native_feasible,0.5753097461241092,10.0,0.8604488372802734,2.8331591715120266,3.4518584767446553e+19,1.5454857980578558e+19,2.3564687201243515e+18,5.232991146814946e+19,-8192.0,0.9999999999999999,D_min;budget,True,2.6152028530388433e-06,2.8331581720149424,2.8331591715120266,9.99497084208656e-07,floating_point_B7_reduction
5.424690937011326e+19,2048,exponential,0.5,4.4867200000000005e+18,B7_semi_synthetic_conditional,False,conditional_B_native_feasible,0.5939697717897494,10.0,0.8671913146972656,2.8252980415466107,3.5638186307384967e+19,1.6175822877477485e+19,2.4329001852508134e+18,5.424690937011327e+19,8192.0,1.0000000000000002,D_min;budget,True,4.167724353014054e-06,2.825297043010793,2.8252980415466107,9.985358175867987e-07,floating_point_B7_reduction
5.6234132519034905e+19,2048,exponential,0.5,4.4867200000000005e+18,B7_semi_synthetic_conditional,False,conditional_B_native_feasible,0.6132407637191888,10.0,0.8739452362060547,2.817506167415004,3.679444582315133e+19,1.6927852527689777e+19,2.511834168193797e+18,5.6234132519034905e+19,0.0,1.0,D_min;budget,True,2.6731239148532442e-06,2.8175051687583874,2.817506167415004,9.98656616513216e-07,floating_point_B7_reduction
5.829415347136074e+19,2048,exponential,0.5,4.4867200000000005e+18,B7_semi_synthetic_conditional,False,conditional_B_native_feasible,0.6331482118629403,10.0,0.880706787109375,2.8097835388398233,3.798889271177642e+19,1.7711885683793711e+19,2.5933750757906033e+18,5.829415347136073e+19,-8192.0,0.9999999999999999,D_min;budget,True,1.6501150524085342e-06,2.8097825425335032,2.8097835388398233,9.963063201112732e-07,floating_point_B7_reduction
6.042963902381328e+19,2048,exponential,0.5,4.4867200000000005e+18,B7_semi_synthetic_conditional,False,conditional_B_native_feasible,0.6537082394336768,10.0,0.8874778747558594,2.8021301249014896,3.922249436602061e+19,1.852955570907233e+19,2.6775889487203405e+18,6.042963902381328e+19,0.0,1.0,D_min;budget,True,2.265272793154232e-06,2.8021291258662027,2.8021301249014896,9.99035286941563e-07,floating_point_B7_reduction
6.264335366568855e+19,2048,exponential,0.5,4.4867200000000005e+18,B7_semi_synthetic_conditional,False,conditional_B_native_feasible,0.6749445465347551,10.0,0.894256591796875,2.7945458749828296,4.049667279208531e+19,1.9382108010996896e+19,2.764572862606357e+18,6.264335366568857e+19,16384.0,1.0000000000000002,D_min;budget,True,3.29359694060979e-06,2.794544875635397,2.7945458749828296,9.993474323621854e-07,floating_point_B7_reduction
6.493816315762113e+19,2048,exponential,0.5,4.4867200000000005e+18,B7_semi_synthetic_conditional,False,conditional_B_native_feasible,0.6968700536276938,10.0,0.9010467529296875,2.787030719680827,4.181220321766163e+19,2.0271580200300462e+19,2.854379739659034e+18,6.493816315762113e+19,0.0,1.0,D_min;budget,True,3.1601512362492394e-06,2.7870297212073196,2.787030719680827,9.984735074297646e-07,floating_point_B7_reduction
6.731703824144982e+19,2048,exponential,0.5,4.4867200000000005e+18,B7_semi_synthetic_conditional,False,conditional_B_native_feasible,0.719517642812179,10.0,0.9078426361083984,2.779584571690758,4.317105856873074e+19,2.1198835407760392e+19,2.947144264958685e+18,6.731703824144982e+19,0.0,1.0,D_min;budget,True,3.7054757671615565e-06,2.7795835719053645,2.779584571690758,9.997853935850287e-07,floating_point_B7_reduction
6.978305848598663e+19,2048,exponential,0.5,4.4867200000000005e+18,B7_semi_synthetic_conditional,False,conditional_B_native_feasible,0.7428968646635661,10.0,0.9146499633789062,2.772207326653514,4.457381187981396e+19,2.2166341048510697e+19,3.042905557661967e+18,6.978305848598662e+19,-8192.0,0.9999999999999999,D_min;budget,True,3.010242472332051e-06,2.7722063268711143,2.772207326653514,9.99782399535576e-07,floating_point_B7_reduction
7.233941627366747e+19,2048,exponential,0.5,4.4867200000000005e+18,B7_semi_synthetic_conditional,False,conditional_B_native_feasible,0.7670427189344554,10.0,0.9214630126953125,2.7648988639818985,4.602256313606732e+19,2.3175046160844616e+19,3.1418069767555297e+18,7.233941627366747e+19,0.0,1.0,D_min;budget,True,2.247068756199493e-06,2.764897864673053,2.7648988639818985,9.993088454507415e-07,floating_point_B7_reduction
7.498942093324558e+19,2048,exponential,0.5,4.4867200000000005e+18,B7_semi_synthetic_conditional,False,conditional_B_native_feasible,0.7919695446507534,10.0,0.9282855987548828,2.7576590476505207,4.75181726790452e+19,2.4227340999310885e+19,3.2439072548894863e+18,7.498942093324557e+19,-16384.0,0.9999999999999998,D_min;budget,True,1.3082947337989919e-06,2.7576580500843044,2.7576590476505207,9.97566216298651e-07,floating_point_B7_reduction
7.773650302387759e+19,2048,exponential,0.5,4.4867200000000005e+18,B7_semi_synthetic_conditional,False,conditional_B_native_feasible,0.8177054095306783,10.0,0.9351158142089844,2.7504877269613246,4.906232457184069e+19,2.5324857094599238e+19,3.349321357437658e+18,7.773650302387759e+19,0.0,1.0,D_min;budget,True,2.351466051064833e-06,2.75048673210451,2.7504877269613246,9.948568147066794e-07,floating_point_B7_reduction
