rep,metric,orientation,global_rho
28,rps_doc_num_sentences,1,0.2724752598536609
28,rps_doc_unigram_entropy,1,0.3514717339748535
28,rps_doc_frac_unique_words,-1,-0.37323845020819746
28,rps_doc_frac_no_alph_words,-1,-0.10684650565475257
28,rps_doc_frac_chars_top_2gram,-1,-0.10093042250185402
28,rps_doc_frac_chars_top_3gram,1,0.038368348779144086
28,rps_lines_uppercase_letter_fraction,1,0.039818243530398444
28,rps_lines_ending_with_terminal_punctution_mark,1,0.05267225440515877
28,rps_lines_numerical_chars_fraction,1,0.10290009331933998
28,rps_doc_mean_word_length,-1,-0.1981287154816534
29,fineweb_edu,1,
29,fluency_en,1,
29,modernbert_cleanliness,1,
29,modernbert_readability,1,
29,modernbert_reasoning,1,
29,modernbert_professionalism,1,
29,dsir_books,-1,-0.3007828900671514
29,dsir_wiki,-1,-0.3014494523561125
29,dsir_math,-1,-0.29746635832082213
29,qurater,1,
29,ad_en,1,
29,rps_doc_word_count,1,0.38286260744985623
29,rps_doc_num_sentences,1,0.27684877695086185
29,rps_doc_unigram_entropy,1,0.3506128657507354
29,rps_doc_frac_unique_words,-1,-0.37886128892555415
29,rps_doc_frac_no_alph_words,-1,-0.11463695861069467
29,rps_doc_frac_chars_top_2gram,-1,-0.08666878411834672
29,rps_doc_frac_chars_top_3gram,1,0.0530636945439833
29,rps_lines_uppercase_letter_fraction,1,0.029468115409411806
29,rps_lines_ending_with_terminal_punctution_mark,1,0.06150749886158143
29,rps_lines_numerical_chars_fraction,1,0.09634684316489775
29,rps_doc_mean_word_length,-1,-0.19745823134413334
30,fineweb_edu,1,
30,fluency_en,1,
30,modernbert_cleanliness,1,
30,modernbert_readability,1,
30,modernbert_reasoning,1,
30,modernbert_professionalism,1,
30,dsir_books,-1,-0.29979801020238145
30,dsir_wiki,-1,-0.30035186839921474
30,dsir_math,-1,-0.2964592609187451
30,qurater,1,
30,ad_en,1,
30,rps_doc_word_count,1,0.3814082925323472
30,rps_doc_num_sentences,1,0.2752807034053913
30,rps_doc_unigram_entropy,1,0.3510539372803364
30,rps_doc_frac_unique_words,-1,-0.37500041133898426
30,rps_doc_frac_no_alph_words,-1,-0.10238261393213212
30,rps_doc_frac_chars_top_2gram,-1,-0.09649511514823308
30,rps_doc_frac_chars_top_3gram,1,0.04560349671339698
30,rps_lines_uppercase_letter_fraction,1,0.035950804154882506
30,rps_lines_ending_with_terminal_punctution_mark,1,0.04316193479302506
30,rps_lines_numerical_chars_fraction,1,0.1156118165960477
30,rps_doc_mean_word_length,-1,-0.19612616731635968
31,fineweb_edu,1,
31,fluency_en,1,
31,modernbert_cleanliness,1,
31,modernbert_readability,1,
31,modernbert_reasoning,1,
31,modernbert_professionalism,1,
31,dsir_books,-1,-0.3041105545224488
31,dsir_wiki,-1,-0.3048452050935916
31,dsir_math,-1,-0.2997814048072648
31,qurater,1,
31,ad_en,1,
31,rps_doc_word_count,1,0.3827695293266272
31,rps_doc_num_sentences,1,0.27914079905495487
31,rps_doc_unigram_entropy,1,0.35234733142839597
31,rps_doc_frac_unique_words,-1,-0.37850331115973995
31,rps_doc_frac_no_alph_words,-1,-0.10256987932711403
31,rps_doc_frac_chars_top_2gram,-1,-0.0945960570770429
31,rps_doc_frac_chars_top_3gram,1,0.044124173730280145
31,rps_lines_uppercase_letter_fraction,1,0.036415271237597954
31,rps_lines_ending_with_terminal_punctution_mark,1,0.04669437449555253
31,rps_lines_numerical_chars_fraction,1,0.0991330147205048
31,rps_doc_mean_word_length,-1,-0.19345449372596357
32,fineweb_edu,1,
32,fluency_en,1,
32,modernbert_cleanliness,1,
32,modernbert_readability,1,
32,modernbert_reasoning,1,
32,modernbert_professionalism,1,
32,dsir_books,-1,-0.30847803048883904
32,dsir_wiki,-1,-0.30931156336668364
32,dsir_math,-1,-0.3054550435376848
32,qurater,1,
32,ad_en,1,
32,rps_doc_word_count,1,0.3922533018507539
32,rps_doc_num_sentences,1,0.2891301000090579
32,rps_doc_unigram_entropy,1,0.36058336345107733
32,rps_doc_frac_unique_words,-1,-0.3872858419820871
32,rps_doc_frac_no_alph_words,-1,-0.09994618455194877
32,rps_doc_frac_chars_top_2gram,-1,-0.10490520193175129
32,rps_doc_frac_chars_top_3gram,1,0.03708445034518243
32,rps_lines_uppercase_letter_fraction,1,0.03341087735897343
32,rps_lines_ending_with_terminal_punctution_mark,1,0.04859285783184643
32,rps_lines_numerical_chars_fraction,1,0.10522416290695832
32,rps_doc_mean_word_length,-1,-0.19689744613592625
33,fineweb_edu,1,
33,fluency_en,1,
33,modernbert_cleanliness,1,
33,modernbert_readability,1,
33,modernbert_reasoning,1,
33,modernbert_professionalism,1,
33,dsir_books,-1,-0.298433845857271
33,dsir_wiki,-1,-0.2992094963983789
33,dsir_math,-1,-0.29476973303381404
33,qurater,1,
33,ad_en,1,
33,rps_doc_word_count,1,0.3802820798647693
33,rps_doc_num_sentences,1,0.27319236704734445
33,rps_doc_unigram_entropy,1,0.35131695611228
33,rps_doc_frac_unique_words,-1,-0.3738609285452434
33,rps_doc_frac_no_alph_words,-1,-0.10169481569169003
33,rps_doc_frac_chars_top_2gram,-1,-0.09060417461190752
33,rps_doc_frac_chars_top_3gram,1,0.041780363930553684
33,rps_lines_uppercase_letter_fraction,1,0.03303973248967625
33,rps_lines_ending_with_terminal_punctution_mark,1,0.06091478947177819
33,rps_lines_numerical_chars_fraction,1,0.11091449722015358
33,rps_doc_mean_word_length,-1,-0.19362767488103594
34,fineweb_edu,1,
34,fluency_en,1,
34,modernbert_cleanliness,1,
34,modernbert_readability,1,
34,modernbert_reasoning,1,
34,modernbert_professionalism,1,
34,dsir_books,-1,-0.2968014767648347
34,dsir_wiki,-1,-0.29730317401055156
34,dsir_math,-1,-0.29355562431722554
34,qurater,1,
34,ad_en,1,
34,rps_doc_word_count,1,0.38219552704899484
34,rps_doc_num_sentences,1,0.2729756008909774
34,rps_doc_unigram_entropy,1,0.3524902168068224
34,rps_doc_frac_unique_words,-1,-0.3751917855201568
34,rps_doc_frac_no_alph_words,-1,-0.10775992211263243
34,rps_doc_frac_chars_top_2gram,-1,-0.09012660013486146
34,rps_doc_frac_chars_top_3gram,1,0.04652654923504694
34,rps_lines_uppercase_letter_fraction,1,0.03210416222083245
34,rps_lines_ending_with_terminal_punctution_mark,1,0.053077117883646795
34,rps_lines_numerical_chars_fraction,1,0.1086892049811137
34,rps_doc_mean_word_length,-1,-0.2005692961918457
35,fineweb_edu,1,
35,fluency_en,1,
35,modernbert_cleanliness,1,
35,modernbert_readability,1,
35,modernbert_reasoning,1,
35,modernbert_professionalism,1,
35,dsir_books,-1,-0.3005265752275646
35,dsir_wiki,-1,-0.30108239590772273
35,dsir_math,-1,-0.29708409772639227
35,qurater,1,
35,ad_en,1,
35,rps_doc_word_count,1,0.38431257666431945
35,rps_doc_num_sentences,1,0.27540624866464414
35,rps_doc_unigram_entropy,1,0.3536575204619949
35,rps_doc_frac_unique_words,-1,-0.38036022460504193
35,rps_doc_frac_no_alph_words,-1,-0.1039344949651835
35,rps_doc_frac_chars_top_2gram,-1,-0.10390612448750344
35,rps_doc_frac_chars_top_3gram,1,0.05157210626420322
35,rps_lines_uppercase_letter_fraction,1,0.03481613133590951
35,rps_lines_ending_with_terminal_punctution_mark,1,0.04996185304819551
35,rps_lines_numerical_chars_fraction,1,0.10046178936631953
35,rps_doc_mean_word_length,-1,-0.1993983852441986
36,fineweb_edu,1,
36,fluency_en,1,
36,modernbert_cleanliness,1,
36,modernbert_readability,1,
36,modernbert_reasoning,1,
36,modernbert_professionalism,1,
36,dsir_books,-1,-0.29962147848169945
36,dsir_wiki,-1,-0.3005002245984274
36,dsir_math,-1,-0.296792046011234
36,qurater,1,
36,ad_en,1,
36,rps_doc_word_count,1,0.3844372337165349
36,rps_doc_num_sentences,1,0.27632482046797163
36,rps_doc_unigram_entropy,1,0.35486518087720514
36,rps_doc_frac_unique_words,-1,-0.37927843106683795
36,rps_doc_frac_no_alph_words,-1,-0.10757644272485356
36,rps_doc_frac_chars_top_2gram,-1,-0.09255188656396819
36,rps_doc_frac_chars_top_3gram,1,0.04710787563820549
36,rps_lines_uppercase_letter_fraction,1,0.028626143936941427
36,rps_lines_ending_with_terminal_punctution_mark,1,0.050297490704275215
36,rps_lines_numerical_chars_fraction,1,0.11125899802469291
36,rps_doc_mean_word_length,-1,-0.20689114823184118
37,fineweb_edu,1,
37,fluency_en,1,
37,modernbert_cleanliness,1,
37,modernbert_readability,1,
37,modernbert_reasoning,1,
37,modernbert_professionalism,1,
37,dsir_books,-1,-0.29925977489757744
37,dsir_wiki,-1,-0.2996932280297612
37,dsir_math,-1,-0.295360452277842
37,qurater,1,
37,ad_en,1,
37,rps_doc_word_count,1,0.3812013448149105
37,rps_doc_num_sentences,1,0.27291067843698325
37,rps_doc_unigram_entropy,1,0.3521057968329261
37,rps_doc_frac_unique_words,-1,-0.37337623306127715
37,rps_doc_frac_no_alph_words,-1,-0.10575156068334071
37,rps_doc_frac_chars_top_2gram,-1,-0.0914784586003111
37,rps_doc_frac_chars_top_3gram,1,0.043776313889654014
37,rps_lines_uppercase_letter_fraction,1,0.03415517952083888
37,rps_lines_ending_with_terminal_punctution_mark,1,0.0503032970029738
37,rps_lines_numerical_chars_fraction,1,0.10555850927534353
37,rps_doc_mean_word_length,-1,-0.19585462382696453
38,fineweb_edu,1,
38,fluency_en,1,
38,modernbert_cleanliness,1,
38,modernbert_readability,1,
38,modernbert_reasoning,1,
38,modernbert_professionalism,1,
38,dsir_books,-1,-0.29303479324076415
38,dsir_wiki,-1,-0.29362218089454184
38,dsir_math,-1,-0.28995033734239484
38,qurater,1,
38,ad_en,1,
38,rps_doc_word_count,1,0.3778498710600505
38,rps_doc_num_sentences,1,0.27023936708595075
38,rps_doc_unigram_entropy,1,0.3482987366070938
38,rps_doc_frac_unique_words,-1,-0.37201739193518424
38,rps_doc_frac_no_alph_words,-1,-0.10257483375342022
38,rps_doc_frac_chars_top_2gram,-1,-0.09596034283090671
38,rps_doc_frac_chars_top_3gram,1,0.034343421856595065
38,rps_lines_uppercase_letter_fraction,1,0.0364512089041161
38,rps_lines_ending_with_terminal_punctution_mark,1,0.057807685700533455
38,rps_lines_numerical_chars_fraction,1,0.10486527449854048
38,rps_doc_mean_word_length,-1,-0.19309520642286226
39,fineweb_edu,1,
39,fluency_en,1,
39,modernbert_cleanliness,1,
39,modernbert_readability,1,
39,modernbert_reasoning,1,
39,modernbert_professionalism,1,
39,dsir_books,-1,-0.3031773399933944
39,dsir_wiki,-1,-0.3037049742992334
39,dsir_math,-1,-0.2999508099742661
39,qurater,1,
39,ad_en,1,
39,rps_doc_word_count,1,0.3854272456889724
39,rps_doc_num_sentences,1,0.2809028662367836
39,rps_doc_unigram_entropy,1,0.3543296310283615
39,rps_doc_frac_unique_words,-1,-0.37869386149804546
39,rps_doc_frac_no_alph_words,-1,-0.10581564365288214
39,rps_doc_frac_chars_top_2gram,-1,-0.09244021500850402
39,rps_doc_frac_chars_top_3gram,1,0.04200018169308675
39,rps_lines_uppercase_letter_fraction,1,0.03684565232761127
39,rps_lines_ending_with_terminal_punctution_mark,1,0.04827144189787595
39,rps_lines_numerical_chars_fraction,1,0.10622165969615956
39,rps_doc_mean_word_length,-1,-0.18888045264782022
40,fineweb_edu,1,
40,fluency_en,1,
40,modernbert_cleanliness,1,
40,modernbert_readability,1,
40,modernbert_reasoning,1,
40,modernbert_professionalism,1,
40,dsir_books,-1,-0.30487650667615823
40,dsir_wiki,-1,-0.305022321130705
40,dsir_math,-1,-0.3015888479945301
40,qurater,1,
40,ad_en,1,
40,rps_doc_word_count,1,0.38587391525961423
40,rps_doc_num_sentences,1,0.28071363527148085
40,rps_doc_unigram_entropy,1,0.35170119445472325
40,rps_doc_frac_unique_words,-1,-0.38142789138065336
40,rps_doc_frac_no_alph_words,-1,-0.10862332777900036
40,rps_doc_frac_chars_top_2gram,-1,-0.09211707952293714
40,rps_doc_frac_chars_top_3gram,1,0.04605840805540709
40,rps_lines_uppercase_letter_fraction,1,0.02962822202172673
40,rps_lines_ending_with_terminal_punctution_mark,1,0.05525076898964031
40,rps_lines_numerical_chars_fraction,1,0.11442919067941267
40,rps_doc_mean_word_length,-1,-0.19545372672846997
41,fineweb_edu,1,
41,fluency_en,1,
41,modernbert_cleanliness,1,
41,modernbert_readability,1,
41,modernbert_reasoning,1,
41,modernbert_professionalism,1,
41,dsir_books,-1,-0.3052068794236349
41,dsir_wiki,-1,-0.30585564559114287
41,dsir_math,-1,-0.30201806864324626
41,qurater,1,
41,ad_en,1,
41,rps_doc_word_count,1,0.38622478200916616
41,rps_doc_num_sentences,1,0.28127401877565866
41,rps_doc_unigram_entropy,1,0.3542510824784141
41,rps_doc_frac_unique_words,-1,-0.381881166083606
41,rps_doc_frac_no_alph_words,-1,-0.10812620281485208
41,rps_doc_frac_chars_top_2gram,-1,-0.09843400674856688
41,rps_doc_frac_chars_top_3gram,1,0.04626675309202485
41,rps_lines_uppercase_letter_fraction,1,0.029105959372152178
41,rps_lines_ending_with_terminal_punctution_mark,1,0.054462418411654265
41,rps_lines_numerical_chars_fraction,1,0.1099525131549652
41,rps_doc_mean_word_length,-1,-0.19203786950576085
42,fineweb_edu,1,
42,fluency_en,1,
42,modernbert_cleanliness,1,
42,modernbert_readability,1,
42,modernbert_reasoning,1,
42,modernbert_professionalism,1,
42,dsir_books,-1,-0.30568605996770626
42,dsir_wiki,-1,-0.30612132844928835
42,dsir_math,-1,-0.301856693661738
42,qurater,1,
42,ad_en,1,
42,rps_doc_word_count,1,0.38756300949989364
42,rps_doc_num_sentences,1,0.2775776069892941
42,rps_doc_unigram_entropy,1,0.35645468494426985
42,rps_doc_frac_unique_words,-1,-0.3840634597257066
42,rps_doc_frac_no_alph_words,-1,-0.1015779639053931
42,rps_doc_frac_chars_top_2gram,-1,-0.08493093711792052
42,rps_doc_frac_chars_top_3gram,1,0.05438343641290997
42,rps_lines_uppercase_letter_fraction,1,0.03287941583716489
42,rps_lines_ending_with_terminal_punctution_mark,1,0.05002178796183862
42,rps_lines_numerical_chars_fraction,1,0.10843961892748519
42,rps_doc_mean_word_length,-1,-0.20094952570570387
43,fineweb_edu,1,
43,fluency_en,1,
43,modernbert_cleanliness,1,
43,modernbert_readability,1,
43,modernbert_reasoning,1,
43,modernbert_professionalism,1,
43,dsir_books,-1,-0.29919072859129286
43,dsir_wiki,-1,-0.29981015599443844
43,dsir_math,-1,-0.2952857644570247
43,qurater,1,
43,ad_en,1,
43,rps_doc_word_count,1,0.3829845162009405
43,rps_doc_num_sentences,1,0.2799302782703798
43,rps_doc_unigram_entropy,1,0.3542780167156737
43,rps_doc_frac_unique_words,-1,-0.37476704705899244
43,rps_doc_frac_no_alph_words,-1,-0.10498358824028751
43,rps_doc_frac_chars_top_2gram,-1,-0.09844184011056988
43,rps_doc_frac_chars_top_3gram,1,0.038774059002787756
43,rps_lines_uppercase_letter_fraction,1,0.03814969358507992
43,rps_lines_ending_with_terminal_punctution_mark,1,0.050154160905743324
43,rps_lines_numerical_chars_fraction,1,0.09702300916030739
43,rps_doc_mean_word_length,-1,-0.19234542108716324
44,fineweb_edu,1,
44,fluency_en,1,
44,modernbert_cleanliness,1,
44,modernbert_readability,1,
44,modernbert_reasoning,1,
44,modernbert_professionalism,1,
44,dsir_books,-1,-0.29818515045114435
44,dsir_wiki,-1,-0.29902932938728616
44,dsir_math,-1,-0.2949094988713803
44,qurater,1,
44,ad_en,1,
44,rps_doc_word_count,1,0.38324315403356046
44,rps_doc_num_sentences,1,0.2747468995323279
44,rps_doc_unigram_entropy,1,0.3528416254102011
44,rps_doc_frac_unique_words,-1,-0.37818138137153
44,rps_doc_frac_no_alph_words,-1,-0.11669663263868865
44,rps_doc_frac_chars_top_2gram,-1,-0.09514213603433952
44,rps_doc_frac_chars_top_3gram,1,0.0358562580258947
44,rps_lines_uppercase_letter_fraction,1,0.02840863735238183
44,rps_lines_ending_with_terminal_punctution_mark,1,0.05877050097930798
44,rps_lines_numerical_chars_fraction,1,0.09617765137818154
44,rps_doc_mean_word_length,-1,-0.20551972016679781
45,fineweb_edu,1,
45,fluency_en,1,
45,modernbert_cleanliness,1,
45,modernbert_readability,1,
45,modernbert_reasoning,1,
45,modernbert_professionalism,1,
45,dsir_books,-1,-0.2980642217612817
45,dsir_wiki,-1,-0.29893870977131654
45,dsir_math,-1,-0.29456115351003564
45,qurater,1,
45,ad_en,1,
45,rps_doc_word_count,1,0.3809703775630361
45,rps_doc_num_sentences,1,0.2762643861987997
45,rps_doc_unigram_entropy,1,0.35034105350165495
45,rps_doc_frac_unique_words,-1,-0.3764273657646474
45,rps_doc_frac_no_alph_words,-1,-0.10787243530939193
45,rps_doc_frac_chars_top_2gram,-1,-0.08848552959680035
45,rps_doc_frac_chars_top_3gram,1,0.047518187769417346
45,rps_lines_uppercase_letter_fraction,1,0.03439693669437854
45,rps_lines_ending_with_terminal_punctution_mark,1,0.047629274860155224
45,rps_lines_numerical_chars_fraction,1,0.10608154091545133
45,rps_doc_mean_word_length,-1,-0.19309867836127637
46,fineweb_edu,1,
46,fluency_en,1,
46,modernbert_cleanliness,1,
46,modernbert_readability,1,
46,modernbert_reasoning,1,
46,modernbert_professionalism,1,
46,dsir_books,-1,-0.30291980093482845
46,dsir_wiki,-1,-0.303606331229105
46,dsir_math,-1,-0.3001503741249438
46,qurater,1,
46,ad_en,1,
46,rps_doc_word_count,1,0.3881859657469957
46,rps_doc_num_sentences,1,0.27613418808410417
46,rps_doc_unigram_entropy,1,0.35729742730384334
46,rps_doc_frac_unique_words,-1,-0.38671339149280537
46,rps_doc_frac_no_alph_words,-1,-0.11119171151245623
46,rps_doc_frac_chars_top_2gram,-1,-0.08926867942669019
46,rps_doc_frac_chars_top_3gram,1,0.04797848214395403
46,rps_lines_uppercase_letter_fraction,1,0.026690670882146574
46,rps_lines_ending_with_terminal_punctution_mark,1,0.056807865064894054
46,rps_lines_numerical_chars_fraction,1,0.10244941159354086
46,rps_doc_mean_word_length,-1,-0.2057273093141288
47,fineweb_edu,1,
47,fluency_en,1,
47,modernbert_cleanliness,1,
47,modernbert_readability,1,
47,modernbert_reasoning,1,
47,modernbert_professionalism,1,
47,dsir_books,-1,-0.2946645658825894
47,dsir_wiki,-1,-0.29575026989422276
47,dsir_math,-1,-0.2914208946321493
47,qurater,1,
47,ad_en,1,
47,rps_doc_word_count,1,0.3786912825387578
47,rps_doc_num_sentences,1,0.2713654346637837
47,rps_doc_unigram_entropy,1,0.34731836694638335
47,rps_doc_frac_unique_words,-1,-0.37572509259856446
47,rps_doc_frac_no_alph_words,-1,-0.10720608535421194
47,rps_doc_frac_chars_top_2gram,-1,-0.09014734961327862
47,rps_doc_frac_chars_top_3gram,1,0.03938246117577966
47,rps_lines_uppercase_letter_fraction,1,0.03063774796883127
47,rps_lines_ending_with_terminal_punctution_mark,1,0.051508446836486386
47,rps_lines_numerical_chars_fraction,1,0.0941160697135551
47,rps_doc_mean_word_length,-1,-0.19674228764362636
48,fineweb_edu,1,
48,fluency_en,1,
48,modernbert_cleanliness,1,
48,modernbert_readability,1,
48,modernbert_reasoning,1,
48,modernbert_professionalism,1,
48,dsir_books,-1,-0.3087208481631541
48,dsir_wiki,-1,-0.30944269011499015
48,dsir_math,-1,-0.3052981257956841
48,qurater,1,
48,ad_en,1,
48,rps_doc_word_count,1,0.39114685475875094
48,rps_doc_num_sentences,1,0.28041158708615693
48,rps_doc_unigram_entropy,1,0.36397406523909726
48,rps_doc_frac_unique_words,-1,-0.3798116468574365
48,rps_doc_frac_no_alph_words,-1,-0.10330621632604192
48,rps_doc_frac_chars_top_2gram,-1,-0.09763985856723023
48,rps_doc_frac_chars_top_3gram,1,0.03471102168059327
48,rps_lines_uppercase_letter_fraction,1,0.029538059237185738
48,rps_lines_ending_with_terminal_punctution_mark,1,0.0476397248075904
48,rps_lines_numerical_chars_fraction,1,0.11907379564450248
48,rps_doc_mean_word_length,-1,-0.20049467893286033
49,fineweb_edu,1,
49,fluency_en,1,
49,modernbert_cleanliness,1,
49,modernbert_readability,1,
49,modernbert_reasoning,1,
49,modernbert_professionalism,1,
49,dsir_books,-1,-0.3017947851675188
49,dsir_wiki,-1,-0.30250330067980763
49,dsir_math,-1,-0.2980851565241648
49,qurater,1,
49,ad_en,1,
49,rps_doc_word_count,1,0.3806086965641027
49,rps_doc_num_sentences,1,0.28023418698276714
49,rps_doc_unigram_entropy,1,0.3495664644720802
49,rps_doc_frac_unique_words,-1,-0.3779842175149096
49,rps_doc_frac_no_alph_words,-1,-0.10182894751852321
49,rps_doc_frac_chars_top_2gram,-1,-0.10661178825369445
49,rps_doc_frac_chars_top_3gram,1,0.04032799283014281
49,rps_lines_uppercase_letter_fraction,1,0.035334687734278586
49,rps_lines_ending_with_terminal_punctution_mark,1,0.04703013944309656
49,rps_lines_numerical_chars_fraction,1,0.09601430684928147
49,rps_doc_mean_word_length,-1,-0.194052143305168
50,fineweb_edu,1,
50,fluency_en,1,
50,modernbert_cleanliness,1,
50,modernbert_readability,1,
50,modernbert_reasoning,1,
50,modernbert_professionalism,1,
50,dsir_books,-1,-0.30184467626049805
50,dsir_wiki,-1,-0.3024307066425786
50,dsir_math,-1,-0.29844679807495944
50,qurater,1,
50,ad_en,1,
50,rps_doc_word_count,1,0.38222576477309894
50,rps_doc_num_sentences,1,0.2778602728168792
50,rps_doc_unigram_entropy,1,0.3491637230518633
50,rps_doc_frac_unique_words,-1,-0.3797357697077868
50,rps_doc_frac_no_alph_words,-1,-0.10249542509999665
50,rps_doc_frac_chars_top_2gram,-1,-0.09181918168190001
50,rps_doc_frac_chars_top_3gram,1,0.04442080227709121
50,rps_lines_uppercase_letter_fraction,1,0.03407927454451669
50,rps_lines_ending_with_terminal_punctution_mark,1,0.043375074024152534
50,rps_lines_numerical_chars_fraction,1,0.11317605941641888
50,rps_doc_mean_word_length,-1,-0.19525148839626377
51,fineweb_edu,1,
51,fluency_en,1,
51,modernbert_cleanliness,1,
51,modernbert_readability,1,
51,modernbert_reasoning,1,
51,modernbert_professionalism,1,
51,dsir_books,-1,-0.3000475491607429
51,dsir_wiki,-1,-0.300658756932294
51,dsir_math,-1,-0.2963873381244142
51,qurater,1,
51,ad_en,1,
51,rps_doc_word_count,1,0.3806296171067948
51,rps_doc_num_sentences,1,0.27714523835996346
51,rps_doc_unigram_entropy,1,0.34984190269440774
51,rps_doc_frac_unique_words,-1,-0.3758937406281739
51,rps_doc_frac_no_alph_words,-1,-0.10903169076678404
51,rps_doc_frac_chars_top_2gram,-1,-0.09391000053227305
51,rps_doc_frac_chars_top_3gram,1,0.046633326975098595
51,rps_lines_uppercase_letter_fraction,1,0.03098617913946009
51,rps_lines_ending_with_terminal_punctution_mark,1,0.053365323618354506
51,rps_lines_numerical_chars_fraction,1,0.1029231908003086
51,rps_doc_mean_word_length,-1,-0.19480077016968358
52,fineweb_edu,1,
52,fluency_en,1,
52,modernbert_cleanliness,1,
52,modernbert_readability,1,
52,modernbert_reasoning,1,
52,modernbert_professionalism,1,
52,dsir_books,-1,-0.30225404873306444
52,dsir_wiki,-1,-0.303296054038744
52,dsir_math,-1,-0.29872907456948683
52,qurater,1,
52,ad_en,1,
52,rps_doc_word_count,1,0.3831448495097698
52,rps_doc_num_sentences,1,0.2777931440364157
52,rps_doc_unigram_entropy,1,0.3537165528065063
52,rps_doc_frac_unique_words,-1,-0.37756001315519605
52,rps_doc_frac_no_alph_words,-1,-0.1062355440050784
52,rps_doc_frac_chars_top_2gram,-1,-0.10337101469551338
52,rps_doc_frac_chars_top_3gram,1,0.036828720807510436
52,rps_lines_uppercase_letter_fraction,1,0.029368522824205722
52,rps_lines_ending_with_terminal_punctution_mark,1,0.04600264321782813
52,rps_lines_numerical_chars_fraction,1,0.10710620951051177
52,rps_doc_mean_word_length,-1,-0.19361318509362058
53,fineweb_edu,1,
53,fluency_en,1,
53,modernbert_cleanliness,1,
53,modernbert_readability,1,
53,modernbert_reasoning,1,
53,modernbert_professionalism,1,
53,dsir_books,-1,-0.31063087017433827
53,dsir_wiki,-1,-0.31155195738769764
53,dsir_math,-1,-0.30670266726118767
53,qurater,1,
53,ad_en,1,
53,rps_doc_word_count,1,0.389713140878895
53,rps_doc_num_sentences,1,0.28691213151442924
53,rps_doc_unigram_entropy,1,0.35739376306159426
53,rps_doc_frac_unique_words,-1,-0.38694757110911066
53,rps_doc_frac_no_alph_words,-1,-0.09574696713062147
53,rps_doc_frac_chars_top_2gram,-1,-0.0998377124070755
53,rps_doc_frac_chars_top_3gram,1,0.04762162690003704
53,rps_lines_uppercase_letter_fraction,1,0.03527133852089536
53,rps_lines_ending_with_terminal_punctution_mark,1,0.03841956793608683
53,rps_lines_numerical_chars_fraction,1,0.0978390871054943
53,rps_doc_mean_word_length,-1,-0.1868800160472943
54,fineweb_edu,1,
54,fluency_en,1,
54,modernbert_cleanliness,1,
54,modernbert_readability,1,
54,modernbert_reasoning,1,
54,modernbert_professionalism,1,
54,dsir_books,-1,-0.305428347833756
54,dsir_wiki,-1,-0.3061263536044505
54,dsir_math,-1,-0.3018935885075052
54,qurater,1,
54,ad_en,1,
54,rps_doc_word_count,1,0.3860522287851966
54,rps_doc_num_sentences,1,0.2792491071852784
54,rps_doc_unigram_entropy,1,0.3515428567610808
54,rps_doc_frac_unique_words,-1,-0.385568479918781
54,rps_doc_frac_no_alph_words,-1,-0.10728079734641875
54,rps_doc_frac_chars_top_2gram,-1,-0.0855596990046047
54,rps_doc_frac_chars_top_3gram,1,0.049317979720793485
54,rps_lines_uppercase_letter_fraction,1,0.03690941285564352
54,rps_lines_ending_with_terminal_punctution_mark,1,0.04544519493964975
54,rps_lines_numerical_chars_fraction,1,0.10801189616521813
54,rps_doc_mean_word_length,-1,-0.19662792677154473
55,fineweb_edu,1,
55,fluency_en,1,
55,modernbert_cleanliness,1,
55,modernbert_readability,1,
55,modernbert_reasoning,1,
55,modernbert_professionalism,1,
55,dsir_books,-1,-0.29850862613870827
55,dsir_wiki,-1,-0.2994109840463401
55,dsir_math,-1,-0.29481780679258573
55,qurater,1,
55,ad_en,1,
55,rps_doc_word_count,1,0.3781618854044958
55,rps_doc_num_sentences,1,0.27622852902967115
55,rps_doc_unigram_entropy,1,0.348737776053169
55,rps_doc_frac_unique_words,-1,-0.3743246227592149
55,rps_doc_frac_no_alph_words,-1,-0.09825693096364436
55,rps_doc_frac_chars_top_2gram,-1,-0.10094532984798464
55,rps_doc_frac_chars_top_3gram,1,0.04789899388816013
55,rps_lines_uppercase_letter_fraction,1,0.031174724624177464
55,rps_lines_ending_with_terminal_punctution_mark,1,0.055075072043185264
55,rps_lines_numerical_chars_fraction,1,0.1138184658224098
55,rps_doc_mean_word_length,-1,-0.19753900495928314
56,fineweb_edu,1,
56,fluency_en,1,
56,modernbert_cleanliness,1,
56,modernbert_readability,1,
56,modernbert_reasoning,1,
56,modernbert_professionalism,1,
56,dsir_books,-1,-0.31178452109894417
56,dsir_wiki,-1,-0.3126544588289129
56,dsir_math,-1,-0.30826064791196944
56,qurater,1,
56,ad_en,1,
56,rps_doc_word_count,1,0.394906403294479
56,rps_doc_num_sentences,1,0.2860142118383991
56,rps_doc_unigram_entropy,1,0.36375529328838124
56,rps_doc_frac_unique_words,-1,-0.388772016458583
56,rps_doc_frac_no_alph_words,-1,-0.10254118543328586
56,rps_doc_frac_chars_top_2gram,-1,-0.10079238232743697
56,rps_doc_frac_chars_top_3gram,1,0.04330699533841323
56,rps_lines_uppercase_letter_fraction,1,0.03476717265731066
56,rps_lines_ending_with_terminal_punctution_mark,1,0.056766979622557986
56,rps_lines_numerical_chars_fraction,1,0.1059207977030234
