type,resource_gate,model,origin,test_start,test_end,train_n,test_n,actual_q90,predicted_q90,gC_visible,horizon_months,forecast_window_months,target_window_months,drift_retention_assumed,developer_overlap_fraction,same_model_overlap_fraction
non_pretrained,wide_ratio,mean_resource,2024-12-31,2025-01-01,2025-02-28,1120,404,39.891660974761905,41.82834339434764,0.46596707548169825,1.9383983572895278,2,2,0.5,0.4405940594059406,0.0
pretrained,primary,constant,2024-09-30,2024-10-01,2024-11-30,125,21,17.11540570593849,28.786236947022427,0.5514419708475456,2.004106776180698,2,2,0.0,0.38095238095238093,0.0
pretrained,primary,frontier_trend,2024-09-30,2024-10-01,2024-11-30,125,21,17.11540570593849,30.04482068565432,0.5514419708475456,2.004106776180698,2,2,1.0,0.38095238095238093,0.0
pretrained,primary,quantile_resource,2024-09-30,2024-10-01,2024-11-30,125,21,17.11540570593849,32.9349662200375,0.5514419708475456,2.004106776180698,2,2,0.5,0.38095238095238093,0.0
pretrained,primary,mean_resource,2024-09-30,2024-10-01,2024-11-30,125,21,17.11540570593849,31.58669549183831,0.5514419708475456,2.004106776180698,2,2,0.5,0.38095238095238093,0.0
pretrained,wide_ratio,constant,2024-09-30,2024-10-01,2024-11-30,125,21,17.11540570593849,28.786236947022427,0.46596707548169825,2.004106776180698,2,2,0.0,0.38095238095238093,0.0
pretrained,wide_ratio,frontier_trend,2024-09-30,2024-10-01,2024-11-30,125,21,17.11540570593849,30.04482068565432,0.46596707548169825,2.004106776180698,2,2,1.0,0.38095238095238093,0.0
pretrained,wide_ratio,quantile_resource,2024-09-30,2024-10-01,2024-11-30,125,21,17.11540570593849,32.81187217464977,0.46596707548169825,2.004106776180698,2,2,0.5,0.38095238095238093,0.0
pretrained,wide_ratio,mean_resource,2024-09-30,2024-10-01,2024-11-30,125,21,17.11540570593849,31.47727325465612,0.46596707548169825,2.004106776180698,2,2,0.5,0.38095238095238093,0.0
pretrained,primary,constant,2024-10-20,2024-11-01,2024-12-31,129,28,21.463757551418286,30.764682139338202,0.5514419708475456,2.3655030800821355,2,2,0.0,0.42857142857142855,0.0
pretrained,primary,frontier_trend,2024-10-20,2024-11-01,2024-12-31,129,28,21.463757551418286,34.681956774781035,0.5514419708475456,2.3655030800821355,2,2,1.0,0.42857142857142855,0.0
pretrained,primary,quantile_resource,2024-10-20,2024-11-01,2024-12-31,129,28,21.463757551418286,35.40222808825233,0.5514419708475456,2.3655030800821355,2,2,0.5,0.42857142857142855,0.0
pretrained,primary,mean_resource,2024-10-20,2024-11-01,2024-12-31,129,28,21.463757551418286,34.46390809287245,0.5514419708475456,2.3655030800821355,2,2,0.5,0.42857142857142855,0.0
pretrained,wide_ratio,constant,2024-10-20,2024-11-01,2024-12-31,129,28,21.463757551418286,30.764682139338202,0.46596707548169825,2.3655030800821355,2,2,0.0,0.42857142857142855,0.0
pretrained,wide_ratio,frontier_trend,2024-10-20,2024-11-01,2024-12-31,129,28,21.463757551418286,34.681956774781035,0.46596707548169825,2.3655030800821355,2,2,1.0,0.42857142857142855,0.0
pretrained,wide_ratio,quantile_resource,2024-10-20,2024-11-01,2024-12-31,129,28,21.463757551418286,35.25079254042915,0.46596707548169825,2.3655030800821355,2,2,0.5,0.42857142857142855,0.0
pretrained,wide_ratio,mean_resource,2024-10-20,2024-11-01,2024-12-31,129,28,21.463757551418286,34.327865790202566,0.46596707548169825,2.3655030800821355,2,2,0.5,0.42857142857142855,0.0
pretrained,primary,constant,2024-11-30,2024-12-01,2025-01-31,146,41,20.05719991900457,17.11540570593849,0.5514419708475456,2.0369609856262834,2,2,0.0,0.36585365853658536,0.024390243902439025
pretrained,primary,frontier_trend,2024-11-30,2024-12-01,2025-01-31,146,41,20.05719991900457,15.972011126651454,0.5514419708475456,2.0369609856262834,2,2,1.0,0.36585365853658536,0.024390243902439025
pretrained,primary,quantile_resource,2024-11-30,2024-12-01,2025-01-31,146,41,20.05719991900457,18.90117433620931,0.5514419708475456,2.0369609856262834,2,2,0.5,0.36585365853658536,0.024390243902439025
pretrained,primary,mean_resource,2024-11-30,2024-12-01,2025-01-31,146,41,20.05719991900457,18.38918662373816,0.5514419708475456,2.0369609856262834,2,2,0.5,0.36585365853658536,0.024390243902439025
pretrained,wide_ratio,constant,2024-11-30,2024-12-01,2025-01-31,146,41,20.05719991900457,17.11540570593849,0.46596707548169825,2.0369609856262834,2,2,0.0,0.36585365853658536,0.024390243902439025
pretrained,wide_ratio,frontier_trend,2024-11-30,2024-12-01,2025-01-31,146,41,20.05719991900457,15.972011126651454,0.46596707548169825,2.0369609856262834,2,2,1.0,0.36585365853658536,0.024390243902439025
pretrained,wide_ratio,quantile_resource,2024-11-30,2024-12-01,2025-01-31,146,41,20.05719991900457,18.81538570890952,0.46596707548169825,2.0369609856262834,2,2,0.5,0.36585365853658536,0.024390243902439025
pretrained,wide_ratio,mean_resource,2024-11-30,2024-12-01,2025-01-31,146,41,20.05719991900457,18.318163696933144,0.46596707548169825,2.0369609856262834,2,2,0.5,0.36585365853658536,0.024390243902439025
pretrained,primary,constant,2024-12-22,2025-01-01,2025-02-28,157,36,22.76335929889441,21.463757551418286,0.5514419708475456,2.2340862422997945,2,2,0.0,0.19444444444444445,0.0
pretrained,primary,frontier_trend,2024-12-22,2025-01-01,2025-02-28,157,36,22.76335929889441,19.96264778870885,0.5514419708475456,2.2340862422997945,2,2,1.0,0.19444444444444445,0.0
pretrained,primary,quantile_resource,2024-12-22,2025-01-01,2025-02-28,157,36,22.76335929889441,23.28220200641395,0.5514419708475456,2.2340862422997945,2,2,0.5,0.19444444444444445,0.0
pretrained,primary,mean_resource,2024-12-22,2025-01-01,2025-02-28,157,36,22.76335929889441,22.943666507974978,0.5514419708475456,2.2340862422997945,2,2,0.5,0.19444444444444445,0.0
pretrained,wide_ratio,constant,2024-12-22,2025-01-01,2025-02-28,157,36,22.76335929889441,21.463757551418286,0.46596707548169825,2.2340862422997945,2,2,0.0,0.19444444444444445,0.0
pretrained,wide_ratio,frontier_trend,2024-12-22,2025-01-01,2025-02-28,157,36,22.76335929889441,19.96264778870885,0.46596707548169825,2.2340862422997945,2,2,1.0,0.19444444444444445,0.0
pretrained,wide_ratio,quantile_resource,2024-12-22,2025-01-01,2025-02-28,157,36,22.76335929889441,23.174593033821143,0.46596707548169825,2.2340862422997945,2,2,0.5,0.19444444444444445,0.0
pretrained,wide_ratio,mean_resource,2024-12-22,2025-01-01,2025-02-28,157,36,22.76335929889441,22.850480786431632,0.46596707548169825,2.2340862422997945,2,2,0.5,0.19444444444444445,0.0
