coordinate_id,policy_mode,budget_FLOPs,context_tokens,coordinate_scale_assumed,coordinate_offset_assumed,upstream_loss_stress_delta_assumed,feasible_policies,all_feasible_policies_supported,best_quality_families,unique_winner,policy_score_spread
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+19,2048,1.0,0.0,-0.05,3,False,,,
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+19,2048,1.0,0.0,0.0,3,False,,,
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+19,2048,1.0,0.0,0.05,3,False,,,
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+19,2048,1.0,0.1,-0.05,3,False,,,
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+19,2048,1.0,0.1,0.0,3,False,,,
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+19,2048,1.0,0.1,0.05,3,False,,,
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+19,2048,1.1,-0.1,-0.05,3,False,,,
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+19,2048,1.1,-0.1,0.0,3,False,,,
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+19,2048,1.1,-0.1,0.05,3,False,,,
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+19,2048,1.1,0.0,-0.05,3,False,,,
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+19,2048,1.1,0.0,0.0,3,False,,,
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+19,2048,1.1,0.0,0.05,3,False,,,
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+19,2048,1.1,0.1,-0.05,3,False,,,
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+19,2048,1.1,0.1,0.0,3,False,,,
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+19,2048,1.1,0.1,0.05,3,False,,,
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+19,8192,0.9,-0.1,-0.05,3,False,,,
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+19,8192,0.9,-0.1,0.0,3,False,,,
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+19,8192,0.9,-0.1,0.05,3,False,,,
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+19,8192,0.9,0.0,-0.05,3,False,,,
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+19,8192,0.9,0.0,0.0,3,False,,,
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+19,8192,0.9,0.0,0.05,3,False,,,
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+19,8192,0.9,0.1,-0.05,3,False,,,
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+19,8192,0.9,0.1,0.0,3,False,,,
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+19,8192,0.9,0.1,0.05,3,False,,,
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+19,8192,1.0,-0.1,-0.05,3,False,,,
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+19,8192,1.0,-0.1,0.0,3,False,,,
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+19,8192,1.0,-0.1,0.05,3,False,,,
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+19,8192,1.0,0.0,-0.05,3,False,,,
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+19,8192,1.0,0.0,0.0,3,False,,,
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+19,8192,1.0,0.0,0.05,3,False,,,
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+19,8192,1.0,0.1,-0.05,3,False,,,
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+19,8192,1.0,0.1,0.0,3,False,,,
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+19,8192,1.0,0.1,0.05,3,False,,,
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+19,8192,1.1,-0.1,-0.05,3,False,,,
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+19,8192,1.1,-0.1,0.0,3,False,,,
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+19,8192,1.1,-0.1,0.05,3,False,,,
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+19,8192,1.1,0.0,-0.05,3,False,,,
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+19,8192,1.1,0.0,0.0,3,False,,,
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+19,8192,1.1,0.0,0.05,3,False,,,
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+19,8192,1.1,0.1,-0.05,3,False,,,
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+19,8192,1.1,0.1,0.0,3,False,,,
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+19,8192,1.1,0.1,0.05,3,False,,,
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+19,131072,0.9,-0.1,-0.05,0,False,,,
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+19,131072,0.9,-0.1,0.0,0,False,,,
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+19,131072,0.9,-0.1,0.05,0,False,,,
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+19,131072,0.9,0.0,-0.05,0,False,,,
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+19,131072,0.9,0.0,0.0,0,False,,,
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+19,131072,0.9,0.0,0.05,0,False,,,
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+19,131072,0.9,0.1,-0.05,0,False,,,
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+19,131072,0.9,0.1,0.0,0,False,,,
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+19,131072,0.9,0.1,0.05,0,False,,,
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+19,131072,1.0,-0.1,-0.05,0,False,,,
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+19,131072,1.0,-0.1,0.0,0,False,,,
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+19,131072,1.0,-0.1,0.05,0,False,,,
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+19,131072,1.0,0.0,-0.05,0,False,,,
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+19,131072,1.0,0.0,0.0,0,False,,,
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+19,131072,1.0,0.0,0.05,0,False,,,
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+19,131072,1.0,0.1,-0.05,0,False,,,
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+19,131072,1.0,0.1,0.0,0,False,,,
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+19,131072,1.0,0.1,0.05,0,False,,,
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+19,131072,1.1,-0.1,-0.05,0,False,,,
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+19,131072,1.1,-0.1,0.0,0,False,,,
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+19,131072,1.1,-0.1,0.05,0,False,,,
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+19,131072,1.1,0.0,-0.05,0,False,,,
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+19,131072,1.1,0.0,0.0,0,False,,,
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+19,131072,1.1,0.0,0.05,0,False,,,
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+19,131072,1.1,0.1,-0.05,0,False,,,
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+19,131072,1.1,0.1,0.0,0,False,,,
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+19,131072,1.1,0.1,0.05,0,False,,,
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+20,2048,0.9,-0.1,-0.05,3,True,exponential,True,0.3332328767111221
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+20,2048,0.9,-0.1,0.0,3,True,exponential,True,0.31617220075396446
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+20,2048,0.9,-0.1,0.05,3,True,exponential,True,0.2988937216460812
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+20,2048,0.9,0.0,-0.05,3,True,exponential,True,0.2950439983611517
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+20,2048,0.9,0.0,0.0,3,True,exponential,True,0.2777556089465776
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+20,2048,0.9,0.0,0.05,3,True,exponential,True,0.2606443484702723
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+20,2048,0.9,0.1,-0.05,3,True,exponential,True,0.2568807408586693
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+20,2048,0.9,0.1,0.0,3,True,exponential,True,0.24017816636387046
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+20,2048,0.9,0.1,0.05,3,True,exponential,True,0.22394064418636006
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+20,2048,1.0,-0.1,-0.05,3,True,exponential,True,0.26353983524817615
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+20,2048,1.0,-0.1,0.0,3,True,exponential,True,0.24364907690349646
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+20,2048,1.0,-0.1,0.05,3,True,exponential,True,0.2245575193969156
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+20,2048,1.0,0.0,-0.05,3,True,exponential,True,0.2245575193969156
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+20,2048,1.0,0.0,0.0,3,True,exponential,True,0.20636731451156898
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+20,2048,1.0,0.0,0.05,3,True,exponential,True,0.18914978411684125
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+20,2048,1.0,0.1,-0.05,3,True,exponential,True,0.18914978411684302
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+20,2048,1.0,0.1,0.0,3,True,exponential,True,0.17294904357961194
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+20,2048,1.0,0.1,0.05,3,True,exponential,True,0.15778581697188265
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+20,2048,1.1,-0.1,-0.05,3,True,exponential,True,0.18914631224535583
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+20,2048,1.1,-0.1,0.0,3,True,exponential,True,0.17094211435688145
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+20,2048,1.1,-0.1,0.05,3,True,exponential,True,0.15411808205496502
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+20,2048,1.1,0.0,-0.05,3,True,exponential,True,0.15707522486365555
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+20,2048,1.1,0.0,0.0,3,False,,,
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+20,2048,1.1,0.0,0.05,3,False,,,
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+20,2048,1.1,0.1,-0.05,3,False,,,
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+20,2048,1.1,0.1,0.0,3,False,,,
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+20,2048,1.1,0.1,0.05,3,False,,,
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+20,8192,0.9,-0.1,-0.05,3,True,exponential,True,0.30758001857119766
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+20,8192,0.9,-0.1,0.0,3,True,exponential,True,0.29130335051406675
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+20,8192,0.9,-0.1,0.05,3,True,exponential,True,0.2749112404998826
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+20,8192,0.9,0.0,-0.05,3,True,exponential,True,0.27127044194652683
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+20,8192,0.9,0.0,0.0,3,True,exponential,True,0.2549672781491523
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+20,8192,0.9,0.0,0.05,3,True,exponential,True,0.23890105118699978
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+20,8192,0.9,0.1,-0.05,3,True,exponential,True,0.23537596000525696
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+20,8192,0.9,0.1,0.0,3,True,exponential,True,0.21976718170279774
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+20,8192,0.9,0.1,0.05,3,True,exponential,True,0.20464504627647884
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+20,8192,1.0,-0.1,-0.05,3,True,exponential,True,0.2401585132725863
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+20,8192,1.0,-0.1,0.0,3,True,exponential,True,0.2216852320135878
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+20,8192,1.0,-0.1,0.05,3,True,exponential,True,0.2040199431412031
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+20,8192,1.0,0.0,-0.05,3,True,exponential,True,0.20401994314121374
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+20,8192,1.0,0.0,0.0,3,True,exponential,True,0.1872446060629187
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+20,8192,1.0,0.0,0.05,3,True,exponential,True,0.17141364097246026
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+20,8192,1.0,0.1,-0.05,3,True,exponential,True,0.17141364097245848
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+20,8192,1.0,0.1,0.0,3,True,exponential,True,0.15655747685880428
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+20,8192,1.0,0.1,0.05,3,True,exponential,True,0.1426861760352054
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+20,8192,1.1,-0.1,-0.05,3,True,exponential,True,0.17043635772731847
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+20,8192,1.1,-0.1,0.0,3,True,exponential,True,0.15384582305441796
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+20,8192,1.1,-0.1,0.05,3,False,,,
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+20,8192,1.1,0.0,-0.05,3,False,,,
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+20,8192,1.1,0.0,0.0,3,False,,,
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+20,8192,1.1,0.0,0.05,3,False,,,
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+20,8192,1.1,0.1,-0.05,3,False,,,
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+20,8192,1.1,0.1,0.0,3,False,,,
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+20,8192,1.1,0.1,0.05,3,False,,,
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+20,131072,0.9,-0.1,-0.05,3,False,,,
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+20,131072,0.9,-0.1,0.0,3,False,,,
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+20,131072,0.9,-0.1,0.05,3,False,,,
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+20,131072,0.9,0.0,-0.05,3,False,,,
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+20,131072,0.9,0.0,0.0,3,False,,,
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+20,131072,0.9,0.0,0.05,3,False,,,
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+20,131072,0.9,0.1,-0.05,3,False,,,
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+20,131072,0.9,0.1,0.0,3,False,,,
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+20,131072,0.9,0.1,0.05,3,False,,,
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+20,131072,1.0,-0.1,-0.05,3,False,,,
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+20,131072,1.0,-0.1,0.0,3,False,,,
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+20,131072,1.0,-0.1,0.05,3,False,,,
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+20,131072,1.0,0.0,-0.05,3,False,,,
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+20,131072,1.0,0.0,0.0,3,False,,,
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+20,131072,1.0,0.0,0.05,3,False,,,
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+20,131072,1.0,0.1,-0.05,3,False,,,
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+20,131072,1.0,0.1,0.0,3,False,,,
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+20,131072,1.0,0.1,0.05,3,False,,,
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+20,131072,1.1,-0.1,-0.05,3,False,,,
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+20,131072,1.1,-0.1,0.0,3,False,,,
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+20,131072,1.1,-0.1,0.05,3,False,,,
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+20,131072,1.1,0.0,-0.05,3,False,,,
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+20,131072,1.1,0.0,0.0,3,False,,,
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+20,131072,1.1,0.0,0.05,3,False,,,
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+20,131072,1.1,0.1,-0.05,3,False,,,
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+20,131072,1.1,0.1,0.0,3,False,,,
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+20,131072,1.1,0.1,0.05,3,False,,,
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+22,2048,0.9,-0.1,-0.05,3,False,,,
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+22,2048,0.9,-0.1,0.0,3,False,,,
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+22,2048,0.9,-0.1,0.05,3,False,,,
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+22,2048,0.9,0.0,-0.05,3,False,,,
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+22,2048,0.9,0.0,0.0,3,True,exponential,True,0.02722283418335536
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+22,2048,0.9,0.0,0.05,3,True,exponential,True,0.02660481669451542
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+22,2048,0.9,0.1,-0.05,3,True,exponential,True,0.0264520296441475
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+22,2048,0.9,0.1,0.0,3,True,exponential,True,0.025700703300465477
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+22,2048,0.9,0.1,0.05,3,True,exponential,True,0.024855170506953073
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+22,2048,1.0,-0.1,-0.05,3,True,exponential,True,0.029337921334153805
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+22,2048,1.0,-0.1,0.0,3,True,exponential,True,0.02839520862086431
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+22,2048,1.0,-0.1,0.05,3,True,exponential,True,0.027326765214194637
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+22,2048,1.0,0.0,-0.05,3,True,exponential,True,0.027326765214215953
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+22,2048,1.0,0.0,0.0,3,True,exponential,True,0.026154819900678916
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+22,2048,1.0,0.0,0.05,3,True,exponential,True,0.02490218814351408
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+22,2048,1.0,0.1,-0.05,3,True,exponential,True,0.024902188143496318
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+22,2048,1.0,0.1,0.0,3,True,exponential,True,0.02359144296199389
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+22,2048,1.0,0.1,0.05,3,True,exponential,True,0.022244197364244656
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+22,2048,1.1,-0.1,-0.05,3,True,exponential,True,0.02730561630014705
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+22,2048,1.1,-0.1,0.0,3,True,exponential,True,0.0257136623446641
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+22,2048,1.1,-0.1,0.05,3,True,exponential,True,0.024077553897232207
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+22,2048,1.1,0.0,-0.05,3,True,exponential,True,0.02437697291318841
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+22,2048,1.1,0.0,0.0,3,True,exponential,True,0.022726309808970058
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+22,2048,1.1,0.0,0.05,3,True,exponential,True,0.02108144581006144
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+22,2048,1.1,0.1,-0.05,3,True,exponential,True,0.021379015766402887
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+22,2048,1.1,0.1,0.0,3,True,exponential,True,0.019755800530042222
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+22,2048,1.1,0.1,0.05,3,True,exponential,True,0.01817641412628035
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+22,8192,0.9,-0.1,-0.05,3,False,,,
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+22,8192,0.9,-0.1,0.0,3,False,,,
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+22,8192,0.9,-0.1,0.05,3,False,,,
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+22,8192,0.9,0.0,-0.05,3,False,,,
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+22,8192,0.9,0.0,0.0,3,True,exponential,True,0.02543572444193387
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+22,8192,0.9,0.0,0.05,3,True,exponential,True,0.024825761619887032
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+22,8192,0.9,0.1,-0.05,3,True,exponential,True,0.024676120754712372
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+22,8192,0.9,0.1,0.0,3,True,exponential,True,0.023944874941712158
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+22,8192,0.9,0.1,0.05,3,True,exponential,True,0.023128698409227155
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+22,8192,1.0,-0.1,-0.05,3,True,exponential,True,0.02734277173696853
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+22,8192,1.0,-0.1,0.0,3,True,exponential,True,0.026422972780331122
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+22,8192,1.0,-0.1,0.05,3,True,exponential,True,0.02539056451825772
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+22,8192,1.0,0.0,-0.05,3,True,exponential,True,0.02539056451826127
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",observed_joint_recipe,1e+22,8192,1.0,0.0,0.0,3,True,exponential,True,0.024266666015364535
