type,resource_gate,horizon_months,compute_scenario,model,eta,retention,resource_multiplier,conditional_p05,conditional_p95
non_pretrained,primary,24,quarter,mean_resource,0.75,0.0,0.5,41.05075008721863,44.83455641053282
non_pretrained,primary,24,quarter,mean_resource,0.75,0.0,1.0,44.42906465236153,48.29087430480688
non_pretrained,primary,24,quarter,mean_resource,0.75,0.0,1.5,47.795203281683214,51.72546411587746
non_pretrained,primary,24,quarter,mean_resource,0.75,0.5,0.5,52.43616258393318,66.20005751834266
non_pretrained,primary,24,quarter,mean_resource,0.75,0.5,1.0,55.47172472544982,69.30037692657585
non_pretrained,primary,24,quarter,mean_resource,0.75,0.5,1.5,58.467013189073874,72.23558541552815
non_pretrained,primary,24,quarter,mean_resource,0.75,1.0,0.5,62.91905158813395,82.58879093181723
non_pretrained,primary,24,quarter,mean_resource,0.75,1.0,1.0,65.80697509886309,84.54458224216745
non_pretrained,primary,24,quarter,mean_resource,0.75,1.0,1.5,68.5822697206137,86.31967952716984
non_pretrained,primary,24,stopped,constant,0.25,0.0,0.5,37.754788736630566,41.5351809401351
non_pretrained,primary,24,stopped,constant,0.25,0.0,1.0,37.754788736630566,41.5351809401351
non_pretrained,primary,24,stopped,constant,0.25,0.0,1.5,37.754788736630566,41.5351809401351
non_pretrained,primary,24,stopped,constant,0.25,0.5,0.5,37.754788736630566,41.5351809401351
non_pretrained,primary,24,stopped,constant,0.25,0.5,1.0,37.754788736630566,41.5351809401351
non_pretrained,primary,24,stopped,constant,0.25,0.5,1.5,37.754788736630566,41.5351809401351
non_pretrained,primary,24,stopped,constant,0.25,1.0,0.5,37.754788736630566,41.5351809401351
non_pretrained,primary,24,stopped,constant,0.25,1.0,1.0,37.754788736630566,41.5351809401351
non_pretrained,primary,24,stopped,constant,0.25,1.0,1.5,37.754788736630566,41.5351809401351
non_pretrained,primary,24,stopped,constant,0.5,0.0,0.5,37.754788736630566,41.5351809401351
non_pretrained,primary,24,stopped,constant,0.5,0.0,1.0,37.754788736630566,41.5351809401351
non_pretrained,primary,24,stopped,constant,0.5,0.0,1.5,37.754788736630566,41.5351809401351
non_pretrained,primary,24,stopped,constant,0.5,0.5,0.5,37.754788736630566,41.5351809401351
non_pretrained,primary,24,stopped,constant,0.5,0.5,1.0,37.754788736630566,41.5351809401351
non_pretrained,primary,24,stopped,constant,0.5,0.5,1.5,37.754788736630566,41.5351809401351
non_pretrained,primary,24,stopped,constant,0.5,1.0,0.5,37.754788736630566,41.5351809401351
non_pretrained,primary,24,stopped,constant,0.5,1.0,1.0,37.754788736630566,41.5351809401351
non_pretrained,primary,24,stopped,constant,0.5,1.0,1.5,37.754788736630566,41.5351809401351
non_pretrained,primary,24,stopped,constant,0.75,0.0,0.5,37.754788736630566,41.5351809401351
non_pretrained,primary,24,stopped,constant,0.75,0.0,1.0,37.754788736630566,41.5351809401351
non_pretrained,primary,24,stopped,constant,0.75,0.0,1.5,37.754788736630566,41.5351809401351
non_pretrained,primary,24,stopped,constant,0.75,0.5,0.5,37.754788736630566,41.5351809401351
non_pretrained,primary,24,stopped,constant,0.75,0.5,1.0,37.754788736630566,41.5351809401351
non_pretrained,primary,24,stopped,constant,0.75,0.5,1.5,37.754788736630566,41.5351809401351
non_pretrained,primary,24,stopped,constant,0.75,1.0,0.5,37.754788736630566,41.5351809401351
non_pretrained,primary,24,stopped,constant,0.75,1.0,1.0,37.754788736630566,41.5351809401351
non_pretrained,primary,24,stopped,constant,0.75,1.0,1.5,37.754788736630566,41.5351809401351
non_pretrained,primary,24,stopped,frontier_trend,0.25,0.0,0.5,37.754788736630566,41.5351809401351
non_pretrained,primary,24,stopped,frontier_trend,0.25,0.0,1.0,37.754788736630566,41.5351809401351
non_pretrained,primary,24,stopped,frontier_trend,0.25,0.0,1.5,37.754788736630566,41.5351809401351
non_pretrained,primary,24,stopped,frontier_trend,0.25,0.5,0.5,52.93428484378985,64.61224187670341
non_pretrained,primary,24,stopped,frontier_trend,0.25,0.5,1.0,52.93428484378985,64.61224187670341
non_pretrained,primary,24,stopped,frontier_trend,0.25,0.5,1.5,52.93428484378985,64.61224187670341
non_pretrained,primary,24,stopped,frontier_trend,0.25,1.0,0.5,66.99951089995268,82.71651408897162
non_pretrained,primary,24,stopped,frontier_trend,0.25,1.0,1.0,66.99951089995268,82.71651408897162
non_pretrained,primary,24,stopped,frontier_trend,0.25,1.0,1.5,66.99951089995268,82.71651408897162
non_pretrained,primary,24,stopped,frontier_trend,0.5,0.0,0.5,37.754788736630566,41.5351809401351
non_pretrained,primary,24,stopped,frontier_trend,0.5,0.0,1.0,37.754788736630566,41.5351809401351
non_pretrained,primary,24,stopped,frontier_trend,0.5,0.0,1.5,37.754788736630566,41.5351809401351
non_pretrained,primary,24,stopped,frontier_trend,0.5,0.5,0.5,52.93428484378985,64.61224187670341
non_pretrained,primary,24,stopped,frontier_trend,0.5,0.5,1.0,52.93428484378985,64.61224187670341
non_pretrained,primary,24,stopped,frontier_trend,0.5,0.5,1.5,52.93428484378985,64.61224187670341
non_pretrained,primary,24,stopped,frontier_trend,0.5,1.0,0.5,66.99951089995268,82.71651408897162
non_pretrained,primary,24,stopped,frontier_trend,0.5,1.0,1.0,66.99951089995268,82.71651408897162
non_pretrained,primary,24,stopped,frontier_trend,0.5,1.0,1.5,66.99951089995268,82.71651408897162
non_pretrained,primary,24,stopped,frontier_trend,0.75,0.0,0.5,37.754788736630566,41.5351809401351
non_pretrained,primary,24,stopped,frontier_trend,0.75,0.0,1.0,37.754788736630566,41.5351809401351
non_pretrained,primary,24,stopped,frontier_trend,0.75,0.0,1.5,37.754788736630566,41.5351809401351
non_pretrained,primary,24,stopped,frontier_trend,0.75,0.5,0.5,52.93428484378985,64.61224187670341
non_pretrained,primary,24,stopped,frontier_trend,0.75,0.5,1.0,52.93428484378985,64.61224187670341
non_pretrained,primary,24,stopped,frontier_trend,0.75,0.5,1.5,52.93428484378985,64.61224187670341
non_pretrained,primary,24,stopped,frontier_trend,0.75,1.0,0.5,66.99951089995268,82.71651408897162
non_pretrained,primary,24,stopped,frontier_trend,0.75,1.0,1.0,66.99951089995268,82.71651408897162
non_pretrained,primary,24,stopped,frontier_trend,0.75,1.0,1.5,66.99951089995268,82.71651408897162
non_pretrained,primary,24,stopped,quantile_resource,0.25,0.0,0.5,37.754788736630566,41.5351809401351
non_pretrained,primary,24,stopped,quantile_resource,0.25,0.0,1.0,37.754788736630566,41.5351809401351
non_pretrained,primary,24,stopped,quantile_resource,0.25,0.0,1.5,37.754788736630566,41.5351809401351
non_pretrained,primary,24,stopped,quantile_resource,0.25,0.5,0.5,53.443479409627244,61.56656363349974
non_pretrained,primary,24,stopped,quantile_resource,0.25,0.5,1.0,53.443479409627244,61.56656363349974
non_pretrained,primary,24,stopped,quantile_resource,0.25,0.5,1.5,53.443479409627244,61.56656363349974
non_pretrained,primary,24,stopped,quantile_resource,0.25,1.0,0.5,68.36244402302182,78.63051899605448
non_pretrained,primary,24,stopped,quantile_resource,0.25,1.0,1.0,68.36244402302182,78.63051899605448
non_pretrained,primary,24,stopped,quantile_resource,0.25,1.0,1.5,68.36244402302182,78.63051899605448
non_pretrained,primary,24,stopped,quantile_resource,0.5,0.0,0.5,37.754788736630566,41.5351809401351
non_pretrained,primary,24,stopped,quantile_resource,0.5,0.0,1.0,37.754788736630566,41.5351809401351
non_pretrained,primary,24,stopped,quantile_resource,0.5,0.0,1.5,37.754788736630566,41.5351809401351
non_pretrained,primary,24,stopped,quantile_resource,0.5,0.5,0.5,53.443479409627244,61.56656363349974
non_pretrained,primary,24,stopped,quantile_resource,0.5,0.5,1.0,53.443479409627244,61.56656363349974
non_pretrained,primary,24,stopped,quantile_resource,0.5,0.5,1.5,53.443479409627244,61.56656363349974
non_pretrained,primary,24,stopped,quantile_resource,0.5,1.0,0.5,68.36244402302182,78.63051899605448
non_pretrained,primary,24,stopped,quantile_resource,0.5,1.0,1.0,68.36244402302182,78.63051899605448
non_pretrained,primary,24,stopped,quantile_resource,0.5,1.0,1.5,68.36244402302182,78.63051899605448
non_pretrained,primary,24,stopped,quantile_resource,0.75,0.0,0.5,37.754788736630566,41.5351809401351
non_pretrained,primary,24,stopped,quantile_resource,0.75,0.0,1.0,37.754788736630566,41.5351809401351
non_pretrained,primary,24,stopped,quantile_resource,0.75,0.0,1.5,37.754788736630566,41.5351809401351
non_pretrained,primary,24,stopped,quantile_resource,0.75,0.5,0.5,53.443479409627244,61.56656363349974
non_pretrained,primary,24,stopped,quantile_resource,0.75,0.5,1.0,53.443479409627244,61.56656363349974
non_pretrained,primary,24,stopped,quantile_resource,0.75,0.5,1.5,53.443479409627244,61.56656363349974
non_pretrained,primary,24,stopped,quantile_resource,0.75,1.0,0.5,68.36244402302182,78.63051899605448
non_pretrained,primary,24,stopped,quantile_resource,0.75,1.0,1.0,68.36244402302182,78.63051899605448
non_pretrained,primary,24,stopped,quantile_resource,0.75,1.0,1.5,68.36244402302182,78.63051899605448
non_pretrained,primary,24,stopped,mean_resource,0.25,0.0,0.5,37.754788736630566,41.5351809401351
non_pretrained,primary,24,stopped,mean_resource,0.25,0.0,1.0,37.754788736630566,41.5351809401351
non_pretrained,primary,24,stopped,mean_resource,0.25,0.0,1.5,37.754788736630566,41.5351809401351
non_pretrained,primary,24,stopped,mean_resource,0.25,0.5,0.5,49.382505153478895,62.95401224441246
non_pretrained,primary,24,stopped,mean_resource,0.25,0.5,1.0,49.382505153478895,62.95401224441246
non_pretrained,primary,24,stopped,mean_resource,0.25,0.5,1.5,49.382505153478895,62.95401224441246
non_pretrained,primary,24,stopped,mean_resource,0.25,1.0,0.5,59.93569175291832,80.45198107378786
non_pretrained,primary,24,stopped,mean_resource,0.25,1.0,1.0,59.93569175291832,80.45198107378786
non_pretrained,primary,24,stopped,mean_resource,0.25,1.0,1.5,59.93569175291832,80.45198107378786
non_pretrained,primary,24,stopped,mean_resource,0.5,0.0,0.5,37.754788736630566,41.5351809401351
non_pretrained,primary,24,stopped,mean_resource,0.5,0.0,1.0,37.754788736630566,41.5351809401351
non_pretrained,primary,24,stopped,mean_resource,0.5,0.0,1.5,37.754788736630566,41.5351809401351
non_pretrained,primary,24,stopped,mean_resource,0.5,0.5,0.5,49.382505153478895,62.95401224441246
non_pretrained,primary,24,stopped,mean_resource,0.5,0.5,1.0,49.382505153478895,62.95401224441246
non_pretrained,primary,24,stopped,mean_resource,0.5,0.5,1.5,49.382505153478895,62.95401224441246
non_pretrained,primary,24,stopped,mean_resource,0.5,1.0,0.5,59.93569175291832,80.45198107378786
non_pretrained,primary,24,stopped,mean_resource,0.5,1.0,1.0,59.93569175291832,80.45198107378786
non_pretrained,primary,24,stopped,mean_resource,0.5,1.0,1.5,59.93569175291832,80.45198107378786
non_pretrained,primary,24,stopped,mean_resource,0.75,0.0,0.5,37.754788736630566,41.5351809401351
non_pretrained,primary,24,stopped,mean_resource,0.75,0.0,1.0,37.754788736630566,41.5351809401351
non_pretrained,primary,24,stopped,mean_resource,0.75,0.0,1.5,37.754788736630566,41.5351809401351
non_pretrained,primary,24,stopped,mean_resource,0.75,0.5,0.5,49.382505153478895,62.95401224441246
non_pretrained,primary,24,stopped,mean_resource,0.75,0.5,1.0,49.382505153478895,62.95401224441246
non_pretrained,primary,24,stopped,mean_resource,0.75,0.5,1.5,49.382505153478895,62.95401224441246
non_pretrained,primary,24,stopped,mean_resource,0.75,1.0,0.5,59.93569175291832,80.45198107378786
non_pretrained,primary,24,stopped,mean_resource,0.75,1.0,1.0,59.93569175291832,80.45198107378786
non_pretrained,primary,24,stopped,mean_resource,0.75,1.0,1.5,59.93569175291832,80.45198107378786
non_pretrained,wide_ratio,12,historical,constant,0.25,0.0,0.5,37.754788736630566,41.5351809401351
non_pretrained,wide_ratio,12,historical,constant,0.25,0.0,1.0,37.754788736630566,41.5351809401351
non_pretrained,wide_ratio,12,historical,constant,0.25,0.0,1.5,37.754788736630566,41.5351809401351
non_pretrained,wide_ratio,12,historical,constant,0.25,0.5,0.5,37.754788736630566,41.5351809401351
non_pretrained,wide_ratio,12,historical,constant,0.25,0.5,1.0,37.754788736630566,41.5351809401351
non_pretrained,wide_ratio,12,historical,constant,0.25,0.5,1.5,37.754788736630566,41.5351809401351
non_pretrained,wide_ratio,12,historical,constant,0.25,1.0,0.5,37.754788736630566,41.5351809401351
non_pretrained,wide_ratio,12,historical,constant,0.25,1.0,1.0,37.754788736630566,41.5351809401351
non_pretrained,wide_ratio,12,historical,constant,0.25,1.0,1.5,37.754788736630566,41.5351809401351
non_pretrained,wide_ratio,12,historical,constant,0.5,0.0,0.5,37.754788736630566,41.5351809401351
non_pretrained,wide_ratio,12,historical,constant,0.5,0.0,1.0,37.754788736630566,41.5351809401351
non_pretrained,wide_ratio,12,historical,constant,0.5,0.0,1.5,37.754788736630566,41.5351809401351
non_pretrained,wide_ratio,12,historical,constant,0.5,0.5,0.5,37.754788736630566,41.5351809401351
non_pretrained,wide_ratio,12,historical,constant,0.5,0.5,1.0,37.754788736630566,41.5351809401351
non_pretrained,wide_ratio,12,historical,constant,0.5,0.5,1.5,37.754788736630566,41.5351809401351
non_pretrained,wide_ratio,12,historical,constant,0.5,1.0,0.5,37.754788736630566,41.5351809401351
non_pretrained,wide_ratio,12,historical,constant,0.5,1.0,1.0,37.754788736630566,41.5351809401351
non_pretrained,wide_ratio,12,historical,constant,0.5,1.0,1.5,37.754788736630566,41.5351809401351
non_pretrained,wide_ratio,12,historical,constant,0.75,0.0,0.5,37.754788736630566,41.5351809401351
non_pretrained,wide_ratio,12,historical,constant,0.75,0.0,1.0,37.754788736630566,41.5351809401351
non_pretrained,wide_ratio,12,historical,constant,0.75,0.0,1.5,37.754788736630566,41.5351809401351
non_pretrained,wide_ratio,12,historical,constant,0.75,0.5,0.5,37.754788736630566,41.5351809401351
non_pretrained,wide_ratio,12,historical,constant,0.75,0.5,1.0,37.754788736630566,41.5351809401351
non_pretrained,wide_ratio,12,historical,constant,0.75,0.5,1.5,37.754788736630566,41.5351809401351
non_pretrained,wide_ratio,12,historical,constant,0.75,1.0,0.5,37.754788736630566,41.5351809401351
non_pretrained,wide_ratio,12,historical,constant,0.75,1.0,1.0,37.754788736630566,41.5351809401351
non_pretrained,wide_ratio,12,historical,constant,0.75,1.0,1.5,37.754788736630566,41.5351809401351
non_pretrained,wide_ratio,12,historical,frontier_trend,0.25,0.0,0.5,37.754788736630566,41.5351809401351
non_pretrained,wide_ratio,12,historical,frontier_trend,0.25,0.0,1.0,37.754788736630566,41.5351809401351
non_pretrained,wide_ratio,12,historical,frontier_trend,0.25,0.0,1.5,37.754788736630566,41.5351809401351
non_pretrained,wide_ratio,12,historical,frontier_trend,0.25,0.5,0.5,45.89425118688804,53.05482104275585
non_pretrained,wide_ratio,12,historical,frontier_trend,0.25,0.5,1.0,45.89425118688804,53.05482104275585
non_pretrained,wide_ratio,12,historical,frontier_trend,0.25,0.5,1.5,45.89425118688804,53.05482104275585
non_pretrained,wide_ratio,12,historical,frontier_trend,0.25,1.0,0.5,52.93428484378985,64.61224187670341
non_pretrained,wide_ratio,12,historical,frontier_trend,0.25,1.0,1.0,52.93428484378985,64.61224187670341
non_pretrained,wide_ratio,12,historical,frontier_trend,0.25,1.0,1.5,52.93428484378985,64.61224187670341
non_pretrained,wide_ratio,12,historical,frontier_trend,0.5,0.0,0.5,37.754788736630566,41.5351809401351
non_pretrained,wide_ratio,12,historical,frontier_trend,0.5,0.0,1.0,37.754788736630566,41.5351809401351
non_pretrained,wide_ratio,12,historical,frontier_trend,0.5,0.0,1.5,37.754788736630566,41.5351809401351
non_pretrained,wide_ratio,12,historical,frontier_trend,0.5,0.5,0.5,45.89425118688804,53.05482104275585
non_pretrained,wide_ratio,12,historical,frontier_trend,0.5,0.5,1.0,45.89425118688804,53.05482104275585
non_pretrained,wide_ratio,12,historical,frontier_trend,0.5,0.5,1.5,45.89425118688804,53.05482104275585
non_pretrained,wide_ratio,12,historical,frontier_trend,0.5,1.0,0.5,52.93428484378985,64.61224187670341
non_pretrained,wide_ratio,12,historical,frontier_trend,0.5,1.0,1.0,52.93428484378985,64.61224187670341
non_pretrained,wide_ratio,12,historical,frontier_trend,0.5,1.0,1.5,52.93428484378985,64.61224187670341
non_pretrained,wide_ratio,12,historical,frontier_trend,0.75,0.0,0.5,37.754788736630566,41.5351809401351
non_pretrained,wide_ratio,12,historical,frontier_trend,0.75,0.0,1.0,37.754788736630566,41.5351809401351
non_pretrained,wide_ratio,12,historical,frontier_trend,0.75,0.0,1.5,37.754788736630566,41.5351809401351
non_pretrained,wide_ratio,12,historical,frontier_trend,0.75,0.5,0.5,45.89425118688804,53.05482104275585
non_pretrained,wide_ratio,12,historical,frontier_trend,0.75,0.5,1.0,45.89425118688804,53.05482104275585
non_pretrained,wide_ratio,12,historical,frontier_trend,0.75,0.5,1.5,45.89425118688804,53.05482104275585
non_pretrained,wide_ratio,12,historical,frontier_trend,0.75,1.0,0.5,52.93428484378985,64.61224187670341
non_pretrained,wide_ratio,12,historical,frontier_trend,0.75,1.0,1.0,52.93428484378985,64.61224187670341
non_pretrained,wide_ratio,12,historical,frontier_trend,0.75,1.0,1.5,52.93428484378985,64.61224187670341
non_pretrained,wide_ratio,12,historical,quantile_resource,0.25,0.0,0.5,39.71334082732295,43.503961895282075
non_pretrained,wide_ratio,12,historical,quantile_resource,0.25,0.0,1.0,41.70542825837007,45.49344762180775
non_pretrained,wide_ratio,12,historical,quantile_resource,0.25,0.0,1.5,43.724962573871494,47.59939489125309
non_pretrained,wide_ratio,12,historical,quantile_resource,0.25,0.5,0.5,47.619724351285484,53.375153719272
non_pretrained,wide_ratio,12,historical,quantile_resource,0.25,0.5,1.0,49.68459950481971,55.415012569085164
non_pretrained,wide_ratio,12,historical,quantile_resource,0.25,0.5,1.5,51.75055012464356,57.35677798727637
non_pretrained,wide_ratio,12,historical,quantile_resource,0.25,1.0,0.5,55.354724177524915,63.43679824622044
non_pretrained,wide_ratio,12,historical,quantile_resource,0.25,1.0,1.0,57.30370273471745,65.26446898628
non_pretrained,wide_ratio,12,historical,quantile_resource,0.25,1.0,1.5,59.12279245430803,67.02265676942936
non_pretrained,wide_ratio,12,historical,quantile_resource,0.5,0.0,0.5,41.70542825837007,45.49344762180775
non_pretrained,wide_ratio,12,historical,quantile_resource,0.5,0.0,1.0,45.76549705456622,49.67863929907805
non_pretrained,wide_ratio,12,historical,quantile_resource,0.5,0.0,1.5,49.49464720566739,53.78589515320175
non_pretrained,wide_ratio,12,historical,quantile_resource,0.5,0.5,0.5,49.68459950481971,55.415012569085164
non_pretrained,wide_ratio,12,historical,quantile_resource,0.5,0.5,1.0,53.810531316698075,59.258980213485266
non_pretrained,wide_ratio,12,historical,quantile_resource,0.5,0.5,1.5,57.55076545143718,63.049212354761316
non_pretrained,wide_ratio,12,historical,quantile_resource,0.5,1.0,0.5,57.30370273471745,65.26446898628
non_pretrained,wide_ratio,12,historical,quantile_resource,0.5,1.0,1.0,60.91723626026232,68.74804979553868
non_pretrained,wide_ratio,12,historical,quantile_resource,0.5,1.0,1.5,64.60720421478162,72.1141548591165
non_pretrained,wide_ratio,12,historical,quantile_resource,0.75,0.0,0.5,43.724962573871494,47.59939489125309
non_pretrained,wide_ratio,12,historical,quantile_resource,0.75,0.0,1.0,49.49464720566739,53.78589515320175
non_pretrained,wide_ratio,12,historical,quantile_resource,0.75,0.0,1.5,55.030719624796056,59.879630221221376
non_pretrained,wide_ratio,12,historical,quantile_resource,0.75,0.5,0.5,51.75055012464356,57.35677798727637
non_pretrained,wide_ratio,12,historical,quantile_resource,0.75,0.5,1.0,57.55076545143718,63.049212354761316
non_pretrained,wide_ratio,12,historical,quantile_resource,0.75,0.5,1.5,63.25324289893065,68.56156887612802
non_pretrained,wide_ratio,12,historical,quantile_resource,0.75,1.0,0.5,59.12279245430803,67.02265676942936
non_pretrained,wide_ratio,12,historical,quantile_resource,0.75,1.0,1.0,64.60720421478162,72.1141548591165
non_pretrained,wide_ratio,12,historical,quantile_resource,0.75,1.0,1.5,70.1728360859973,76.6669697052073
non_pretrained,wide_ratio,12,historical,mean_resource,0.25,0.0,0.5,39.6547030878864,43.45106504048733
non_pretrained,wide_ratio,12,historical,mean_resource,0.25,0.0,1.0,41.58635329992827,45.36337499518413
non_pretrained,wide_ratio,12,historical,mean_resource,0.25,0.0,1.5,43.54419760314767,47.358570299699785
non_pretrained,wide_ratio,12,historical,mean_resource,0.25,0.5,0.5,45.153789728833935,54.17518826980047
non_pretrained,wide_ratio,12,historical,mean_resource,0.25,0.5,1.0,47.09552973984961,56.140577914599575
non_pretrained,wide_ratio,12,historical,mean_resource,0.25,0.5,1.5,49.04790142935928,58.11289030658935
non_pretrained,wide_ratio,12,historical,mean_resource,0.25,1.0,0.5,51.1544601915202,64.85310503268254
non_pretrained,wide_ratio,12,historical,mean_resource,0.25,1.0,1.0,52.92352363766683,66.70633008153776
non_pretrained,wide_ratio,12,historical,mean_resource,0.25,1.0,1.5,54.68527711922253,68.50928626728916
non_pretrained,wide_ratio,12,historical,mean_resource,0.5,0.0,0.5,41.58635329992827,45.36337499518413
non_pretrained,wide_ratio,12,historical,mean_resource,0.5,0.0,1.0,45.52237298694298,49.386160692980724
non_pretrained,wide_ratio,12,historical,mean_resource,0.5,0.0,1.5,49.31706497491595,53.51613935582118
non_pretrained,wide_ratio,12,historical,mean_resource,0.5,0.5,0.5,47.09552973984961,56.140577914599575
non_pretrained,wide_ratio,12,historical,mean_resource,0.5,0.5,1.0,51.00317538506899,60.113317434947554
non_pretrained,wide_ratio,12,historical,mean_resource,0.5,0.5,1.5,54.898567294503586,64.00884414850307
non_pretrained,wide_ratio,12,historical,mean_resource,0.5,1.0,0.5,52.92352363766683,66.70633008153776
non_pretrained,wide_ratio,12,historical,mean_resource,0.5,1.0,1.0,56.43537512693721,70.25813846179626
non_pretrained,wide_ratio,12,historical,mean_resource,0.5,1.0,1.5,59.88383908905118,73.58110105284372
non_pretrained,wide_ratio,12,historical,mean_resource,0.75,0.0,0.5,43.54419760314767,47.358570299699785
non_pretrained,wide_ratio,12,historical,mean_resource,0.75,0.0,1.0,49.31706497491595,53.51613935582118
non_pretrained,wide_ratio,12,historical,mean_resource,0.75,0.0,1.5,54.82501141865182,59.57525890697355
non_pretrained,wide_ratio,12,historical,mean_resource,0.75,0.5,0.5,49.04790142935928,58.11289030658935
non_pretrained,wide_ratio,12,historical,mean_resource,0.75,0.5,1.0,54.898567294503586,64.00884414850307
non_pretrained,wide_ratio,12,historical,mean_resource,0.75,0.5,1.5,60.1667062466543,69.50369577001878
non_pretrained,wide_ratio,12,historical,mean_resource,0.75,1.0,0.5,54.68527711922253,68.50928626728916
non_pretrained,wide_ratio,12,historical,mean_resource,0.75,1.0,1.0,59.88383908905118,73.58110105284372
non_pretrained,wide_ratio,12,historical,mean_resource,0.75,1.0,1.5,64.86915580973341,78.09721123612006
non_pretrained,wide_ratio,12,half,constant,0.25,0.0,0.5,37.754788736630566,41.5351809401351
non_pretrained,wide_ratio,12,half,constant,0.25,0.0,1.0,37.754788736630566,41.5351809401351
non_pretrained,wide_ratio,12,half,constant,0.25,0.0,1.5,37.754788736630566,41.5351809401351
non_pretrained,wide_ratio,12,half,constant,0.25,0.5,0.5,37.754788736630566,41.5351809401351
non_pretrained,wide_ratio,12,half,constant,0.25,0.5,1.0,37.754788736630566,41.5351809401351
non_pretrained,wide_ratio,12,half,constant,0.25,0.5,1.5,37.754788736630566,41.5351809401351
non_pretrained,wide_ratio,12,half,constant,0.25,1.0,0.5,37.754788736630566,41.5351809401351
non_pretrained,wide_ratio,12,half,constant,0.25,1.0,1.0,37.754788736630566,41.5351809401351
non_pretrained,wide_ratio,12,half,constant,0.25,1.0,1.5,37.754788736630566,41.5351809401351
non_pretrained,wide_ratio,12,half,constant,0.5,0.0,0.5,37.754788736630566,41.5351809401351
non_pretrained,wide_ratio,12,half,constant,0.5,0.0,1.0,37.754788736630566,41.5351809401351
non_pretrained,wide_ratio,12,half,constant,0.5,0.0,1.5,37.754788736630566,41.5351809401351
non_pretrained,wide_ratio,12,half,constant,0.5,0.5,0.5,37.754788736630566,41.5351809401351
non_pretrained,wide_ratio,12,half,constant,0.5,0.5,1.0,37.754788736630566,41.5351809401351
non_pretrained,wide_ratio,12,half,constant,0.5,0.5,1.5,37.754788736630566,41.5351809401351
non_pretrained,wide_ratio,12,half,constant,0.5,1.0,0.5,37.754788736630566,41.5351809401351
non_pretrained,wide_ratio,12,half,constant,0.5,1.0,1.0,37.754788736630566,41.5351809401351
non_pretrained,wide_ratio,12,half,constant,0.5,1.0,1.5,37.754788736630566,41.5351809401351
non_pretrained,wide_ratio,12,half,constant,0.75,0.0,0.5,37.754788736630566,41.5351809401351
non_pretrained,wide_ratio,12,half,constant,0.75,0.0,1.0,37.754788736630566,41.5351809401351
non_pretrained,wide_ratio,12,half,constant,0.75,0.0,1.5,37.754788736630566,41.5351809401351
non_pretrained,wide_ratio,12,half,constant,0.75,0.5,0.5,37.754788736630566,41.5351809401351
non_pretrained,wide_ratio,12,half,constant,0.75,0.5,1.0,37.754788736630566,41.5351809401351
non_pretrained,wide_ratio,12,half,constant,0.75,0.5,1.5,37.754788736630566,41.5351809401351
non_pretrained,wide_ratio,12,half,constant,0.75,1.0,0.5,37.754788736630566,41.5351809401351
non_pretrained,wide_ratio,12,half,constant,0.75,1.0,1.0,37.754788736630566,41.5351809401351
non_pretrained,wide_ratio,12,half,constant,0.75,1.0,1.5,37.754788736630566,41.5351809401351
non_pretrained,wide_ratio,12,half,frontier_trend,0.25,0.0,0.5,37.754788736630566,41.5351809401351
non_pretrained,wide_ratio,12,half,frontier_trend,0.25,0.0,1.0,37.754788736630566,41.5351809401351
non_pretrained,wide_ratio,12,half,frontier_trend,0.25,0.0,1.5,37.754788736630566,41.5351809401351
non_pretrained,wide_ratio,12,half,frontier_trend,0.25,0.5,0.5,45.89425118688804,53.05482104275585
non_pretrained,wide_ratio,12,half,frontier_trend,0.25,0.5,1.0,45.89425118688804,53.05482104275585
non_pretrained,wide_ratio,12,half,frontier_trend,0.25,0.5,1.5,45.89425118688804,53.05482104275585
non_pretrained,wide_ratio,12,half,frontier_trend,0.25,1.0,0.5,52.93428484378985,64.61224187670341
non_pretrained,wide_ratio,12,half,frontier_trend,0.25,1.0,1.0,52.93428484378985,64.61224187670341
non_pretrained,wide_ratio,12,half,frontier_trend,0.25,1.0,1.5,52.93428484378985,64.61224187670341
non_pretrained,wide_ratio,12,half,frontier_trend,0.5,0.0,0.5,37.754788736630566,41.5351809401351
non_pretrained,wide_ratio,12,half,frontier_trend,0.5,0.0,1.0,37.754788736630566,41.5351809401351
non_pretrained,wide_ratio,12,half,frontier_trend,0.5,0.0,1.5,37.754788736630566,41.5351809401351
non_pretrained,wide_ratio,12,half,frontier_trend,0.5,0.5,0.5,45.89425118688804,53.05482104275585
non_pretrained,wide_ratio,12,half,frontier_trend,0.5,0.5,1.0,45.89425118688804,53.05482104275585
non_pretrained,wide_ratio,12,half,frontier_trend,0.5,0.5,1.5,45.89425118688804,53.05482104275585
non_pretrained,wide_ratio,12,half,frontier_trend,0.5,1.0,0.5,52.93428484378985,64.61224187670341
non_pretrained,wide_ratio,12,half,frontier_trend,0.5,1.0,1.0,52.93428484378985,64.61224187670341
non_pretrained,wide_ratio,12,half,frontier_trend,0.5,1.0,1.5,52.93428484378985,64.61224187670341
non_pretrained,wide_ratio,12,half,frontier_trend,0.75,0.0,0.5,37.754788736630566,41.5351809401351
non_pretrained,wide_ratio,12,half,frontier_trend,0.75,0.0,1.0,37.754788736630566,41.5351809401351
