type,model,intercept,b_logN,b_month,selected_by_diagnostic_rmse,anchor_score,anchor_N_B
non_pretrained,constant,0.0,0.0,0.0,False,40.444684000406866,14.766000000000002
non_pretrained,frontier_trend,-0.9565814167094002,0.0,0.06572700348375994,False,40.444684000406866,14.766000000000002
non_pretrained,quantile_resource,-2.117377638036458,1.0842775947215955,0.058876252350584704,True,40.444684000406866,14.766000000000002
non_pretrained,mean_resource,-2.63321304099561,1.054215112318749,0.0577131293274844,False,40.444684000406866,14.766000000000002
pretrained,constant,0.0,0.0,0.0,True,21.031852242449958,9.242
pretrained,frontier_trend,-0.9710247651063368,0.0,-0.062065404896804524,False,21.031852242449958,9.242
pretrained,quantile_resource,-2.190263408411159,0.8397936147554383,0.033972200077048605,False,21.031852242449958,9.242
pretrained,mean_resource,-2.753957992941778,0.7134588875442134,0.05181656382698041,False,21.031852242449958,9.242
