Model,#Params (B),Submission Date,Hub License,Type,Average ⬆️,IFEval,BBH,MATH Lvl 5,GPQA,MUSR,MMLU-PRO,Epoch_AI_Publication_Date,Epoch_AI_Organization,Epoch_AI_Open_Weights,source_row,date,N,open_status,license,type,type_detail,model_class,S,logN,t,z,month,developer,license_research_status
google/gemma-7b,8.538,2024-06-08,gemma,🟢 pretrained,15.442818570272308,26.59321710838353,21.11609932329174,7.401812688821751,4.921700223713646,10.979947916666667,21.644134160756497,,,,2731,2024-06-08 00:00:00+00:00,8.538,,gemma,pretrained,🟢 pretrained,pretrained,15.442818570272303,0.931356150467928,0.2299794661190965,-1.7002839309885418,2024-06,google,custom_or_unknown_manual_review_needed
mosaicml/mpt-7b,7.0,2024-06-08,apache-2.0,🟢 pretrained,6.032029339143736,21.51990053059216,6.550600790794161,1.5861027190332326,1.342281879194629,2.904947916666668,2.288342198581559,2023-05-05,MosaicML,Yes,3524,2024-06-08 00:00:00+00:00,7.0,yes,apache-2.0,pretrained,🟢 pretrained,pretrained,6.032029339143736,0.8450980400142568,0.2299794661190965,-2.7458704919450474,2024-06,mosaicml,permissive_license_label_not_repository_verified
EleutherAI/gpt-neox-20b,20.739,2024-06-09,apache-2.0,🟢 pretrained,6.1165221524743325,25.86880587951081,4.929114201526899,1.3595166163141994,0.0,2.816666666666666,1.725029550827422,2022-02-09,EleutherAI,Yes,518,2024-06-09 00:00:00+00:00,20.739,yes,apache-2.0,pretrained,🟢 pretrained,pretrained,6.1165221524743325,1.316787811602096,0.26283367556468173,-2.731060756712037,2024-06,EleutherAI,permissive_license_label_not_repository_verified
EleutherAI/pythia-160m,0.213,2024-06-09,apache-2.0,🟢 pretrained,5.730394616916023,18.15516163778773,2.198832279508135,0.906344410876133,1.1185682326621946,10.675520833333332,1.3279403073286051,2023-04-03,"EleutherAI,Booz Allen Hamilton, McLean,University of Cambridge,Indraprastha Institute of Information Technology
Delhi,Stability AI,datasaur.ai,University of Amsterdam",Yes,521,2024-06-09 00:00:00+00:00,0.213,yes,apache-2.0,pretrained,🟢 pretrained,pretrained,5.730394616916022,-0.6716203965612623,0.26283367556468173,-2.80037442244365,2024-06,EleutherAI,permissive_license_label_not_repository_verified
EleutherAI/pythia-410m,0.506,2024-06-09,apache-2.0,🟢 pretrained,5.227072311484412,21.954525104500505,2.715428120335748,0.9818731117824772,1.230425055928408,3.0598958333333326,1.4202866430260035,2023-04-03,"EleutherAI,Booz Allen Hamilton, McLean,University of Cambridge,Indraprastha Institute of Information Technology
Delhi,Stability AI,datasaur.ai,University of Amsterdam",Yes,524,2024-06-09 00:00:00+00:00,0.506,yes,apache-2.0,pretrained,🟢 pretrained,pretrained,5.227072311484412,-0.2958494831602009,0.26283367556468173,-2.897632461713071,2024-06,EleutherAI,permissive_license_label_not_repository_verified
Qwen/Qwen1.5-7B,7.721,2024-06-09,other,🟢 pretrained,16.024674155407357,26.842998798742894,23.075768754340448,9.290030211480364,6.487695749440718,9.158333333333331,21.293218085106385,2024-02-04,Alibaba,Yes,1511,2024-06-09 00:00:00+00:00,7.721,yes,other,pretrained,🟢 pretrained,pretrained,16.024674155407357,0.8876735524544475,0.26283367556468173,-1.6563933466638765,2024-06,Qwen,custom_or_unknown_manual_review_needed
Qwen/Qwen2-1.5B,1.544,2024-06-09,apache-2.0,🟢 pretrained,10.445452935561454,21.132705665412217,11.781833653483533,7.02416918429003,1.9015659955257265,3.5932291666666667,17.239213947990542,2024-06-07,Alibaba,Yes,1517,2024-06-09 00:00:00+00:00,1.544,yes,apache-2.0,pretrained,🟢 pretrained,pretrained,10.445452935561454,0.18864729599971736,0.26283367556468173,-2.1486811461074065,2024-06,Qwen,permissive_license_label_not_repository_verified
Qwen/Qwen2-7B,7.616,2024-06-09,apache-2.0,🟢 pretrained,23.9251621404824,31.48667757106699,34.711136202753416,20.39274924471299,7.270693512304249,14.322916666666666,35.366799645390074,2024-06-07,Alibaba,Yes,1523,2024-06-09 00:00:00+00:00,7.616,yes,apache-2.0,pretrained,🟢 pretrained,pretrained,23.9251621404824,0.8817269353764179,0.26283367556468173,-1.1567868501089325,2024-06,Qwen,permissive_license_label_not_repository_verified
bigcode/starcoder2-15b,15.958,2024-06-09,bigcode-openrail-m,🟢 pretrained,12.539175421645837,27.802231412651764,20.373540752678547,5.966767371601208,3.1319910514541416,2.9283854166666674,15.032136524822691,2023-05-09,"Hugging Face,ServiceNow,Northeastern University,Mila - Quebec AI (originally Montreal Institute for Learning Algorithms),Carnegie Mellon University (CMU),Johns Hopkins University,Leipzig University,ScaDS.AI,Queen Mary University of London,Roblox,Sea AI Lab,Technion - Israel Institute of Technology,Monash University,CSIRO,Data61,McGill University,Saama,University of British Columbia (UBC),Massachusetts Institute of Technology (MIT),Technical University of Munich,IBM,University of Vermont,UnfoldML,SAP,University of Notre Dame,Columbia University,New York University (NYU),University of Allahabad,Discover Dollar,Toloka,Telefonica,Stanford University,Weizmann Institute of Science,Alan Turing Institute,Wellesley College,EleutherAI,Forschungszentrum Julich",Yes,2331,2024-06-09 00:00:00+00:00,15.958,yes,bigcode-openrail-m,pretrained,🟢 pretrained,pretrained,12.539175421645837,1.2029784607370653,0.26283367556468173,-1.9423331968097712,2024-06,bigcode,custom_or_unknown_manual_review_needed
bigcode/starcoder2-3b,3.03,2024-06-09,bigcode-openrail-m,🟢 pretrained,6.549147626379535,20.37083826469324,8.909299421083569,1.5105740181268883,0.0,1.432291666666666,7.071882387706856,2023-05-09,"Hugging Face,ServiceNow,Northeastern University,Mila - Quebec AI (originally Montreal Institute for Learning Algorithms),Carnegie Mellon University (CMU),Johns Hopkins University,Leipzig University,ScaDS.AI,Queen Mary University of London,Roblox,Sea AI Lab,Technion - Israel Institute of Technology,Monash University,CSIRO,Data61,McGill University,Saama,University of British Columbia (UBC),Massachusetts Institute of Technology (MIT),Technical University of Munich,IBM,University of Vermont,UnfoldML,SAP,University of Notre Dame,Columbia University,New York University (NYU),University of Allahabad,Discover Dollar,Toloka,Telefonica,Stanford University,Weizmann Institute of Science,Alan Turing Institute,Wellesley College,EleutherAI,Forschungszentrum Julich",Yes,2332,2024-06-09 00:00:00+00:00,3.03,yes,bigcode-openrail-m,pretrained,🟢 pretrained,pretrained,6.549147626379536,0.48144262850230496,0.26283367556468173,-2.658100747231105,2024-06,bigcode,custom_or_unknown_manual_review_needed
bigcode/starcoder2-7b,7.174,2024-06-09,bigcode-openrail-m,🟢 pretrained,8.2934383764798,22.09193827932109,11.395110106503443,3.096676737160121,0.2237136465324418,5.8166666666666655,7.1365248226950335,2023-05-09,"Hugging Face,ServiceNow,Northeastern University,Mila - Quebec AI (originally Montreal Institute for Learning Algorithms),Carnegie Mellon University (CMU),Johns Hopkins University,Leipzig University,ScaDS.AI,Queen Mary University of London,Roblox,Sea AI Lab,Technion - Israel Institute of Technology,Monash University,CSIRO,Data61,McGill University,Saama,University of British Columbia (UBC),Massachusetts Institute of Technology (MIT),Technical University of Munich,IBM,University of Vermont,UnfoldML,SAP,University of Notre Dame,Columbia University,New York University (NYU),University of Allahabad,Discover Dollar,Toloka,Telefonica,Stanford University,Weizmann Institute of Science,Alan Turing Institute,Wellesley College,EleutherAI,Forschungszentrum Julich",Yes,2333,2024-06-09 00:00:00+00:00,7.174,yes,bigcode-openrail-m,pretrained,🟢 pretrained,pretrained,8.293438376479799,0.8557613723399478,0.26283367556468173,-2.4031292869329244,2024-06,bigcode,custom_or_unknown_manual_review_needed
ibm/merlinite-7b,7.242,2024-06-09,apache-2.0,"💬 chat models (RLHF, DPO, IFT, ...)",16.751033885892248,24.98703440205322,29.97724776968684,2.416918429003021,6.263982102908276,13.877864583333334,22.9831560283688,,,,2848,2024-06-09 00:00:00+00:00,7.242,,apache-2.0,non_pretrained,"💬 chat models (RLHF, DPO, IFT, ...)",chat,16.751033885892248,0.8598585204809929,0.26283367556468173,-1.603375728836604,2024-06,ibm,permissive_license_label_not_repository_verified
microsoft/phi-1_5,1.418,2024-06-09,mit,🟢 pretrained,7.170966845799231,20.32839532440591,7.468938770070243,1.812688821752266,2.348993288590602,3.385416666666666,7.681368203309693,2023-10-02,Microsoft Research,Yes,3456,2024-06-09 00:00:00+00:00,1.418,yes,mit,pretrained,🟢 pretrained,pretrained,7.170966845799231,0.1516762308470477,0.26283367556468173,-2.5607189566098922,2024-06,microsoft,permissive_license_label_not_repository_verified
microsoft/phi-2,2.78,2024-06-09,mit,🟢 pretrained,15.5342915582149,27.3875539125077,28.038519293439304,2.9456193353474323,2.9082774049217,13.83697916666666,18.088800236406616,2023-12-12,Microsoft,Yes,3457,2024-06-09 00:00:00+00:00,2.78,yes,mit,pretrained,🟢 pretrained,pretrained,15.534291558214901,0.4440447959180762,0.26283367556468173,-1.693295695882097,2024-06,microsoft,permissive_license_label_not_repository_verified
tiiuae/falcon-40b,40.0,2024-06-09,apache-2.0,🟢 pretrained,11.40130446230009,24.96453853553017,16.583304730312175,1.812688821752266,3.1319910514541416,5.193229166666668,16.722074468085104,2023-03-15,Technology Innovation Institute,Yes,4328,2024-06-09 00:00:00+00:00,40.0,yes,apache-2.0,pretrained,🟢 pretrained,pretrained,11.40130446230009,1.6020599913279623,0.26283367556468173,-2.0503893590800724,2024-06,tiiuae,permissive_license_label_not_repository_verified
tiiuae/falcon-40b-instruct,40.0,2024-06-09,apache-2.0,"💬 chat models (RLHF, DPO, IFT, ...)",10.484506782098748,24.54487426694504,17.220114203264526,1.9637462235649543,0.0,5.161979166666666,14.016326832151298,2023-03-15,Technology Innovation Institute,Yes,4329,2024-06-09 00:00:00+00:00,40.0,yes,apache-2.0,non_pretrained,"💬 chat models (RLHF, DPO, IFT, ...)",chat,10.484506782098748,1.6020599913279623,0.26283367556468173,-2.1445130959656282,2024-06,tiiuae,permissive_license_label_not_repository_verified
tiiuae/falcon-7b,7.0,2024-06-09,apache-2.0,🟢 pretrained,5.17344472031948,18.205140139274903,5.963936911876051,0.9818731117824772,0.0,4.497135416666667,1.392582742316784,2023-04-24,Technology Innovation Institute,Yes,4330,2024-06-09 00:00:00+00:00,7.0,yes,apache-2.0,pretrained,🟢 pretrained,pretrained,5.1734447203194796,0.8450980400142568,0.26283367556468173,-2.908510732174186,2024-06,tiiuae,permissive_license_label_not_repository_verified
tiiuae/falcon-7b-instruct,7.0,2024-06-09,apache-2.0,"💬 chat models (RLHF, DPO, IFT, ...)",5.1165739086852,19.68886997610784,4.823178460674432,1.2084592145015105,0.0,3.2539062500000004,1.725029550827422,2023-04-24,Technology Innovation Institute,Yes,4331,2024-06-09 00:00:00+00:00,7.0,yes,apache-2.0,non_pretrained,"💬 chat models (RLHF, DPO, IFT, ...)",chat,5.116573908685201,0.8450980400142568,0.26283367556468173,-2.920163987723825,2024-06,tiiuae,permissive_license_label_not_repository_verified
01-ai/Yi-1.5-34B,34.389,2024-06-12,apache-2.0,🟢 pretrained,25.64649419429311,28.411725333226947,42.74936268839652,15.332326283987916,15.436241610738255,11.217187500000003,40.732121749408975,2024-05-13,01.AI,Yes,3,2024-06-12 00:00:00+00:00,34.389,yes,apache-2.0,pretrained,🟢 pretrained,pretrained,25.6464941942931,1.5364195471277338,0.3613963039014374,-1.064423940837276,2024-06,01-ai,permissive_license_label_not_repository_verified
01-ai/Yi-1.5-34B-32K,34.389,2024-06-12,apache-2.0,🟢 pretrained,26.72791290850813,31.186917379220468,43.38184666762572,15.40785498489426,15.100671140939594,14.07786458333333,41.21232269503546,2024-05-13,01.AI,Yes,4,2024-06-12 00:00:00+00:00,34.389,yes,apache-2.0,pretrained,🟢 pretrained,pretrained,26.727912908508134,1.5364195471277338,0.3613963039014374,-1.0084712860927334,2024-06,01-ai,permissive_license_label_not_repository_verified
01-ai/Yi-1.5-34B-Chat,34.389,2024-06-12,apache-2.0,"💬 chat models (RLHF, DPO, IFT, ...)",33.35799367075618,60.66758423205982,44.262825981005655,27.7190332326284,15.324384787472036,13.058072916666664,39.11606087470449,2024-05-13,01.AI,Yes,5,2024-06-12 00:00:00+00:00,34.389,yes,apache-2.0,non_pretrained,"💬 chat models (RLHF, DPO, IFT, ...)",chat,33.35799367075618,1.5364195471277338,0.3613963039014374,-0.692037670468777,2024-06,01-ai,permissive_license_label_not_repository_verified
01-ai/Yi-1.5-9B,8.829,2024-06-12,apache-2.0,🟢 pretrained,22.153901514184795,29.35843561749492,30.50071699492122,11.404833836858003,17.225950782997764,12.030989583333332,32.402482269503544,2024-05-13,01.AI,Yes,9,2024-06-12 00:00:00+00:00,8.829,yes,apache-2.0,pretrained,🟢 pretrained,pretrained,22.153901514184795,0.9459115168192734,0.3613963039014374,-1.2567201596595643,2024-06,01-ai,permissive_license_label_not_repository_verified
01-ai/Yi-1.5-9B-32K,8.829,2024-06-12,apache-2.0,🟢 pretrained,19.809786285875365,23.03111300238921,28.937011582169664,10.80060422960725,14.5413870246085,10.82682291666667,30.72177895981088,2024-05-13,01.AI,Yes,10,2024-06-12 00:00:00+00:00,8.829,yes,apache-2.0,pretrained,🟢 pretrained,pretrained,19.80978628587536,0.9459115168192734,0.3613963039014374,-1.3982254114541477,2024-06,01-ai,permissive_license_label_not_repository_verified
01-ai/Yi-1.5-9B-Chat,8.829,2024-06-12,apache-2.0,"💬 chat models (RLHF, DPO, IFT, ...)",29.53087222026097,60.455258713546726,36.95293138417893,22.58308157099698,11.297539149888143,12.838281249999996,33.05814125295508,2024-05-13,01.AI,Yes,11,2024-06-12 00:00:00+00:00,8.829,yes,apache-2.0,non_pretrained,"💬 chat models (RLHF, DPO, IFT, ...)",chat,29.530872220260978,0.9459115168192734,0.3613963039014374,-0.8697384780060864,2024-06,01-ai,permissive_license_label_not_repository_verified
01-ai/Yi-1.5-9B-Chat-16K,8.829,2024-06-12,apache-2.0,"💬 chat models (RLHF, DPO, IFT, ...)",23.76539234993476,42.14040966856828,31.49760894701832,17.82477341389728,7.829977628635347,10.03828125,33.261303191489354,2024-05-13,01.AI,Yes,12,2024-06-12 00:00:00+00:00,8.829,yes,apache-2.0,non_pretrained,"💬 chat models (RLHF, DPO, IFT, ...)",chat,23.76539234993476,0.9459115168192734,0.3613963039014374,-1.1655851087254212,2024-06,01-ai,permissive_license_label_not_repository_verified
01-ai/Yi-34B,34.389,2024-06-12,apache-2.0,🟢 pretrained,22.373127018936653,30.45751938190668,35.542431259008794,5.13595166163142,15.548098434004473,9.648437500000004,37.90632387706855,2023-11-02,01.AI,Yes,13,2024-06-12 00:00:00+00:00,34.389,yes,apache-2.0,pretrained,🟢 pretrained,pretrained,22.373127018936653,1.5364195471277338,0.3613963039014374,-1.244053116536801,2024-06,01-ai,permissive_license_label_not_repository_verified
01-ai/Yi-34B-200K,34.389,2024-06-12,apache-2.0,🟢 pretrained,20.01347533597433,15.424850507763844,36.02211028900003,5.740181268882175,14.205816554809845,9.414843749999998,39.27304964539008,2023-11-02,01.AI,Yes,14,2024-06-12 00:00:00+00:00,34.389,yes,apache-2.0,pretrained,🟢 pretrained,pretrained,20.01347533597433,1.5364195471277338,0.3613963039014374,-1.3854523653125448,2024-06,01-ai,permissive_license_label_not_repository_verified
01-ai/Yi-34B-Chat,34.389,2024-06-12,apache-2.0,"💬 chat models (RLHF, DPO, IFT, ...)",24.226662652803373,46.98887839820566,37.623987597243485,6.268882175226587,11.74496644295302,8.363802083333338,34.369459219858165,2023-11-02,01.AI,Yes,15,2024-06-12 00:00:00+00:00,34.389,yes,apache-2.0,non_pretrained,"💬 chat models (RLHF, DPO, IFT, ...)",chat,24.226662652803373,1.5364195471277338,0.3613963039014374,-1.1402926915524925,2024-06,01-ai,permissive_license_label_not_repository_verified
01-ai/Yi-6B,6.061,2024-06-12,apache-2.0,🟢 pretrained,13.611617485376058,28.93378458046871,19.408504737915056,1.5861027190332326,2.572706935123044,7.044270833333335,22.12433510638298,,,,16,2024-06-12 00:00:00+00:00,6.061,,apache-2.0,pretrained,🟢 pretrained,pretrained,13.611617485376058,0.7825442840100101,0.3613963039014374,-1.8479295501691684,2024-06,01-ai,permissive_license_label_not_repository_verified
01-ai/Yi-6B-200K,6.061,2024-06-12,apache-2.0,🟢 pretrained,11.99609829883284,8.433068702154728,20.148020103768047,1.812688821752266,4.250559284116329,16.842447916666668,20.489804964539008,,,,17,2024-06-12 00:00:00+00:00,6.061,,apache-2.0,pretrained,🟢 pretrained,pretrained,11.996098298832841,0.7825442840100101,0.3613963039014374,-1.9927996958545646,2024-06,01-ai,permissive_license_label_not_repository_verified
01-ai/Yi-6B-Chat,6.061,2024-06-12,apache-2.0,"💬 chat models (RLHF, DPO, IFT, ...)",14.11765000523676,33.95213588833185,17.00016656742376,1.3595166163141994,5.92841163310962,3.5656250000000003,22.90004432624113,,,,18,2024-06-12 00:00:00+00:00,6.061,,apache-2.0,non_pretrained,"💬 chat models (RLHF, DPO, IFT, ...)",chat,14.11765000523676,0.7825442840100101,0.3613963039014374,-1.8055525483485901,2024-06,01-ai,permissive_license_label_not_repository_verified
01-ai/Yi-9B,8.829,2024-06-12,apache-2.0,🟢 pretrained,17.811867367746064,27.08779372066118,27.62695611207793,5.589123867069486,9.060402684563762,8.909114583333334,28.59781323877068,,,,19,2024-06-12 00:00:00+00:00,8.829,,apache-2.0,pretrained,🟢 pretrained,pretrained,17.811867367746064,0.9459115168192734,0.3613963039014374,-1.5291459785676804,2024-06,01-ai,permissive_license_label_not_repository_verified
01-ai/Yi-9B-200K,8.829,2024-06-12,apache-2.0,🟢 pretrained,17.72955178611439,23.270921155866432,26.49249509714754,6.646525679758309,8.7248322147651,12.109114583333332,29.1334219858156,,,,20,2024-06-12 00:00:00+00:00,8.829,,apache-2.0,pretrained,🟢 pretrained,pretrained,17.72955178611439,0.9459115168192734,0.3613963039014374,-1.5347791294545947,2024-06,01-ai,permissive_license_label_not_repository_verified
CausalLM/14B,14.0,2024-06-12,wtfpl,🔶 fine-tuned on domain-specific datasets,17.235580154596317,27.882130524785342,24.780942674518663,7.552870090634441,7.046979865771815,11.468229166666667,24.682328605200944,,,,154,2024-06-12 00:00:00+00:00,14.0,,wtfpl,non_pretrained,🔶 fine-tuned on domain-specific datasets,domain_finetuned,17.235580154596317,1.146128035678238,0.3613963039014374,-1.5690223962029088,2024-06,CausalLM,custom_or_unknown_manual_review_needed
CohereForAI/aya-23-35B,34.981,2024-06-12,cc-by-nc-4.0,"💬 chat models (RLHF, DPO, IFT, ...)",24.75540844693965,64.61932117891638,34.85836046775463,3.474320241691843,5.92841163310962,13.47369791666666,26.17833924349881,,,,163,2024-06-12 00:00:00+00:00,34.981,,cc-by-nc-4.0,non_pretrained,"💬 chat models (RLHF, DPO, IFT, ...)",chat,24.755408446939658,1.5438322204735402,0.3613963039014374,-1.111700039746286,2024-06,CohereForAI,custom_or_unknown_manual_review_needed
CohereForAI/aya-23-8B,8.028,2024-06-12,cc-by-nc-4.0,"💬 chat models (RLHF, DPO, IFT, ...)",16.010983148168723,46.98887839820566,20.20376064673937,1.6616314199395772,4.586129753914992,8.424479166666664,14.2010195035461,,,,164,2024-06-12 00:00:00+00:00,8.028,,cc-by-nc-4.0,non_pretrained,"💬 chat models (RLHF, DPO, IFT, ...)",chat,16.010983148168723,0.9046073638154479,0.3613963039014374,-1.6574111050271298,2024-06,CohereForAI,custom_or_unknown_manual_review_needed
Deci/DeciLM-7B,7.044,2024-06-12,apache-2.0,🟢 pretrained,15.023477940437225,28.129474239462404,21.252729791067395,2.8700906344410875,6.040268456375841,13.0484375,18.7998670212766,,,,324,2024-06-12 00:00:00+00:00,7.044,,apache-2.0,pretrained,🟢 pretrained,pretrained,15.023477940437223,0.8478193472952393,0.3613963039014374,-1.7327608337843332,2024-06,Deci,permissive_license_label_not_repository_verified
Deci/DeciLM-7B-instruct,7.044,2024-06-12,apache-2.0,"💬 chat models (RLHF, DPO, IFT, ...)",17.470092220993035,48.802399854608,23.8871490441846,3.0211480362537766,5.257270693512303,5.985416666666667,17.86716903073286,,,,325,2024-06-12 00:00:00+00:00,7.044,,apache-2.0,non_pretrained,"💬 chat models (RLHF, DPO, IFT, ...)",chat,17.470092220993035,0.8478193472952393,0.3613963039014374,-1.5526703432276165,2024-06,Deci,permissive_license_label_not_repository_verified
EleutherAI/gpt-neo-1.3B,1.366,2024-06-12,mit,🟢 pretrained,5.391090848825532,20.790502533278367,3.024569180930987,1.0574018126888218,0.7829977628635317,4.873697916666666,1.8173758865248213,2021-03-21,EleutherAI,Yes,515,2024-06-12 00:00:00+00:00,1.366,yes,mit,pretrained,🟢 pretrained,pretrained,5.391090848825532,0.1354506993455138,0.3613963039014374,-2.865003900426485,2024-06,EleutherAI,permissive_license_label_not_repository_verified
EleutherAI/gpt-neo-2.7B,2.718,2024-06-12,mit,🟢 pretrained,6.431047800987447,25.896288514474925,4.178602667081014,1.0574018126888218,2.1252796420581683,3.5205729166666675,1.8081412529550824,2021-03-21,EleutherAI,Yes,517,2024-06-12 00:00:00+00:00,2.718,yes,mit,pretrained,🟢 pretrained,pretrained,6.4310478009874465,0.4342494523964755,0.3613963039014374,-2.6775611411547366,2024-06,EleutherAI,permissive_license_label_not_repository_verified
EleutherAI/pythia-12b,12.0,2024-06-12,apache-2.0,🟢 pretrained,6.059841492942702,24.71475684517081,4.987531038290507,1.6616314199395772,0.0,3.787239583333335,1.2078900709219855,2023-04-03,"EleutherAI,Booz Allen Hamilton, McLean,University of Cambridge,Indraprastha Institute of Information Technology
Delhi,Stability AI,datasaur.ai,University of Amsterdam",Yes,520,2024-06-12 00:00:00+00:00,12.0,yes,apache-2.0,pretrained,🟢 pretrained,pretrained,6.059841492942702,1.0791812460476249,0.3613963039014374,-2.740974324460671,2024-06,EleutherAI,permissive_license_label_not_repository_verified
EleutherAI/pythia-2.8b,2.909,2024-06-12,apache-2.0,🟢 pretrained,5.554946281603011,21.73222604910526,5.077786161905462,1.3595166163141994,0.0,3.63828125,1.521867612293143,2023-04-03,"EleutherAI,Booz Allen Hamilton, McLean,University of Cambridge,Indraprastha Institute of Information Technology
Delhi,Stability AI,datasaur.ai,University of Amsterdam",Yes,523,2024-06-12 00:00:00+00:00,2.909,yes,apache-2.0,pretrained,🟢 pretrained,pretrained,5.554946281603011,0.46374372124705915,0.3613963039014374,-2.8333294704969525,2024-06,EleutherAI,permissive_license_label_not_repository_verified
EleutherAI/pythia-6.9b,6.9,2024-06-12,apache-2.0,🟢 pretrained,5.966546774741993,22.811362739752745,5.88163197981621,1.4350453172205435,0.2237136465324418,3.81484375,1.632683215130022,2023-04-03,"EleutherAI,Booz Allen Hamilton, McLean,University of Cambridge,Indraprastha Institute of Information Technology
Delhi,Stability AI,datasaur.ai,University of Amsterdam",Yes,525,2024-06-12 00:00:00+00:00,6.9,yes,apache-2.0,pretrained,🟢 pretrained,pretrained,5.966546774741993,0.8388490907372553,0.3613963039014374,-2.75748227397485,2024-06,EleutherAI,permissive_license_label_not_repository_verified
HuggingFaceH4/zephyr-7b-alpha,7.242,2024-06-12,mit,"💬 chat models (RLHF, DPO, IFT, ...)",18.598795237504422,51.91480826429429,23.890291427068444,1.9637462235649543,6.375838926174497,7.503125000000001,19.94496158392435,,,,708,2024-06-12 00:00:00+00:00,7.242,,mit,non_pretrained,"💬 chat models (RLHF, DPO, IFT, ...)",chat,18.598795237504422,0.8598585204809929,0.3613963039014374,-1.4762932669768607,2024-06,HuggingFaceH4,permissive_license_label_not_repository_verified
HuggingFaceH4/zephyr-7b-beta,7.242,2024-06-12,mit,"💬 chat models (RLHF, DPO, IFT, ...)",17.792237227370464,49.50431521695767,21.48754218280673,2.8700906344410875,5.369127516778524,7.7343749999999964,19.78797281323877,,,,709,2024-06-12 00:00:00+00:00,7.242,,mit,non_pretrained,"💬 chat models (RLHF, DPO, IFT, ...)",chat,17.79223722737046,0.8598585204809929,0.3613963039014374,-1.5304874838742397,2024-06,HuggingFaceH4,permissive_license_label_not_repository_verified
HuggingFaceH4/zephyr-orpo-141b-A35b-v0.1,140.621,2024-06-12,apache-2.0,"💬 chat models (RLHF, DPO, IFT, ...)",34.125963384670946,65.10891102275296,47.5037962865412,20.46827794561933,17.114093959731544,14.715104166666668,39.84559692671394,,,,711,2024-06-12 00:00:00+00:00,140.621,,apache-2.0,non_pretrained,"💬 chat models (RLHF, DPO, IFT, ...)",chat,34.12596338467094,2.1480501820144804,0.3613963039014374,-0.6576858981600926,2024-06,HuggingFaceH4,permissive_license_label_not_repository_verified
IDEA-CCNL/Ziya-LLaMA-13B-v1,13.0,2024-06-12,gpl-3.0,🔶 fine-tuned on domain-specific datasets,3.9064248386004095,16.968643200042553,1.4636170460989155,0.0,0.0,3.881510416666668,1.124778368794326,,,,729,2024-06-12 00:00:00+00:00,13.0,,gpl-3.0,non_pretrained,🔶 fine-tuned on domain-specific datasets,domain_finetuned,3.9064248386004103,1.1139433523068367,0.3613963039014374,-3.202699865797991,2024-06,IDEA-CCNL,custom_or_unknown_manual_review_needed
Intel/neural-chat-7b-v3,7.0,2024-06-12,apache-2.0,🔶 fine-tuned on domain-specific datasets,18.069527284193285,27.77973554612872,30.205692320538088,2.9456193353474323,5.592841163310966,23.01953125,18.87374408983452,,,,734,2024-06-12 00:00:00+00:00,7.0,,apache-2.0,non_pretrained,🔶 fine-tuned on domain-specific datasets,domain_finetuned,18.06952728419329,0.8450980400142568,0.3613963039014374,-1.5116440498823733,2024-06,Intel,permissive_license_label_not_repository_verified
Intel/neural-chat-7b-v3-1,7.242,2024-06-12,apache-2.0,🔶 fine-tuned on domain-specific datasets,21.06792676095294,46.86897432146704,29.7397523676162,3.5498489425981874,5.369127516778524,22.236979166666657,18.642878250591018,,,,735,2024-06-12 00:00:00+00:00,7.242,,apache-2.0,non_pretrained,🔶 fine-tuned on domain-specific datasets,domain_finetuned,21.06792676095294,0.8598585204809929,0.3613963039014374,-1.320835824883895,2024-06,Intel,permissive_license_label_not_repository_verified
Intel/neural-chat-7b-v3-2,7.0,2024-06-12,apache-2.0,🔶 fine-tuned on domain-specific datasets,21.4714111685822,49.88397452093778,30.237457969159426,4.758308157099698,5.369127516778524,20.05677083333333,18.522828014184395,,,,736,2024-06-12 00:00:00+00:00,7.0,,apache-2.0,non_pretrained,🔶 fine-tuned on domain-specific datasets,domain_finetuned,21.471411168582193,0.8450980400142568,0.3613963039014374,-1.2967404102314481,2024-06,Intel,permissive_license_label_not_repository_verified
Intel/neural-chat-7b-v3-3,7.0,2024-06-12,apache-2.0,🔶 fine-tuned on domain-specific datasets,20.557585514141863,47.62585495374495,27.753850886523697,4.078549848942599,5.257270693512303,20.578125,18.05186170212766,,,,737,2024-06-12 00:00:00+00:00,7.0,,apache-2.0,non_pretrained,🔶 fine-tuned on domain-specific datasets,domain_finetuned,20.557585514141866,0.8450980400142568,0.3613963039014374,-1.3518024154968573,2024-06,Intel,permissive_license_label_not_repository_verified
LLM360/K2-Chat,65.286,2024-06-12,apache-2.0,"💬 chat models (RLHF, DPO, IFT, ...)",24.38714515483088,51.51763986223221,33.79382923599304,10.347432024169184,7.494407158836691,16.824999999999996,26.34456264775413,,,,985,2024-06-12 00:00:00+00:00,65.286,,apache-2.0,non_pretrained,"💬 chat models (RLHF, DPO, IFT, ...)",chat,24.387145154830876,1.8148200606837404,0.3613963039014374,-1.131570150810708,2024-06,LLM360,permissive_license_label_not_repository_verified
