budget_FLOPs,context_tokens,quality_family,Q0_scenario,Q_B_proxy,Q_A_mapped,mapped_coverage,p_policy,quality_mapping_policy,recipe_index,cross_source_empirical_calibration_complete,Q1_p_source,uncertainty_scope,status,minimum_cost_FLOPs,N_params_B,D_tokens_B,B1_backbone_loss,v8_NDQ_proxy_loss,conditional_bridge_loss,Q1_weighted_effect,bridge_factor,C_train_FLOPs,C_attention_FLOPs,C_quality_FLOPs,C_total_FLOPs,budget_utilization,active_set,fixed_p_convex_lower_bound,fixed_p_convex_gap,fixed_p_logN_slope,numeric_certificate_kind
3.3982083289425592e+19,2048,exponential,0.5,0.6713607648391644,1.6754490814383751,0.5814185814185814,observed_512,direct_and_near,172,False,CYJ_v8_Q1_v2_derived_policy,no_joint_A_B_or_bridge_interval,conditional_v8_fixed_policy_feasible,8.128680745659087e+18,0.4738963831715942,10.0,2.797180525708775,2.9456566565076,2.753740869283781,-0.06737146220598264,0.9348478761773423,2.8433782990295654e+19,1.94107958547085e+18,3.607220713659088e+18,3.3982083289425592e+19,1.0,D_min;budget,2.753740869283781,0.0,-0.0079321921637521,convex_logN_reduction_floating_point
3.651741272548377e+19,2048,exponential,0.5,0.6713607648391644,1.6754490814383751,0.5814185814185814,observed_512,direct_and_near,172,False,CYJ_v8_Q1_v2_derived_policy,no_joint_A_B_or_bridge_interval,conditional_v8_fixed_policy_feasible,8.128680745659087e+18,0.5134515728255223,10.0,2.7849123834115894,2.931778379686904,2.7407667916729523,-0.06737146220598264,0.9348478761773423,3.080709436953134e+19,2.1030976422933396e+18,3.607220713659088e+18,3.651741272548377e+19,1.0,D_min;budget,2.7407667916729523,0.0,-0.0023819737629219573,convex_logN_reduction_floating_point
3.924189758484536e+19,2048,exponential,0.5,0.6713607648391644,1.6754490814383751,0.5814185814185814,observed_512,direct_and_near,172,False,CYJ_v8_Q1_v2_derived_policy,no_joint_A_B_or_bridge_interval,conditional_v8_fixed_policy_feasible,8.128680745659087e+18,0.5410474878578717,10.249619204068845,2.772602071471524,2.9182953784132657,2.728162236567795,-0.06737146220598264,0.9348478761773423,3.327318433116748e+19,2.2714493836743667e+18,3.6972638700035113e+18,3.924189758484536e+19,1.0,budget,2.728162236567795,0.0,-5.551115123125783e-17,convex_logN_reduction_floating_point
4.216965034285823e+19,2048,exponential,0.5,0.6713607648391644,1.6754490814383751,0.5814185814185814,observed_512,direct_and_near,172,False,CYJ_v8_Q1_v2_derived_policy,no_joint_A_B_or_bridge_interval,conditional_v8_fixed_policy_feasible,8.128680745659087e+18,0.5578957637402528,10.7121716949927,2.7601391428413597,2.9049995214006534,2.7157326328775966,-0.06737146220598264,0.9348478761773423,3.5857651254568026e+19,2.447882325645177e+18,3.864116762645025e+18,4.216965034285822e+19,0.9999999999999998,budget,2.7157326328775966,0.0,-5.551115123125783e-17,convex_logN_reduction_floating_point
4.531583637600818e+19,2048,exponential,0.5,0.6713607648391644,1.6754490814383751,0.5814185814185814,observed_512,direct_and_near,172,False,CYJ_v8_Q1_v2_derived_policy,no_joint_A_B_or_bridge_interval,conditional_v8_fixed_policy_feasible,8.128680745659087e+18,0.575327049236642,11.193688057951741,2.74783601575582,2.891862267863368,2.7034512993094624,-0.06737146220598264,0.9348478761773423,3.864018912274088e+19,2.637836910779111e+18,4.037810342488189e+18,4.531583637600817e+19,0.9999999999999998,budget,2.7034512993094624,0.0,-2.7755575615628914e-17,convex_logN_reduction_floating_point
4.869675251658631e+19,2048,exponential,0.5,0.6713607648391644,1.6754490814383751,0.5814185814185814,observed_512,direct_and_near,172,False,CYJ_v8_Q1_v2_derived_policy,no_joint_A_B_or_bridge_interval,conditional_v8_fixed_policy_feasible,8.128680745659087e+18,0.5933625338222978,11.694877750846151,2.7356901367635937,2.8788810747334774,2.6913158584817363,-0.06737146220598264,0.9348478761773423,4.163581376990452e+19,2.8423382200254817e+18,4.2186005266563046e+18,4.869675251658631e+19,1.0,budget,2.6913158584817363,0.0,-8.326672684688674e-17,convex_logN_reduction_floating_point
5.2329911468149465e+19,2048,exponential,0.5,0.6713607648391644,1.6754490814383751,0.5814185814185814,observed_512,direct_and_near,172,False,CYJ_v8_Q1_v2_derived_policy,no_joint_A_B_or_bridge_interval,conditional_v8_fixed_policy_feasible,8.128680745659087e+18,0.612024193266127,12.216475324249735,2.7236990056013775,2.8660534522262897,2.679323982824487,-0.06737146220598264,0.9348478761773423,4.486067072927695e+19,3.06248845511864e+18,4.406752283753877e+18,5.232991146814946e+19,0.9999999999999999,budget,2.679323982824487,0.0,-5.551115123125783e-17,convex_logN_reduction_floating_point
5.6234132519034905e+19,2048,exponential,0.5,0.6713607648391644,1.6754490814383751,0.5814185814185814,observed_512,direct_and_near,172,False,CYJ_v8_Q1_v2_derived_policy,no_joint_A_B_or_bridge_interval,conditional_v8_fixed_policy_feasible,8.128680745659087e+18,0.6313348195170263,12.75924130802021,2.7118601739874535,2.853376962618045,2.6674733934368353,-0.06737146220598264,0.9348478761773423,4.8332119850238755e+19,3.2994727151096325e+18,4.602539953686518e+18,5.6234132519034905e+19,1.0,budget,2.667473393436836,-8.303117093232103e-16,2.7755575615628914e-17,convex_logN_reduction_floating_point
6.042963902381328e+19,2048,exponential,0.5,0.6713607648391644,1.6754490814383751,0.5814185814185814,observed_512,direct_and_near,172,False,CYJ_v8_Q1_v2_derived_policy,no_joint_A_B_or_bridge_interval,conditional_v8_fixed_policy_feasible,8.128680745659087e+18,0.6513180517788795,13.32396312841433,2.7001712444370165,2.8408492190454853,2.6557618589647336,-0.06737146220598264,0.9348478761773423,5.2068826240634675e+19,3.554565204693994e+18,4.806247578484612e+18,6.042963902381328e+19,1.0,budget,2.6557618589647336,0.0,-2.7755575615628914e-17,convex_logN_reduction_floating_point
6.493816315762113e+19,2048,exponential,0.5,0.6713607648391644,1.6754490814383751,0.5814185814185814,observed_512,direct_and_near,172,False,CYJ_v8_Q1_v2_derived_policy,no_joint_A_B_or_bridge_interval,conditional_v8_fixed_policy_feasible,8.128680745659087e+18,0.6719984088238673,13.911456056562361,2.6886298690990937,2.828467884327183,2.6441871944990876,-0.06737146220598264,0.9348478761773423,5.609085800659835e+19,3.8291359065837804e+18,5.018169244438992e+18,6.493816315762113e+19,1.0,budget,2.6441871944990876,0.0,-5.551115123125783e-17,convex_logN_reduction_floating_point
6.978305848598663e+19,2048,exponential,0.5,0.6713607648391644,1.6754490814383751,0.5814185814185814,observed_512,direct_and_near,172,False,CYJ_v8_Q1_v2_derived_policy,no_joint_A_B_or_bridge_interval,conditional_v8_fixed_policy_feasible,8.128680745659087e+18,0.6934013225958683,14.522564189175005,2.6772337486149307,2.816230669806545,2.632747260494143,-0.06737146220598264,0.9348478761773423,6.041979129754405e+19,4.1246577525790075e+18,5.238609435863578e+18,6.978305848598664e+19,1.0000000000000002,budget,2.632747260494143,0.0,-5.551115123125783e-17,convex_logN_reduction_floating_point
7.498942093324558e+19,2048,exponential,0.5,0.6713607648391644,1.6754490814383751,0.5814185814185814,observed_512,direct_and_near,172,False,CYJ_v8_Q1_v2_derived_policy,no_joint_A_B_or_bridge_interval,conditional_v8_fixed_policy_feasible,8.128680745659087e+18,0.7155531731579656,15.158161462374839,2.6659806309976997,2.804135334216367,2.6214399617060127,-0.06737146220598264,0.9348478761773423,6.5078823201858626e+19,4.4427143305802153e+18,5.467883400806745e+18,7.498942093324558e+19,1.0,budget,2.6214399617060127,0.0,-2.7755575615628914e-17,convex_logN_reduction_floating_point
8.058421877614818e+19,2048,exponential,0.5,0.6713607648391644,1.6754490814383751,0.5814185814185814,observed_512,direct_and_near,172,False,CYJ_v8_Q1_v2_derived_policy,no_joint_A_B_or_bridge_interval,conditional_v8_fixed_policy_feasible,8.128680745659087e+18,0.7384813250403975,15.819152699564393,2.654868310533382,2.7921796825648384,2.610263246151265,-0.06737146220598264,0.9348478761773423,7.009289307954417e+19,4.785008167563549e+18,5.706317529040476e+18,8.058421877614818e+19,1.0,budget,2.610263246151265,0.0,-2.7755575615628914e-17,convex_logN_reduction_floating_point
8.659643233600653e+19,2048,exponential,0.5,0.6713607648391644,1.6754490814383751,0.5814185814185814,observed_512,direct_and_near,172,False,CYJ_v8_Q1_v2_derived_policy,no_joint_A_B_or_bridge_interval,conditional_v8_fixed_policy_feasible,8.128680745659087e+18,0.762214165047709,16.506474694263712,2.6438946267026955,2.780361565042884,2.599215104085452,-0.06737146220598264,0.9348478761773423,7.548881296181612e+19,5.153369631526648e+18,5.954249742663762e+18,8.659643233600653e+19,1.0,budget,2.599215104085452,0.0,-2.7755575615628914e-17,convex_logN_reduction_floating_point
9.30572040929699e+19,2048,exponential,0.5,0.6713607648391644,1.6754490814383751,0.5814185814185814,observed_512,direct_and_near,172,False,CYJ_v8_Q1_v2_derived_policy,no_joint_A_B_or_bridge_interval,conditional_v8_fixed_policy_feasible,8.128680745659087e+18,0.7867811415864178,17.221097328871473,2.6330574631239223,2.7686788759527357,2.5882935670014864,-0.06737146220598264,0.9348478761773423,8.129540769468185e+19,5.549766498623614e+18,6.212029899664437e+18,9.30572040929699e+19,1.0,budget,2.5882935670014864,0.0,-2.7755575615628914e-17,convex_logN_reduction_floating_point
1e+20,2048,exponential,0.5,0.6713607648391644,1.6754490814383751,0.5814185814185814,observed_512,direct_and_near,172,False,CYJ_v8_Q1_v2_derived_policy,no_joint_A_B_or_bridge_interval,conditional_v8_fixed_policy_feasible,8.128680745659087e+18,0.8122128055771555,17.964024730325786,2.622354746516489,2.757129552657604,2.577496706647747,-0.06737146220598264,0.9348478761773423,8.754366555405186e+19,5.976314235156607e+18,6.480020210791528e+18,1e+20,1.0,budget,2.577496706647747,0.0,-2.7755575615628914e-17,convex_logN_reduction_floating_point
1.0746078283213175e+20,2048,exponential,0.5,0.6713607648391644,1.6754490814383751,0.5814185814185814,observed_512,direct_and_near,172,False,CYJ_v8_Q1_v2_derived_policy,no_joint_A_B_or_bridge_interval,conditional_v8_fixed_policy_feasible,8.128680745659087e+18,0.838540853018028,18.736296463663603,2.6117844456851573,2.745711574552333,2.5668226340657947,-0.06737146220598264,0.9348478761773423,9.426690011423483e+19,6.435287047798433e+18,6.758595670098487e+18,1.0746078283213175e+20,1.0,budget,2.5668226340657947,0.0,-5.551115123125783e-17,convex_logN_reduction_floating_point
1.1547819846894582e+20,2048,exponential,0.5,0.6713607648391644,1.6754490814383751,0.5814185814185814,observed_512,direct_and_near,172,False,CYJ_v8_Q1_v2_derived_policy,no_joint_A_B_or_bridge_interval,conditional_v8_fixed_policy_feasible,8.128680745659087e+18,0.8657981692688427,19.53898876450088,2.601344570524663,2.7344229620549023,2.556269498647583,-0.06737146220598264,0.9348478761773423,1.0150092421001608e+20,6.929129759403765e+18,7.048144499525976e+18,1.1547819846894582e+20,1.0,budget,2.5562694986475836,-4.1515585466160513e-16,-2.7755575615628914e-17,convex_logN_reduction_floating_point
1.2409377607517195e+20,2048,exponential,0.5,0.6713607648391644,1.6754490814383751,0.5814185814185814,observed_512,direct_and_near,172,False,CYJ_v8_Q1_v2_derived_policy,no_joint_A_B_or_bridge_interval,conditional_v8_fixed_policy_feasible,8.128680745659087e+18,0.8940188751288931,20.373215811479618,2.5910331710446664,2.723261775618649,2.545835487212032,-0.06737146220598264,0.9348478761773423,1.0928423689522312e+20,7.460470572047232e+18,7.349068607901612e+18,1.2409377607517195e+20,1.0,budget,2.545835487212032,0.0,-2.7755575615628914e-17,convex_logN_reduction_floating_point
1.333521432163324e+20,2048,exponential,0.5,0.6713607648391644,1.6754490814383751,0.5814185814185814,observed_512,direct_and_near,172,False,CYJ_v8_Q1_v2_derived_policy,no_joint_A_B_or_bridge_interval,conditional_v8_fixed_policy_feasible,8.128680745659087e+18,0.9232383747841815,21.240131039752203,2.5808483364148302,2.712226114765046,2.535518823100828,-0.06737146220598264,0.9348478761773423,1.1765822436806322e+20,8.032134783526449e+18,7.661784064742749e+18,1.3335214321633242e+20,1.0000000000000002,budget,2.535518823100828,0.0,-5.551115123125783e-17,convex_logN_reduction_floating_point
1.4330125702369627e+20,2048,exponential,0.5,0.6713607648391644,1.6754490814383751,0.5814185814185814,observed_512,direct_and_near,172,False,CYJ_v8_Q1_v2_derived_policy,no_joint_A_B_or_bridge_interval,conditional_v8_fixed_policy_feasible,8.128680745659087e+18,0.9534934057032737,22.140928496598708,2.570788194029878,2.7013141171369073,2.5253177652933103,-0.06737146220598264,0.9348478761773423,1.2666737590592738e+20,8.647159528511311e+18,7.986721589257563e+18,1.4330125702369627e+20,1.0,budget,2.5253177652933103,0.0,-2.7755575615628914e-17,convex_logN_reduction_floating_point
1.539926526059492e+20,2048,exponential,0.5,0.6713607648391644,1.6754490814383751,0.5814185814185814,observed_512,direct_and_near,172,False,CYJ_v8_Q1_v2_derived_policy,no_joint_A_B_or_bridge_interval,conditional_v8_fixed_policy_feasible,8.128680745659087e+18,0.9848220905644778,23.076844240298172,2.5608509085944458,2.6905239575718367,2.5152306075402895,-0.06737146220598264,0.9348478761773423,1.3635951593016764e+20,9.308809620832778e+18,8.324327054948798e+18,1.539926526059492e+20,1.0,budget,2.5152306075402895,0.0,-2.7755575615628914e-17,convex_logN_reduction_floating_point
1.6548170999431814e+20,2048,exponential,0.5,0.6713607648391644,1.6754490814383751,0.5814185814185814,observed_512,direct_and_near,172,False,CYJ_v8_Q1_v2_derived_policy,no_joint_A_B_or_bridge_interval,conditional_v8_fixed_policy_feasible,8.128680745659087e+18,1.017263991300695,24.049157783400286,2.5510346812275606,2.679853847195773,2.5052556775166486,-0.06737146220598264,0.9348478761773423,1.4678605340497168e+20,1.0020594579112733e+19,8.675062010233719e+18,1.6548170999431814e+20,1.0,budget,2.5052556775166486,0.0,-2.7755575615628914e-17,convex_logN_reduction_floating_point
1.778279410038923e+20,2048,exponential,0.5,0.6713607648391644,1.6754490814383751,0.5814185814185814,observed_512,direct_and_near,172,False,CYJ_v8_Q1_v2_derived_policy,no_joint_A_B_or_bridge_interval,conditional_v8_fixed_policy_feasible,8.128680745659087e+18,1.0508601653520935,25.059193581570852,2.541337748586551,2.669302032536435,2.4953913359925495,-0.06737146220598264,0.9348478761773423,1.58002249864318e+20,1.0786286924070775e+19,9.039404215503525e+18,1.778279410038923e+20,1.0,budget,2.4953913359925495,0.0,-2.7755575615628914e-17,convex_logN_reduction_floating_point
1.9109529749704406e+20,2048,exponential,0.5,0.6713607648391644,1.6754490814383751,0.5814185814185814,observed_512,direct_and_near,172,False,CYJ_v8_Q1_v2_derived_policy,no_joint_A_B_or_bridge_interval,conditional_v8_fixed_policy_feasible,8.128680745659087e+18,1.0856532242207606,26.1083225692104,2.5317583820102034,2.658866794656493,2.48563597602308,-0.06737146220598264,0.9348478761773423,1.7006750745755353e+20,1.1609941842435656e+19,9.417848197054882e+18,1.910952974970441e+20,1.0000000000000002,budget,2.48563597602308,0.0,-2.7755575615628914e-17,convex_logN_reduction_floating_point
2.053525026457146e+20,2048,exponential,0.5,0.6713607648391644,1.6754490814383751,0.5814185814185814,observed_512,direct_and_near,172,False,CYJ_v8_Q1_v2_derived_policy,no_joint_A_B_or_bridge_interval,conditional_v8_fixed_policy_feasible,8.128680745659087e+18,1.121687394425695,27.197963743072005,2.5222948866809642,2.6485464483062664,2.4759880221561565,-0.06737146220598264,0.9348478761773423,1.8304567850790578e+20,1.2495918319473035e+19,9.81090581833582e+18,2.053525026457146e+20,1.0,budget,2.4759880221561565,0.0,-2.7755575615628914e-17,convex_logN_reduction_floating_point
2.20673406908459e+20,2048,exponential,0.5,0.6713607648391644,1.6754490814383751,0.5814185814185814,observed_512,direct_and_near,172,False,CYJ_v8_Q1_v2_derived_policy,no_joint_A_B_or_bridge_interval,conditional_v8_fixed_policy_feasible,8.128680745659087e+18,1.1590085809608668,28.329585795131578,2.5129456008059816,2.638339341095746,2.466445929658487,-0.06737146220598264,0.9348478761773423,1.9700539818974747e+20,1.3448901849753426e+19,1.021910686895809e+19,2.2067340690845902e+20,1.0000000000000002,budget,2.466445929658487,0.0,-2.7755575615628914e-17,convex_logN_reduction_floating_point
2.3713737056616553e+20,2048,exponential,0.5,0.6713607648391644,1.6754490814383751,0.5814185814185814,observed_512,direct_and_near,172,False,CYJ_v8_Q1_v2_derived_policy,no_joint_A_B_or_bridge_interval,conditional_v8_fixed_policy_feasible,8.128680745659087e+18,1.1976644333636703,29.504708795990883,2.5037088948167767,2.6282438526857264,2.457008183759407,-0.06737146220598264,0.9348478761773423,2.1202044205026312e+20,1.447392884396463e+19,1.064299967193778e+19,2.3713737056616556e+20,1.0000000000000002,budget,2.457008183759407,0.0,-2.7755575615628914e-17,convex_logN_reduction_floating_point
2.5482967479793464e+20,2048,exponential,0.5,0.6713607648391644,1.6754490814383751,0.5814185814185814,observed_512,direct_and_near,172,False,CYJ_v8_Q1_v2_derived_policy,no_joint_A_B_or_bridge_interval,conditional_v8_fixed_policy_feasible,8.128680745659087e+18,1.2377044145059237,30.72490593012038,2.494583170587326,2.6182583939978334,2.447673298912374,-0.06737146220598264,0.9348478761773423,2.2817011022993536e+20,1.5576412858363589e+19,1.1083151709635717e+19,2.5482967479793464e+20,1.0,budget,2.447673298912374,0.0,-2.7755575615628914e-17,convex_logN_reduction_floating_point
