scenario,Q0,quality_bridge_scale,mixture_bridge_lambda,budget_FLOPs,context_tokens,quality_family,status,eligible_observed_recipes,feasible_observed_recipes,recipe_index,N_params_B,D_tokens_B,Q_B_proxy,conditional_bridge_loss,C_total_FLOPs
quality_scale_0p5,0.5,0.5,1.0,1e+22,8192,exponential,conditional_v8_fixed_policy_feasible,79,79,172,7.416848185770281,176.2776648824865,0.5533833251925064,2.120322809160038,1e+22
quality_scale_0p5,0.5,0.5,1.0,1e+22,8192,power,conditional_v8_fixed_policy_feasible,79,79,172,7.432611444018617,175.65538350648643,0.5533833251925064,2.12043989072384,1e+22
quality_scale_0p5,0.5,0.5,1.0,1e+22,8192,logarithmic,conditional_v8_fixed_policy_feasible,79,79,172,7.435359821949638,175.54724757617996,0.5533833251925064,2.12046031461986,1.0000000000000002e+22
quality_scale_0p5,0.5,0.5,1.0,1e+22,131072,exponential,conditional_v8_fixed_policy_feasible,79,79,172,3.52219199958903,88.07380840580335,0.5533833251925064,2.250336846512413,1.0000000000000002e+22
quality_scale_0p5,0.5,0.5,1.0,1e+22,131072,power,conditional_v8_fixed_policy_feasible,79,79,172,3.525769727030877,87.92217491115422,0.5533833251925064,2.2504069819332377,1e+22
quality_scale_0p5,0.5,0.5,1.0,1e+22,131072,logarithmic,conditional_v8_fixed_policy_feasible,79,79,172,3.526394167604243,87.89575211372535,0.5533833251925064,2.250419226158816,1e+22
quality_scale_0p5,0.5,0.5,1.0,1e+24,2048,exponential,conditional_v8_fixed_policy_feasible,79,79,172,11.965825,299.893,0.5533833251925064,2.041995096866682,2.30233803087167e+22
quality_scale_0p5,0.5,0.5,1.0,1e+24,2048,power,conditional_v8_fixed_policy_feasible,79,79,172,11.965825,299.893,0.5533833251925064,2.041995096866682,2.304754042516284e+22
quality_scale_0p5,0.5,0.5,1.0,1e+24,2048,logarithmic,conditional_v8_fixed_policy_feasible,79,79,172,11.965825,299.893,0.5533833251925064,2.041995096866682,2.305176144173816e+22
quality_scale_0p5,0.5,0.5,1.0,1e+24,8192,exponential,conditional_v8_fixed_policy_feasible,79,79,172,11.965825,299.893,0.5533833251925064,2.041995096866682,2.743288875090038e+22
quality_scale_0p5,0.5,0.5,1.0,1e+24,8192,power,conditional_v8_fixed_policy_feasible,79,79,172,11.965825,299.893,0.5533833251925064,2.041995096866682,2.745704886734652e+22
quality_scale_0p5,0.5,0.5,1.0,1e+24,8192,logarithmic,conditional_v8_fixed_policy_feasible,79,79,172,11.965825,299.893,0.5533833251925064,2.041995096866682,2.746126988392184e+22
quality_scale_0p5,0.5,0.5,1.0,1e+24,131072,exponential,conditional_v8_fixed_policy_feasible,79,79,172,11.965825,299.893,0.5533833251925064,2.041995096866682,1.1562305759457397e+23
quality_scale_0p5,0.5,0.5,1.0,1e+24,131072,power,conditional_v8_fixed_policy_feasible,79,79,172,11.965825,299.893,0.5533833251925064,2.041995096866682,1.1564721771102011e+23
quality_scale_0p5,0.5,0.5,1.0,1e+24,131072,logarithmic,conditional_v8_fixed_policy_feasible,79,79,172,11.965825,299.893,0.5533833251925064,2.041995096866682,1.1565143872759543e+23
quality_scale_1p5,0.5,1.5,1.0,1e+19,2048,exponential,conditional_v8_fixed_policy_feasible,93,25,97,0.14972739421797354,10.0,0.5304810940123386,3.1097805472107427,1e+19
quality_scale_1p5,0.5,1.5,1.0,1e+19,2048,power,conditional_v8_fixed_policy_feasible,93,14,97,0.1429951200874573,10.0,0.5304810940123386,3.121187402398843,1e+19
quality_scale_1p5,0.5,1.5,1.0,1e+19,2048,logarithmic,conditional_v8_fixed_policy_feasible,93,21,97,0.14055369632014403,10.0,0.5304810940123386,3.125498238360564,1e+19
quality_scale_1p5,0.5,1.5,1.0,1e+19,8192,exponential,conditional_v8_fixed_policy_feasible,93,22,97,0.1256405406864688,10.0,0.5304810940123386,3.154133584518402,1e+19
quality_scale_1p5,0.5,1.5,1.0,1e+19,8192,power,conditional_v8_fixed_policy_feasible,93,13,97,0.119991296830824,10.000000000000002,0.5304810940123386,3.166163977060306,9.999999999999998e+18
quality_scale_1p5,0.5,1.5,1.0,1e+19,8192,logarithmic,conditional_v8_fixed_policy_feasible,93,16,97,0.11794262829042668,10.0,0.5304810940123386,3.1707107360343225,1e+19
quality_scale_1p5,0.5,1.5,1.0,1e+19,131072,exponential,infeasible_within_v8_support,93,0,,,,,,
quality_scale_1p5,0.5,1.5,1.0,1e+19,131072,power,infeasible_within_v8_support,93,0,,,,,,
quality_scale_1p5,0.5,1.5,1.0,1e+19,131072,logarithmic,infeasible_within_v8_support,93,0,,,,,,
quality_scale_1p5,0.5,1.5,1.0,1e+22,2048,exponential,conditional_v8_fixed_policy_feasible,93,93,172,6.470658455222249,235.77518685202259,0.7893382044858224,2.0546407699824782,9.999999999999998e+21
quality_scale_1p5,0.5,1.5,1.0,1e+22,2048,power,conditional_v8_fixed_policy_feasible,93,93,172,6.603862499801006,227.49710402466494,0.7893382044858224,2.055816656705865,1e+22
quality_scale_1p5,0.5,1.5,1.0,1e+22,2048,logarithmic,conditional_v8_fixed_policy_feasible,93,93,172,6.440695619521803,237.70258441893932,0.7893382044858224,2.0543775935253237,1e+22
quality_scale_1p5,0.5,1.5,1.0,1e+22,8192,exponential,conditional_v8_fixed_policy_feasible,93,93,172,5.926746562617964,216.40425313067368,0.7893382044858224,2.0673678756216125,1e+22
quality_scale_1p5,0.5,1.5,1.0,1e+22,8192,power,conditional_v8_fixed_policy_feasible,93,93,172,6.038775579889601,209.4018507087949,0.7893382044858224,2.0684734809394207,1.0000000000000002e+22
quality_scale_1p5,0.5,1.5,1.0,1e+22,8192,logarithmic,conditional_v8_fixed_policy_feasible,93,93,172,5.901588242686289,218.02743487149652,0.7893382044858224,2.067120751412965,1e+22
quality_scale_1p5,0.5,1.5,1.0,1e+22,131072,exponential,conditional_v8_fixed_policy_feasible,93,93,301,2.6790311936670466,113.00960097484698,0.9124319020746778,2.1840219025636434,1e+22
quality_scale_1p5,0.5,1.5,1.0,1e+22,131072,power,conditional_v8_fixed_policy_feasible,93,93,301,2.713220972226892,110.42667048224517,0.9124319020746778,2.184987790158503,1e+22
quality_scale_1p5,0.5,1.5,1.0,1e+22,131072,logarithmic,conditional_v8_fixed_policy_feasible,93,93,301,2.637829052655895,116.24873425139074,0.9124319020746778,2.1828652172719427,1e+22
quality_scale_1p5,0.5,1.5,1.0,1e+24,2048,exponential,conditional_v8_fixed_policy_feasible,93,93,172,11.965825,299.893,0.7893382044858224,1.9970887271730016,2.328222414028985e+22
quality_scale_1p5,0.5,1.5,1.0,1e+24,2048,power,conditional_v8_fixed_policy_feasible,93,93,172,11.965825,299.893,0.7893382044858224,1.9970887271730016,2.348901076738458e+22
quality_scale_1p5,0.5,1.5,1.0,1e+24,2048,logarithmic,conditional_v8_fixed_policy_feasible,93,93,172,11.965825,299.893,0.7893382044858224,1.9970887271730016,2.3236683632751797e+22
quality_scale_1p5,0.5,1.5,1.0,1e+24,8192,exponential,conditional_v8_fixed_policy_feasible,93,93,172,11.965825,299.893,0.7893382044858224,1.9970887271730016,2.769173258247353e+22
quality_scale_1p5,0.5,1.5,1.0,1e+24,8192,power,conditional_v8_fixed_policy_feasible,93,93,172,11.965825,299.893,0.7893382044858224,1.9970887271730016,2.789851920956826e+22
quality_scale_1p5,0.5,1.5,1.0,1e+24,8192,logarithmic,conditional_v8_fixed_policy_feasible,93,93,172,11.965825,299.893,0.7893382044858224,1.9970887271730016,2.7646192074935476e+22
quality_scale_1p5,0.5,1.5,1.0,1e+24,131072,exponential,conditional_v8_fixed_policy_feasible,93,93,172,11.965825,299.893,0.7893382044858224,1.9970887271730016,1.1588190142614713e+23
quality_scale_1p5,0.5,1.5,1.0,1e+24,131072,power,conditional_v8_fixed_policy_feasible,93,93,172,11.965825,299.893,0.7893382044858224,1.9970887271730016,1.1608868805324185e+23
quality_scale_1p5,0.5,1.5,1.0,1e+24,131072,logarithmic,conditional_v8_fixed_policy_feasible,93,93,172,11.965825,299.893,0.7893382044858224,1.9970887271730016,1.1583636091860907e+23
mixture_lambda_0,0.5,1.0,0.0,1e+19,2048,exponential,conditional_v8_fixed_policy_feasible,87,47,139,0.1415282788742998,10.0,0.5633378739684428,3.2585571991467615,1e+19
mixture_lambda_0,0.5,1.0,0.0,1e+19,2048,power,conditional_v8_fixed_policy_feasible,87,26,159,0.15539027948153458,10.0,0.5015965229074708,3.266648261512247,9.999999999999998e+18
mixture_lambda_0,0.5,1.0,0.0,1e+19,2048,logarithmic,conditional_v8_fixed_policy_feasible,87,37,159,0.15518680177820462,10.0,0.5015965229074708,3.2669852058893536,1e+19
mixture_lambda_0,0.5,1.0,0.0,1e+19,8192,exponential,conditional_v8_fixed_policy_feasible,87,40,139,0.11876042839766339,10.0,0.5633378739684428,3.3055189662230795,1e+19
mixture_lambda_0,0.5,1.0,0.0,1e+19,8192,power,conditional_v8_fixed_policy_feasible,87,22,159,0.13039242974508328,10.0,0.5015965229074708,3.312949743467191,1e+19
mixture_lambda_0,0.5,1.0,0.0,1e+19,8192,logarithmic,conditional_v8_fixed_policy_feasible,87,28,159,0.13022168578204604,10.0,0.5015965229074708,3.3133049387648716,1.0000000000000002e+19
mixture_lambda_0,0.5,1.0,0.0,1e+19,131072,exponential,infeasible_within_v8_support,87,0,,,,,,
mixture_lambda_0,0.5,1.0,0.0,1e+19,131072,power,infeasible_within_v8_support,87,0,,,,,,
mixture_lambda_0,0.5,1.0,0.0,1e+19,131072,logarithmic,infeasible_within_v8_support,87,0,,,,,,
mixture_lambda_0,0.5,1.0,0.0,1e+22,2048,exponential,conditional_v8_fixed_policy_feasible,87,87,88,5.785996300113409,251.53210784921015,0.9433218962823675,2.1629260644127544,1.0000000000000002e+22
mixture_lambda_0,0.5,1.0,0.0,1e+22,2048,power,conditional_v8_fixed_policy_feasible,87,87,88,5.940992734078849,239.65810961649834,0.9433218962823675,2.1647293522531017,1e+22
mixture_lambda_0,0.5,1.0,0.0,1e+22,2048,logarithmic,conditional_v8_fixed_policy_feasible,87,87,88,5.521888454538522,273.9758529690857,0.9433218962823675,2.159895071345729,1e+22
mixture_lambda_0,0.5,1.0,0.0,1e+22,8192,exponential,conditional_v8_fixed_policy_feasible,87,87,88,5.300155539542359,231.72209651254465,0.9433218962823675,2.1753295729939,1e+22
mixture_lambda_0,0.5,1.0,0.0,1e+22,8192,power,conditional_v8_fixed_policy_feasible,87,87,88,5.431802207410358,221.54774097725098,0.9433218962823675,2.177031148333591,1e+22
mixture_lambda_0,0.5,1.0,0.0,1e+22,8192,logarithmic,conditional_v8_fixed_policy_feasible,87,87,88,5.076801710306914,250.72011242043268,0.9433218962823675,2.1724798593204433,1e+22
mixture_lambda_0,0.5,1.0,0.0,1e+22,131072,exponential,conditional_v8_fixed_policy_feasible,87,87,88,2.628321263347411,114.49477976325183,0.9433218962823675,2.291353736135056,1e+22
mixture_lambda_0,0.5,1.0,0.0,1e+22,131072,power,conditional_v8_fixed_policy_feasible,87,87,88,2.661840358391661,111.86143995949762,0.9433218962823675,2.2923839941686843,9.999999999999998e+21
mixture_lambda_0,0.5,1.0,0.0,1e+22,131072,logarithmic,conditional_v8_fixed_policy_feasible,87,87,88,2.5729890557427595,119.05644992877384,0.9433218962823675,2.289665832940089,1e+22
mixture_lambda_0,0.5,1.0,0.0,1e+24,2048,exponential,conditional_v8_fixed_policy_feasible,87,87,88,11.965825,299.893,0.9433218962823675,2.104923130772819,2.380148355582591e+22
mixture_lambda_0,0.5,1.0,0.0,1e+24,2048,power,conditional_v8_fixed_policy_feasible,87,87,88,11.965825,299.893,0.9433218962823675,2.104923130772819,2.4094264973707272e+22
mixture_lambda_0,0.5,1.0,0.0,1e+24,2048,logarithmic,conditional_v8_fixed_policy_feasible,87,87,88,11.965825,299.893,0.9433218962823675,2.104923130772819,2.3332461921909873e+22
mixture_lambda_0,0.5,1.0,0.0,1e+24,8192,exponential,conditional_v8_fixed_policy_feasible,87,87,88,11.965825,299.893,0.9433218962823675,2.104923130772819,2.821099199800959e+22
mixture_lambda_0,0.5,1.0,0.0,1e+24,8192,power,conditional_v8_fixed_policy_feasible,87,87,88,11.965825,299.893,0.9433218962823675,2.104923130772819,2.850377341589095e+22
mixture_lambda_0,0.5,1.0,0.0,1e+24,8192,logarithmic,conditional_v8_fixed_policy_feasible,87,87,88,11.965825,299.893,0.9433218962823675,2.104923130772819,2.774197036409355e+22
mixture_lambda_0,0.5,1.0,0.0,1e+24,131072,exponential,conditional_v8_fixed_policy_feasible,87,87,88,11.965825,299.893,0.9433218962823675,2.104923130772819,1.164011608416832e+23
mixture_lambda_0,0.5,1.0,0.0,1e+24,131072,power,conditional_v8_fixed_policy_feasible,87,87,88,11.965825,299.893,0.9433218962823675,2.104923130772819,1.1669394225956454e+23
mixture_lambda_0,0.5,1.0,0.0,1e+24,131072,logarithmic,conditional_v8_fixed_policy_feasible,87,87,88,11.965825,299.893,0.9433218962823675,2.104923130772819,1.1593213920776715e+23
mixture_lambda_2,0.5,1.0,2.0,1e+19,2048,exponential,conditional_v8_fixed_policy_feasible,87,47,172,0.09973756999408563,10.0,0.6713607648391644,2.8802867733814512,1e+19
mixture_lambda_2,0.5,1.0,2.0,1e+19,2048,power,conditional_v8_fixed_policy_feasible,87,26,477,0.10399881732943643,10.0,0.5995154272811548,2.9956735044618505,1e+19
mixture_lambda_2,0.5,1.0,2.0,1e+19,2048,logarithmic,conditional_v8_fixed_policy_feasible,87,37,172,0.07762527240795436,10.0,0.6713607648391644,2.9449400209916146,1e+19
mixture_lambda_2,0.5,1.0,2.0,1e+19,8192,exponential,conditional_v8_fixed_policy_feasible,87,40,172,0.08369264880525912,10.0,0.6713607648391644,2.9249853361923717,1e+19
mixture_lambda_2,0.5,1.0,2.0,1e+19,8192,power,conditional_v8_fixed_policy_feasible,87,22,477,0.08726838337279479,10.0,0.5995154272811548,3.0418682732322098,1e+19
mixture_lambda_2,0.5,1.0,2.0,1e+19,8192,logarithmic,conditional_v8_fixed_policy_feasible,87,28,477,0.0907367528873476,10.0,0.5995154272811548,3.031383890313461,1e+19
mixture_lambda_2,0.5,1.0,2.0,1e+19,131072,exponential,infeasible_within_v8_support,87,0,,,,,,
mixture_lambda_2,0.5,1.0,2.0,1e+19,131072,power,infeasible_within_v8_support,87,0,,,,,,
mixture_lambda_2,0.5,1.0,2.0,1e+19,131072,logarithmic,infeasible_within_v8_support,87,0,,,,,,
mixture_lambda_2,0.5,1.0,2.0,1e+22,2048,exponential,conditional_v8_fixed_policy_feasible,87,87,172,7.217669544123998,214.48596704955614,0.6713607648391644,1.9448282896846654,1e+22
mixture_lambda_2,0.5,1.0,2.0,1e+22,2048,power,conditional_v8_fixed_policy_feasible,87,87,172,7.291455104688068,210.7989031187745,0.6713607648391644,1.9453525842503812,1e+22
mixture_lambda_2,0.5,1.0,2.0,1e+22,2048,logarithmic,conditional_v8_fixed_policy_feasible,87,87,172,7.2483504789377635,212.94047673908793,0.6713607648391644,1.9450460348875354,1e+22
mixture_lambda_2,0.5,1.0,2.0,1e+22,8192,exponential,conditional_v8_fixed_policy_feasible,87,87,172,6.598901990599592,196.9831051104279,0.6713607648391644,1.9574724769837009,1.0000000000000002e+22
mixture_lambda_2,0.5,1.0,2.0,1e+22,8192,power,conditional_v8_fixed_policy_feasible,87,87,172,6.660655431364221,193.8735311891349,0.6713607648391644,1.9579651650831473,1e+22
mixture_lambda_2,0.5,1.0,2.0,1e+22,8192,logarithmic,conditional_v8_fixed_policy_feasible,87,87,172,6.624569551985024,195.68106406170244,0.6713607648391644,1.957677032334168,1e+22
mixture_lambda_2,0.5,1.0,2.0,1e+22,131072,exponential,conditional_v8_fixed_policy_feasible,87,87,172,3.199313927343033,96.68870141198036,0.6713607648391644,2.0731430325056905,1e+22
mixture_lambda_2,0.5,1.0,2.0,1e+22,131072,power,conditional_v8_fixed_policy_feasible,87,87,172,3.213619683761294,95.94341980261542,0.6713607648391644,2.073435936702056,1e+22
mixture_lambda_2,0.5,1.0,2.0,1e+22,131072,logarithmic,conditional_v8_fixed_policy_feasible,87,87,172,3.2052463047632447,96.37853824588281,0.6713607648391644,2.07326442618832,1.0000000000000002e+22
mixture_lambda_2,0.5,1.0,2.0,1e+24,2048,exponential,conditional_v8_fixed_policy_feasible,87,87,172,11.965825,299.893,0.6713607648391644,1.887964467302878,2.3108817111892697e+22
mixture_lambda_2,0.5,1.0,2.0,1e+24,2048,power,conditional_v8_fixed_policy_feasible,87,87,172,11.965825,299.893,0.6713607648391644,1.887964467302878,2.3211543750644943e+22
mixture_lambda_2,0.5,1.0,2.0,1e+24,2048,logarithmic,conditional_v8_fixed_policy_feasible,87,87,172,11.965825,299.893,0.6713607648391644,1.887964467302878,2.315132124145998e+22
mixture_lambda_2,0.5,1.0,2.0,1e+24,8192,exponential,conditional_v8_fixed_policy_feasible,87,87,172,11.965825,299.893,0.6713607648391644,1.887964467302878,2.7518325554076375e+22
mixture_lambda_2,0.5,1.0,2.0,1e+24,8192,power,conditional_v8_fixed_policy_feasible,87,87,172,11.965825,299.893,0.6713607648391644,1.887964467302878,2.762105219282862e+22
mixture_lambda_2,0.5,1.0,2.0,1e+24,8192,logarithmic,conditional_v8_fixed_policy_feasible,87,87,172,11.965825,299.893,0.6713607648391644,1.887964467302878,2.7560829683643657e+22
mixture_lambda_2,0.5,1.0,2.0,1e+24,131072,exponential,conditional_v8_fixed_policy_feasible,87,87,172,11.965825,299.893,0.6713607648391644,1.887964467302878,1.1570849439774997e+23
mixture_lambda_2,0.5,1.0,2.0,1e+24,131072,power,conditional_v8_fixed_policy_feasible,87,87,172,11.965825,299.893,0.6713607648391644,1.887964467302878,1.1581122103650222e+23
mixture_lambda_2,0.5,1.0,2.0,1e+24,131072,logarithmic,conditional_v8_fixed_policy_feasible,87,87,172,11.965825,299.893,0.6713607648391644,1.887964467302878,1.1575099852731725e+23
