filter,type,horizon_months,scenario,eta,drift_retention,frontier_quantile,anchor_window_months,score
expanded_latest,non_pretrained,24,no_growth,0.25,0.5,0.9,2,58.44033437814532
expanded_latest,non_pretrained,24,no_growth,0.25,1.0,0.9,2,74.25216481806618
expanded_latest,non_pretrained,24,no_growth,0.5,0.0,0.9,2,40.67628242552743
expanded_latest,non_pretrained,24,no_growth,0.5,0.5,0.9,2,58.44033437814532
expanded_latest,non_pretrained,24,no_growth,0.5,1.0,0.9,2,74.25216481806618
expanded_latest,non_pretrained,24,no_growth,0.75,0.0,0.9,2,40.67628242552743
expanded_latest,non_pretrained,24,no_growth,0.75,0.5,0.9,2,58.44033437814532
expanded_latest,non_pretrained,24,no_growth,0.75,1.0,0.9,2,74.25216481806618
expanded_latest,non_pretrained,24,no_growth,0.5,0.5,0.85,2,57.41715120085322
expanded_latest,non_pretrained,24,no_growth,0.5,0.5,0.95,2,59.64822525448097
expanded_latest,non_pretrained,24,no_growth,0.5,0.5,0.9,1,59.299624970247734
expanded_latest,non_pretrained,24,no_growth,0.5,0.5,0.9,3,58.20883265244373
expanded_latest,pretrained,12,historical_growth,0.25,0.0,0.9,2,19.846889422163887
expanded_latest,pretrained,12,historical_growth,0.25,0.5,0.9,2,23.50179652536649
expanded_latest,pretrained,12,historical_growth,0.25,1.0,0.9,2,27.598024640582857
expanded_latest,pretrained,12,historical_growth,0.5,0.0,0.9,2,21.777937335046513
expanded_latest,pretrained,12,historical_growth,0.5,0.5,0.9,2,25.674547529777758
expanded_latest,pretrained,12,historical_growth,0.5,1.0,0.9,2,30.000956413704643
expanded_latest,pretrained,12,historical_growth,0.75,0.0,0.9,2,23.840985628664406
expanded_latest,pretrained,12,historical_growth,0.75,0.5,0.9,2,27.974713268243345
expanded_latest,pretrained,12,historical_growth,0.75,1.0,0.9,2,32.51913807514987
expanded_latest,pretrained,12,historical_growth,0.5,0.5,0.85,2,22.319942030821142
expanded_latest,pretrained,12,historical_growth,0.5,0.5,0.95,2,32.9800044661904
expanded_latest,pretrained,12,historical_growth,0.5,0.5,0.9,1,22.328354278931336
expanded_latest,pretrained,12,historical_growth,0.5,0.5,0.9,3,28.456208918740337
expanded_latest,pretrained,12,half_growth,0.25,0.0,0.9,2,18.93084535524376
expanded_latest,pretrained,12,half_growth,0.25,0.5,0.9,2,22.4643377843574
expanded_latest,pretrained,12,half_growth,0.25,1.0,0.9,2,26.442245822240093
expanded_latest,pretrained,12,half_growth,0.5,0.0,0.9,2,19.846889422163887
expanded_latest,pretrained,12,half_growth,0.5,0.5,0.9,2,23.50179652536649
expanded_latest,pretrained,12,half_growth,0.5,1.0,0.9,2,27.598024640582857
expanded_latest,pretrained,12,half_growth,0.75,0.0,0.9,2,20.795889284687203
expanded_latest,pretrained,12,half_growth,0.75,0.5,0.9,2,24.571983659879724
expanded_latest,pretrained,12,half_growth,0.75,1.0,0.9,2,28.78455315357678
expanded_latest,pretrained,12,half_growth,0.5,0.5,0.85,2,20.35333966588695
expanded_latest,pretrained,12,half_growth,0.5,0.5,0.95,2,30.442234478334
expanded_latest,pretrained,12,half_growth,0.5,0.5,0.9,1,20.361204994358697
expanded_latest,pretrained,12,half_growth,0.5,0.5,0.9,3,26.130816435080952
expanded_latest,pretrained,12,quarter_growth,0.25,0.0,0.9,2,18.485124508048028
expanded_latest,pretrained,12,quarter_growth,0.25,0.5,0.9,2,21.957955704876305
expanded_latest,pretrained,12,quarter_growth,0.25,1.0,0.9,2,25.87612054091162
expanded_latest,pretrained,12,quarter_growth,0.5,0.0,0.9,2,18.93084535524376
expanded_latest,pretrained,12,quarter_growth,0.5,0.5,0.9,2,22.4643377843574
expanded_latest,pretrained,12,quarter_growth,0.5,1.0,0.9,2,26.442245822240093
expanded_latest,pretrained,12,quarter_growth,0.75,0.0,0.9,2,19.38475780402211
expanded_latest,pretrained,12,quarter_growth,0.75,0.5,0.9,2,22.978959284076506
expanded_latest,pretrained,12,quarter_growth,0.75,1.0,0.9,2,27.01624263276296
expanded_latest,pretrained,12,quarter_growth,0.5,0.5,0.85,2,19.419583549250596
expanded_latest,pretrained,12,quarter_growth,0.5,0.5,0.95,2,29.215406876029064
expanded_latest,pretrained,12,quarter_growth,0.5,0.5,0.9,1,19.42717605275903
expanded_latest,pretrained,12,quarter_growth,0.5,0.5,0.9,3,25.015253233458587
expanded_latest,pretrained,12,no_growth,0.25,0.0,0.9,2,18.047561772006
expanded_latest,pretrained,12,no_growth,0.25,0.5,0.9,2,21.45982900921562
expanded_latest,pretrained,12,no_growth,0.25,1.0,0.9,2,25.31794410202681
expanded_latest,pretrained,12,no_growth,0.5,0.0,0.9,2,18.047561772006
expanded_latest,pretrained,12,no_growth,0.5,0.5,0.9,2,21.45982900921562
expanded_latest,pretrained,12,no_growth,0.5,1.0,0.9,2,25.31794410202681
expanded_latest,pretrained,12,no_growth,0.75,0.0,0.9,2,18.047561772006
expanded_latest,pretrained,12,no_growth,0.75,0.5,0.9,2,21.45982900921562
expanded_latest,pretrained,12,no_growth,0.75,1.0,0.9,2,25.31794410202681
expanded_latest,pretrained,12,no_growth,0.5,0.5,0.85,2,18.518705292189292
expanded_latest,pretrained,12,no_growth,0.5,0.5,0.95,2,28.018105494718316
expanded_latest,pretrained,12,no_growth,0.5,0.5,0.9,1,18.526026555409764
expanded_latest,pretrained,12,no_growth,0.5,0.5,0.9,3,23.931885676154675
expanded_latest,pretrained,24,historical_growth,0.25,0.0,0.9,2,21.777937335046513
expanded_latest,pretrained,24,historical_growth,0.25,0.5,0.9,2,30.000956413704643
expanded_latest,pretrained,24,historical_growth,0.25,1.0,0.9,2,39.751016110161295
expanded_latest,pretrained,24,historical_growth,0.5,0.0,0.9,2,26.034422767264342
expanded_latest,pretrained,24,historical_growth,0.5,0.5,0.9,2,35.14257173091349
expanded_latest,pretrained,24,historical_growth,0.5,1.0,0.9,2,45.47798577780658
expanded_latest,pretrained,24,historical_growth,0.75,0.0,0.9,2,30.79531351222823
expanded_latest,pretrained,24,historical_growth,0.75,0.5,0.9,2,40.65360043334108
expanded_latest,pretrained,24,historical_growth,0.75,1.0,0.9,2,51.32713725642056
expanded_latest,pretrained,24,historical_growth,0.5,0.5,0.85,2,31.06798438001984
expanded_latest,pretrained,24,historical_growth,0.5,0.5,0.95,2,43.5630585662727
expanded_latest,pretrained,24,historical_growth,0.5,0.5,0.9,1,31.07837460838249
expanded_latest,pretrained,24,historical_growth,0.5,0.5,0.9,3,38.419781778301314
expanded_latest,pretrained,24,half_growth,0.25,0.0,0.9,2,19.846889422163887
expanded_latest,pretrained,24,half_growth,0.25,0.5,0.9,2,27.598024640582857
expanded_latest,pretrained,24,half_growth,0.25,1.0,0.9,2,36.97970961817599
expanded_latest,pretrained,24,half_growth,0.5,0.0,0.9,2,21.777937335046513
expanded_latest,pretrained,24,half_growth,0.5,0.5,0.9,2,30.000956413704643
expanded_latest,pretrained,24,half_growth,0.5,1.0,0.9,2,39.751016110161295
expanded_latest,pretrained,24,half_growth,0.75,0.0,0.9,2,23.840985628664406
expanded_latest,pretrained,24,half_growth,0.75,0.5,0.9,2,32.51913807514987
expanded_latest,pretrained,24,half_growth,0.75,1.0,0.9,2,42.58965237521651
expanded_latest,pretrained,24,half_growth,0.5,0.5,0.85,2,26.280947688831585
expanded_latest,pretrained,24,half_growth,0.5,0.5,0.95,2,37.90956358547302
expanded_latest,pretrained,24,half_growth,0.5,0.5,0.9,1,26.290347559731956
expanded_latest,pretrained,24,half_growth,0.5,0.5,0.9,3,33.042967629852726
expanded_latest,pretrained,24,quarter_growth,0.25,0.0,0.9,2,18.93084535524376
expanded_latest,pretrained,24,quarter_growth,0.25,0.5,0.9,2,26.442245822240093
expanded_latest,pretrained,24,quarter_growth,0.25,1.0,0.9,2,35.6243536551915
expanded_latest,pretrained,24,quarter_growth,0.5,0.0,0.9,2,19.846889422163887
expanded_latest,pretrained,24,quarter_growth,0.5,0.5,0.9,2,27.598024640582857
expanded_latest,pretrained,24,quarter_growth,0.5,1.0,0.9,2,36.97970961817599
expanded_latest,pretrained,24,quarter_growth,0.75,0.0,0.9,2,20.795889284687203
expanded_latest,pretrained,24,quarter_growth,0.75,0.5,0.9,2,28.78455315357678
expanded_latest,pretrained,24,quarter_growth,0.75,1.0,0.9,2,38.35590766200963
expanded_latest,pretrained,24,quarter_growth,0.5,0.5,0.85,2,24.07350049008759
expanded_latest,pretrained,24,quarter_growth,0.5,0.5,0.95,2,35.19164980634839
expanded_latest,pretrained,24,quarter_growth,0.5,0.5,0.9,1,24.082368749687003
expanded_latest,pretrained,24,quarter_growth,0.5,0.5,0.9,3,30.502557763175503
expanded_latest,pretrained,24,no_growth,0.25,0.0,0.9,2,18.047561772006
expanded_latest,pretrained,24,no_growth,0.25,0.5,0.9,2,25.31794410202681
expanded_latest,pretrained,24,no_growth,0.25,1.0,0.9,2,34.29164298936912
expanded_latest,pretrained,24,no_growth,0.5,0.0,0.9,2,18.047561772006
expanded_latest,pretrained,24,no_growth,0.5,0.5,0.9,2,25.31794410202681
expanded_latest,pretrained,24,no_growth,0.5,1.0,0.9,2,34.29164298936912
expanded_latest,pretrained,24,no_growth,0.75,0.0,0.9,2,18.047561772006
expanded_latest,pretrained,24,no_growth,0.75,0.5,0.9,2,25.31794410202681
expanded_latest,pretrained,24,no_growth,0.75,1.0,0.9,2,34.29164298936912
expanded_latest,pretrained,24,no_growth,0.5,0.5,0.85,2,21.996142966279066
expanded_latest,pretrained,24,no_growth,0.5,0.5,0.95,2,32.56639206031283
expanded_latest,pretrained,24,no_growth,0.5,0.5,0.9,1,22.004467746249667
expanded_latest,pretrained,24,no_growth,0.5,0.5,0.9,3,28.075564071605555
strict_yes,non_pretrained,12,historical_growth,0.25,0.0,0.9,2,45.23559341669134
strict_yes,non_pretrained,12,historical_growth,0.25,0.5,0.9,2,53.615208380389575
strict_yes,non_pretrained,12,historical_growth,0.25,1.0,0.9,2,61.79552938606372
strict_yes,non_pretrained,12,historical_growth,0.5,0.0,0.9,2,49.780184142359005
strict_yes,non_pretrained,12,historical_growth,0.5,0.5,0.9,2,58.1083941703722
strict_yes,non_pretrained,12,historical_growth,0.5,1.0,0.9,2,65.99882860005128
strict_yes,non_pretrained,12,historical_growth,0.75,0.0,0.9,2,54.32840978236359
strict_yes,non_pretrained,12,historical_growth,0.75,0.5,0.9,2,62.47099334791362
strict_yes,non_pretrained,12,historical_growth,0.75,1.0,0.9,2,69.96444949089081
strict_yes,non_pretrained,12,historical_growth,0.5,0.5,0.85,2,57.273986678635765
strict_yes,non_pretrained,12,historical_growth,0.5,0.5,0.95,2,58.90021699963691
strict_yes,non_pretrained,12,historical_growth,0.5,0.5,0.9,1,58.62754451602298
strict_yes,non_pretrained,12,historical_growth,0.5,0.5,0.9,3,57.96485184828024
strict_yes,non_pretrained,12,half_growth,0.25,0.0,0.9,2,42.988067920786854
strict_yes,non_pretrained,12,half_growth,0.25,0.5,0.9,2,51.34166185209661
strict_yes,non_pretrained,12,half_growth,0.25,1.0,0.9,2,59.62096871622858
strict_yes,non_pretrained,12,half_growth,0.5,0.0,0.9,2,45.23559341669134
strict_yes,non_pretrained,12,half_growth,0.5,0.5,0.9,2,53.615208380389575
strict_yes,non_pretrained,12,half_growth,0.5,1.0,0.9,2,61.79552938606372
strict_yes,non_pretrained,12,half_growth,0.75,0.0,0.9,2,47.50271819562164
strict_yes,non_pretrained,12,half_growth,0.75,0.5,0.9,2,55.873825377809624
strict_yes,non_pretrained,12,half_growth,0.75,1.0,0.9,2,63.923843078104994
strict_yes,non_pretrained,12,half_growth,0.5,0.5,0.85,2,52.76405554375987
strict_yes,non_pretrained,12,half_growth,0.5,0.5,0.95,2,54.42535002310383
strict_yes,non_pretrained,12,half_growth,0.5,0.5,0.9,1,54.146101672769404
strict_yes,non_pretrained,12,half_growth,0.5,0.5,0.9,3,53.46859870198424
strict_yes,non_pretrained,12,quarter_growth,0.25,0.0,0.9,2,41.87446443424978
strict_yes,non_pretrained,12,quarter_growth,0.25,0.5,0.9,2,50.20221080310549
strict_yes,non_pretrained,12,quarter_growth,0.25,1.0,0.9,2,58.518753207043865
strict_yes,non_pretrained,12,quarter_growth,0.5,0.0,0.9,2,42.988067920786854
strict_yes,non_pretrained,12,quarter_growth,0.5,0.5,0.9,2,51.34166185209661
strict_yes,non_pretrained,12,quarter_growth,0.5,1.0,0.9,2,59.62096871622858
strict_yes,non_pretrained,12,quarter_growth,0.75,0.0,0.9,2,44.108812939713154
strict_yes,non_pretrained,12,quarter_growth,0.75,0.5,0.9,2,52.47972004574165
strict_yes,non_pretrained,12,quarter_growth,0.75,1.0,0.9,2,60.71355885023473
strict_yes,non_pretrained,12,quarter_growth,0.5,0.5,0.85,2,50.48731674971068
strict_yes,non_pretrained,12,quarter_growth,0.5,0.5,0.95,2,52.156077881521306
strict_yes,non_pretrained,12,quarter_growth,0.5,0.5,0.9,1,51.875219877460665
strict_yes,non_pretrained,12,quarter_growth,0.5,0.5,0.9,3,51.194407539590244
strict_yes,non_pretrained,12,no_growth,0.25,0.0,0.9,2,40.769079773480144
strict_yes,non_pretrained,12,no_growth,0.25,0.5,0.9,2,49.062549679850456
strict_yes,non_pretrained,12,no_growth,0.25,1.0,0.9,2,57.407944297642516
strict_yes,non_pretrained,12,no_growth,0.5,0.0,0.9,2,40.769079773480144
strict_yes,non_pretrained,12,no_growth,0.5,0.5,0.9,2,49.062549679850456
strict_yes,non_pretrained,12,no_growth,0.5,1.0,0.9,2,57.407944297642516
strict_yes,non_pretrained,12,no_growth,0.75,0.0,0.9,2,40.769079773480144
strict_yes,non_pretrained,12,no_growth,0.75,0.5,0.9,2,49.062549679850456
strict_yes,non_pretrained,12,no_growth,0.75,1.0,0.9,2,57.407944297642516
strict_yes,non_pretrained,12,no_growth,0.5,0.5,0.85,2,48.208555147568696
strict_yes,non_pretrained,12,no_growth,0.5,0.5,0.95,2,49.877871814455425
strict_yes,non_pretrained,12,no_growth,0.5,0.5,0.9,1,49.59656440177878
strict_yes,non_pretrained,12,no_growth,0.5,0.5,0.9,3,48.915260852253816
strict_yes,non_pretrained,24,historical_growth,0.25,0.0,0.9,2,49.780184142359005
strict_yes,non_pretrained,24,historical_growth,0.25,0.5,0.9,2,65.99882860005128
strict_yes,non_pretrained,24,historical_growth,0.25,1.0,0.9,2,79.17121272843553
strict_yes,non_pretrained,24,historical_growth,0.5,0.0,0.9,2,58.805590689736306
strict_yes,non_pretrained,24,historical_growth,0.5,0.5,0.9,2,73.65219715297306
strict_yes,non_pretrained,24,historical_growth,0.5,1.0,0.9,2,84.55352304468772
strict_yes,non_pretrained,24,historical_growth,0.75,0.0,0.9,2,67.27526561566111
strict_yes,non_pretrained,24,historical_growth,0.75,0.5,0.9,2,80.10223204469777
strict_yes,non_pretrained,24,historical_growth,0.75,1.0,0.9,2,88.74276493553666
strict_yes,non_pretrained,24,historical_growth,0.5,0.5,0.85,2,72.98344905379845
strict_yes,non_pretrained,24,historical_growth,0.5,0.5,0.95,2,74.28025829695999
strict_yes,non_pretrained,24,historical_growth,0.5,0.5,0.9,1,74.06469346375688
strict_yes,non_pretrained,24,historical_growth,0.5,0.5,0.9,3,73.5376610383917
strict_yes,non_pretrained,24,half_growth,0.25,0.0,0.9,2,45.23559341669134
strict_yes,non_pretrained,24,half_growth,0.25,0.5,0.9,2,61.79552938606372
strict_yes,non_pretrained,24,half_growth,0.25,1.0,0.9,2,76.00426204069785
strict_yes,non_pretrained,24,half_growth,0.5,0.0,0.9,2,49.780184142359005
strict_yes,non_pretrained,24,half_growth,0.5,0.5,0.9,2,65.99882860005128
strict_yes,non_pretrained,24,half_growth,0.5,1.0,0.9,2,79.17121272843553
strict_yes,non_pretrained,24,half_growth,0.75,0.0,0.9,2,54.32840978236359
strict_yes,non_pretrained,24,half_growth,0.75,0.5,0.9,2,69.96444949089081
strict_yes,non_pretrained,24,half_growth,0.75,1.0,0.9,2,82.01907338594982
strict_yes,non_pretrained,24,half_growth,0.5,0.5,0.85,2,65.22753694761882
strict_yes,non_pretrained,24,half_growth,0.5,0.5,0.95,2,66.72690842809233
strict_yes,non_pretrained,24,half_growth,0.5,0.5,0.9,1,66.47660771634273
strict_yes,non_pretrained,24,half_growth,0.5,0.5,0.9,3,65.86644130521987
strict_yes,non_pretrained,24,quarter_growth,0.25,0.0,0.9,2,42.988067920786854
strict_yes,non_pretrained,24,quarter_growth,0.25,0.5,0.9,2,59.62096871622858
strict_yes,non_pretrained,24,quarter_growth,0.25,1.0,0.9,2,74.30212830607519
strict_yes,non_pretrained,24,quarter_growth,0.5,0.0,0.9,2,45.23559341669134
strict_yes,non_pretrained,24,quarter_growth,0.5,0.5,0.9,2,61.79552938606372
strict_yes,non_pretrained,24,quarter_growth,0.5,1.0,0.9,2,76.00426204069785
strict_yes,non_pretrained,24,quarter_growth,0.75,0.0,0.9,2,47.50271819562164
strict_yes,non_pretrained,24,quarter_growth,0.75,0.5,0.9,2,63.923843078104994
strict_yes,non_pretrained,24,quarter_growth,0.75,1.0,0.9,2,77.6275996258797
strict_yes,non_pretrained,24,quarter_growth,0.5,0.5,0.85,2,60.985253725951154
strict_yes,non_pretrained,24,quarter_growth,0.5,0.5,0.95,2,62.56256020584028
strict_yes,non_pretrained,24,quarter_growth,0.5,0.5,0.9,1,62.29863264997078
strict_yes,non_pretrained,24,quarter_growth,0.5,0.5,0.9,3,61.65628433657087
strict_yes,non_pretrained,24,no_growth,0.25,0.0,0.9,2,40.769079773480144
strict_yes,non_pretrained,24,no_growth,0.25,0.5,0.9,2,57.407944297642516
strict_yes,non_pretrained,24,no_growth,0.25,1.0,0.9,2,72.52290418335558
strict_yes,non_pretrained,24,no_growth,0.5,0.0,0.9,2,40.769079773480144
strict_yes,non_pretrained,24,no_growth,0.5,0.5,0.9,2,57.407944297642516
strict_yes,non_pretrained,24,no_growth,0.5,1.0,0.9,2,72.52290418335558
strict_yes,non_pretrained,24,no_growth,0.75,0.0,0.9,2,40.769079773480144
strict_yes,non_pretrained,24,no_growth,0.75,0.5,0.9,2,57.407944297642516
strict_yes,non_pretrained,24,no_growth,0.75,1.0,0.9,2,72.52290418335558
strict_yes,non_pretrained,24,no_growth,0.5,0.5,0.85,2,56.57001254306982
strict_yes,non_pretrained,24,no_growth,0.5,0.5,0.95,2,58.20348370410894
strict_yes,non_pretrained,24,no_growth,0.5,0.5,0.9,1,57.92949044798242
strict_yes,non_pretrained,24,no_growth,0.5,0.5,0.9,3,57.26376704521611
permissive_label,non_pretrained,12,historical_growth,0.25,0.0,0.9,2,46.17148282554062
permissive_label,non_pretrained,12,historical_growth,0.25,0.5,0.9,2,56.0891986220395
permissive_label,non_pretrained,12,historical_growth,0.25,1.0,0.9,2,65.54328522643267
permissive_label,non_pretrained,12,historical_growth,0.5,0.0,0.9,2,50.84515216503986
permissive_label,non_pretrained,12,historical_growth,0.5,0.5,0.9,2,60.635908773152984
permissive_label,non_pretrained,12,historical_growth,0.5,1.0,0.9,2,69.64093139039441
permissive_label,non_pretrained,12,historical_growth,0.75,0.0,0.9,2,55.50409517963521
permissive_label,non_pretrained,12,historical_growth,0.75,0.5,0.9,2,65.00555972539152
permissive_label,non_pretrained,12,historical_growth,0.75,1.0,0.9,2,73.44868171799214
permissive_label,non_pretrained,12,historical_growth,0.5,0.5,0.85,2,59.53768052657877
permissive_label,non_pretrained,12,historical_growth,0.5,0.5,0.95,2,61.475495882400764
permissive_label,non_pretrained,12,historical_growth,0.5,0.5,0.9,1,60.952541252101504
permissive_label,non_pretrained,12,historical_growth,0.5,0.5,0.9,3,60.44493416498555
permissive_label,non_pretrained,12,half_growth,0.25,0.0,0.9,2,43.85457377705937
permissive_label,non_pretrained,12,half_growth,0.25,0.5,0.9,2,53.77176486524725
permissive_label,non_pretrained,12,half_growth,0.25,1.0,0.9,2,63.399213007595755
permissive_label,non_pretrained,12,half_growth,0.5,0.0,0.9,2,46.17148282554062
permissive_label,non_pretrained,12,half_growth,0.5,0.5,0.9,2,56.0891986220395
permissive_label,non_pretrained,12,half_growth,0.5,1.0,0.9,2,65.54328522643267
permissive_label,non_pretrained,12,half_growth,0.75,0.0,0.9,2,48.50504913106594
permissive_label,non_pretrained,12,half_growth,0.75,0.5,0.9,2,58.3803777483178
permissive_label,non_pretrained,12,half_growth,0.75,1.0,0.9,2,67.62589387059471
permissive_label,non_pretrained,12,half_growth,0.5,0.5,0.85,2,54.95834733605245
permissive_label,non_pretrained,12,half_growth,0.5,0.5,0.95,2,56.956922138397914
permissive_label,non_pretrained,12,half_growth,0.5,0.5,0.9,1,56.41611596523741
permissive_label,non_pretrained,12,half_growth,0.5,0.5,0.9,3,55.892211359537555
permissive_label,non_pretrained,12,quarter_growth,0.25,0.0,0.9,2,42.705454184602026
permissive_label,non_pretrained,12,quarter_growth,0.25,0.5,0.9,2,52.606264854104545
permissive_label,non_pretrained,12,quarter_growth,0.25,1.0,0.9,2,62.306289385278326
permissive_label,non_pretrained,12,quarter_growth,0.5,0.0,0.9,2,43.85457377705937
permissive_label,non_pretrained,12,quarter_growth,0.5,0.5,0.9,2,53.77176486524725
permissive_label,non_pretrained,12,quarter_growth,0.5,1.0,0.9,2,63.399213007595755
permissive_label,non_pretrained,12,quarter_growth,0.75,0.0,0.9,2,45.01032288092295
permissive_label,non_pretrained,12,quarter_growth,0.75,0.5,0.9,2,54.933157124435645
permissive_label,non_pretrained,12,quarter_growth,0.75,1.0,0.9,2,64.47851380090853
permissive_label,non_pretrained,12,quarter_growth,0.5,0.5,0.85,2,52.631634173047
permissive_label,non_pretrained,12,quarter_growth,0.5,0.5,0.95,2,54.648255147413806
permissive_label,non_pretrained,12,quarter_growth,0.5,0.5,0.9,1,54.10181702520418
permissive_label,non_pretrained,12,quarter_growth,0.5,0.5,0.9,3,53.572986707271056
permissive_label,non_pretrained,12,no_growth,0.25,0.0,0.9,2,41.56415440909722
permissive_label,non_pretrained,12,no_growth,0.25,0.5,0.9,2,51.43791792966726
permissive_label,non_pretrained,12,no_growth,0.25,1.0,0.9,2,61.20070269452493
permissive_label,non_pretrained,12,no_growth,0.5,0.0,0.9,2,41.56415440909722
permissive_label,non_pretrained,12,no_growth,0.5,0.5,0.9,2,51.43791792966726
permissive_label,non_pretrained,12,no_growth,0.5,1.0,0.9,2,61.20070269452493
permissive_label,non_pretrained,12,no_growth,0.75,0.0,0.9,2,41.56415440909722
permissive_label,non_pretrained,12,no_growth,0.75,0.5,0.9,2,51.43791792966726
permissive_label,non_pretrained,12,no_growth,0.75,1.0,0.9,2,61.20070269452493
permissive_label,non_pretrained,12,no_growth,0.5,0.5,0.85,2,50.293435653435026
permissive_label,non_pretrained,12,no_growth,0.5,0.5,0.95,2,52.31942077324033
permissive_label,non_pretrained,12,no_growth,0.5,0.5,0.9,1,51.76968727401082
permissive_label,non_pretrained,12,no_growth,0.5,0.5,0.9,3,51.23820476542747
permissive_label,non_pretrained,24,historical_growth,0.25,0.0,0.9,2,50.84515216503986
permissive_label,non_pretrained,24,historical_growth,0.25,0.5,0.9,2,69.64093139039441
permissive_label,non_pretrained,24,historical_growth,0.25,1.0,0.9,2,83.57177736885427
permissive_label,non_pretrained,24,historical_growth,0.5,0.0,0.9,2,60.068257616396174
permissive_label,non_pretrained,24,historical_growth,0.5,0.5,0.9,2,76.93701049867431
permissive_label,non_pretrained,24,historical_growth,0.5,1.0,0.9,2,88.09236215003244
permissive_label,non_pretrained,24,historical_growth,0.75,0.0,0.9,2,68.62855604818044
permissive_label,non_pretrained,24,historical_growth,0.75,0.5,0.9,2,82.909948845127
permissive_label,non_pretrained,24,historical_growth,0.75,1.0,0.9,2,91.49559436825996
permissive_label,non_pretrained,24,historical_growth,0.5,0.5,0.85,2,76.11442126780324
permissive_label,non_pretrained,24,historical_growth,0.5,0.5,0.95,2,77.55759860312956
permissive_label,non_pretrained,24,historical_growth,0.5,0.5,0.9,1,77.17188622224464
permissive_label,non_pretrained,24,historical_growth,0.5,0.5,0.9,3,76.7948551463789
permissive_label,non_pretrained,24,half_growth,0.25,0.0,0.9,2,46.17148282554062
permissive_label,non_pretrained,24,half_growth,0.25,0.5,0.9,2,65.54328522643267
permissive_label,non_pretrained,24,half_growth,0.25,1.0,0.9,2,80.83702074218728
permissive_label,non_pretrained,24,half_growth,0.5,0.0,0.9,2,50.84515216503986
permissive_label,non_pretrained,24,half_growth,0.5,0.5,0.9,2,69.64093139039441
permissive_label,non_pretrained,24,half_growth,0.5,1.0,0.9,2,83.57177736885427
permissive_label,non_pretrained,24,half_growth,0.75,0.0,0.9,2,55.50409517963521
permissive_label,non_pretrained,24,half_growth,0.75,0.5,0.9,2,73.44868171799214
permissive_label,non_pretrained,24,half_growth,0.75,1.0,0.9,2,85.98392486458764
permissive_label,non_pretrained,24,half_growth,0.5,0.5,0.85,2,68.66410213536842
permissive_label,non_pretrained,24,half_growth,0.5,0.5,0.95,2,70.38226756058921
permissive_label,non_pretrained,24,half_growth,0.5,0.5,0.9,1,69.92106155162168
permissive_label,non_pretrained,24,half_growth,0.5,0.5,0.9,3,69.47164909435507
permissive_label,non_pretrained,24,quarter_growth,0.25,0.0,0.9,2,43.85457377705937
permissive_label,non_pretrained,24,quarter_growth,0.25,0.5,0.9,2,63.399213007595755
permissive_label,non_pretrained,24,quarter_growth,0.25,1.0,0.9,2,79.34469847767686
permissive_label,non_pretrained,24,quarter_growth,0.5,0.0,0.9,2,46.17148282554062
permissive_label,non_pretrained,24,quarter_growth,0.5,0.5,0.9,2,65.54328522643267
permissive_label,non_pretrained,24,quarter_growth,0.5,1.0,0.9,2,80.83702074218728
permissive_label,non_pretrained,24,quarter_growth,0.75,0.0,0.9,2,48.50504913106594
permissive_label,non_pretrained,24,quarter_growth,0.75,0.5,0.9,2,67.62589387059471
permissive_label,non_pretrained,24,quarter_growth,0.75,1.0,0.9,2,82.24565013958411
permissive_label,non_pretrained,24,quarter_growth,0.5,0.5,0.85,2,64.50181638528721
permissive_label,non_pretrained,24,quarter_growth,0.5,0.5,0.95,2,66.3363135390663
permissive_label,non_pretrained,24,quarter_growth,0.5,0.5,0.9,1,65.84268039282419
permissive_label,non_pretrained,24,quarter_growth,0.5,0.5,0.9,3,65.36251864881899
permissive_label,non_pretrained,24,no_growth,0.25,0.0,0.9,2,41.56415440909722
permissive_label,non_pretrained,24,no_growth,0.25,0.5,0.9,2,61.20070269452493
permissive_label,non_pretrained,24,no_growth,0.25,1.0,0.9,2,77.76812277312825
permissive_label,non_pretrained,24,no_growth,0.5,0.0,0.9,2,41.56415440909722
permissive_label,non_pretrained,24,no_growth,0.5,0.5,0.9,2,61.20070269452493
permissive_label,non_pretrained,24,no_growth,0.5,1.0,0.9,2,77.76812277312825
permissive_label,non_pretrained,24,no_growth,0.75,0.0,0.9,2,41.56415440909722
permissive_label,non_pretrained,24,no_growth,0.75,0.5,0.9,2,61.20070269452493
permissive_label,non_pretrained,24,no_growth,0.75,1.0,0.9,2,77.76812277312825
permissive_label,non_pretrained,24,no_growth,0.5,0.5,0.85,2,60.10786508724078
permissive_label,non_pretrained,24,no_growth,0.5,0.5,0.95,2,62.03578568706163
permissive_label,non_pretrained,24,no_growth,0.5,0.5,0.9,1,61.51567550957585
permissive_label,non_pretrained,24,no_growth,0.5,0.5,0.9,3,61.01070628152989
permissive_label,pretrained,12,historical_growth,0.25,0.0,0.9,2,17.016824352847596
permissive_label,pretrained,12,historical_growth,0.25,0.5,0.9,2,19.514796526603963
permissive_label,pretrained,12,historical_growth,0.25,1.0,0.9,2,22.28100087864522
permissive_label,pretrained,12,historical_growth,0.5,0.0,0.9,2,18.68265481917429
permissive_label,pretrained,12,historical_growth,0.5,0.5,0.9,2,21.36221130317409
