filter,type,n,intercept,b_logN,b_month,fit_rmse,frontier_start,N_anchor_B
base_chat_domain_latest,non_pretrained,1620,-2.6332130409956105,1.0542151123187498,0.0577131293274844,7.7101243630626,40.40850783845882,14.766000000000002
base_chat_domain_latest,pretrained,204,-2.753957992941778,0.7134588875442134,0.05181656382698041,5.408212169363027,21.76298915231794,9.242
expanded_latest,non_pretrained,2368,-2.6132551696826125,1.0705458539935664,0.05985334933429165,7.771379629663698,40.67628242552744,14.766000000000002
expanded_latest,pretrained,248,-2.6861865277587285,0.6793252890268435,0.035950167771340635,5.578778361505809,18.047561772006,8.61471183499483
strict_yes,non_pretrained,354,-2.4816726563925724,1.056697893354205,0.05600289228130473,9.077617311025106,40.76907977348015,14.766000000000002
strict_yes,pretrained,66,-2.910306513906257,0.8321884865710467,0.09230198405236811,7.014655618450543,27.958330147305084,14.770000000000001
permissive_label,non_pretrained,1537,-2.636105206916951,1.0850142792729969,0.06637065904634709,7.845017228731657,41.56415440909723,14.766000000000002
permissive_label,pretrained,181,-2.6187482621002034,0.6586651317997407,0.02792249600838914,5.261768657152875,15.47126732608538,6.918999999999999
