filter,type,origin,target_date,horizon_months,scenario,status,frontier_definition,observed_anchor_score,predicted_score,conditional_parameter_p05,conditional_parameter_p95,scenario_lower,scenario_upper,constant_baseline,monthly_trend_scenario,gC_log10_per_year,eta_assumed,drift_retention_assumed,N_anchor_B,N_future_B,D_anchor_B_scenario,D_future_B_scenario,C_anchor_FLOPs_scenario,C_future_FLOPs_scenario,N_extrapolation_log10_beyond_C2,D_extrapolation_log10_beyond_C4,time_extrapolation_observed_spans,bootstrap_draws,scale_points,non_scale_points,total_model_points,signed_scale_share,signed_non_scale_share,absolute_scale_share,absolute_non_scale_share
base_chat_domain_latest,pretrained,2025-03-13,2026-03-13,12,quarter_growth,conditional_scenario_not_empirical_forecast,recent_2_month_type_score_q90_local_translation,21.76298915231794,28.760003466793524,10.473917038500428,36.8696313161273,6.570327048333245,43.93100789396217,21.76298915231794,6.570327048333245,0.1725786871508537,0.5,0.5,9.242,11.273410148360952,6500.0,7928.713045265762,3.60438e+23,5.3630180464764545e+23,0,0.0,1.333029197080292,200,1.1555617121577253,5.8414526023178635,6.997014314475589,0.16515068573849734,0.8348493142615027,0.16515068573849734,0.8348493142615027
base_chat_domain_latest,pretrained,2025-03-13,2026-03-13,12,no_growth,conditional_scenario_not_empirical_forecast,recent_2_month_type_score_q90_local_translation,21.76298915231794,27.515312686102043,9.957095248234598,35.44533576412536,6.570327048333245,42.242150354315314,21.76298915231794,6.570327048333245,0.0,0.5,0.5,9.242,9.242,6500.0,6500.0,3.60438e+23,3.60438e+23,0,0.0,1.333029197080292,200,0.0,5.752323533784107,5.752323533784107,0.0,1.0,0.0,1.0
base_chat_domain_latest,pretrained,2025-03-13,2027-03-13,24,historical_growth,conditional_scenario_not_empirical_forecast,recent_2_month_type_score_q90_local_translation,21.76298915231794,45.87881885584437,16.783521446381624,57.79498577924509,2.7672329877628496,73.73501072629287,21.76298915231794,2.7672329877628496,0.6903147486034148,0.5,0.5,9.242,45.298175786127224,6500.0,31858.704026166084,3.60438e+23,8.658847051772823e+24,0,0.24795560014296428,2.666058394160584,200,10.635901109844495,13.479928593681942,24.115829703526437,0.44103401129463177,0.5589659887053682,0.44103401129463177,0.5589659887053682
base_chat_domain_latest,pretrained,2025-03-13,2027-03-13,24,half_growth,conditional_scenario_not_empirical_forecast,recent_2_month_type_score_q90_local_translation,21.76298915231794,39.8557855107194,13.810779530603519,51.385264427343024,2.7672329877628496,67.75789529775095,21.76298915231794,2.7672329877628496,0.3451573743017074,0.5,0.5,9.242,20.460834308878702,6500.0,14390.329258570824,3.60438e+23,1.7666288556589617e+24,0,0.0,2.666058394160584,200,5.106418512835987,12.986377845565478,18.092796358401465,0.28223489678889796,0.717765103211102,0.28223489678889796,0.717765103211102
base_chat_domain_latest,pretrained,2025-03-13,2027-03-13,24,quarter_growth,conditional_scenario_not_empirical_forecast,recent_2_month_type_score_q90_local_translation,21.76298915231794,36.944337632965265,12.300511280522791,48.156042934027695,2.7672329877628496,64.30592823413505,21.76298915231794,2.7672329877628496,0.1725786871508537,0.5,0.5,9.242,13.751328324298603,6500.0,9671.460085256536,3.60438e+23,7.979725380462695e+23,0,0.0,2.666058394160584,200,2.4942883988708378,12.687060081776492,15.18134848064733,0.16429952859921979,0.8357004714007802,0.16429952859921979,0.8357004714007802
base_chat_domain_latest,pretrained,2025-03-13,2027-03-13,24,no_growth,conditional_scenario_not_empirical_forecast,recent_2_month_type_score_q90_local_translation,21.76298915231794,34.12489841098827,10.93451023624288,45.30339290063504,2.7672329877628496,61.487318388160276,21.76298915231794,2.7672329877628496,0.0,0.5,0.5,9.242,9.242,6500.0,6500.0,3.60438e+23,3.60438e+23,0,0.0,2.666058394160584,200,0.0,12.361909258670337,12.361909258670337,0.0,1.0,0.0,1.0
expanded_latest,non_pretrained,2025-03-13,2026-03-13,12,historical_growth,conditional_scenario_not_empirical_forecast,recent_2_month_type_score_q90_local_translation,40.67628242552744,58.69237924554645,55.69298996465004,61.144365382654016,40.67628242552744,72.63656190685565,40.67628242552744,65.99370866724067,0.6903147486034148,0.5,0.5,14.766000000000002,32.6904002818549,6500.0,14390.329258570824,5.758740000000001e+23,2.8225537419022105e+24,0,0.0,1.318592057761733,200,9.13787634053337,8.878220479485645,18.016096820019015,0.5072062185178535,0.4927937814821465,0.5072062185178535,0.4927937814821465
expanded_latest,non_pretrained,2025-03-13,2026-03-13,12,half_growth,conditional_scenario_not_empirical_forecast,recent_2_month_type_score_q90_local_translation,40.67628242552744,54.153146043421664,51.33187937656549,56.48041402702863,40.67628242552744,66.3033790360605,40.67628242552744,65.99370866724067,0.3451573743017074,0.5,0.5,14.766000000000002,21.970581479830468,6500.0,9671.460085256536,5.758740000000001e+23,1.2749256109923412e+24,0,0.0,1.318592057761733,200,4.566257613971629,8.910606003922602,13.476863617894232,0.3388219799084908,0.6611780200915093,0.3388219799084908,0.6611780200915093
expanded_latest,non_pretrained,2025-03-13,2026-03-13,12,quarter_growth,conditional_scenario_not_empirical_forecast,recent_2_month_type_score_q90_local_translation,40.67628242552744,51.85247147351509,49.0790951624469,54.1434408112693,40.67628242552744,65.99370866724067,40.67628242552744,65.99370866724067,0.1725786871508537,0.5,0.5,14.766000000000002,18.011596434829887,6500.0,7928.713045265762,5.758740000000001e+23,8.56852677713388e+23,0,0.0,1.318592057761733,200,2.2777119625955784,8.898477085392077,11.176189047987656,0.2038004146865872,0.7961995853134128,0.2038004146865872,0.7961995853134128
expanded_latest,non_pretrained,2025-03-13,2026-03-13,12,no_growth,conditional_scenario_not_empirical_forecast,recent_2_month_type_score_q90_local_translation,40.67628242552744,49.54391495192314,46.81852866808001,51.822571579719764,40.113832601267966,65.99370866724067,40.67628242552744,65.99370866724067,0.0,0.5,0.5,14.766000000000002,14.766000000000002,6500.0,6500.0,5.758740000000001e+23,5.758740000000001e+23,0,0.0,1.318592057761733,200,0.0,8.86763252639571,8.86763252639571,0.0,1.0,0.0,1.0
expanded_latest,non_pretrained,2025-03-13,2027-03-13,24,historical_growth,conditional_scenario_not_empirical_forecast,recent_2_month_type_score_q90_local_translation,40.67628242552744,74.64731246861294,70.38248872843776,78.09201233232078,40.67628242552744,91.1145517528841,40.67628242552744,83.39106594268893,0.6903147486034148,0.5,0.5,14.766000000000002,72.37317286928746,6500.0,31858.704026166084,5.758740000000001e+23,1.3834292963263094e+25,0,0.24795560014296428,2.637184115523466,200,17.23733253720196,16.733697505883544,33.971030043085506,0.5074127135780053,0.4925872864219946,0.5074127135780053,0.4925872864219946
expanded_latest,non_pretrained,2025-03-13,2027-03-13,24,half_growth,conditional_scenario_not_empirical_forecast,recent_2_month_type_score_q90_local_translation,40.67628242552744,67.04857797732511,62.492838467014565,70.69880525885996,40.67628242552744,84.85782493310398,40.67628242552744,83.39106594268893,0.3451573743017074,0.5,0.5,14.766000000000002,32.6904002818549,6500.0,14390.329258570824,5.758740000000001e+23,2.8225537419022105e+24,0,0.0,2.637184115523466,200,8.867765993311611,17.504529558486066,26.372295551797677,0.33625309468773706,0.663746905312263,0.33625309468773706,0.663746905312263
expanded_latest,non_pretrained,2025-03-13,2027-03-13,24,quarter_growth,conditional_scenario_not_empirical_forecast,recent_2_month_type_score_q90_local_translation,40.67628242552744,62.84632067734228,58.239240116373665,66.58281679176034,40.67628242552744,83.39106594268893,40.67628242552744,83.39106594268893,0.1725786871508537,0.5,0.5,14.766000000000002,21.970581479830468,6500.0,9671.460085256536,5.758740000000001e+23,1.2749256109923412e+24,0,0.0,2.637184115523466,200,4.464635217820845,17.705403033994,22.170038251814844,0.20138148464653052,0.7986185153534695,0.20138148464653052,0.7986185153534695
expanded_latest,non_pretrained,2025-03-13,2027-03-13,24,no_growth,conditional_scenario_not_empirical_forecast,recent_2_month_type_score_q90_local_translation,40.67628242552744,58.44033437814532,53.92148645690512,62.31500544630024,40.113832601267966,83.39106594268893,40.67628242552744,83.39106594268893,0.0,0.5,0.5,14.766000000000002,14.766000000000002,6500.0,6500.0,5.758740000000001e+23,5.758740000000001e+23,0,0.0,2.637184115523466,200,0.0,17.76405195261789,17.76405195261789,0.0,1.0,0.0,1.0
expanded_latest,pretrained,2025-03-13,2026-03-13,12,historical_growth,conditional_scenario_not_empirical_forecast,recent_2_month_type_score_q90_local_translation,18.047561772006,25.674547529777758,18.090514379572795,36.52864621940638,8.745291178757729,42.23700714119789,18.047561772006,8.745291178757729,0.6903147486034148,0.5,0.5,8.61471183499483,19.072083042043456,6500.0,14390.329258570824,3.359737615647984e+23,1.6467213277308625e+24,0,0.0,1.333029197080292,200,3.9725470418013256,3.654438715970434,7.6269857577717595,0.52085413136551,0.47914586863449005,0.52085413136551,0.47914586863449005
expanded_latest,pretrained,2025-03-13,2026-03-13,12,half_growth,conditional_scenario_not_empirical_forecast,recent_2_month_type_score_q90_local_translation,18.047561772006,23.50179652536649,16.24766252233455,33.66527800377189,8.745291178757729,38.84554993402527,18.047561772006,8.745291178757729,0.3451573743017074,0.5,0.5,8.61471183499483,12.817975639713785,6500.0,9671.460085256536,3.359737615647984e+23,7.438112386396949e+23,0,0.0,1.333029197080292,200,1.9206475831543788,3.533587170206113,5.454234753360492,0.352138782066727,0.647861217933273,0.352138782066727,0.647861217933273
expanded_latest,pretrained,2025-03-13,2026-03-13,12,quarter_growth,conditional_scenario_not_empirical_forecast,recent_2_month_type_score_q90_local_translation,18.047561772006,22.4643377843574,15.384707686086001,32.292695882202196,8.745291178757729,37.369496238092204,18.047561772006,8.745291178757729,0.1725786871508537,0.5,0.5,8.61471183499483,10.508242785742903,6500.0,7928.713045265762,3.359737615647984e+23,4.999010499488375e+23,0,0.0,1.333029197080292,200,0.9438961791897711,3.472879833161631,4.416776012351402,0.21370705160284093,0.786292948397159,0.21370705160284093,0.786292948397159
expanded_latest,pretrained,2025-03-13,2026-03-13,12,no_growth,conditional_scenario_not_empirical_forecast,recent_2_month_type_score_q90_local_translation,18.047561772006,21.45982900921562,14.717130907689949,31.143716864107525,8.745291178757729,35.778403524666864,18.047561772006,8.745291178757729,0.0,0.5,0.5,8.61471183499483,8.61471183499483,6500.0,6500.0,3.359737615647984e+23,3.359737615647984e+23,0,0.0,1.333029197080292,200,0.0,3.4122672372096226,3.4122672372096226,0.0,1.0,0.0,1.0
expanded_latest,pretrained,2025-03-13,2027-03-13,24,historical_growth,conditional_scenario_not_empirical_forecast,recent_2_month_type_score_q90_local_translation,18.047561772006,35.14257173091349,22.00624654540127,51.33234261804701,4.2571937183638395,64.44922066501826,18.047561772006,4.2571937183638395,0.6903147486034148,0.5,0.5,8.61471183499483,42.22362378797084,6500.0,31858.704026166084,3.359737615647984e+23,8.071139599038891e+24,0,0.24795560014296428,2.666058394160584,200,8.90574431207251,8.18926564683498,17.09500995890749,0.5209557837918721,0.4790442162081279,0.5209557837918721,0.4790442162081279
expanded_latest,pretrained,2025-03-13,2027-03-13,24,half_growth,conditional_scenario_not_empirical_forecast,recent_2_month_type_score_q90_local_translation,18.047561772006,30.000956413704643,18.663398945643632,44.959347101636666,4.2571937183638395,56.83714359874103,18.047561772006,4.2571937183638395,0.3451573743017074,0.5,0.5,8.61471183499483,19.072083042043456,6500.0,14390.329258570824,3.359737615647984e+23,1.6467213277308625e+24,0,0.0,2.666058394160584,200,4.206693937359173,7.746700704339471,11.953394641698644,0.35192462588697554,0.6480753741130245,0.35192462588697554,0.6480753741130245
expanded_latest,pretrained,2025-03-13,2027-03-13,24,quarter_growth,conditional_scenario_not_empirical_forecast,recent_2_month_type_score_q90_local_translation,18.047561772006,27.598024640582857,17.14485591039083,41.8596567142241,4.2571937183638395,53.32406703299872,18.047561772006,4.2571937183638395,0.1725786871508537,0.5,0.5,8.61471183499483,12.817975639713785,6500.0,9671.460085256536,3.359737615647984e+23,7.438112386396949e+23,0,0.0,2.666058394160584,200,2.039704094356967,7.510758774219891,9.550462868576858,0.21357122920900998,0.78642877079099,0.21357122920900998,0.78642877079099
expanded_latest,pretrained,2025-03-13,2027-03-13,24,no_growth,conditional_scenario_not_empirical_forecast,recent_2_month_type_score_q90_local_translation,18.047561772006,25.31794410202681,15.72598769475533,39.25557569285096,4.2571937183638395,49.73719233726404,18.047561772006,4.2571937183638395,0.0,0.5,0.5,8.61471183499483,8.61471183499483,6500.0,6500.0,3.359737615647984e+23,3.359737615647984e+23,0,0.0,2.666058394160584,200,0.0,7.270382330020812,7.270382330020812,0.0,1.0,0.0,1.0
strict_yes,non_pretrained,2025-03-13,2026-03-13,12,historical_growth,conditional_scenario_not_empirical_forecast,recent_2_month_type_score_q90_local_translation,40.76907977348015,58.1083941703722,51.20332324908601,64.33573298290739,40.76907977348015,74.33456591870396,40.76907977348015,59.57516686535722,0.6903147486034148,0.5,0.5,14.766000000000002,32.6904002818549,6500.0,14390.329258570824,5.758740000000001e+23,2.8225537419022105e+24,0,0.0,1.318592057761733,200,9.028474429700303,8.310839967191754,17.339314396892057,0.5206938534616219,0.4793061465383781,0.5206938534616219,0.4793061465383781
strict_yes,non_pretrained,2025-03-13,2026-03-13,12,half_growth,conditional_scenario_not_empirical_forecast,recent_2_month_type_score_q90_local_translation,40.76907977348015,53.615208380389575,47.11243680949632,59.69897905496902,40.76907977348015,69.3102887941394,40.76907977348015,59.57516686535722,0.3451573743017074,0.5,0.5,14.766000000000002,21.970581479830468,6500.0,9671.460085256536,5.758740000000001e+23,1.2749256109923412e+24,0,0.0,1.318592057761733,200,4.509586171875156,8.336542435034275,12.846128606909431,0.35104631985776835,0.6489536801422316,0.35104631985776835,0.6489536801422316
strict_yes,non_pretrained,2025-03-13,2026-03-13,12,quarter_growth,conditional_scenario_not_empirical_forecast,recent_2_month_type_score_q90_local_translation,40.76907977348015,51.34166185209661,45.089109793518325,57.33929532008124,40.76907977348015,66.82045543954361,40.76907977348015,59.57516686535722,0.1725786871508537,0.5,0.5,14.766000000000002,18.011596434829887,6500.0,7928.713045265762,5.758740000000001e+23,8.56852677713388e+23,0,0.0,1.318592057761733,200,2.2490501597764307,8.323531918840033,10.572582078616463,0.21272477650707852,0.7872752234929214,0.21272477650707852,0.7872752234929214
strict_yes,non_pretrained,2025-03-13,2026-03-13,12,no_growth,conditional_scenario_not_empirical_forecast,recent_2_month_type_score_q90_local_translation,40.76907977348015,49.062549679850456,42.869288668892416,54.938062227889894,39.518805089645305,64.66869053465193,40.76907977348015,59.57516686535722,0.0,0.5,0.5,14.766000000000002,14.766000000000002,6500.0,6500.0,5.758740000000001e+23,5.758740000000001e+23,0,0.0,1.318592057761733,200,0.0,8.293469906370312,8.293469906370312,0.0,1.0,0.0,1.0
strict_yes,non_pretrained,2025-03-13,2027-03-13,24,historical_growth,conditional_scenario_not_empirical_forecast,recent_2_month_type_score_q90_local_translation,40.76907977348015,73.65219715297306,62.39985903163303,82.66303722923487,40.76907977348015,92.51921703455193,40.76907977348015,74.63227824090599,0.6903147486034148,0.5,0.5,14.766000000000002,72.37317286928746,6500.0,31858.704026166084,5.758740000000001e+23,1.3834292963263094e+25,0,0.24795560014296428,2.637184115523466,200,17.140381885793353,15.742735493699563,32.883117379492916,0.5212517319444508,0.4787482680555492,0.5212517319444508,0.4787482680555492
strict_yes,non_pretrained,2025-03-13,2027-03-13,24,half_growth,conditional_scenario_not_empirical_forecast,recent_2_month_type_score_q90_local_translation,40.76907977348015,65.99882860005128,54.42784401835355,76.21986258271345,40.76907977348015,87.98417100996156,40.76907977348015,74.63227824090599,0.3451573743017074,0.5,0.5,14.766000000000002,32.6904002818549,6500.0,14390.329258570824,5.758740000000001e+23,2.8225537419022105e+24,0,0.0,2.637184115523466,200,8.800994335643814,16.428754490927325,25.22974882657114,0.3488340052904093,0.6511659947095907,0.3488340052904093,0.6511659947095907
strict_yes,non_pretrained,2025-03-13,2027-03-13,24,quarter_growth,conditional_scenario_not_empirical_forecast,recent_2_month_type_score_q90_local_translation,40.76907977348015,61.79552938606372,50.12364761652722,72.47532169283402,40.76907977348015,85.55652743275732,40.76907977348015,74.63227824090599,0.1725786871508537,0.5,0.5,14.766000000000002,21.970581479830468,6500.0,9671.460085256536,5.758740000000001e+23,1.2749256109923412e+24,0,0.0,2.637184115523466,200,4.427049365816199,16.599400246767377,21.026449612583576,0.21054668987800815,0.7894533101219918,0.21054668987800815,0.7894533101219918
strict_yes,non_pretrained,2025-03-13,2027-03-13,24,no_growth,conditional_scenario_not_empirical_forecast,recent_2_month_type_score_q90_local_translation,40.76907977348015,57.407944297642516,45.71069988958243,68.56821038057981,39.61607202643021,83.03629715557436,40.76907977348015,74.63227824090599,0.0,0.5,0.5,14.766000000000002,14.766000000000002,6500.0,6500.0,5.758740000000001e+23,5.758740000000001e+23,0,0.0,2.637184115523466,200,0.0,16.638864524162372,16.638864524162372,0.0,1.0,0.0,1.0
permissive_label,non_pretrained,2025-03-13,2026-03-13,12,historical_growth,conditional_scenario_not_empirical_forecast,recent_2_month_type_score_q90_local_translation,41.56415440909723,60.635908773152984,57.3463705627971,63.476364911004175,41.56415440909723,75.50738394658056,41.56415440909723,68.85105566361169,0.6903147486034148,0.5,0.5,14.766000000000002,32.6904002818549,6500.0,14390.329258570824,5.758740000000001e+23,2.8225537419022105e+24,0,0.0,1.318592057761733,200,9.239494299714185,9.832260064341579,19.071754364055764,0.4844595899959636,0.5155404100040364,0.4844595899959636,0.5155404100040364
permissive_label,non_pretrained,2025-03-13,2026-03-13,12,half_growth,conditional_scenario_not_empirical_forecast,recent_2_month_type_score_q90_local_translation,41.56415440909723,56.0891986220395,53.01551166600623,58.928583711516715,41.56415440909723,69.66541238145683,41.56415440909723,68.85105566361169,0.3451573743017074,0.5,0.5,14.766000000000002,21.970581479830468,6500.0,9671.460085256536,5.758740000000001e+23,1.2749256109923412e+24,0,0.0,1.318592057761733,200,4.62930455440782,9.895739658534456,14.525044212942277,0.31871190796672155,0.6812880920332784,0.31871190796672155,0.6812880920332784
permissive_label,non_pretrained,2025-03-13,2026-03-13,12,quarter_growth,conditional_scenario_not_empirical_forecast,recent_2_month_type_score_q90_local_translation,41.56415440909723,53.77176486524725,50.80935741119189,56.54071791635776,41.56415440909723,68.85105566361169,41.56415440909723,68.85105566361169,0.1725786871508537,0.5,0.5,14.766000000000002,18.011596434829887,6500.0,7928.713045265762,5.758740000000001e+23,8.56852677713388e+23,0,0.0,1.318592057761733,200,2.3121331517710715,9.895477304378957,12.207610456150029,0.18940096098874534,0.8105990390112546,0.18940096098874534,0.8105990390112546
permissive_label,non_pretrained,2025-03-13,2026-03-13,12,no_growth,conditional_scenario_not_empirical_forecast,recent_2_month_type_score_q90_local_translation,41.56415440909723,51.43791792966726,48.55856896969726,54.12210619072187,40.96266321754947,68.85105566361169,41.56415440909723,68.85105566361169,0.0,0.5,0.5,14.766000000000002,14.766000000000002,6500.0,6500.0,5.758740000000001e+23,5.758740000000001e+23,0,0.0,1.318592057761733,200,0.0,9.873763520570037,9.873763520570037,0.0,1.0,0.0,1.0
permissive_label,non_pretrained,2025-03-13,2027-03-13,24,historical_growth,conditional_scenario_not_empirical_forecast,recent_2_month_type_score_q90_local_translation,41.56415440909723,76.93701049867431,72.54352739292274,80.85429652851148,41.56415440909723,93.03331966959415,41.56415440909723,86.36980902089843,0.6903147486034148,0.5,0.5,14.766000000000002,72.37317286928746,6500.0,31858.704026166084,5.758740000000001e+23,1.3834292963263094e+25,0,0.24795560014296428,2.637184115523466,200,17.12020550572417,18.252650583852922,35.37285608957709,0.4839927390191368,0.5160072609808632,0.4839927390191368,0.5160072609808632
permissive_label,non_pretrained,2025-03-13,2027-03-13,24,half_growth,conditional_scenario_not_empirical_forecast,recent_2_month_type_score_q90_local_translation,41.56415440909723,69.64093139039441,64.72415964761747,74.36359412228165,41.56415440909723,88.12548265720406,41.56415440909723,86.36980902089843,0.3451573743017074,0.5,0.5,14.766000000000002,32.6904002818549,6500.0,14390.329258570824,5.758740000000001e+23,2.8225537419022105e+24,0,0.0,2.637184115523466,200,8.860613225906064,19.21616375539113,28.076776981297193,0.3155851268757946,0.6844148731242053,0.3155851268757946,0.6844148731242053
permissive_label,non_pretrained,2025-03-13,2027-03-13,24,quarter_growth,conditional_scenario_not_empirical_forecast,recent_2_month_type_score_q90_local_translation,41.56415440909723,65.54328522643267,60.79400022429924,70.45788961798078,41.56415440909723,86.36980902089843,41.56415440909723,86.36980902089843,0.1725786871508537,0.5,0.5,14.766000000000002,21.970581479830468,6500.0,9671.460085256536,5.758740000000001e+23,1.2749256109923412e+24,0,0.0,2.637184115523466,200,4.474955474175573,19.50417534315988,23.979130817335452,0.1866187522919076,0.8133812477080924,0.1866187522919076,0.8133812477080924
permissive_label,non_pretrained,2025-03-13,2027-03-13,24,no_growth,conditional_scenario_not_empirical_forecast,recent_2_month_type_score_q90_local_translation,41.56415440909723,61.20070269452493,56.34809779157677,66.22510021561206,40.96266321754947,86.36980902089843,41.56415440909723,86.36980902089843,0.0,0.5,0.5,14.766000000000002,14.766000000000002,6500.0,6500.0,5.758740000000001e+23,5.758740000000001e+23,0,0.0,2.637184115523466,200,0.0,19.636548285427708,19.636548285427708,0.0,1.0,0.0,1.0
permissive_label,pretrained,2025-03-13,2026-03-13,12,historical_growth,conditional_scenario_not_empirical_forecast,recent_2_month_type_score_q90_local_translation,15.47126732608538,21.36221130317409,9.131220846176113,34.90075990382805,8.553863625663801,36.05835687791278,15.47126732608538,8.553863625663801,0.6903147486034148,0.5,0.5,6.918999999999999,15.317952021546388,6500.0,14390.329258570824,2.6984099999999994e+23,1.3225822389422586e+24,0,0.0,1.333029197080292,200,3.391298489367066,2.4996454877216427,5.890943977088709,0.5756799763427792,0.4243200236572207,0.5756799763427792,0.4243200236572207
